"inst_416" "inst_1009" "inst_1170" "inst_1229" "inst_1289" "inst_1654" "inst_2644" "inst_2689" "inst_4453" "inst_4670" "inst_5226" "inst_5265" "inst_5589" "inst_5630" "inst_6188" "inst_6947" "inst_6988"
"209109_s_at" 6784 5754 17758 17226 10573 15963 18052 15248 15379 18255 8329 11189 5421 12799 7182 6805 2315
"209110_s_at" 6121 4019 3062 21103 9150 15639 12871 3371 21620 16250 2270 11521 11763 3472 17033 8949 20651
"209111_at" 5798 20036 3618 16338 7986 3592 17920 7276 18107 6248 3342 9457 6445 16548 15411 2651 19258
"209112_at" 6519 5639 3253 20773 6481 4861 15213 2540 12150 8706 3054 8286 2670 17829 16610 8819 7808
"209113_s_at" 4707 21249 20570 3618 20460 2812 20015 19167 21403 1926 6530 19188 20689 9992 3139 19665 21794
"209114_at" 5433 22140 17203 15762 14696 21358 21129 14728 20457 3775 21613 20679 2447 16805 8377 6122 3780
"209115_at" 19339 16285 7031 17736 7875 20550 19206 4859 18113 7206 3180 9865 2210 14954 13970 2584 18224
"209116_x_at" 12355 10746 15107 12059 15331 8487 7483 13701 4613 15082 13024 15301 13986 6558 11561 11140 10829
"209117_at" 14912 2298 20381 15424 4205 14639 2233 8748 3583 1475 4823 536 5055 2134 20633 6852 19024
"209118_s_at" 3820 16444 7417 16380 7777 2044 14159 4106 10828 5467 7024 3235 6794 15888 14621 6297 16624
"209119_x_at" 20215 17993 21485 4753 16966 21983 849 11273 14724 1372 9288 3449 10658 16832 13229 20852 21409
"209120_at" 15976 18803 8242 18837 3362 16661 13142 5652 12292 8252 4437 9355 5668 15433 19435 7644 16830
"209121_x_at" 16111 17699 20668 5204 588 19812 13016 11075 2684 19200 8395 10413 11338 11370 5138 10142 5698
"209122_at" 507 6445 3992 3075 5468 4835 14850 4570 12833 3625 20645 3530 9051 10643 15614 1549 6418
"209123_at" 13799 4283 5263 17831 3238 19750 2178 7630 20480 9101 8805 5826 5200 20285 6441 2483 5458
"209124_at" 19920 18199 1575 18032 3850 19018 16637 6061 11801 7951 7877 10762 6047 15803 16413 6798 6430
"209125_at" 1164 9649 13215 15874 13933 8600 6365 13344 512 20399 14114 16265 15689 7059 9382 13702 12783
"209126_x_at" 22101 11125 17658 21381 12951 838 13789 3875 21799 21270 20063 22121 21140 21339 10009 18287 20940
"209127_s_at" 6791 15577 18894 15254 5568 21202 4734 18873 11363 4271 7675 3114 7633 12632 6240 8457 20078
"209128_s_at" 6401 20280 4204 3275 1903 2681 14853 11552 17522 19933 7629 7938 3894 15894 17062 7766 21767
"209129_at" 16793 3361 7539 741 7271 15076 18418 11465 17272 3468 7870 7042 20380 19528 4666 6959 4459
"209130_at" 18051 19217 7221 20401 4668 19287 19109 5138 17972 19586 8517 10246 7248 14200 18709 3896 16870
"209131_s_at" 7940 21075 7788 3787 22230 3675 1560 4787 12334 21795 958 21504 2761 2993 1137 1275 16673
"209132_s_at" 5227 20465 5708 3760 10023 1865 18780 9676 15128 16108 7166 11460 5737 13684 15758 3399 8064
"209133_s_at" 4006 219 195 9944 9083 19544 3959 21762 2003 546 2563 6061 21854 3081 3820 6018 16037
"209134_s_at" 5431 17606 8303 14550 19805 15663 14811 8710 13383 16591 9811 11539 12956 3533 4061 10589 18413
"209135_at" 15620 15683 21362 16680 20531 589 14444 10126 9889 17514 12 831 799 19692 18937 7937 6745
"209136_s_at" 2657 16423 3803 5942 21852 19782 2616 11633 20107 21398 10478 6631 3018 2539 12924 18959 5371
"209137_s_at" 3311 18508 6407 16782 6214 18341 13957 8688 19067 17604 9657 4028 7002 15209 20638 9915 6365
"209138_x_at" 19792 11394 12126 13302 7022 5220 11024 15618 6331 15196 656 18218 18044 1633 202 18201 8602
"209139_s_at" 2542 18558 7955 18347 19871 2521 19705 9386 12854 17478 20509 9230 6735 12316 19795 5790 19813
"209140_x_at" 5866 18760 6549 14621 5769 20520 2666 11637 16015 5854 6180 3739 11576 12280 15177 7364 20214
"209141_at" 17311 18495 7034 16765 2282 18147 15773 8807 13204 16541 8317 9077 6466 10050 17648 8383 6300
"209142_s_at" 16761 4087 21120 18274 5840 15330 4723 7746 14209 9134 6810 12232 7550 16515 16448 7199 6670
"209143_s_at" 17065 16603 5063 20413 4848 14523 20003 11364 15803 19481 7840 10152 10272 16128 15515 4936 17105
"209144_s_at" 8098 1319 8428 1142 13418 19752 20862 2815 21919 4668 4280 2151 10324 22083 10940 1952 5304
"209145_s_at" 4466 3342 11017 758 17417 10702 1680 20593 21673 21392 6889 3314 15777 22091 443 19736 10660
"209146_at" 3340 3789 6048 6255 6229 16378 3009 3249 3180 1620 2615 1766 1181 2113 12754 1134 2677
"209147_s_at" 18058 2375 1914 17997 5989 19934 21786 1030 15299 5806 5448 2398 3246 15106 4832 6673 3478
"209148_at" 6300 5043 5055 1357 610 3018 14367 19478 10799 9426 2177 6812 1650 10025 19107 21873 1133
"209149_s_at" 14761 4573 8494 6674 4523 16380 17504 11314 18534 4145 4924 4922 5584 12821 14483 9270 5620
"209150_s_at" 15630 5508 2721 4303 20648 4149 21156 11033 14357 15659 5247 4407 3999 14779 6116 2945 19417
"209151_x_at" 19942 22091 12710 9081 12005 19700 549 14591 19498 1483 22112 3959 7591 15124 1871 18399 2399
"209152_s_at" 6736 20878 22252 19207 20010 20500 2560 3124 18686 6199 10036 7018 20954 9885 20522 19187 16935
"209153_s_at" 18746 2894 1356 20971 9802 21479 18524 2449 19610 19286 20624 11726 7765 14192 17557 9201 1794
"209154_at" 2699 18089 901 16807 4359 14899 16974 10923 12301 16748 5987 9869 7413 16007 19769 8326 7873
"209155_s_at" 13759 19455 19891 4277 6968 15134 15505 4345 10938 6284 7319 7915 6355 16857 4672 8079 19772
"209156_s_at" 9432 7013 13135 4352 10491 9293 9059 14478 17107 2133 13974 15733 16016 4208 8400 10768 10881
"209157_at" 2868 15620 1919 19936 3908 15827 5880 3108 13370 8422 3242 9275 2561 16636 13967 4527 3085
"209158_s_at" 16200 6264 9268 1385 2923 20728 14262 5282 19589 1943 6476 4699 19213 12018 13512 6685 4788
"209159_s_at" 21485 1436 9940 1465 18768 21766 16473 14611 14033 2697 20561 10429 9612 11376 10417 21964 22240
"209160_at" 375 17726 17508 14883 11132 1264 21968 18039 15750 18052 3518 4254 19044 19658 10171 2069 20095
"209161_at" 20162 4157 19040 6530 7491 19593 17617 10643 18325 9694 10084 8023 10486 20167 15294 10059 16996
"209162_s_at" 14901 5558 5808 18657 3105 3716 16936 11123 21338 16606 21625 9937 7876 12634 5642 9546 3233
"209163_at" 5824 19715 20662 2846 21285 15905 16446 21575 13315 18006 9497 5324 10330 16120 3060 5012 19217
"209164_s_at" 5511 18188 16438 5603 13413 14738 15137 21840 2728 1258 8782 6070 7501 17993 21940 7358 18859
"209165_at" 17078 20197 3210 20233 5208 15887 13945 8519 20133 18495 11586 8148 10117 12099 13037 9368 5385
"209166_s_at" 16217 18454 20675 2665 9127 16306 5798 11053 12978 6656 2800 4048 19846 10242 5906 2922 20137
"209167_at" 8189 11854 11346 10325 14410 11379 7023 14089 2290 18262 16962 16077 16700 9058 10903 16569 13938
"209168_at" 960 8343 14899 2452 8463 2334 3263 18331 10200 19175 20115 21392 21473 665 3156 9927 13368
"209169_at" 7071 5461 10661 12425 14991 6545 10072 4421 9501 21105 19675 1163 14666 5012 10949 14522 13833
"209170_s_at" 9779 7336 4935 19784 8838 13887 4018 940 20428 6944 18442 18513 21606 15555 4524 20018 212
"209171_at" 3715 1047 5433 5259 9820 17312 19848 7060 17160 7908 4283 11113 2601 19089 4009 7751 18332
"209172_s_at" 6795 20657 3588 15105 2092 20577 14732 18175 17244 9709 20630 6624 2961 10614 16061 6292 21581
"209173_at" 13766 18064 13143 1837 17148 18715 13105 18021 10059 6897 19751 6826 10989 15082 10861 7744 17397
"209174_s_at" 15762 6033 6404 16508 9300 4895 13491 18772 12260 6980 9879 10625 10506 16886 6075 1790 5014
"209175_at" 6810 6552 9308 4568 3259 4349 4224 9732 16642 15885 1864 6444 2144 14670 3725 20066 6375
"209176_at" 21962 20830 20948 21656 20922 18330 2404 6049 15321 19289 9449 10908 10888 18204 18219 19157 3471
"209177_at" 14330 19426 6651 15521 9714 18788 13992 9618 3398 16943 6970 11954 12993 19712 19273 2023 20633
"209178_at" 20098 4246 20612 20697 20408 19077 2525 6333 22068 17981 7218 8191 19640 19465 16468 8738 3727
"209179_s_at" 5037 4392 4896 18802 19862 20650 4550 6106 14485 5250 11130 2271 11597 20797 4951 3394 21617
"209180_at" 3490 6439 2424 20863 2796 21638 21358 20050 20035 5885 2936 20778 2170 19345 4803 6155 18372
"209181_s_at" 18719 19645 3496 20452 3026 18274 15990 4471 11865 9132 4714 19657 4357 17301 18652 2594 7171
"209182_s_at" 13173 8489 13986 175 18907 12530 10226 13427 341 2497 17621 14066 14843 9688 8518 13990 10063
"209183_s_at" 11958 10112 12912 40 16664 8857 9773 3688 13024 11279 15004 14114 16301 6357 9839 14167 11747
"209184_s_at" 17088 461 8493 21375 2676 2415 11171 18373 17124 3227 20772 218 6041 877 13662 7429 13487
"209185_s_at" 7980 1335 4457 6518 3789 22252 21825 10463 21178 3408 723 8798 4822 1699 17777 21730 14471
"209186_at" 14750 5260 7331 14934 3153 19505 15138 11192 15763 6579 9644 5879 5562 12422 15464 6508 17574
"209187_at" 20946 17747 3673 17837 4103 15595 19448 3418 17925 7909 10426 20258 6532 19076 16465 6002 4033
"209188_x_at" 16620 17862 3009 18658 10169 1350 14569 7205 12106 20748 8063 10594 11905 12894 12822 7535 2701
"209189_at" 9753 8400 18993 1117 21535 13768 10377 3515 138 15211 13367 15702 15591 7832 3142 10867 15596
"209190_s_at" 4481 16303 3460 15386 6221 2751 18602 7702 9705 4156 2770 4001 1167 19518 18752 4399 19567
"209191_at" 3870 4937 4515 17112 9656 18342 14700 4191 15131 9616 18680 20038 10745 16207 17514 8987 18149
"209192_x_at" 16968 1995 7966 20430 21879 997 19709 18979 13347 1533 6139 9361 20667 13764 3539 4163 20682
"209193_at" 19672 22096 19223 18327 21938 29 18539 19737 18886 790 6823 348 12030 1885 14739 20135 5060
"209194_at" 6376 17270 3607 14799 1531 19163 15565 1748 11284 17010 5955 9069 5516 13688 13918 6657 16714
"209195_s_at" 2241 20208 9652 1662 12397 22226 22164 17285 20271 2494 4918 5519 7460 14051 9439 20746 21903
"209196_at" 346 1554 8938 6086 2930 175 21103 10466 16042 7850 1804 8015 5350 14384 1477 20462 3079
"209197_at" 21995 2077 952 17416 8242 13882 6992 19134 877 15316 15768 14740 14675 1079 5034 16338 9290
"209198_s_at" 11190 8605 6523 22254 7242 6234 3787 6716 728 3937 2291 4027 20310 19798 21447 16141 8937
"209199_s_at" 9475 14008 5082 570 8863 5185 11623 22118 19371 9612 17041 15783 17990 5023 21383 14299 15340
"209200_at" 10086 12687 21341 19335 21875 13990 167 4999 18363 6237 13480 18312 21642 825 2282 18882 9311
"209201_x_at" 11331 8632 3285 10813 9085 11461 10080 12256 8026 14830 15386 16096 17377 13 1947 15239 11911
"209202_s_at" 13922 544 17622 20360 12841 11740 927 19047 18413 21869 21136 2360 19786 3530 83 5267 12501
"209203_s_at" 19467 20895 5298 14491 376 19901 22161 4857 16473 18730 6340 3921 4827 15481 21402 9503 2992
"209204_at" 7647 2124 20978 1758 22076 9196 1853 19054 2223 21902 2742 1195 21777 21325 20808 637 7528
"209205_s_at" 15724 15957 1637 3740 3085 3907 15306 6053 11338 5120 18522 7271 4281 16313 17163 3970 20209
"209206_at" 3076 18414 4082 21195 6519 16838 20198 5974 1365 17937 835 964 394 18721 18306 3600 16661
"209207_s_at" 6804 5148 2834 16940 1045 14209 18528 6543 13168 20657 6910 5305 5326 13697 3751 1916 3021
"209208_at" 16491 4042 8416 4693 969 14447 18652 8826 21763 21307 18728 18727 2821 16650 18418 8950 6798
"209209_s_at" 14249 15396 9755 5414 16753 16286 17605 15269 17422 4497 20024 19533 2797 9704 9936 10098 17800
"209210_s_at" 16481 18641 12913 14511 16358 3855 20676 13519 13375 4809 8476 10753 6766 19017 7518 7162 19839
"209211_at" 11480 22072 18584 20155 11487 18405 16736 18308 3613 9127 1594 6019 4063 20378 9834 2 21563
"209212_s_at" 2359 2530 2342 3938 13436 20774 2047 7017 21106 5696 20833 3608 11931 3320 19763 20649 5348
"209213_at" 19722 20577 2170 1881 20387 16711 19446 2844 16401 9346 529 11005 20199 16380 21048 20200 2370
"209214_s_at" 14326 18329 3529 18470 6069 17869 20621 8239 18364 17043 6054 10960 6224 18643 14892 6651 6151
"209215_at" 16265 4249 9326 4609 8752 15521 20604 18379 21808 5682 9939 10249 7597 14828 14691 8249 2884
"209216_at" 5208 20906 6603 339 2778 2431 13932 4928 12877 923 9931 1579 20175 13905 5734 4438 21107
"209217_s_at" 21226 1971 19688 3470 21262 20700 14781 18748 19378 6269 18786 10746 1677 13851 21744 20097 4120
"209218_at" 984 3703 6121 5265 8456 2393 16227 2923 4101 1687 2776 1941 2895 2763 5690 1663 6137
"209219_at" 1515 5262 8189 3765 6901 15329 13838 11715 15143 21146 11646 4907 6956 18521 20075 8622 16697
"209220_at" 3758 13564 13813 2338 19731 8843 18298 21578 960 22010 1359 6707 21853 21198 13521 1220 10288
"209221_s_at" 5444 222 4321 21414 21449 18758 15833 4243 13896 19038 2752 1813 8547 3287 589 1027 3663
"209222_s_at" 18177 17832 19750 6201 2731 18426 2405 9489 15573 2819 6537 2244 9821 10826 2289 7294 17394
"209223_at" 13163 7810 19232 8384 11150 12702 10887 10212 8716 14024 15562 1826 6503 6560 16439 16216 10181
"209224_s_at" 2327 19279 3935 5332 7154 19897 16475 8048 18933 8177 6297 10068 8871 15447 14959 7166 7320
"209225_x_at" 4974 16758 20495 4907 2400 15543 3380 12432 3639 3656 5869 4711 6282 12713 5473 19471 3679
"209226_s_at" 4022 16348 5919 15367 3500 4412 3188 12391 3702 8391 11474 7587 8234 14484 5326 9804 6663
"209227_at" 1790 21911 11989 1637 17344 21975 13389 151 1991 5677 7248 20643 12621 21479 11564 10489 21054
"209228_x_at" 5779 3596 13269 6557 14261 19810 19015 12891 17113 5016 11635 20242 4730 12612 7221 5098 2942
"209229_s_at" 16276 2534 19972 1604 21113 18432 1810 8078 10074 2481 674 4311 8801 16865 5849 21674 21317
"209230_s_at" 1296 7088 10184 933 5793 7226 9879 1465 17281 877 920 400 16095 6970 9736 2944 13994
"209231_s_at" 4308 4012 3284 5026 20583 15893 17932 9210 20037 20755 20440 20750 7094 13024 15188 4509 5976
"209232_s_at" 898 19686 6140 14963 7564 3525 18142 9366 14691 1828 4813 21158 7839 19910 3950 9970 4467
"209233_at" 2504 17713 7182 18842 4121 16488 17650 11136 17997 19029 9060 10677 6156 15434 14426 4783 16763
"209234_at" 874 17030 157 2914 8880 1990 21371 2638 2628 16267 5003 3593 4262 10173 21121 2127 2861
"209235_at" 27 19044 21334 13637 8381 20737 22188 22273 62 530 53 22272 22281 22159 22267 1271 15422
"209236_at" 3534 21276 9400 6174 9699 2204 21255 21195 14548 20364 20906 21946 5792 20595 4715 8022 21927
"209237_s_at" 19274 12710 2012 18414 4318 10838 12773 5230 19285 1375 3373 5679 19150 19235 18317 15730 14221
"209238_at" 3401 16955 839 1762 2253 1848 3821 4389 13363 2164 2643 2074 3233 10589 3048 5821 17078
"209239_at" 767 5776 5273 2200 5050 1758 19513 10251 9796 6635 7640 5833 11233 16406 6227 10477 8264
"209240_at" 4753 19287 21563 3587 8117 16648 17140 11704 14032 1452 4633 2827 6679 19610 13276 2115 19357
"209241_x_at" 20243 196 10134 1373 14546 211 185 2594 3783 20747 20890 5543 22144 21503 18430 21914 20932
"209242_at" 10688 9012 227 2080 7016 6580 8948 12238 2676 20037 15786 15162 14312 464 2907 11893 15152
"209243_s_at" 7094 12226 11663 18064 11297 13650 6421 78 22056 17122 18376 15356 15565 14019 19973 15337 14224
"209244_s_at" 2363 18857 4412 531 18557 19415 1435 4414 1311 3745 20486 920 20558 14077 5 22117 20388
"209245_s_at" 9106 14515 10847 12843 10798 13171 7084 19044 6122 2998 13176 13978 11083 2599 15367 18225 7927
"209246_at" 123 2198 20568 15172 2409 22106 21854 21246 3014 20953 21426 20934 2569 9921 2804 20383 19489
"209247_s_at" 13888 3737 3995 5117 3386 20047 14962 8016 20188 16736 8816 9476 5438 13896 19783 5404 18656
"209248_at" 15649 4779 22014 17663 5430 17825 16678 11501 11374 7528 9556 6592 10988 16601 18686 5305 19684
"209249_s_at" 6670 18459 4884 16005 7931 4207 14507 11253 16342 17171 5762 11250 9339 3227 13633 6490 7995
"209250_at" 3596 19360 7856 2927 8712 15451 21498 8899 11033 8047 9740 20909 2125 16747 18598 10241 20536
"209251_x_at" 3047 6289 19853 5967 9844 3933 14925 11094 5829 15964 19935 12035 20118 9999 13553 19495 5945
"209252_at" 5878 3410 19376 5654 2089 14224 13628 20215 15346 3844 20380 5260 10491 19062 21451 4604 18132
"209253_at" 19470 379 1617 15873 21054 16234 21273 606 10916 21039 9599 11654 6718 11486 20315 7869 7109
"209254_at" 5005 2014 20528 16760 1664 14779 15771 12157 11968 8074 21256 458 5985 11100 15256 891 21333
"209255_at" 18152 19282 21842 21444 3301 16492 16667 21262 21136 19196 3726 2556 1073 18096 18769 946 21236
"209256_s_at" 30 2367 22086 3155 6295 4035 13397 4055 3762 6201 20582 8391 6313 10904 20408 1201 3810
"209257_s_at" 3131 2284 5795 19169 1507 17952 12921 10398 11988 7136 9157 7416 3947 12848 18172 9681 3719
"209258_s_at" 6728 20723 5818 3045 3631 14868 2594 6299 3236 6265 6096 3179 6022 13744 20457 21192 8157
"209259_s_at" 16012 17530 4530 20327 3399 14952 16606 5357 16515 9496 3493 9358 4522 15395 19193 5980 7330
"209260_at" 205 20068 17603 15847 12556 19930 17639 13896 18616 16111 7666 2759 4687 18457 7442 1601 3353
"209261_s_at" 1321 1252 16643 14464 18530 21702 86 14096 22262 21857 21651 21117 990 16130 12114 1870 22228
"209262_s_at" 17215 4911 2432 5018 19810 19123 1826 2556 1522 1181 1372 4802 21399 20369 19980 9078 21219
"209263_x_at" 18579 4182 3116 14643 22083 20044 4828 7930 12935 18150 4404 5708 20110 21528 2931 9232 5018
"209264_s_at" 16034 3460 10328 17966 13248 20835 18399 16326 20430 9452 7212 20171 1779 10271 2750 9314 16556
"209265_s_at" 14770 2817 5381 16707 8757 18748 14015 18947 17030 8817 8899 8640 12026 14816 15923 19152 6010
"209266_s_at" 8701 9817 13053 9415 13351 6371 6162 14576 5156 11450 12558 14353 15382 3074 9124 13678 11284
"209267_s_at" 14254 18496 4855 18035 7351 14840 13699 3105 11693 16627 6657 10333 8477 20352 19922 7486 19014
"209268_at" 3020 18067 7129 16099 6015 3091 17027 7435 10860 4182 7935 7799 6411 15251 14779 5576 5707
"209269_s_at" 8809 20810 5049 11292 653 7774 13877 10493 22001 3270 11447 6834 5819 19093 13634 1652 13182
"209270_at" 3815 975 11391 3813 12549 19833 3623 3901 16142 5151 1512 20398 6468 11572 22082 1734 500
"209271_at" 19051 20525 20036 5624 5445 1650 14855 4964 1470 7549 1575 4126 2066 15108 12922 1184 4920
"209272_at" 13455 21323 4243 16505 5900 10022 6547 2380 16250 2611 7707 798 2215 10289 17392 20534 10201
"209273_s_at" 19355 3971 883 20560 1850 2992 21541 4488 3986 19228 1861 10965 2907 3782 6125 10277 5219
"209274_s_at" 18736 3625 3913 17843 1872 2823 17638 3817 16762 19562 6329 7848 2149 12726 18932 3212 7647
"209275_s_at" 17683 2554 8662 15243 7249 19460 21812 4821 21726 5285 6971 10745 2593 3688 2225 5414 4787
"209276_s_at" 447 2156 6372 5853 9648 21460 21052 7247 14217 8270 21017 11897 2931 3206 3367 283 411
"209277_at" 13039 1192 14800 21769 13277 2245 20066 13580 17974 6501 5057 6116 1461 22167 642 15993 665
"209278_s_at" 7233 17211 17617 19320 13574 15078 1882 14699 2717 8495 3895 11263 600 2974 8175 5640 1655
"209279_s_at" 4972 3727 8070 16204 8631 18399 16800 19657 19587 4659 10338 2554 6699 10689 15270 3568 8154
"209280_at" 18182 7708 588 8614 14835 12336 393 1322 34 166 18167 15698 11221 1902 13610 10200 10015
"209281_s_at" 5576 3868 18653 15216 716 3192 17888 3111 2961 5400 2196 784 1342 10892 12623 7551 2739
"209282_at" 20616 16522 20962 14615 1044 17114 13115 10516 17961 16973 2205 11264 21798 17573 3402 19118 3419
"209283_at" 11398 11788 9742 14247 10434 10721 12064 19155 7938 10035 15784 18259 6244 9556 7609 15516 5587
"209284_s_at" 3844 4408 3974 17775 4508 4352 4012 5812 16052 17882 4825 3168 6566 14495 17692 5810 3633
"209285_s_at" 11256 1990 9306 15059 8923 19952 5589 8747 12242 7749 3784 9274 2762 21090 13776 6944 1570
"209286_at" 20251 14281 4415 15739 2719 12757 8558 4391 20750 5465 12696 14899 13232 7671 5546 15555 15395
"209287_s_at" 6348 12857 885 16774 3177 10996 8822 11861 22208 4439 571 9709 957 9511 4813 17984 10688
"209288_s_at" 11886 7348 2316 16161 2081 6479 285 2205 10467 15865 20449 21640 10267 11155 5175 18297 12450
"209289_at" 5114 4255 11220 15903 12089 4439 19959 12529 18151 6195 5104 2791 4726 18185 10480 9578 19739
"209290_s_at" 15367 4338 17879 19901 14510 17594 4343 21096 14861 6805 4712 2862 4535 20803 3728 5469 20199
"209291_at" 8562 1832 14593 19984 11170 16783 4151 3947 21123 21509 21753 6996 10297 13767 2217 21834 20523
"209292_at" 8233 444 12575 7332 12353 9999 11444 11558 2284 14792 6721 21804 680 12921 15195 18918 107
"209293_x_at" 16967 5140 16699 14115 11360 6929 983 15944 9314 8265 7380 21486 10248 21377 10483 3492 215
"209294_x_at" 16946 1275 2575 18666 20342 243 22190 2559 18239 3802 9194 8458 5272 10064 703 10600 1096
"209295_at" 18862 19830 20077 4914 4538 19842 17040 7635 15499 7758 7200 6136 8179 16911 16308 5237 21699
"209296_at" 2979 5946 1643 16877 1289 2671 4543 4662 15466 4919 6760 9215 4358 14280 13500 5991 20744
"209297_at" 181 21906 190 330 380 301 1729 752 1557 16308 6473 20655 11887 2146 2090 4565 2296
"209298_s_at" 14717 2170 2524 19606 3207 2375 3596 6616 12924 731 3222 2380 7623 15631 18066 828 7501
"209299_x_at" 8364 3863 19924 8740 19945 21631 21857 22012 2345 3714 21156 22065 22232 22231 22187 4839 17304
"209300_s_at" 14033 3132 20660 16808 20835 19147 15048 2032 14603 16427 1990 7188 5660 3545 17424 9225 20944
"209301_at" 3461 19920 6105 7595 6655 3773 12918 9641 9489 15065 9623 19565 5950 17455 19576 4374 19443
"209302_at" 5115 16306 4833 14955 5982 16746 15841 10275 11789 15903 6668 11292 7497 14640 17577 5938 7119
"209303_at" 6698 21573 9483 4782 20225 3196 3398 10560 15553 7798 9443 9727 10712 14233 14488 9405 7369
"209304_x_at" 19433 2472 7102 593 8547 16747 4636 1643 3700 6977 8552 21621 2115 10946 3226 19993 1174
"209305_s_at" 1808 20020 4826 19295 21123 16124 16634 10508 18059 7751 2490 18739 7436 17510 6374 20496 4446
"209306_s_at" 21493 20320 6506 3112 2377 2930 3040 11990 10952 801 6348 7565 4821 11675 14642 3793 2364
"209307_at" 3604 20258 20405 16986 3241 21245 20348 7168 11233 1901 1935 4687 139 20128 15456 5537 632
"209308_s_at" 18973 20332 7141 19852 3019 21198 4563 12411 16122 18921 10563 5714 2852 18207 17821 20732 2955
"209309_at" 13237 13234 18464 13080 16837 5834 10253 14221 1600 15123 17241 18588 6367 4389 10760 16750 10420
"209310_s_at" 7091 10445 19824 4545 3958 9120 401 7826 18513 3237 15465 587 15441 9376 5494 18168 10024
"209311_at" 13814 17277 4993 4795 3189 22246 4140 21688 19936 20240 5919 19420 731 10335 5285 19173 4663
"209312_x_at" 16960 3353 18457 8719 15178 19625 18987 10283 687 14698 10560 21343 11427 13330 21186 18711 19075
"209313_at" 2932 5851 19590 6580 6760 15537 17072 20219 13240 18889 9861 7958 10432 10877 17969 6464 16932
"209314_s_at" 17649 16382 1916 18181 4809 19755 18120 9061 11918 20763 10211 6154 6496 13414 12802 19291 4174
"209315_at" 17888 1731 9494 14192 274 20078 13672 11288 22092 8400 129 1194 8603 18798 21872 15224 10561
"209316_s_at" 2525 19053 4726 21088 4846 14829 14052 7929 19174 18811 20287 4809 3096 13061 3752 5077 5457
"209317_at" 4963 3292 7311 15429 2302 19113 16091 7145 16794 18677 8245 8278 1764 11617 19342 3536 2723
"209318_x_at" 1413 1611 19693 16092 3607 4687 14717 6393 14818 3992 2792 8207 21411 13910 18329 1284 17958
"209320_at" 4570 6282 20325 17605 851 1894 918 20138 20309 2784 11567 6147 3194 20655 4767 1798 6955
"209321_s_at" 3864 19500 7262 2334 693 16212 16662 4695 20322 4184 20086 20267 7955 21437 18549 7855 20997
"209322_s_at" 21579 8669 10680 7980 21249 9919 22022 22059 167 21631 2562 5327 12599 11203 20885 21885 13990
"209323_at" 16623 18971 3971 16528 1693 4636 17315 7587 11840 3549 6407 8480 3943 17525 16552 7148 18922
"209324_s_at" 2150 5302 3687 3555 6776 17898 16980 6009 9128 13001 19041 4410 11613 16709 16450 8963 5800
"209325_s_at" 21420 769 1712 7148 1430 17574 18922 8894 10027 15055 2054 4903 8580 3774 14353 5595 18531
"209326_at" 21721 19274 9118 6375 52 18507 18221 5474 15783 3315 7321 7195 9607 18645 21406 1752 6576
"209327_s_at" 8454 10528 44 21766 15250 3022 791 1848 3598 22114 3024 22133 21826 21924 3659 17245 14470
"209328_x_at" 251 1751 20134 21577 21398 2451 1465 635 2592 20869 8993 2571 21133 3496 21837 22171 1786
"209329_x_at" 4399 15772 3980 5450 8183 16647 16901 7773 13444 16414 9381 10067 7092 17275 18394 6622 4813
"209330_s_at" 17559 19009 20516 15354 10309 20742 4603 7892 16984 5463 6705 10622 11739 18735 16724 20140 20152
"209331_s_at" 15962 4452 2745 4851 728 21527 2580 2767 14320 19499 20603 574 4900 3184 4272 8402 18808
"209332_s_at" 19107 18136 9388 18249 2701 18430 20099 5553 15633 16242 5710 7399 6554 13855 18871 7265 18875
"209333_at" 4224 1285 6111 19148 7746 3089 20972 2002 2887 1746 4568 837 19872 16198 15749 9229 3470
"209334_s_at" 17472 4634 4061 2586 1037 7206 13775 22087 13888 16970 21902 812 716 21808 15664 19277 16107
"209335_at" 13171 14302 14051 10560 15356 11390 7351 20993 3135 10751 15618 534 21918 11049 1533 18935 9701
"209336_at" 3 5724 8184 4264 7955 18618 4002 20552 18512 4606 18923 7817 10693 17214 16599 21592 20740
"209337_at" 19812 15953 5917 4831 5915 14167 17236 3811 16184 17066 7000 7309 1953 19460 3917 3725 20773
"209338_at" 11746 13651 2892 15031 3162 11747 10934 4318 12182 16687 17268 17515 16091 3947 15722 16106 8624
"209339_at" 3630 6229 1428 639 6353 14589 4345 10369 17331 4291 11454 8219 8359 13188 14033 5425 7801
"209340_at" 15836 16065 4287 17727 2398 18607 18103 7238 10203 8532 8973 8199 6521 2743 6015 10189 16911
"209341_s_at" 19162 18102 19830 771 7961 15612 21214 6738 19737 2790 19571 766 21211 11664 3986 7524 3064
"209342_s_at" 11919 21497 36 21172 1839 22059 4696 10408 20965 2393 10832 4669 5510 12258 3173 5518 16667
"209343_at" 4842 2141 14342 6993 16568 21490 16061 12912 7016 12589 21935 6120 19885 17674 10625 4830 21651
"209344_at" 20717 3486 2922 21356 5483 18947 5223 10201 16989 7765 10623 5817 20560 19540 15779 9196 5361
"209345_s_at" 14668 5994 4255 18925 1081 690 21971 5730 14300 5986 7362 3553 11134 11504 14396 1339 5336
"209346_s_at" 18934 16497 8600 21797 1285 7845 1908 1057 2933 61 291 170 3963 22240 19648 15610 21597
