"inst_416" "inst_1009" "inst_1170" "inst_1229" "inst_1289" "inst_1654" "inst_2644" "inst_2689" "inst_4453" "inst_4670" "inst_5226" "inst_5265" "inst_5589" "inst_5630" "inst_6188" "inst_6947" "inst_6988"
"200700_s_at" 912 5010 6274 18038 6296 14392 2989 9120 11777 19434 6976 10201 7165 14187 4963 6094 8008
"200701_at" 6729 2912 6123 16436 5994 817 18656 5398 16605 9434 7530 3842 9154 2870 5602 7444 5394
"200702_s_at" 1634 4567 19158 3512 1484 14346 15938 19175 13588 18550 9693 5646 9108 15089 18586 8137 18069
"200703_at" 16053 18699 8634 15371 7742 18785 4917 3743 3106 17493 3755 9667 9098 16258 13336 20575 19638
"200704_at" 6619 17883 7231 15803 7801 20732 13782 8198 2999 20373 5187 3426 8490 16483 13414 3333 7015
"200705_s_at" 19296 15822 18929 4370 9351 17508 12851 14280 9942 8454 19433 18896 19913 3324 8051 19428 7128
"200706_s_at" 15573 18340 3308 21435 9063 4544 17483 7489 20623 1064 1493 7584 4846 2715 20736 7299 4489
"200707_at" 1791 4590 8224 2498 5319 21128 17961 19174 10475 2438 4106 19891 20564 17285 13445 8923 3265
"200708_at" 1859 2815 4978 16243 5209 16630 13690 20319 12289 18754 9076 8237 11114 13653 15513 3086 16722
"200709_at" 6393 4374 5823 6761 8109 579 5593 6638 2187 19457 18708 3392 3719 12065 13902 5784 5553
"200710_at" 16715 15908 9577 4741 4395 19332 19076 19129 20060 6227 3441 1882 11226 14854 13650 7738 16663
"200711_s_at" 14256 18865 20044 18779 21131 18115 14235 19688 16144 6446 9887 6072 7568 15589 16848 8391 7326
"200712_s_at" 18981 21007 3534 20297 9092 17602 16342 5259 18536 6313 8954 20701 5974 13376 16385 8727 17666
"200713_s_at" 6477 16884 2528 16843 1582 3786 19411 9663 17018 18647 6401 4309 4588 3515 16959 5854 6914
"200714_x_at" 4254 5601 21622 4881 2786 17942 15240 7840 17362 7508 4415 9484 8779 14034 18766 8473 21744
"200715_x_at" 15411 17263 8029 6282 9020 1814 16983 11785 12553 17520 8031 20840 7666 3050 13141 6986 18350
"200716_x_at" 2869 5343 20264 4040 10312 14186 13374 14420 5850 8384 11183 11101 19448 5830 8237 19952 16638
"200717_x_at" 19611 9798 19046 6115 20555 15270 8077 14333 5762 11504 14201 14442 15056 5696 8139 19485 16865
"200718_s_at" 16844 18655 6870 16581 6155 16435 14484 7918 3653 18108 9331 20441 10968 10158 16886 8638 18569
"200719_at" 2300 16941 20162 19791 2883 19454 18484 11518 12773 16397 10838 8164 6405 19020 13263 6525 18116
"200720_s_at" 4699 15613 4313 15497 20312 1836 17677 11458 20630 7858 6963 11740 8176 17047 15388 19729 21503
"200721_s_at" 17483 20510 22163 14893 1686 17314 19049 18801 17624 3993 7621 5746 5467 17854 1314 9348 2696
"200722_s_at" 4215 20801 7796 19789 10054 16653 5575 4972 20658 2409 19627 19806 3702 11939 17717 4131 4973
"200723_s_at" 13762 16905 6302 15615 7473 4096 5614 19359 14873 8843 11404 11241 8045 10282 12585 4880 8256
"200724_at" 18261 9289 15724 22001 5392 14038 16813 3248 21525 19154 10783 21016 492 326 20215 1465 16505
"200725_x_at" 2705 4950 18831 5280 20893 3205 15767 11064 3580 9342 20587 19171 19230 10339 15182 19015 7586
"200726_at" 16852 17674 19189 18988 10026 15876 15517 7544 14957 19242 8676 11080 7631 15057 17563 8917 17087
"200727_s_at" 4608 16741 9152 19201 9675 4168 13299 11650 1036 4204 2867 6663 4608 3385 5186 9195 2245
"200728_at" 3514 20232 7513 18022 9242 3101 4716 5455 10168 7829 7890 11018 8124 2778 3625 5199 20136
"200729_s_at" 17094 17245 8585 20868 5927 3627 18226 5315 11903 16226 5352 10372 3108 12524 4725 5363 17863
"200730_s_at" 15248 17327 5536 19823 2088 3447 3738 19390 15773 8378 10210 6509 2024 3889 774 4529 17802
"200731_s_at" 16883 20941 8899 4469 20665 18930 3324 4755 20987 18920 8965 8894 7194 10003 3273 5297 6728
"200732_s_at" 3987 5282 4917 5786 8958 20339 15036 18174 17574 17337 18942 18623 8274 15660 3612 20025 5788
"200733_s_at" 21028 20829 4077 21583 409 19835 20156 8510 12042 3396 3223 9253 6400 14149 17276 680 20982
"200734_s_at" 5443 4256 8808 3962 20944 15998 14701 12009 10497 8683 9530 9639 13094 15508 12597 3379 4352
"200735_x_at" 14629 9998 18747 15115 10127 4944 13399 14384 5813 16522 11437 14549 15130 5765 8195 10289 7040
"200736_s_at" 13729 10159 19828 3175 6424 8174 6265 8082 17860 17525 17803 16388 17750 7664 14397 17724 10872
"200737_at" 16223 19087 3742 15588 8089 14417 15530 8378 14993 9035 1909 7375 6644 15792 14945 8978 20278
"200738_s_at" 6242 5230 7709 14589 19771 16847 13304 7988 10255 16772 7734 18986 11845 13938 13649 8415 8099
"200739_s_at" 15371 19875 19125 2155 21254 17548 17687 19539 19196 17351 19998 20760 11331 10395 6243 5750 4350
"200740_s_at" 14819 17917 19809 16423 4703 15977 17306 9166 10888 8420 10181 10683 11705 2519 18297 6303 7693
"200741_s_at" 14308 9614 19864 15444 20725 14139 7980 14267 5677 11419 19030 14289 14942 5599 8032 20337 17744
"200742_s_at" 3385 2980 2861 17445 7391 15847 16948 7054 14796 9595 11103 6051 9775 18479 18314 2531 2645
"200743_s_at" 5676 3523 8387 3897 5578 16862 12810 8080 13139 6128 6597 2675 1783 12880 16498 4240 17661
"200744_s_at" 6924 19097 3107 15642 21336 15921 13111 7893 18903 7544 10610 7869 12365 16613 5454 7760 6112
"200745_s_at" 4046 18526 3186 5547 1486 14601 15848 10399 10411 6985 5221 6131 4267 3689 4952 8070 21014
"200746_s_at" 13984 17107 7615 15457 8408 16908 14827 9959 10331 9320 6235 4727 8605 15706 13294 8102 16891
"200747_s_at" 18137 20969 20329 1017 1931 19562 5079 20982 16914 2363 8717 1620 8574 12178 15948 7875 18590
"200748_s_at" 6136 15623 18729 4575 20880 15526 5573 5834 5866 7868 19537 9216 20533 3263 12864 20604 19082
"200749_at" 19557 19823 19073 20140 3716 19300 18224 7090 18455 9052 5286 6643 6732 19240 18346 9897 17768
"200750_s_at" 16917 17807 8933 5648 8815 16480 13623 10981 5744 15640 19171 19159 19334 11361 15491 19955 18265
"200751_s_at" 16794 17567 4676 19972 9731 19184 13808 9004 18281 18503 9818 12023 8028 2917 3876 6115 6357
"200752_s_at" 17357 5285 6266 1643 20865 17449 16057 12421 11140 2599 4068 5250 11218 17517 15504 1989 22033
"200753_x_at" 17492 18121 5349 14792 6709 14704 16541 8545 19164 15617 11082 20428 7017 13546 15107 19116 4741
"200754_x_at" 15040 16103 7009 17098 8391 14483 17294 9072 12740 16390 8581 10505 11579 10463 14501 20774 6939
"200755_s_at" 5890 5635 4037 6258 4084 20172 14506 6754 18993 7576 11302 2420 2678 9771 1963 3807 16627
"200756_x_at" 5214 3683 1119 5697 9266 17501 2986 2135 21437 9063 20001 19929 2862 472 4289 4472 5487
"200757_s_at" 15680 17793 8658 14831 1694 1745 16941 5626 14091 16796 4980 3683 5571 12301 1863 3593 20100
"200758_s_at" 15119 4575 19819 2766 8808 15325 2660 9624 17620 16153 8872 1429 11888 15186 5573 21416 18983
"200759_x_at" 1093 6342 19812 2633 6808 15083 21697 20475 15395 2948 2538 3134 2789 15371 4801 4156 17586
"200760_s_at" 15550 19324 2907 15932 2865 4164 16848 4727 16670 8281 5401 7302 1757 11776 3400 9038 4334
"200761_s_at" 18123 4355 6396 15099 7854 18580 18482 7197 15531 6095 6881 6472 7747 17408 18604 6467 19052
"200762_at" 15755 17589 7422 6586 3867 15514 21558 3497 10414 9471 18569 1654 2714 13474 16273 1681 7107
"200763_s_at" 3185 15419 9269 4426 20614 14598 12985 14391 5820 16353 18859 14583 13036 5785 8206 10250 8035
"200764_s_at" 6961 5717 12333 13480 12628 21510 3079 20840 13694 11274 4898 9822 19134 9978 21950 21137 17130
"200765_x_at" 4200 6495 14136 11387 19498 20384 14905 21309 8177 11364 5714 6222 8951 15120 20319 6545 19010
"200766_at" 3795 5072 1081 230 9529 15292 19731 21393 15941 9690 19499 4812 20906 12803 18597 7249 5468
"200767_s_at" 14569 2992 2116 2920 3436 1831 3670 20851 15011 3066 18644 11727 8536 19391 18697 9511 20926
"200768_s_at" 19697 3593 19947 18189 5460 18764 16118 19525 11555 8426 8726 11519 11474 20358 14261 20017 18573
"200769_s_at" 10616 2967 797 22212 19782 15221 21246 18333 21553 20078 20410 19718 2806 1301 2484 7767 6039
"200770_s_at" 4230 1693 21124 20054 7572 21502 2532 21202 19931 1471 2506 11967 6101 20190 5088 2333 21492
"200771_at" 17835 5021 20214 4439 6656 18709 18091 20100 16069 18101 2980 7062 3729 19368 2943 2675 7760
"200772_x_at" 16657 5375 19212 15256 9275 16478 13161 20196 12681 16577 11402 11940 12886 10332 8168 20233 19247
"200773_x_at" 15347 16477 19388 16904 9729 4370 13085 12306 3150 15936 10976 12227 12302 3309 3824 10136 18271
"200774_at" 16324 18702 9349 18103 5360 18336 12856 8824 10253 16156 9149 9437 10129 13080 17074 5674 6325
"200775_s_at" 5863 17934 19160 5206 5543 17169 18831 10620 18386 18876 7176 11190 12894 3412 5644 6510 17354
"200776_s_at" 21888 17936 3850 18096 21256 16620 5105 9143 16161 18961 10493 20594 6772 2708 3677 6251 6851
"200777_s_at" 19164 17080 9081 15436 9394 3776 13882 9903 13286 4664 8678 19045 11195 11333 4002 9281 19600
"200778_s_at" 4526 17961 7991 17969 6821 2738 18457 11724 19008 8133 11328 19484 7509 10440 3864 6209 18693
"200779_at" 1439 2286 20640 3743 9661 14145 5320 19294 10268 6379 5210 5246 11430 12449 14507 8417 6366
"200780_x_at" 14174 10139 19781 5698 6888 3756 13158 12013 3994 7379 11491 9803 19073 10162 12951 9331 6472
"200781_s_at" 14509 10143 18832 6804 21065 3601 8063 14318 3157 9643 19362 11443 19555 5674 8118 19973 8119
"200782_at" 14610 19970 2964 14637 2186 14712 13356 3821 3225 9621 2631 9992 3900 13932 6194 3391 20614
"200783_s_at" 15916 21404 8341 19457 7296 3316 18962 9146 17633 18364 7495 10545 9000 15147 16954 8261 4473
"200784_s_at" 11865 12023 11732 2164 18617 9893 6675 21982 423 2085 12784 13578 14022 6530 9233 18135 8408
"200785_s_at" 19805 14791 14929 7936 11731 11510 6532 18043 17289 3768 15879 16071 14164 7403 8953 14687 7535
"200786_at" 5594 4996 6602 4547 6182 2670 15093 11478 11055 9349 19978 11994 10392 12822 12904 8901 17312
"200787_s_at" 6317 3725 439 2791 7288 21235 16115 7311 19018 18719 2333 19961 11259 21373 15265 9734 2382
"200788_s_at" 2825 18066 19444 15915 4942 19727 1177 5674 11196 5354 7779 8501 20129 20716 16289 7823 20986
"200789_at" 20733 320 3581 6755 20374 2148 13124 11044 10510 15860 7070 4576 3611 15568 3484 20682 20738
"200790_at" 14574 18914 21033 17222 5685 17219 14368 18282 11378 7413 11581 9404 11010 16765 19861 8365 17441
"200791_s_at" 15508 3999 8071 6482 7532 16270 13710 7266 12174 5506 11315 11474 5598 12561 12840 9103 18389
"200792_at" 3665 17172 9544 15266 7668 17024 5613 19442 13936 7662 9883 10172 10559 13877 3716 8093 7795
"200793_s_at" 512 19103 21988 4706 5858 21979 19592 7103 14964 9679 3512 10405 5158 18311 20730 8615 19133
"200794_x_at" 13956 18132 5206 17227 6152 16054 5616 5917 14660 6490 6577 8180 5195 11932 3518 4116 7745
"200795_at" 4648 14431 17669 11699 14371 6977 18170 21884 2591 19319 17547 2437 20536 9686 12370 327 2824
"200796_s_at" 18204 18440 53 22168 22136 20120 22033 11134 21245 20000 21509 22221 370 3801 2147 21367 4993
"200797_s_at" 4844 16557 1243 14636 8771 14572 20139 7126 19068 3859 11100 4193 11138 2874 14466 2927 19431
"200798_x_at" 20447 16974 1689 20404 8531 15267 20770 2471 15948 3899 6047 8696 3855 11588 12788 1725 18868
"200799_at" 17399 18928 11792 16448 15730 15256 15413 13987 2963 19443 9792 10723 6092 11502 10316 3945 2672
"200800_s_at" 17561 19977 7026 3861 379 19954 17170 3859 20765 2293 8745 19646 12815 11687 21369 10478 17732
"200801_x_at" 4565 9958 19131 15683 20353 4088 5163 14241 5649 11382 19103 14235 14907 5560 8000 19968 17243
"200802_at" 18343 5656 5062 15033 5952 15310 17425 9184 15215 6914 9666 11556 10104 13478 17849 5252 5615
"200803_s_at" 14183 20241 9283 17737 9314 4127 15321 11117 17581 16489 8882 10041 6785 9949 6195 4831 6543
"200804_at" 5508 6218 8799 6824 8924 15638 13534 10348 17430 4761 10258 9861 12020 11953 5125 8777 19018
"200805_at" 6228 3900 19397 1014 5504 17538 18090 8430 16032 6596 5686 9277 8205 12827 14342 10327 5569
"200806_s_at" 1810 18328 5711 17757 7663 2534 5481 10840 13954 8072 19159 12208 10472 2774 14832 9443 7717
"200807_s_at" 14552 15926 8790 16072 9237 15468 4915 12092 9716 15963 21078 14256 20065 5578 13519 9273 17583
"200808_s_at" 17755 21332 8573 1348 6742 17600 1713 9185 2897 3019 5847 18861 20830 21543 4617 19138 21572
"200809_x_at" 16841 10197 19008 3832 20067 4211 13143 14257 9991 18280 20019 19713 19398 3442 8019 19381 5215
"200810_s_at" 18906 18723 5969 17270 5987 19046 13662 8040 15081 18673 6767 9449 5592 17821 17324 6043 7721
"200811_at" 5040 20965 494 19623 5920 15152 17830 9587 20764 8095 1204 10459 5596 17191 3834 9115 3294
"200812_at" 17550 17427 5505 16657 8356 15881 14014 10362 15852 16933 9493 9234 11361 14696 13421 9033 5745
"200813_s_at" 4960 5775 1824 6612 8994 1908 14779 12136 17311 17311 8982 21220 6880 12972 3009 8815 17749
"200814_at" 16994 5103 6693 5378 5805 17634 16925 6562 16526 8235 6690 8415 2720 16605 17370 3650 5092
"200815_s_at" 16093 6321 1133 16905 861 19266 14185 19559 14219 5254 6195 6659 8807 17579 4525 8158 20346
"200816_s_at" 5667 6223 19482 5150 3694 18928 3422 8592 14130 5476 9973 6872 7782 14625 5841 8438 20848
"200817_x_at" 2599 10167 13385 6398 20240 4184 7962 14253 5662 11397 14007 14259 14923 5580 8016 19511 7887
"200818_at" 5352 4610 19229 15102 9834 17871 18123 18352 13540 17895 18834 9403 12948 15055 16611 7075 17806
"200819_s_at" 5341 9999 8764 15084 20632 14974 5698 14341 12036 17166 10887 18585 19860 10635 8147 10296 17469
"200820_at" 4966 16094 7117 5837 9706 19450 18081 18987 19124 17479 11413 11210 12062 11772 17028 5651 5972
"200821_at" 19348 17132 2295 21005 1916 4621 15454 5191 13586 15950 4416 5796 1515 16644 17909 8221 18154
"200822_x_at" 2290 18574 8762 3525 5585 15246 16399 6235 16180 16053 20148 20172 10983 16851 15558 8117 7420
"200823_x_at" 2978 20315 20379 5718 19754 1094 13762 9135 11032 5341 19204 19492 19753 12523 8232 5972 17603
"200824_at" 16115 7618 2393 4123 5808 462 1070 7505 14222 17297 162 22114 1121 20929 13415 18439 3626
"200825_s_at" 4427 6269 21149 3577 1822 17484 18024 8451 13420 1461 5722 2257 9720 12689 21454 2160 17147
"200826_at" 5835 16281 4209 15493 8568 18356 3695 10358 12561 17522 9908 20222 19612 13352 12970 19407 19291
"200827_at" 14986 16221 19510 15453 21114 18386 19338 2210 2765 5857 20664 9116 11464 3809 854 19597 8073
"200828_s_at" 14085 19925 20897 5876 21011 18081 15055 19063 19646 16639 10858 20736 12068 13707 16984 8218 17970
"200829_x_at" 16834 17918 18740 19752 6236 4466 15421 9610 13491 18810 10364 11732 6671 12149 18016 7898 17134
"200830_at" 5686 18629 8072 19412 4653 4615 15933 10056 12192 8078 7367 18833 11079 14326 15719 8779 6132
"200831_s_at" 713 3992 8792 1749 5940 2788 4572 9946 12960 7879 7213 1324 3293 2382 1009 1843 16678
"200832_s_at" 2341 17829 20450 5968 7224 3489 5683 6444 3186 2340 5309 2624 7262 3230 13587 1980 4535
"200833_s_at" 14964 19099 19486 17704 9563 19986 13767 5043 13160 8234 8034 19722 5946 14735 17689 7237 19432
"200834_s_at" 18122 10173 8676 16043 9862 3413 13450 14290 5704 11443 10000 18771 14982 5634 8065 19391 19326
"200835_s_at" 9157 21059 7568 3578 5126 21938 943 8248 19080 792 2839 68 7770 19669 18273 20576 8112
"200836_s_at" 15001 16620 8952 976 20644 21076 21110 22266 14810 2260 1658 5698 9768 820 18718 22274 21671
"200837_at" 15561 17669 19309 6239 20123 1540 20072 18642 19006 17859 9386 1602 10916 12585 14579 9541 7619
"200838_at" 18550 16426 5930 17009 6764 18817 15971 8111 17649 4353 11260 8588 5981 13070 14632 19612 17425
"200839_s_at" 711 5271 8665 4198 2663 17894 15345 5446 10353 6586 8197 5898 8944 14765 12844 7057 7397
"200840_at" 14859 16177 6273 6355 4430 2591 14533 9849 12785 8821 8213 11986 10006 11731 16778 8597 18493
"200841_s_at" 4113 5547 4912 19575 2733 18032 14347 18677 14239 16494 7636 19725 1512 2403 5528 4951 3435
"200842_s_at" 18875 17860 7462 18085 2355 19043 21483 18414 11481 7351 4070 6530 8543 15157 16505 1861 18123
"200843_s_at" 6726 17732 6759 3164 7769 16919 13929 10990 4090 6253 5004 4523 19119 15605 15143 7603 17293
"200844_s_at" 2497 16409 19443 3049 6882 15399 13015 8917 3715 17173 9808 8659 7067 11462 5027 10165 3249
"200845_s_at" 4161 16702 19107 16405 5819 17087 15472 9622 4219 16907 8966 11728 6198 10862 16236 3721 17051
"200846_s_at" 3693 16562 7829 16647 6832 14194 16915 10605 18298 7056 6273 9247 10930 13885 5878 19146 17495
"200847_s_at" 3326 15527 6431 6215 6160 3539 17594 9671 10821 4580 2618 8729 7170 3649 15672 19518 18108
"200848_at" 4084 4884 7132 1547 1341 1092 15041 4000 13083 6308 4879 6585 3958 14592 15340 999 5512
"200849_s_at" 14371 18804 2152 17388 1978 2161 16219 3054 12149 3728 4411 1753 9447 18508 17787 10177 17440
"200850_s_at" 18209 18837 4919 19062 3331 17295 16867 7269 9737 4289 8027 7617 9482 13994 6459 6070 18602
"200851_s_at" 3666 18811 7717 17007 2146 20129 21107 10116 13014 2329 19592 7695 9004 11797 13580 2197 2800
"200852_x_at" 4101 16585 4270 4559 2572 4366 5338 10377 18343 747 9196 7061 20176 19825 19203 7212 18926
"200853_at" 18568 15565 18742 3593 20198 18345 4183 10640 3428 9085 19588 11885 19866 10751 6269 19371 18055
"200854_at" 6335 4817 19365 4716 1152 4114 4494 6967 12779 7843 11418 10167 11945 16095 5289 6407 20499
"200855_at" 6241 656 21575 2504 21569 4091 17745 4331 14720 3110 8461 11991 2959 21388 16145 21123 20839
"200856_x_at" 6115 19747 2220 15421 5789 15421 20008 5228 9569 6522 3100 9918 7574 18455 20600 7978 7032
"200857_s_at" 14754 18648 4022 17857 6079 697 13239 11808 14823 8311 6858 4305 5920 3332 16307 19308 4125
"200858_s_at" 6621 16508 19028 5051 10035 20060 13208 9978 11318 18700 8926 18676 10555 3317 13359 20305 17096
"200859_x_at" 5098 5485 6661 4700 21360 20012 4684 8931 14414 1946 19421 3741 19477 17882 4325 19546 8184
"200860_s_at" 14968 5235 6494 17806 6396 4110 19789 9639 14020 8986 8855 9923 8458 14307 16783 4644 4369
"200861_at" 19340 21549 1078 4934 20734 17961 19306 10882 11710 21017 9079 10226 5771 19403 13584 19750 3127
"200862_at" 18967 3776 6615 2973 1072 2366 17844 3952 12508 5724 9077 4268 10999 17858 13531 8812 6510
"200863_s_at" 6433 16011 4876 6787 9372 14292 16455 7873 11434 19172 11518 11163 9664 15026 14997 5173 7306
"200864_s_at" 18143 17890 4112 18375 556 14279 20074 10220 20396 5068 7257 7954 2346 12971 3588 3677 5160
"200865_at" 7067 14883 16265 14108 8948 5929 11646 21614 29 30 11864 13882 2922 7527 12316 6287 4429
"200866_s_at" 6338 4122 2513 2120 6853 18998 21322 8161 19370 4712 10044 7486 5191 11709 15683 4341 6946
"200867_at" 18676 19510 8846 14841 6913 16854 12859 10087 17322 5080 8421 4550 9322 16482 6169 6540 4857
"200868_s_at" 5986 20211 1778 17939 20978 16451 13738 10802 16928 16714 11647 19363 6816 11752 14428 6486 17112
"200869_at" 17042 9835 9631 5036 20464 17284 13213 14275 9663 15805 10573 12112 19572 5608 8041 19534 17794
"200870_at" 17356 17416 19120 16973 6072 17390 14599 9021 13887 2900 8290 6217 11718 13265 16487 3711 16632
"200871_s_at" 15480 21395 7367 4061 5243 3755 19711 8776 13403 16909 4544 5810 5600 13132 14780 2792 5614
"200872_at" 17087 5768 8104 6763 8160 4551 12807 6207 10878 5478 19634 11944 20092 11075 15013 19294 7047
"200873_s_at" 19410 5652 7518 15003 19774 16611 4490 8780 10590 16710 10330 12156 8092 11796 14200 9841 8159
"200874_s_at" 13812 21577 20581 18805 22119 20695 15383 20327 13453 19266 7966 20374 11170 20300 3938 21023 5489
"200875_s_at" 16073 18216 19329 5939 10235 20382 5149 10565 13560 19045 18847 11534 20299 18286 12499 20427 18633
"200876_s_at" 6192 17826 6723 15641 10094 4581 14106 8422 13547 15822 9633 11821 8961 11784 13598 7977 19072
"200877_at" 3501 3525 9446 15833 7541 18228 13604 11147 10041 18383 19606 10456 11712 14062 18269 9418 8107
"200878_at" 15892 18345 1512 18985 21924 20076 2355 21467 12981 5378 10269 8693 11657 19553 22079 9436 4583
"200879_s_at" 2384 8961 10750 2292 17075 12396 12604 1503 21054 8344 11800 15482 20249 8989 10045 8028 8429
"200880_at" 4695 17111 7279 19411 1163 17185 16408 6374 15156 17624 6849 8088 6116 15957 4961 7476 19058
"200881_s_at" 14476 15586 19937 17565 7615 18470 15733 8296 18539 18441 7907 19316 11040 11634 13237 8207 18498
"200882_s_at" 14107 18383 8831 5441 7726 16197 12963 11406 10535 7558 9389 10889 12583 11532 12525 20672 17170
"200883_at" 14994 19802 5115 19679 7327 16406 14742 9668 16633 7300 2264 12079 9895 13250 13712 8642 18223
"200884_at" 17502 4113 6795 3344 7212 3158 15660 18892 11511 3631 8089 8844 20061 13029 20636 4998 20631
"200885_at" 4586 17223 215 3103 6924 4502 21355 1883 12843 7196 4958 10676 1115 15223 20378 907 7771
"200886_s_at" 5372 4881 5621 3518 9536 4086 4766 8833 10574 18909 20007 18708 10271 14703 16284 8623 6831
"200887_s_at" 5987 17839 2499 19671 7142 15441 18547 8474 11003 6972 2935 6037 3315 14078 15050 3889 17931
"200888_s_at" 2865 16515 7256 4313 9167 14287 14538 10873 12575 7618 18666 19338 12727 3550 6330 21476 18076
"200889_s_at" 18642 17617 2778 18923 8912 16305 14772 19220 14165 15899 4200 10681 2900 10033 4170 2315 7257
"200890_s_at" 6386 19694 4703 5040 9441 18486 4628 8448 17839 18406 8151 10169 6010 2777 2508 6232 3155
"200891_s_at" 2558 16856 18667 20371 6605 20777 17451 2341 11559 16900 20481 2185 11912 3528 5111 3669 19260
"200892_s_at" 14802 19237 5666 19063 2057 19601 5218 8762 18678 9419 9012 19018 5325 11610 15385 9475 5799
