"inst_21" "inst_2312" "inst_2350" "inst_3622" "inst_3725" "inst_4283" "inst_4747"
"200737_at" 16654 19872 20358 12389 16511 2848 17106
"200738_s_at" 18941 14028 6913 10891 7900 6829 14120
"200739_s_at" 16379 3525 18934 19897 4264 5018 17036
"200740_s_at" 17264 11660 6227 11398 6565 13187 5689
"200741_s_at" 4617 6747 11183 13902 10676 9086 8300
"200742_s_at" 5635 16371 2662 7887 17842 1173 3496
"200743_s_at" 4562 2617 2759 3570 4420 4806 18059
"200744_s_at" 3417 17543 8239 9298 15981 3183 16292
"200745_s_at" 17250 13381 5394 9608 16647 19994 16582
"200746_s_at" 14465 17379 18021 9279 15368 16641 16885
"200747_s_at" 2192 15200 8170 18305 3903 5980 20619
"200748_s_at" 15026 4748 4054 12467 10853 6511 5428
"200749_at" 19242 15964 7946 4519 16375 15473 15925
"200750_s_at" 15788 13886 7995 18153 10729 7052 13765
"200751_s_at" 16817 13305 20059 10850 20855 14066 5677
"200752_s_at" 136 2596 18195 3230 2603 4052 12559
"200753_x_at" 2513 16082 17511 11207 15950 4827 13444
"200754_x_at" 13948 11116 7246 11117 8526 7273 14786
"200755_s_at" 5236 2577 17478 3002 20469 14644 5755
"200756_x_at" 18545 16283 3928 18603 21296 1508 5801
"200757_s_at" 15070 12772 6493 5900 17347 13632 6418
"200758_s_at" 14438 2794 20805 8288 5202 2338 4738
"200759_x_at" 2774 21014 6132 19978 19596 3247 13498
"200760_s_at" 4504 11010 6723 5671 15639 20263 16879
"200761_s_at" 770 12682 7226 3829 7714 16942 4408
"200762_at" 17746 14095 3449 8239 5764 17081 18532
"200763_s_at" 16468 6881 8206 14056 10812 9260 13033
"200764_s_at" 3308 17808 20292 7961 9685 11874 2265
"200765_x_at" 14587 11096 15400 7388 12870 11805 4084
"200766_at" 15436 21489 16839 9124 14587 1976 3507
"200767_s_at" 1417 20118 20776 6656 6728 20484 15030
"200768_s_at" 19108 19304 19050 9934 8836 17629 5985
"200769_s_at" 20838 1629 5883 7376 22114 1096 5077
"200770_s_at" 2053 18859 6960 2814 16527 15824 2934
"200771_at" 17622 13351 1584 5411 20159 5475 20373
"200772_x_at" 18029 3184 18194 10920 10776 2687 13406
"200773_x_at" 5256 3968 6513 19281 16369 13566 4278
"200774_at" 15732 11268 17140 6892 15080 19805 4998
"200775_s_at" 15584 15365 17841 4042 19698 19062 13010
"200776_s_at" 3179 2873 4842 9527 20574 5363 15101
"200777_s_at" 16947 13981 17098 8391 16883 15935 13939
"200778_s_at" 5828 12482 7802 8274 19617 5420 4334
"200779_at" 2858 15442 17235 17844 3409 3731 16973
"200780_x_at" 15014 3206 4929 11846 7271 14610 5669
"200781_s_at" 15527 6901 18905 17996 5400 5551 6187
"200782_at" 18406 17848 7130 10197 15366 14355 15365
"200783_s_at" 2935 12084 7665 11043 16689 6481 19886
"200784_s_at" 11015 8653 14221 13702 1822 18285 8825
"200785_s_at" 21715 6979 15030 13699 19790 639 11007
"200786_at" 14244 15197 6262 10156 7442 13601 15072
"200787_s_at" 5990 19699 6714 2686 16458 4210 1663
"200788_s_at" 4109 19671 5148 3150 7137 5871 15172
"200789_at" 16097 17774 19691 20164 18449 15167 6095
"200790_at" 19854 15234 17083 5627 15295 13750 16836
"200791_s_at" 1488 16274 7124 4499 8306 18122 5961
"200792_at" 15039 4473 5646 10810 4434 13083 5872
"200793_s_at" 19647 14089 17218 4532 2602 4253 18044
"200794_x_at" 5345 14237 7409 6094 20339 15489 14130
"200795_at" 2116 14729 15906 2942 1269 3311 13057
"200796_s_at" 1261 1445 20848 9227 21963 273 3655
"200797_s_at" 16469 4169 3788 6519 7441 13937 4715
"200798_x_at" 14868 18716 3317 10304 19799 3112 16041
"200799_at" 14268 12747 8722 10957 5698 16061 6084
"200800_s_at" 14660 13532 20729 7549 7204 16741 12671
"200801_x_at" 4615 6886 8018 13876 10645 9057 8253
"200802_at" 4843 12130 17006 11051 7339 13346 13783
"200803_s_at" 4796 4872 18734 18272 16556 4604 13354
"200804_at" 6233 12171 6130 9995 6356 15569 5672
"200805_at" 17459 13759 8372 4144 17365 4451 16456
"200806_s_at" 5287 13708 16802 18385 19439 14254 6242
"200807_s_at" 16248 11764 8271 13888 10654 15574 4987
"200808_s_at" 3566 16264 2061 3018 3049 6621 4265
"200809_x_at" 6069 6679 6564 13892 6731 6958 5520
"200810_s_at" 5934 14508 18586 9240 8460 18469 16674
"200811_at" 15906 12766 5588 5019 17895 13315 18616
"200812_at" 14077 12522 17640 8127 6992 4277 20649
"200813_s_at" 17143 4659 4431 6629 19473 17076 3505
"200814_at" 5155 11598 17090 11272 16769 3651 18043
"200815_s_at" 14796 18921 18248 9565 5050 14596 15944
"200816_s_at" 5069 18754 6985 7775 17931 13345 14040
"200817_x_at" 17147 6705 11327 13890 10656 9069 8274
"200818_at" 16637 4755 6988 9453 5168 5753 16063
"200819_s_at" 15557 6724 8429 13997 8570 2851 16387
"200820_at" 4505 14091 4877 7835 4603 3504 19643
"200821_at" 1784 19968 17189 5066 14836 16701 4410
"200822_x_at" 16644 4264 4407 7139 8377 4461 5039
"200823_x_at" 2277 2613 5163 17906 16102 4899 4545
"200824_at" 20817 573 5176 2343 3413 3261 3608
"200825_s_at" 16477 14568 2524 5344 7978 2554 16652
"200826_at" 5087 11298 6408 9223 14629 4412 5552
"200827_at" 1854 15740 2075 19832 14716 3751 13984
"200828_s_at" 4410 11458 8348 11263 19457 2393 13379
"200829_x_at" 15694 16928 20700 11018 5878 15729 14448
"200830_at" 4202 16249 6864 8100 3492 15021 18354
"200831_s_at" 2826 20119 2720 5423 5277 19099 4941
"200832_s_at" 2350 17388 20875 10845 6183 18198 6000
"200833_s_at" 16172 19466 19892 11233 6726 15442 6289
"200834_s_at" 15970 6795 7617 13929 10696 9115 8336
"200835_s_at" 9064 18480 21461 22103 3411 22211 3848
"200836_s_at" 2801 21124 303 19195 1090 630 13222
"200837_at" 3648 4153 8216 10243 4952 2792 19789
"200838_at" 14472 15123 7123 9156 7564 17486 16275
"200839_s_at" 5560 15114 6432 11080 9001 16672 14584
"200840_at" 16417 13409 17481 18308 6706 15309 6342
"200841_s_at" 14020 13316 6401 19918 19894 21649 4492
"200842_s_at" 21054 4505 2333 6885 7950 21139 14711
"200843_s_at" 5072 13201 4779 8786 15322 18447 14525
"200844_s_at" 3444 14611 18164 9941 7535 5748 14518
"200845_s_at" 17468 13722 17084 10355 14921 13266 5171
"200846_s_at" 4200 14382 4044 7494 6370 2168 15461
"200847_s_at" 17205 2157 4772 7826 15180 17178 4547
"200848_at" 4678 11296 6692 2778 16755 18107 18558
"200849_s_at" 17246 19990 7200 4583 5253 20409 17866
"200850_s_at" 5843 12870 1886 7944 14990 16588 5861
"200851_s_at" 17289 12668 5985 8915 19804 18449 19218
"200852_x_at" 4896 4217 6653 11145 17762 1536 20719
"200853_at" 15128 15339 19948 20020 8990 7081 5515
"200854_at" 3807 16201 4154 4572 17745 14231 3892
"200855_at" 18088 4496 19304 4929 17603 18854 14887
"200856_x_at" 1659 16792 18604 4185 16547 5679 19861
"200857_s_at" 18973 19746 20981 5132 19550 5489 20617
"200858_s_at" 16821 11909 19192 7632 3230 5435 16560
"200859_x_at" 15999 17970 7019 18343 1938 5529 16492
"200860_s_at" 14732 4049 5728 3505 7845 5494 17750
"200861_at" 13975 18817 4720 1026 4847 15212 18474
"200862_at" 1829 19732 17350 8124 6888 13395 17159
"200863_s_at" 6150 4740 6172 6768 8386 6060 13936
"200864_s_at" 4613 12575 20385 7790 18878 15415 2605
"200865_at" 13741 18351 20887 15977 15833 12427 1171
"200866_s_at" 6356 12557 7431 2704 17239 2722 4983
"200867_at" 16437 13965 20364 17894 6713 16581 13357
"200868_s_at" 15198 3060 2431 4632 3859 1234 14097
"200869_at" 2696 6913 16844 13913 7953 4583 14873
"200870_at" 5226 1725 19473 11930 19870 13073 5986
"200871_s_at" 3975 15281 20901 10604 5931 6765 19584
"200872_at" 5867 3220 3731 10856 6212 6277 6250
"200873_s_at" 5157 12664 6916 11913 14976 13667 4817
"200874_s_at" 17644 16953 8224 21742 3530 19202 3622
"200875_s_at" 6447 14777 5825 9712 6831 19147 12540
"200876_s_at" 6388 14562 17305 17840 14603 6626 16022
"200877_at" 5522 4580 6792 18116 14841 15927 14296
"200878_at" 14942 18816 2778 7118 8242 18787 4330
"200879_s_at" 2636 10208 15348 21144 1047 5978 732
"200880_at" 4584 20412 18052 9743 14703 17279 15205
"200881_s_at" 15859 16292 19236 11719 15951 14952 15576
"200882_s_at" 5048 16301 20022 12465 4483 14922 17557
"200883_at" 5733 12538 3968 19841 16435 3628 15824
"200884_at" 20455 4930 1189 10667 3259 2626 18485
"200885_at" 3226 12714 16881 19518 16870 5518 3082
"200886_s_at" 14525 2910 5953 12148 4300 17023 6244
"200887_s_at" 5586 18329 3769 5466 18961 14758 6354
"200888_s_at" 15397 13319 18615 18007 7450 15802 13872
"200889_s_at" 17428 4033 17026 7412 19257 7434 3983
"200890_s_at" 16305 16848 18698 6742 16453 18034 3847
"200891_s_at" 16551 17991 20025 1975 2223 18713 14888
"200892_s_at" 19855 16293 20540 11294 17576 14121 15169
"200893_at" 6421 17697 20673 10327 15472 13222 14955
"200894_s_at" 5692 13897 5921 12100 18698 1265 4024
"200895_s_at" 4628 17456 3202 7025 5612 4041 12961
"200896_x_at" 15299 13082 7843 7024 5324 16932 5637
"200897_s_at" 3948 3869 10394 2262 18228 14854 5903
"200898_s_at" 20934 17257 20000 8075 6438 3338 3255
"200899_s_at" 20875 4291 8142 10193 17329 16320 5240
"200900_s_at" 21754 4655 5309 12131 16433 5106 19594
"200901_s_at" 6027 4087 3019 3511 16285 6329 18220
"200902_at" 20279 12857 19551 8832 5796 13639 12999
"200903_s_at" 15286 4405 3899 7108 6970 4012 17886
"200904_at" 26 18669 6879 10192 17944 14703 19432
"200905_x_at" 19646 15714 17785 9882 7327 14012 14502
"200906_s_at" 6146 3264 16780 4547 16770 21219 20339
"200907_s_at" 392 20204 14157 3875 16847 20051 5879
"200908_s_at" 1825 1784 19321 574 17430 22225 5016
"200909_s_at" 16293 11356 19502 18171 10710 6608 15359
"200910_at" 14652 11702 6883 10625 6362 14180 4488
"200911_s_at" 3017 18182 6971 5703 9059 14250 20578
"200912_s_at" 1991 14821 6602 12254 8221 13614 15625
"200913_at" 1707 4280 6362 2437 15906 3219 4395
"200914_x_at" 18577 13573 17791 11312 5877 19158 6109
"200915_x_at" 2706 16241 19437 5658 4594 5919 15777
"200916_at" 5118 13245 5679 10927 16837 4380 14529
"200917_s_at" 548 12427 571 18503 22086 17582 18924
"200918_s_at" 3620 14219 3287 4487 8008 6412 16329
"200919_at" 16957 21462 4034 7658 14579 5412 15382
"200920_s_at" 5651 2328 3353 5564 5561 2692 14788
"200921_s_at" 17829 16786 1558 8064 15800 15671 4858
"200922_at" 13937 11940 20909 10052 20573 1363 17149
"200923_at" 2452 19227 15333 5243 8054 2468 16333
"200924_s_at" 5123 16638 19036 9526 19272 6919 18255
"200925_at" 5810 13972 20108 18493 14642 5019 14139
"200926_at" 16301 6940 11350 14057 10813 9261 8542
"200927_s_at" 17860 13798 19173 4172 21818 14765 3493
"200928_s_at" 11914 18249 507 21861 10273 15889 21303
"200929_at" 4513 19432 19090 19138 17091 13835 14381
"200930_s_at" 8785 446 11031 11693 448 336 985
"200931_s_at" 2938 12302 7862 3601 7587 14736 13692
"200932_s_at" 2586 1794 18055 18403 3130 5133 13143
"200933_x_at" 15632 6955 7773 14028 10784 9230 8485
"200934_at" 17230 19614 18351 3977 6325 18073 4467
"200935_at" 5425 19397 588 7512 21459 20899 3177
"200936_at" 1846 6887 6755 14036 10790 9234 13135
"200937_s_at" 15847 12113 17309 18036 9046 13001 5024
"200938_s_at" 12032 11503 15616 15994 14467 10616 10493
"200939_s_at" 10635 8902 16170 7804 21555 1836 13393
"200940_s_at" 5486 16595 756 3091 3870 5540 18577
"200941_at" 17343 13374 7338 7920 6241 16409 16362
"200942_s_at" 5344 3174 16981 11858 5451 1643 14459
"200943_at" 16965 4464 5776 19534 8757 17534 15401
"200944_s_at" 14822 11506 6113 12069 6311 17110 17680
"200945_s_at" 6399 21048 8140 10487 8732 17433 4822
"200946_x_at" 16497 4436 5204 17877 19343 3899 4317
"200947_s_at" 19079 18319 3352 18959 16434 16680 13263
"200948_at" 18522 13596 4438 5421 5255 1940 5386
