"inst_421" "inst_910" "inst_1004" "inst_1165" "inst_1224" "inst_1649" "inst_2389" "inst_2684" "inst_4448" "inst_5221" "inst_5442" "inst_5584" "inst_6183" "inst_6341" "inst_6984" "inst_7420"
"211719_x_at" 1803 4247 17983 5967 3246 4103 1460 22105 6658 15730 14635 10313 19925 13907 2356 2811
"211720_x_at" 17073 7648 8331 8370 13206 2887 5549 12628 10952 14612 7894 14403 5703 12308 5459 4754
"211721_s_at" 13152 21708 18085 7590 20810 10554 22108 5415 20796 2050 1175 1941 11992 17842 4889 11301
"211722_s_at" 10733 10034 438 16996 12682 4866 10976 2169 21412 7988 541 13297 8532 7562 5423 5571
"211724_x_at" 5344 15923 1550 18289 17190 4234 21083 7040 19050 19401 17579 7736 19441 20390 16810 19160
"211725_s_at" 6027 16582 13982 8213 2181 4295 18348 6284 15474 18073 17682 7881 11295 16677 15412 16994
"211726_s_at" 8197 7907 9773 15278 11969 10246 11710 14858 9608 10960 7365 16170 9530 9539 9130 9518
"211727_s_at" 5379 17689 19785 6944 16238 15342 18634 19093 15000 19979 17264 8243 19311 14674 16090 20674
"211728_s_at" 17419 13678 9494 20976 13887 6844 113 9497 20131 210 9778 1772 1750 19403 13246 14211
"211729_x_at" 2309 16674 13909 21373 3992 17975 5238 21225 6413 19584 1919 4159 2105 2503 15136 15663
"211730_s_at" 18968 15880 17305 21735 13265 14897 21423 16935 14882 17539 14531 9890 19767 14719 15358 17596
"211731_x_at" 21361 7264 7015 18984 10552 6965 21449 21753 343 7031 311 10348 15889 12166 8115 8141
"211732_x_at" 9305 16415 20943 7720 13572 15647 3157 4431 926 17694 22069 4783 11385 1379 182 1309
"211733_x_at" 2561 21885 18737 5543 18532 15763 13674 7256 5641 14712 17250 4282 16741 15942 5536 1891
"211734_s_at" 9091 112 6631 15606 6692 12968 3037 1064 12044 11006 3037 16341 1361 5714 411 7122
"211735_x_at" 14988 9369 6428 12153 7985 7823 7645 11615 10034 9841 7459 14943 6910 8190 11064 9952
"211736_at" 9694 11959 5535 14194 5559 9625 8196 7193 9673 11621 8737 12948 4727 10815 10976 9073
"211737_x_at" 11417 6700 8047 15342 20097 7467 8428 14016 2726 8825 7014 15459 6120 2701 10127 10714
"211738_x_at" 17223 7977 10988 15285 10141 11879 1880 11601 14320 10702 8157 16353 10439 11028 10230 13165
"211739_x_at" 13130 13069 10508 13631 5529 6227 6741 12067 10204 9064 6686 14978 4539 8782 11127 9240
"211740_at" 13555 11199 753 16102 12240 3817 3501 11430 12382 689 8327 9176 9230 8800 13516 8184
"211741_x_at" 11470 10808 10248 8854 12281 10422 5738 16332 12566 9126 11888 12714 202 9165 12391 12547
"211742_s_at" 9966 10716 7502 2633 6214 12495 1394 4375 5975 10353 10473 17429 10666 5797 8799 9144
"211743_s_at" 15132 7678 7947 21067 10776 6850 17546 20730 12998 7688 7476 14902 21475 9896 8238 8789
"211744_s_at" 5684 3874 4331 7569 2662 16761 12790 9919 1946 17418 3967 1819 11745 16883 2936 5609
"211745_x_at" 1040 6640 8795 12136 8110 1968 9735 14052 14048 3466 5216 2472 9048 9651 12323 7418
"211746_x_at" 4896 16788 13182 7139 13996 2704 13359 9504 8166 16789 17055 9650 18670 14950 14633 18121
"211747_s_at" 5588 17159 17070 18691 17116 17020 18210 6648 8654 6376 16148 8955 17627 12446 15535 6088
"211748_x_at" 22190 12074 7563 1419 312 10542 13239 1931 1542 16611 19265 4997 21263 5339 11137 252
"211749_s_at" 6934 18809 19332 3249 15416 14208 12716 4993 18153 20470 14461 10806 13590 4193 5184 18099
"211750_x_at" 6772 13904 4056 17590 15282 3578 2657 7519 15831 17053 5673 20522 11747 15065 4212 4499
"211751_at" 14894 7113 12282 10945 12604 6818 7329 20343 8767 13985 13224 11831 1221 6372 358 7106
"211752_s_at" 7216 16825 13875 4914 18427 16477 16977 18512 6736 6277 13122 9676 14799 14175 14798 2244
"211753_s_at" 20000 8944 7762 10519 1121 1174 12395 525 1645 16770 14010 1687 7080 6323 12071 6571
"211754_s_at" 4638 22109 14251 20314 19656 21652 17952 19004 15825 19927 20442 3316 10949 19245 16681 17545
"211755_s_at" 4468 15251 14030 6842 17379 4228 16349 9549 16567 14873 13350 10259 13881 14874 6014 5780
"211756_at" 15997 12496 1422 11535 15349 6724 11629 13469 3553 1743 18183 565 3477 17745 10512 6731
"211758_x_at" 17481 17398 4780 4120 19580 13975 19201 5813 14584 18409 15153 5930 17602 17961 5674 17607
"211759_x_at" 3419 19407 3406 6806 14384 18342 14795 17629 8333 16866 17132 8161 14719 15581 5375 15861
"211760_s_at" 7999 1016 14046 716 12912 14364 2814 5087 2948 18237 12765 293 1877 4535 17257 5817
"211761_s_at" 17673 19298 17297 7090 17864 17958 5445 7953 15217 18695 14981 9382 16253 18688 18342 16542
"211762_s_at" 5722 19061 17068 17641 21522 3975 17938 6684 18481 17982 16142 7823 17558 18884 15324 17759
"211763_s_at" 1144 15198 13894 5017 13633 13467 4614 4307 5104 16074 15355 2007 2683 13328 20334 18475
"211764_s_at" 3499 16153 18014 20981 1115 16718 21027 3755 2608 6103 21525 644 18259 15194 2566 1821
"211765_x_at" 6994 8249 8082 8155 5253 2766 7996 12608 10929 15679 7878 14381 5678 12965 4655 15577
"211766_s_at" 12492 10574 6876 10246 7780 8974 5785 6487 12407 10966 6644 12931 7648 8004 8597 13619
"211767_at" 18369 3390 19564 19685 21328 19890 21151 19110 4883 20483 19676 4602 11327 20481 20850 21450
"211768_at" 18807 6868 8363 21288 7035 8550 21486 601 12204 1006 7235 1300 10233 1625 10554 13942
"211769_x_at" 1898 1936 3245 1215 2856 1353 13265 7081 1547 4648 5261 3125 11604 4217 2633 2242
"211771_s_at" 16093 9519 8041 10130 6069 6629 10383 16033 13206 10264 7231 16079 4860 8868 10070 10626
"211772_x_at" 11928 2519 10771 11575 5883 11656 8815 16289 12875 11805 12045 17056 3124 10190 11436 9028
"211773_s_at" 18931 17471 17980 2764 15866 18982 20892 20960 14766 1201 21580 8398 11359 2104 53 17549
"211774_s_at" 21865 2764 22100 19871 15380 2403 21570 20882 21650 17428 21669 10278 16168 3581 19516 20403
"211775_x_at" 10876 13467 6487 16853 1919 12622 20169 10856 7156 13882 1391 1743 10667 6784 12234 6480
"211776_s_at" 12145 10557 11859 4183 3746 4546 20724 7364 17074 13490 9265 17118 18950 14756 6442 13807
"211778_s_at" 20144 20315 20638 10219 14284 16985 13571 17683 2483 16680 19405 8929 2582 15442 16297 4734
"211779_x_at" 7632 19247 3862 18154 17677 20862 19133 19293 17882 2252 15589 7580 21141 14906 19290 20078
"211780_x_at" 20315 16216 2831 3967 4205 18547 13967 20691 16409 4805 15294 2916 13908 13486 19121 2703
"211781_x_at" 12169 5837 3429 2405 1590 10017 21219 21772 16657 1818 13830 619 637 8116 14278 11505
"211782_at" 13572 17642 2404 9830 12398 8278 12194 13957 2721 14176 19678 1597 3027 1961 1867 17499
"211783_s_at" 7806 15214 18399 19034 16193 17116 16941 17964 19505 5946 15251 5824 19622 20687 18944 4740
"211784_s_at" 18355 18096 17065 20313 19599 19092 19290 6938 18044 6687 17862 12429 14963 18754 18697 19922
"211786_at" 16019 8649 9017 14659 5436 10834 7289 16258 13616 12350 7985 18044 8119 10068 12817 6238
"211787_s_at" 5368 15040 14055 6789 14584 13347 14345 17232 16340 18174 16455 19249 14030 17413 15823 17374
"211788_s_at" 12616 9151 8637 12164 6132 5294 7772 12592 10911 10795 9727 16117 8649 8864 10724 8791
"211789_s_at" 11057 5187 10017 17257 2191 8603 5400 14143 20030 12730 20214 46 670 9577 12651 14795
"211790_s_at" 21176 11756 12561 8953 6340 6006 12169 20403 11411 12464 799 13148 9833 11198 7177 2764
"211791_s_at" 16091 12863 5143 18178 10121 1877 20148 3973 10645 13080 3948 14287 21966 10363 11752 10348
"211792_s_at" 10293 22091 4691 19037 19740 21544 5642 20053 20965 18367 5705 7450 3087 3654 22142 21050
"211793_s_at" 7212 15071 17439 5549 16418 1792 2637 6301 7860 18841 5095 5481 13724 20163 2981 16567
"211794_at" 13312 13420 9222 14335 9569 7762 14251 2107 11295 9686 11078 15164 3927 10317 8950 9319
"211795_s_at" 15609 6078 7145 20487 555 5745 5496 20487 20072 6624 8596 20159 15058 8393 13080 8227
"211796_s_at" 14645 5944 10449 9776 14227 8215 6165 572 9183 10646 10981 13599 6887 12641 11723 6941
"211797_s_at" 19253 3573 16962 2979 13826 18138 18065 17279 17276 21498 15877 19611 13476 15592 19313 20807
"211798_x_at" 15059 12111 14546 7200 12375 5928 13073 4330 20528 1249 18568 22047 3641 9071 959 14294
"211799_x_at" 11009 20176 850 7420 2626 14139 17886 6934 21220 1615 4669 12168 1967 16095 20115 21261
"211800_s_at" 20997 14689 17425 4713 17676 15777 15593 10481 7899 16444 19812 4087 16568 15465 19165 1753
"211801_x_at" 8504 1049 13592 1160 20673 19768 1811 10746 19134 21017 18554 5318 1990 14891 17280 21576
"211802_x_at" 10909 11799 7833 14378 10106 11341 5815 12227 12396 9643 10545 12798 7813 9268 3745 9140
"211803_at" 14114 5421 12329 9409 5923 12828 4048 9676 18372 12789 9931 16395 6646 11713 10240 14554
"211804_s_at" 17948 19607 21216 20664 17799 15521 21506 17494 21753 22190 21472 8720 13793 2767 20005 19655
"211805_s_at" 9217 10811 6966 17326 11568 13018 3551 3999 11444 7666 1468 18991 7486 11473 13657 11435
"211806_s_at" 19696 5551 8922 16273 13864 10286 9043 6380 14364 4389 20397 22012 17131 11962 6846 8447
"211807_x_at" 2395 10322 13103 1256 3415 3001 13 3996 4254 21889 1100 2678 2437 1884 446 18823
"211808_s_at" 4740 13710 10777 15268 11146 13046 9156 6295 855 3474 1355 8144 658 2089 10398 12000
"211809_x_at" 18059 5483 7366 12885 13128 12038 12509 20172 21777 9268 6594 11550 4238 20643 6842 14096
"211810_s_at" 3582 21475 21364 6496 12600 2779 868 403 12625 22204 988 9235 530 9682 2114 2919
"211811_s_at" 11552 696 2728 12787 11955 20416 9607 16111 7422 21886 12974 20891 8475 9543 17714 19554
"211812_s_at" 6876 20542 17323 759 21340 19068 19380 9320 21281 21762 18379 12306 18227 22123 19262 20819
"211813_x_at" 13901 13051 9796 13176 6018 4932 6433 14528 10667 9253 11608 13817 9493 11078 6566 8145
"211814_s_at" 20062 22236 22022 19245 21622 21924 20968 8170 22260 22208 22148 20488 17672 19490 19621 22144
"211815_s_at" 20231 9698 6474 5381 212 6398 221 2819 20177 11009 16217 8240 1054 6460 10862 14928
"211816_x_at" 11081 6660 12089 20600 12086 10237 15644 21128 10731 13271 10864 13060 632 11846 12085 5584
"211817_s_at" 851 8554 9373 13356 10283 10428 8502 21695 4905 8872 1729 17851 9156 11596 7662 12497
"211818_s_at" 6911 9301 6012 13018 12626 10420 8768 14229 14124 12785 9844 13584 567 11723 12427 9495
"211819_s_at" 14398 11142 5642 12670 6195 10124 5927 4291 14380 8118 329 15721 9901 12014 7808 7125
"211820_x_at" 10468 8413 4450 13851 5828 7777 6051 15829 13266 9566 6767 16228 8114 8334 8579 8881
"211821_x_at" 14468 11090 9012 10629 11293 10224 11061 13764 2233 8203 1158 17604 4381 5666 13566 12050
"211822_s_at" 1373 8171 8290 8623 9028 4494 11902 11086 11762 8775 8337 15750 22 6517 7592 6959
"211823_s_at" 4808 9334 14481 10625 3773 10479 8718 12542 21122 16967 3406 21841 5959 11359 14363 21779
"211824_x_at" 9331 11880 10261 3288 11525 10672 2362 288 13805 10684 10861 16401 20585 9981 9453 11070
"211825_s_at" 17867 12415 11601 795 11550 6151 2109 18121 11344 9326 7540 14315 15511 10938 12639 13245
"211826_s_at" 21390 5318 12224 11705 11642 7233 8166 12101 3444 13179 727 17843 17787 11963 12005 6201
"211827_s_at" 10725 11368 10378 14199 2990 12886 1446 1582 2123 476 8570 21762 12017 7838 7013 12381
"211828_s_at" 15599 7985 6789 9312 12795 8018 7950 11571 21054 12642 8150 17086 4763 8883 9894 10436
"211829_s_at" 10003 12834 10941 16971 12073 5339 7682 11551 21584 8210 243 13163 5032 5937 13611 12510
"211830_s_at" 11438 13046 8646 10169 11608 12903 1881 4143 1222 5181 16379 11372 19936 11139 58 13019
"211831_s_at" 8773 12155 7223 14170 10113 11682 11907 358 11539 12214 10744 14915 7427 5285 7932 3010
"211832_s_at" 9052 454 10675 13157 4224 6840 1549 460 2831 506 12333 18740 11561 4646 14219 12581
"211833_s_at" 19692 4499 15474 4798 16018 975 22142 7234 4462 965 1179 20131 10817 4219 22246 3240
"211834_s_at" 9165 4860 9852 12926 6868 8739 7766 13479 11690 11681 10597 18110 4586 11406 10473 12334
"211835_at" 11820 8160 6271 14183 5410 5249 6004 13278 11817 8914 8277 17725 7542 8424 9821 10354
"211836_s_at" 9049 6036 7608 9020 12488 5637 11072 11749 9510 10030 7550 15803 9472 9260 10921 11386
"211837_s_at" 9303 12699 10506 16189 5745 11796 9422 12988 14223 11954 11435 13874 8158 9891 11938 9712
"211838_x_at" 18045 21590 1030 15950 12273 2092 2122 7672 18056 3127 3281 21790 7192 9139 20710 2540
"211839_s_at" 14176 12887 9816 9962 8679 9333 6531 13202 9685 12044 9289 16498 6732 1579 10184 10888
"211840_s_at" 15713 8673 6791 10255 1806 9528 11514 877 13583 8511 11034 12863 2676 9440 7058 10850
"211841_s_at" 14225 5321 11920 13419 14381 12388 8029 11061 2885 7808 11756 16236 8993 10660 10942 9617
"211842_s_at" 11557 12695 14852 17250 11520 3170 10778 14082 3714 5228 20399 3016 3732 6040 3954 8177
"211843_x_at" 15704 5485 5350 15325 8700 11368 10601 12917 12714 11446 9875 16613 6483 9172 11114 12496
"211844_s_at" 14417 84 7549 17168 9374 11896 12133 675 1348 9439 6882 5034 5001 8650 11716 12101
"211845_at" 13878 10499 9074 12722 6565 11584 6163 14650 10631 8851 7770 4136 7219 9474 9270 8278
"211846_s_at" 3747 5617 8418 16763 7051 12569 2547 13720 10841 15411 2011 14985 7557 7674 13330 14420
"211848_s_at" 13600 669 720 15503 10132 9507 7692 21735 10838 8642 11972 16008 135 8617 8064 13229
"211849_s_at" 878 18575 17225 471 14113 3201 13066 22224 18858 15930 22131 11881 18319 21427 20483 17817
"211851_x_at" 19455 18327 21094 8378 18557 17982 15630 18494 18708 21921 21833 20363 2278 21648 19568 4784
"211852_s_at" 80 17717 21872 20427 17381 22151 14964 18399 4247 19976 3931 19225 14557 1917 21011 3132
"211855_s_at" 19157 19178 19778 2014 13467 3756 18393 2469 16169 20369 13512 5884 12757 19004 872 5841
"211856_x_at" 10836 9260 772 16611 10002 10430 8801 8578 14121 11121 9475 7282 4762 10911 13599 11851
"211858_x_at" 18330 4611 2143 3594 1705 2609 4120 7648 6298 1860 16695 12112 13356 18113 5513 1868
"211861_x_at" 16294 11281 8728 8632 5003 12209 7041 18635 13602 7795 9611 13134 8215 9815 10910 9548
"211862_x_at" 16637 15322 1527 384 1034 2417 4417 6420 1216 3393 17035 803 1342 4483 14677 2843
"211863_x_at" 6881 11198 1995 9391 12525 12902 7373 8542 14531 15362 21970 21250 9564 5903 7950 19751
"211864_s_at" 2076 16835 13997 1498 1520 16151 12814 2172 7616 14321 15118 4367 17450 19757 2749 4296
"211865_s_at" 19664 1207 12002 6856 880 20567 4182 3104 8202 1527 21531 10092 20519 3855 80 18178
"211866_x_at" 19524 6673 12394 8957 6238 8711 6733 7403 14429 14871 21784 8548 4966 10640 69 305
"211867_s_at" 15994 5082 9677 9113 10473 10638 10166 15250 10140 11744 11207 17218 6236 10427 10940 14054
"211868_x_at" 10711 11153 7864 14584 10621 4644 6374 14983 13208 7936 9752 14149 6025 7651 9801 10337
"211869_at" 11523 7777 4995 14954 5951 9771 10258 12497 9787 10572 10055 16669 8802 8500 11277 11235
"211870_s_at" 13212 11079 10027 11698 11405 10253 9553 16125 10476 7535 8923 17933 12085 8088 12463 7468
"211871_x_at" 4342 16263 4914 19036 16557 3924 3945 21956 21092 14767 15503 7935 3447 15736 14690 17289
"211872_s_at" 15786 13672 10854 16406 5734 11090 11303 13266 490 7912 11808 17111 5085 5451 6999 6582
"211873_s_at" 14701 10123 6303 11519 5560 4791 6352 12115 12145 7513 6568 18319 8093 5298 7292 8492
"211874_s_at" 18544 17846 19576 720 3037 1172 897 21264 5898 4926 16724 7791 20677 3027 21743 15485
"211875_x_at" 14170 6030 11395 13601 7613 7229 19253 19997 11771 845 21582 17888 2907 12204 13150 3544
"211876_x_at" 11241 8874 12375 9545 8497 3184 11216 11875 1778 14049 12978 18612 21 8805 11713 17111
"211877_s_at" 14671 10667 11882 16679 7335 12556 6860 4033 12084 13347 7716 11712 13137 11843 13658 14234
"211878_at" 10553 10885 4014 16998 6058 11232 9007 20335 10765 13549 6824 17059 558 8710 7188 8765
"211879_x_at" 9854 11647 8403 14588 6180 7163 7038 12311 12076 7898 9411 15907 4400 7822 8521 8818
"211880_x_at" 1560 10668 12284 7639 7653 13028 8863 16088 7556 12518 10134 13731 10456 184 7386 3546
"211881_x_at" 19706 13885 12079 4018 1410 6067 8447 8183 14226 579 5438 20240 19104 10234 14496 8251
"211882_x_at" 15252 8788 10124 10936 9139 4704 7783 20075 1486 13740 3517 14219 8041 10199 6774 11542
"211883_x_at" 1428 5796 12406 14919 11696 6114 11983 13907 18926 7902 108 15969 8853 10676 4865 14000
"211884_s_at" 6404 10705 5064 16358 11001 4706 10856 15334 3197 12211 10927 13482 4991 9683 10847 10114
"211885_x_at" 10239 11742 12485 9219 7399 5025 7467 21490 12857 10959 7597 20468 9358 6211 10599 14465
"211886_s_at" 22048 9876 5917 14652 8451 6820 598 4550 2365 20911 117 21749 18796 12266 8144 5056
"211887_x_at" 14304 9589 1933 8759 9104 6626 7750 12855 13484 8155 8344 14279 8019 10111 7996 13862
"211888_x_at" 400 8132 6069 12205 6177 9631 5771 12078 12961 9154 6772 13918 5116 9191 9305 13445
"211889_x_at" 18678 8818 10869 11532 11005 9074 7667 11559 14010 11350 6974 12632 5094 491 10668 10425
"211890_x_at" 11129 6176 8079 1339 7085 7449 22258 21303 11263 10329 8029 14092 15746 7451 9881 10414
"211891_s_at" 19912 6890 1454 11581 12772 5997 21740 8989 20764 12279 643 19436 18164 9324 727 14217
"211892_s_at" 18052 5334 7093 17533 10097 5838 2189 16889 12429 619 18822 316 6612 470 921 7252
"211893_x_at" 14392 12854 8830 16368 5694 4828 21743 9994 17563 793 4568 5566 3075 6821 6824 12218
"211894_x_at" 238 9749 9643 17000 6640 11111 12078 19715 14349 2014 8190 18140 8458 9395 12939 12044
"211896_s_at" 16597 6430 10168 13119 3803 1754 11750 3545 18543 6320 15122 21011 3537 21562 324 12900
"211897_s_at" 15451 8174 8753 11152 8168 9399 6610 13217 9930 11825 11694 13037 6227 8850 10638 13762
"211898_s_at" 10682 12132 11310 9398 7100 5034 10708 15119 11182 11759 6224 14380 4382 6509 8616 8923
"211899_s_at" 18441 991 2737 20633 16488 17724 4397 9696 4511 21457 3653 10144 10398 11295 3241 21274
"211900_x_at" 21279 22090 10297 20567 4770 7318 17130 4009 195 131 663 21717 10748 11726 11793 280
"211901_s_at" 14913 12803 2070 9564 7339 9495 9521 8099 9912 13385 7496 17859 9017 9526 7477 13275
"211902_x_at" 2896 10282 12633 2358 11305 11939 21554 2208 10622 9440 4570 13484 16569 11888 13944 7043
"211903_s_at" 10732 11744 9486 13179 8616 7463 6304 11080 12550 9922 8308 13507 4268 4775 10423 10271
"211904_x_at" 632 9900 243 2537 336 742 4886 6953 18882 2864 5648 21931 14013 19293 17838 5059
"211905_s_at" 6266 13194 10374 15417 530 5979 2976 13079 7187 12064 3346 21243 6596 6942 7421 11431
"211906_s_at" 12253 7826 10528 11969 9349 4319 7856 12730 13971 9867 6442 14566 4309 5344 9559 10039
"211907_s_at" 20167 21674 21846 12530 5379 1050 6062 12355 10943 915 16535 277 7298 7165 20233 2739
"211908_x_at" 12168 16694 10326 10003 3220 8245 12046 6669 2917 405 12030 657 9674 5981 8060 6391
"211909_x_at" 14213 10254 12768 15972 9180 11132 12620 21361 4814 68 6440 15149 9698 11931 10592 14441
"211910_at" 10749 6058 11289 15013 6139 6278 3358 12082 11683 8051 8569 13130 4992 2228 9437 9900
"211911_x_at" 4160 3844 15540 7447 16831 2177 16871 17049 6587 984 3297 12102 11505 14729 16642 2972
"211912_at" 10121 5193 8094 9516 10618 6331 1115 11534 11514 1334 2102 13586 9207 9470 12002 12568
"211913_s_at" 19949 20546 20432 539 573 16005 1299 20181 16720 3329 15628 12420 1453 3235 569 14998
"211914_x_at" 18618 6543 16396 17623 13778 8895 85 8173 20819 17830 13909 6976 11834 13093 4884 870
"211915_s_at" 14412 6409 9753 13311 12061 7241 9545 3124 16167 10452 404 21349 8761 284 3738 11064
"211916_s_at" 2024 13437 11325 16516 7761 11151 9815 1774 4373 7867 7571 15298 4316 9430 12448 9692
"211917_s_at" 3692 17893 3482 16105 2381 618 3657 17500 11788 2603 14755 21982 9471 7879 19937 4652
"211918_x_at" 6931 9807 12409 18048 14575 259 19956 17681 21333 2056 14225 9022 22150 17795 54 13199
"211919_s_at" 8032 1993 8521 6660 523 209 3059 4930 1834 202 1791 3198 11322 15255 14475 1482
"211920_at" 21197 9340 7019 14651 5505 9647 9441 11783 12398 12531 7667 15490 8033 10934 8816 9168
"211921_x_at" 19161 3120 14509 19095 13974 18216 13728 12789 15876 6545 6094 20204 5897 4524 15607 15770
"211922_s_at" 18389 3907 14284 5958 13706 13854 14066 20731 6759 18011 16288 19101 15550 14277 4524 1155
"211923_s_at" 9776 2467 14856 10318 6409 12626 9503 5624 14549 10605 6904 17032 1818 10379 9204 6258
"211924_s_at" 21140 1549 1623 20491 1688 14777 18459 2136 15640 2907 3762 4725 21120 1709 1822 19159
"211925_s_at" 9558 460 21733 8668 11843 8607 7696 11693 656 17607 13213 779 9124 8688 13675 16877
"211926_s_at" 8148 4359 16052 21832 3678 14937 13048 20793 14830 20075 18065 9350 13062 4617 18468 2400
"211927_x_at" 5942 7690 4600 7723 3460 2512 4580 12767 8488 14815 5991 14637 5874 12673 5485 6148
"211928_at" 3818 3654 14172 19870 13724 20013 14185 20680 15691 4965 5839 4349 12392 16873 15590 3299
"211929_at" 21409 18502 21494 6220 22090 21736 20036 8329 21018 21229 20346 7077 19117 21703 16874 20639
"211930_at" 17502 14787 19201 19612 21402 19826 18060 6150 21315 20824 20848 9268 2706 15028 17759 16628
"211931_s_at" 2928 14063 13219 18377 15328 13715 18901 16631 15896 4211 14575 6956 14857 13188 3543 4915
"211932_at" 2032 20300 21505 19013 21684 19911 17146 19021 19442 18858 14417 8477 19587 20065 20025 5197
"211933_s_at" 6123 19187 16295 8467 17703 17746 16727 10768 16298 16346 13509 7600 14522 17431 17698 16484
"211934_x_at" 17927 16756 4924 7124 4650 21421 13569 20079 6740 17039 3489 10320 15865 4497 15849 3678
"211935_at" 22054 3608 14060 5225 16997 16702 13372 4662 9105 16513 15132 10969 3379 13992 17901 16404
"211936_at" 2420 1226 2014 5067 100 1214 14365 2192 421 1416 3873 3072 3989 7 1047 5837
"211937_at" 2084 3023 4512 6255 4568 13417 16982 10542 3328 4709 5315 9254 12772 2601 5173 2846
"211938_at" 6740 18830 4543 7254 17605 3228 4756 18814 5356 5271 5792 5229 13192 18409 6000 2200
"211939_x_at" 7628 14613 13976 6209 16715 13549 18696 9429 14625 15882 12166 18376 13413 13225 15126 17085
"211940_x_at" 5783 15551 3072 6603 16113 1523 17564 8558 5392 14837 5848 9603 13166 12416 4455 3173
"211941_s_at" 8266 14470 15100 7114 14987 3205 16992 16981 15540 18093 12067 7410 14924 14699 4111 15146
"211942_x_at" 7390 14710 3885 7873 2525 13579 3840 12659 15073 14619 5457 11247 5743 3092 15638 4552
"211943_x_at" 5237 8313 4700 6993 3297 3206 4283 12675 11006 6408 5828 14481 5766 13594 5579 17337
"211944_at" 7742 16513 18384 5678 17220 18847 18183 10022 9265 15715 18240 8564 14292 4330 5495 17292
"211945_s_at" 7145 17837 14177 6684 14067 13536 14802 7278 6664 5355 5255 6377 17129 12464 4315 4258
"211946_s_at" 8335 4577 18162 19820 15822 15369 17152 5218 5277 2524 5260 10673 12791 17013 17530 21723
"211947_s_at" 21508 13935 21085 5423 16303 21344 20481 16719 15358 3864 12454 19621 19354 2600 15538 18784
"211948_x_at" 6680 15218 4781 19928 17448 17544 15851 9607 17078 2023 15215 12245 14056 18948 19352 20496
"211949_s_at" 18988 4292 20587 21101 21221 20233 20838 17624 21941 20940 18972 19358 21978 19252 16144 20864
"211950_at" 7268 3696 4576 20275 13030 19689 16579 16792 6774 4027 2493 8028 16442 13531 16236 1307
"211951_at" 20017 17739 20053 20236 17731 18511 18747 17403 21201 19622 18760 8382 19015 20127 17847 21071
"211952_at" 13726 17348 20097 1456 5196 17412 20026 16752 18788 2154 1214 5788 21468 14598 433 22002
"211953_s_at" 423 20348 20697 7210 19315 17803 15205 18415 15200 18396 21049 5815 18653 20018 19151 19601
"211954_s_at" 4515 16633 17488 18000 5085 15819 16665 17761 6960 14246 16643 9795 18362 18026 19342 16026
"211955_at" 6106 17456 15816 7273 4971 14784 17708 18467 15090 20281 15064 10003 15313 15279 17708 5021
"211956_s_at" 7115 7756 13576 7168 3061 3404 13807 12617 8988 4455 5281 18818 5690 2884 4487 4150
"211958_at" 1971 11049 8557 12785 17653 8759 6959 6525 20035 14022 8595 20416 9397 21107 6679 13520
"211959_at" 15541 9041 11317 12227 16965 14096 12987 688 19888 5020 12471 20558 7179 19474 148 20993
"211960_s_at" 760 14632 16103 7292 2282 13704 19999 3985 4288 3166 15710 3780 15666 3156 14679 5627
"211961_s_at" 7029 14197 16390 20902 13347 15572 18652 6218 9095 6387 17776 8248 18152 13623 4702 4489
"211962_s_at" 3644 2422 4541 144 2852 15193 13667 216 3001 2121 5969 3167 2715 4119 4084 1261
"211963_s_at" 7493 19367 16443 5093 16485 15021 14921 9055 6060 19893 18372 6820 14344 14086 15965 17786
"211964_at" 21362 11449 5548 20518 4194 6566 3516 1007 7600 11271 7377 15366 20527 14888 9002 9368
"211965_at" 21417 869 21592 12448 1000 10067 9176 13706 19514 22102 20790 21893 6904 17696 1028 887
"211966_at" 7869 12072 1043 17500 2733 5426 2837 710 7812 13162 6891 13899 12170 3989 13335 7049
"211967_at" 6357 19201 19170 8062 15273 19006 18127 3553 7884 4317 18835 3570 13468 16491 3448 16597
"211968_s_at" 3150 4348 13316 18312 12890 4144 5069 5436 7350 4603 4835 18609 12011 3100 4737 15857
"211969_at" 4737 3765 4903 18209 15578 4237 17802 3287 8992 4896 5834 10894 12597 4442 4169 16784
"211970_x_at" 19549 14274 14620 7942 17487 13501 16106 17437 16430 5734 14828 14369 10954 16312 16149 16179
"211971_s_at" 4923 15246 16362 6956 17671 17688 18487 17574 17615 17360 16441 10139 17883 19683 17123 5477
"211972_x_at" 8073 2800 3683 7479 3917 3604 5354 12718 16475 15269 5998 20396 5814 4563 14760 5235
"211973_at" 20232 3298 21916 8009 13589 18706 16782 16781 15724 21480 21260 2938 19123 19991 20912 21965
"211974_x_at" 6227 15112 18517 18514 3566 18844 15701 7366 8194 19080 15224 11280 17756 2857 19907 16663
"211975_at" 19756 16161 17101 18127 15685 18607 17510 19514 16413 19485 18181 10965 13712 20887 17115 6004
"211976_at" 20355 20139 18089 20781 16168 21308 15076 21178 17400 21120 4449 11606 17863 4297 18284 18931
"211977_at" 4043 21968 19873 18335 13734 16159 1673 4189 4662 3758 5358 20311 20262 21119 20845 3202
"211978_x_at" 5501 8004 8215 8272 13528 3056 7972 12771 11099 15970 8040 14644 5879 4365 5547 6052
"211979_at" 2813 4606 2717 22002 3284 18038 13789 8631 6945 20931 21191 18970 15795 22042 17244 758
