"inst_1706" "inst_1828" "inst_1869" "inst_2533" "inst_5457" "inst_6096" "inst_6358" "inst_6794" "inst_7146"
"200864_s_at" 9318 17456 19522 19642 3686 5147 9839 5811 18324
"200865_at" 13273 6996 17032 1460 7862 1248 17666 15556 13728
"200866_s_at" 2143 17128 20506 4181 3294 17015 11347 6257 16508
"200867_at" 4345 18408 1202 3893 17688 6165 4902 4931 15226
"200868_s_at" 2977 20948 18134 1200 17674 15392 7850 10061 17162
"200869_at" 20430 12860 9000 10575 18227 11426 20183 12394 16178
"200870_at" 5355 413 7866 7243 18887 7541 19795 17383 16030
"200871_s_at" 7916 12502 6313 7440 4611 7273 4240 4167 15086
"200872_at" 10855 1914 18248 4272 19603 8244 12087 8771 3918
"200873_s_at" 10842 12401 20108 15402 8514 8572 12235 8238 16411
"200874_s_at" 21264 19278 7168 4015 5954 8668 2717 20096 19428
"200875_s_at" 10436 18904 18777 15241 8099 6390 19972 8084 4295
"200876_s_at" 10308 14701 6886 15326 9491 7955 9150 7910 17975
"200877_at" 20022 2265 19611 17849 10350 6213 10193 18148 5049
"200878_at" 8792 15043 4484 2021 2601 8697 9332 1463 19132
"200879_s_at" 13712 11150 13924 20935 12462 16453 688 13749 13252
"200880_at" 3542 11942 3868 16243 2718 16577 6207 5823 20097
"200881_s_at" 10583 18018 3514 4440 8526 6578 8334 8487 17871
"200882_s_at" 19964 19067 6549 8145 6594 6546 10067 7145 19457
"200883_at" 8340 18950 19475 5551 2196 8799 8198 9908 17086
"200884_at" 2100 19972 3159 15829 2867 17030 9075 18071 17377
"200885_at" 5699 18559 1183 461 544 7587 11195 1309 18163
"200886_s_at" 20012 2109 20426 16875 6709 7554 11067 5692 14925
"200887_s_at" 8241 15057 21605 17186 2264 4934 6384 2579 19707
"200888_s_at" 21177 15189 20372 7588 10473 8915 11768 18146 16946
"200889_s_at" 6021 14241 7270 2517 4351 6002 9553 9399 20665
"200890_s_at" 2809 19752 8172 8467 9042 18369 2996 8986 17709
"200891_s_at" 20896 16900 22029 19143 5998 9726 2433 17927 19827
"200892_s_at" 10677 15866 6209 17811 3636 16691 8651 5857 17974
"200893_at" 9402 11928 7230 7668 7565 7776 11001 4647 15029
"200894_s_at" 6497 16120 7816 7915 4094 16289 7876 5340 19636
"200895_s_at" 11131 729 19031 7412 2996 4677 11926 940 19986
"200896_x_at" 6536 15028 4357 17418 10262 9690 9692 9608 3296
"200897_s_at" 3806 11570 13762 3566 10221 9263 9879 7292 15583
"200898_s_at" 5894 19714 6595 3534 8472 3787 8025 1601 1483
"200899_s_at" 1577 17845 5173 3362 8756 17531 9373 1478 14777
"200900_s_at" 1600 18709 19411 16460 9999 16776 9387 9487 17113
"200901_s_at" 7661 20867 18788 18338 8318 4326 6134 6035 18521
"200902_at" 5984 16732 8408 16356 2588 4740 6366 3526 19039
"200903_s_at" 9757 11851 4022 5262 7476 15810 19681 9940 16202
"200904_at" 20522 19426 7724 18227 4301 20620 8465 251 3238
"200905_x_at" 6678 16559 4181 5875 9459 19185 5850 2915 14736
"200906_s_at" 736 16140 11467 21191 19894 18979 1109 7572 17914
"200907_s_at" 6056 2042 9079 13978 6441 18228 4978 2344 15639
"200908_s_at" 21287 20380 408 20059 9742 21976 2132 3030 980
"200909_s_at" 19883 15609 8562 10601 11000 9062 11681 9041 17693
"200910_at" 10312 14638 8907 7611 7021 17318 10665 5572 16031
"200911_s_at" 9305 12682 7566 3705 10469 18545 8731 7053 15785
"200912_s_at" 8314 13852 8662 6580 7148 16468 10407 8010 16439
"200913_at" 1360 1385 20706 19147 5574 5676 3106 2107 5535
"200914_x_at" 2110 13945 20776 18625 1670 6587 7755 4304 15228
"200915_x_at" 5853 1954 18702 16848 3611 9195 6930 938 16767
"200916_at" 10280 12924 19006 4715 6831 17639 20534 2838 19877
"200917_s_at" 7630 20391 2688 496 10247 2580 2283 18960 5636
"200918_s_at" 9637 804 4827 8146 10338 18396 20067 17453 14930
"200919_at" 7852 16496 5399 7227 8505 19154 3036 8993 2434
"200920_s_at" 3077 20363 2486 6435 17773 5270 6556 3911 4637
"200921_s_at" 9669 12623 18608 5742 2022 16887 12227 10047 15730
"200922_at" 1681 19601 19858 2598 19072 20104 7587 8354 5552
"200923_at" 6796 20495 9562 14708 2645 20493 2779 8687 20395
"200924_s_at" 7907 22093 18378 19600 6961 19226 7306 2136 21771
"200925_at" 8648 12117 6279 6252 10319 7164 10704 8224 15250
"200926_at" 20755 1428 20177 10696 13132 11562 19668 12622 4788
"200927_s_at" 6190 1334 19992 3009 5408 5217 11425 7606 16878
"200928_s_at" 7374 9636 781 17075 22002 1301 7676 14066 12636
"200929_at" 3804 17832 4687 7672 2048 9582 1777 3863 16637
"200930_s_at" 19344 5217 3780 216 13373 10771 15437 17158 4879
"200931_s_at" 3999 1738 2667 5475 10664 18872 10789 5575 15046
"200932_s_at" 9308 1750 18892 8016 3265 6855 7499 5250 17758
"200933_x_at" 20098 1720 7899 10668 13106 11537 20029 12572 5415
"200934_at" 11068 517 18616 16988 6623 5315 4975 2496 16486
"200935_at" 3929 21855 22247 2951 20760 2826 21360 1163 17209
"200936_at" 10347 12171 18163 10676 13109 11545 21191 12583 5318
"200937_s_at" 20677 20284 8821 8062 18330 7062 11574 6432 16923
"200938_s_at" 19466 7517 12316 12907 11735 13606 18088 14624 11582
"200939_s_at" 14234 3495 14963 9577 14294 14018 16192 13359 8104
"200940_s_at" 5704 17853 8785 19679 11006 3660 5690 21885 3467
"200941_at" 8196 17550 18567 8874 6306 6420 10603 3533 20103
"200942_s_at" 8710 14292 19281 2153 9667 15528 10034 6436 16141
"200943_at" 20418 1079 19023 20247 6231 16132 10995 9120 15465
"200944_s_at" 19911 12518 7613 7900 18646 15655 11224 8361 14497
"200945_s_at" 9945 15394 19820 5576 7801 7375 9547 18018 4431
"200946_x_at" 4629 15826 3719 2190 9079 9724 8473 18238 4268
"200947_s_at" 10909 19382 20168 4951 4807 8433 11590 18476 2571
"200948_at" 6725 15264 20401 8482 6450 7223 10792 8001 2308
"200949_x_at" 11206 14128 8768 7110 18909 17905 12503 17309 17564
"200950_at" 5611 13674 9017 5254 6336 17516 5171 6913 16383
"200951_s_at" 13191 5513 20674 19896 16414 12646 13134 15057 9046
"200952_s_at" 11494 3264 11691 6973 15647 11647 18029 10451 14049
"200953_s_at" 15793 3745 6371 7191 16124 18613 14352 10654 11655
"200954_at" 7076 19149 1213 16921 6363 15805 4758 2608 17631
"200955_at" 7604 18323 18120 17319 2465 17173 1471 2580 17398
"200956_s_at" 9491 21737 18621 8384 3851 18996 4250 6853 16268
"200957_s_at" 9069 12500 7788 16007 7590 18958 12458 3491 4241
"200958_s_at" 10734 15204 21348 5345 9032 7133 6485 8290 18621
"200959_at" 9975 18865 19640 17176 8299 18713 12063 4241 19164
"200960_x_at" 9003 14801 8299 5239 8891 16157 9801 6022 15298
"200961_at" 7244 13584 18683 17426 4485 5190 6668 6657 20707
"200962_at" 19993 12379 21242 19818 3861 7085 13 1833 21218
"200963_x_at" 19998 11921 19053 10699 13134 11564 19962 12626 15056
"200964_at" 8018 16453 20264 19549 17754 15469 19738 6619 5316
"200965_s_at" 3133 14097 14514 11920 4003 9797 7710 20802 3350
"200966_x_at" 11223 13288 19463 15522 10739 15756 11436 7234 4165
"200967_at" 10867 16489 21074 17574 7916 15722 19961 17768 5791
"200968_s_at" 9734 19129 8755 16874 7549 9869 9681 17620 19073
"200969_at" 6895 14223 3217 6829 2880 3332 2213 8483 20055
"200970_s_at" 7528 14265 21445 4993 7484 8151 7419 7198 5172
"200971_s_at" 2689 869 5279 3156 7840 8594 8966 8707 5201
"200972_at" 8123 14941 19126 16183 3922 4174 4105 8358 15754
"200973_s_at" 1218 16428 4405 2189 18905 2640 10188 19278 14684
"200974_at" 10138 19438 20865 1913 10976 4235 3264 20159 4902
"200975_at" 20194 12421 18264 6375 10859 8478 10285 7969 17480
"200976_s_at" 5881 13315 3216 15813 10406 19242 8062 6417 16387
"200977_s_at" 7199 15230 19349 7577 4749 9725 11229 7392 17208
"200978_at" 8477 1751 18326 15762 19018 7445 10400 9378 16719
"200979_at" 1731 12427 1081 4276 4274 17957 5404 20488 19314
"200980_s_at" 6055 17593 3235 6582 9762 9784 20136 17248 3761
"200981_x_at" 10489 15181 7058 2739 10725 15666 20533 8323 3995
"200982_s_at" 3921 19548 18410 903 17733 3897 4163 5294 2688
"200983_x_at" 4376 11972 5643 10407 8523 7043 5606 4438 16657
"200984_s_at" 3071 2110 21461 291 6184 17049 20637 3022 17945
"200985_s_at" 5044 13712 6352 2989 8550 4558 7418 9601 14919
"200986_at" 11676 7643 12416 13814 11922 12094 17886 13156 10565
"200987_x_at" 6567 17134 8331 3472 10039 15877 7027 8793 3531
"200988_s_at" 7183 18684 4556 6735 7048 20553 11667 21385 4439
"200989_at" 6768 837 19829 8751 2125 5034 7707 5115 15875
"200990_at" 20193 14022 7594 18237 18229 9408 12141 9653 3405
"200991_s_at" 9273 12845 7536 8034 1215 5109 12018 2015 14552
"200992_at" 5658 17709 18281 5359 7576 17129 8024 6502 14569
"200993_at" 2416 13861 6254 6681 3555 9242 9333 8142 19233
"200994_at" 6007 17598 18860 5587 3044 7782 7224 2637 17843
"200995_at" 7989 14800 20429 16033 2455 15732 6050 5428 4001
"200996_at" 5867 12101 7717 7296 7210 7686 11246 5754 16106
"200997_at" 9212 13083 1727 3275 8625 6676 3856 6039 18938
"200998_s_at" 85 2177 7198 6011 3425 7672 4357 7779 5027
"200999_s_at" 1396 12753 3193 1381 9279 17743 20704 8516 3594
"201000_at" 9713 18742 8257 6442 18550 17151 9437 6703 19348
"201001_s_at" 10519 17804 8197 16112 10023 18081 4743 7417 17506
"201002_s_at" 10615 13839 19030 15450 9244 7697 11512 6678 15901
"201003_x_at" 5562 16729 5659 7718 18346 18964 9971 4681 14360
"201004_at" 10113 15370 18477 6693 7838 7215 10046 9178 15287
"201005_at" 20735 16094 14922 20918 4439 8207 6893 9113 16295
"201006_at" 19797 18961 610 21038 22027 8855 20692 4537 1963
"201007_at" 2834 12985 4878 8266 3849 16369 9267 2911 3626
"201008_s_at" 3338 21941 3433 3715 10937 6348 386 8982 14566
"201009_s_at" 3142 14181 3901 5356 18367 2288 4865 18670 4845
"201010_s_at" 9084 13110 19406 5503 11002 8745 6398 18510 17071
"201011_at" 20521 19243 18144 6070 18876 8388 4515 8695 5521
"201012_at" 4840 13966 8601 16956 10118 4517 10253 805 14427
"201013_s_at" 7469 11822 7602 7170 4532 4831 12327 6825 14438
"201014_s_at" 2073 17851 5093 2770 11205 8732 9030 5148 15924
"201015_s_at" 6006 20392 103 4551 9695 7269 11241 4735 16857
"201016_at" 10916 16370 18132 16236 3300 7308 8257 4280 18085
"201017_at" 1313 15839 8912 18109 4307 16771 1075 5012 19352
"201018_at" 9195 11809 20819 18793 2712 6642 4176 10086 16681
"201019_s_at" 7387 1792 5915 16382 3605 5584 4412 5486 16361
"201020_at" 6647 20261 21577 16868 17629 8706 4101 17400 3676
"201021_s_at" 10200 15684 6208 17541 6584 7951 8991 7108 5580
"201022_s_at" 10473 11857 8417 7267 10865 16210 11513 6970 15833
"201023_at" 4603 1811 5355 7161 1100 8037 6288 7842 3555
"201024_x_at" 10385 15656 19469 19156 7243 9545 9792 17642 18206
"201025_at" 7168 1657 21320 2765 5693 4671 12515 1740 17106
"201026_at" 20264 18894 1803 5689 4466 8667 4812 4091 15114
"201027_s_at" 10372 16991 18674 16835 3347 6225 6920 8442 18600
"201028_s_at" 2763 20731 5844 6238 9232 18032 6537 4999 4084
"201029_s_at" 3807 15906 5551 2227 8551 17497 8411 5023 17947
"201030_x_at" 13898 12374 20161 10545 16779 14535 20427 4128 15641
"201031_s_at" 9507 14829 2423 7363 3087 5442 6407 5024 14383
"201032_at" 4258 1618 18433 16294 9075 15549 19931 9999 15497
"201033_x_at" 20349 12044 7984 10542 18244 11386 20574 12336 3052
"201034_at" 4121 15908 2721 7010 5187 4717 7743 1878 17416
"201035_s_at" 2593 21710 8937 16023 3876 4567 4674 18463 3373
"201036_s_at" 6765 17734 7078 7028 1844 8782 2782 18600 21409
"201037_at" 19872 15598 2002 7845 6549 8128 20079 6132 16302
"201038_s_at" 6189 17109 2814 19314 2568 6786 4343 6178 4078
"201039_s_at" 3651 22032 6385 19220 5486 6762 7853 20583 16558
"201040_at" 6323 14378 8630 8054 4339 3160 10415 3451 2005
"201041_s_at" 4739 2199 13495 18934 10502 20294 1898 7319 18318
"201042_at" 20062 12308 11327 12181 21306 21258 7168 15 17803
"201043_s_at" 19 22011 1448 18823 2076 4792 4349 392 16133
"201044_x_at" 11599 10686 11207 12865 12387 12183 18561 11578 4114
"201045_s_at" 13383 2763 11933 653 20972 18446 14737 21462 462
"201046_s_at" 9645 17244 21519 18039 5484 4552 6463 17367 4379
"201047_x_at" 9422 14028 20817 15718 11141 16801 7179 7627 5026
"201048_x_at" 546 8407 6312 408 19998 8819 16406 20123 18619
"201049_s_at" 20583 13146 8810 10593 18060 11451 20548 12427 17727
"201050_at" 2507 16460 11222 14062 1587 5681 22131 60 4780
"201051_at" 4302 14607 7494 18651 8794 8775 9473 7836 16732
"201052_s_at" 5902 20114 919 2188 7345 4557 6040 5171 3850
"201053_s_at" 1699 16430 19552 18623 927 19073 3904 3139 1347
"201054_at" 5544 16617 6330 17948 2813 8838 3567 4733 4012
"201055_s_at" 976 18447 21034 6994 21629 8961 3072 21987 1625
"201056_at" 6365 20274 755 20593 10629 8566 8008 6808 3985
"201057_s_at" 7712 16249 4965 6441 8922 5767 7081 5358 14742
"201058_s_at" 14495 20525 12803 12073 13690 12893 11666 10188 3086
"201059_at" 20741 16560 14998 21969 255 17171 11516 17355 20880
"201060_x_at" 3514 13076 859 5390 8562 5906 2825 19673 16097
"201061_s_at" 3682 13097 18805 7411 3088 9565 12027 19699 2188
"201062_at" 18752 10285 13642 4175 19284 20551 15562 12184 11862
"201063_at" 13267 13199 1227 4056 7086 1209 3262 21538 20645
"201064_s_at" 10034 17115 18287 7418 4530 7232 10682 4797 17058
"201065_s_at" 6449 13998 3010 5041 5079 5186 7928 3339 20446
"201066_at" 3838 13722 4040 5440 8610 16146 6465 7684 5037
"201067_at" 5660 11795 21066 7665 18228 16077 9936 17696 5302
"201068_s_at" 10811 1020 21310 4723 7725 8423 20220 4087 15525
"201069_at" 1562 7539 18288 6577 8164 20297 3385 21057 12511
"201070_x_at" 417 19642 1736 2987 19880 19998 1746 1989 17644
"201071_x_at" 10925 1932 6233 8852 10003 7277 8454 5639 4943
"201072_s_at" 10322 17138 21658 19910 18603 16722 3713 6877 18677
"201073_s_at" 4955 1989 733 8531 9578 5353 7219 592 17080
"201074_at" 11071 13449 8150 20685 5673 17186 7281 2813 18651
"201075_s_at" 20603 11586 8033 15533 3445 7559 9712 2397 16261
"201076_at" 4700 13505 18748 5127 8394 19920 10148 3280 21686
"201077_s_at" 5518 13841 7796 16193 6492 16024 10451 8276 16593
"201078_at" 7786 1538 8042 4746 6410 6634 7336 8370 16754
"201079_at" 7009 17688 354 16096 9120 7036 8554 2255 15097
"201080_at" 4716 20752 5371 19152 10984 4737 12409 7981 19593
"201081_s_at" 4408 601 6839 18276 21770 7919 5037 19889 21438
"201082_s_at" 10379 20704 19353 18599 17664 15788 21775 3198 4066
"201083_s_at" 2799 19797 466 17962 2262 5881 628 888 16271
"201084_s_at" 8724 13254 21397 17672 5846 16678 6681 7773 17291
"201085_s_at" 2796 1907 1229 18064 7658 16994 8037 18701 15396
"201086_x_at" 6196 14417 4580 6168 9108 7472 11115 5652 15617
"201087_at" 979 15882 10550 13314 5785 2044 8291 758 15648
"201088_at" 8063 11597 7340 20776 4752 5800 9416 3692 18197
"201089_at" 4151 13018 19041 2884 6526 5562 4879 3908 15094
"201090_x_at" 10808 11715 7445 8232 20416 11514 19655 17632 4035
"201091_s_at" 3699 16843 6566 17741 1509 4909 7673 2559 17436
"201092_at" 7946 12181 8607 7367 3365 7967 12312 5611 16931
"201093_x_at" 5769 16944 3853 4539 7230 8943 20354 6109 15101
"201094_at" 11230 2336 8829 10730 10390 11609 10525 8097 15299
"201095_at" 10611 19388 18263 19310 8790 18267 10979 4107 4269
"201096_s_at" 2509 12345 3679 2557 5946 5846 7750 17973 15793
"201097_s_at" 8040 2019 8634 8729 3763 7848 8126 6666 17589
"201098_at" 7785 19384 7235 6724 6924 6801 6319 3605 18716
"201099_at" 9925 14813 18724 7819 5368 20329 9381 3476 3110
"201100_s_at" 7993 16714 18348 5934 19280 16149 10986 4953 4796
"201101_s_at" 6962 19221 4822 16986 17912 19122 1051 5389 4661
"201102_s_at" 7911 21406 5653 18008 4486 2336 5632 3048 1540
"201103_x_at" 9691 2279 18067 4159 7737 15675 11533 4648 3630
"201104_x_at" 20314 14925 19675 8709 19924 8003 20055 18753 2301
"201105_at" 4355 17256 4479 4824 10289 6456 19748 4776 5503
"201106_at" 502 14838 3872 4087 10568 9508 20879 3750 16392
"201107_s_at" 19196 21665 13054 9249 21302 598 18984 9320 2774
"201108_s_at" 4167 17551 21334 21116 21133 17908 9275 1993 19490
"201109_s_at" 7098 13808 20621 11646 3960 7965 6598 8660 21476
"201110_s_at" 20113 14981 20566 14046 1721 2773 9853 6729 19748
"201111_at" 7693 15177 1894 8110 4546 6465 4794 4522 17404
"201112_s_at" 9583 13032 5140 8442 6400 9250 10374 5869 14836
"201113_at" 8676 13258 5699 8949 18583 7696 7789 4202 17084
"201114_x_at" 10439 1324 1959 6340 6345 15847 9195 6495 4745
"201115_at" 10420 19113 7317 17704 17681 19941 9835 17629 15748
"201116_s_at" 1707 283 14335 10329 5977 6987 1752 2434 3842
"201117_s_at" 11162 447 16101 14457 5645 4256 21735 7823 20921
"201118_at" 8182 16737 4970 1699 9251 16702 6087 2804 15104
"201119_s_at" 9029 13429 8342 8667 6901 17690 19657 8094 17051
"201120_s_at" 585 17393 18869 1596 3109 17416 9626 9431 18395
"201121_s_at" 7228 2087 20965 4483 4092 8202 8901 17264 18250
"201122_x_at" 6448 17143 2480 8735 5533 18540 4905 1811 3543
"201123_s_at" 863 18441 1458 1856 10946 7021 1310 9787 1815
"201124_at" 21433 5050 11550 597 2280 9873 6727 1190 1522
"201125_s_at" 8100 13615 18689 1509 17928 17053 7554 8112 18832
"201126_s_at" 19953 16644 4968 4303 6854 2502 21555 18860 4196
"201127_s_at" 9584 21361 20786 8111 17875 19275 7473 4770 4757
"201128_s_at" 9423 1625 19786 16792 6868 8833 8525 18598 2663
"201129_at" 2687 13267 3341 8047 8097 8720 7413 10074 4858
"201130_s_at" 22069 603 14472 17884 19265 5911 2978 5216 2334
"201131_s_at" 10086 1375 15382 5916 6759 6260 2788 4605 14997
"201132_at" 4227 13316 8040 8854 3195 7430 20208 9483 5639
"201133_s_at" 3862 12995 20373 8505 7291 9180 6146 9794 2596
"201134_x_at" 9112 1719 8509 6989 10742 8471 12553 17255 5655
"201135_at" 10105 12073 4296 5822 8867 9212 11641 9432 17684
"201136_at" 3544 12119 5530 7507 7238 7640 8848 3189 16944
"201137_s_at" 11688 8150 11518 9513 14078 14188 15414 16023 12029
"201138_s_at" 2575 20219 20395 7155 6224 15428 10347 9560 18706
"201139_s_at" 10603 18010 19310 17818 4745 4827 5164 6840 18737
"201140_s_at" 20214 3670 19845 1071 10626 9578 18767 322 7062
"201141_at" 11475 3559 18953 20520 21959 18014 17154 16855 11236
"201142_at" 20220 1971 18831 17440 875 7493 7285 18602 5024
"201143_s_at" 9816 20971 22249 7738 6042 9197 8563 20190 19074
"201144_s_at" 10004 1959 7565 16496 6474 7803 20132 6018 18698
"201145_at" 7950 18218 7826 5133 17718 8389 8463 7006 15984
"201146_at" 4721 1328 7217 5269 5794 9540 7865 4624 5229
"201147_s_at" 16375 7723 11608 13512 587 21383 14734 18730 12398
"201148_s_at" 2400 5080 9161 13745 129 20507 16922 13727 10956
"201149_s_at" 11957 3262 9160 14537 13452 238 13285 505 585
"201150_s_at" 13269 5704 9880 9976 11559 10708 14596 12967 8917
"201151_s_at" 3103 18332 6023 16289 17903 7614 939 4020 15940
"201152_s_at" 3005 16304 6257 7229 10045 15836 6128 5549 16339
"201153_s_at" 8643 16057 20754 19366 3523 6714 8929 3099 16594
"201154_x_at" 20300 14694 8434 10635 19211 11504 20223 17516 14540
"201155_s_at" 20478 14283 3455 3866 7907 3381 1710 6577 5395
"201156_s_at" 2499 8205 2708 4229 10109 18422 12752 374 10888
"201157_s_at" 5956 18907 9005 6653 5566 9806 10420 9198 4956
"201158_at" 9274 19789 659 18900 20593 1711 12116 19693 21245
"201159_s_at" 6033 20372 834 6460 3924 2077 19631 2834 15151
"201160_s_at" 4551 1279 3016 16666 1333 4527 2323 3574 15418
"201161_s_at" 4057 15916 5690 8011 2474 8119 4409 6867 18560
"201162_at" 13302 3875 812 18309 14058 11174 16099 12937 8803
"201163_s_at" 16318 7160 19813 18270 9143 1464 1041 423 10220
"201164_s_at" 3035 18807 8006 19065 18382 7427 2120 18075 2962
"201165_s_at" 4708 14863 19074 4988 8987 4045 4129 21834 2198
"201166_s_at" 3771 883 7353 7816 5111 9609 3300 6589 14473
"201167_x_at" 1944 11434 761 17395 10029 4374 1597 19611 3598
"201168_x_at" 4263 13527 3727 6119 8469 3505 11445 6610 4807
"201169_s_at" 21587 22150 18857 4348 10381 21001 21764 20736 5792
"201170_s_at" 1986 1332 19142 7938 18625 18579 20383 6377 16997
"201171_at" 20104 16982 1097 7207 3816 3377 7171 5116 16650
"201172_x_at" 7569 14002 2462 6127 7091 9405 10737 6790 15210
"201173_x_at" 3328 16572 4681 7937 17936 9267 5120 5031 17993
"201174_s_at" 8966 13792 8322 7887 5009 4983 11731 5039 3495
"201175_at" 6319 15252 18233 5411 5391 19098 6484 6692 14619
"201176_s_at" 9261 17466 2125 3229 9109 7630 7160 4539 5532
"201177_s_at" 6374 15137 18354 7212 2711 2936 7070 7003 17686
"201178_at" 4359 16050 4758 5697 9164 7987 8652 8692 19451
"201179_s_at" 4660 14875 4284 15988 6611 7963 827 19266 16057
"201180_s_at" 7750 1526 18283 4787 7489 16089 8813 7217 14940
"201181_at" 10683 20044 6811 3836 2118 2251 9750 5186 20232
"201182_s_at" 10932 265 3396 20979 7964 8283 9130 19134 17515
"201183_s_at" 10926 17700 6838 18741 5912 17866 2813 17710 5606
"201184_s_at" 20513 16199 6420 20006 10983 17620 2606 5298 4784
"201185_at" 5358 12022 17808 13801 20427 15481 9905 19543 16170
"201186_at" 7953 16205 2962 18075 11042 8497 9934 5642 14903
"201187_s_at" 19381 11525 12118 15921 3421 290 669 16868 6169
"201188_s_at" 9048 22084 9549 13132 5270 5692 318 7830 19145
"201189_s_at" 1642 19083 8233 13685 21542 6988 10112 17330 20195
"201190_s_at" 7857 13969 684 15479 10454 19027 11215 6329 5600
"201191_at" 5868 20530 21472 18508 2865 16225 9487 19926 18364
"201192_s_at" 7396 16491 2038 7920 11070 15771 9740 4940 5754
"201193_at" 5167 16730 5700 2907 7449 8016 8937 2877 16671
"201194_at" 6701 17784 2612 1867 1835 9101 2984 6925 2628
"201195_s_at" 10701 14346 6692 16047 4721 3449 3422 7056 4543
