"inst_1706" "inst_1828" "inst_1869" "inst_2533" "inst_5457" "inst_6096" "inst_6358" "inst_6794" "inst_7146"
"208806_at" 3358 16002 8728 19412 20542 2138 12173 3369 4488
"208807_s_at" 20767 17185 1178 3133 545 1200 19702 820 16520
"208808_s_at" 8628 13036 8460 15353 3607 8778 10859 6075 17027
"208809_s_at" 7495 15010 7207 15320 2312 4540 5050 2958 19165
"208810_at" 5781 22077 20855 17826 2361 4966 3720 4110 14445
"208811_s_at" 3972 13802 18776 1944 10748 20236 20215 18319 2448
"208812_x_at" 3540 13599 8409 8069 8173 19313 6420 7968 5285
"208813_at" 2344 20542 18881 7108 6087 16472 6195 8040 16874
"208814_at" 480 910 8 20868 17906 7557 8512 5236 16805
"208815_x_at" 9369 18072 3274 16086 8748 2770 7593 8054 4267
"208816_x_at" 10639 19902 618 1319 7052 19745 12400 6835 16951
"208817_at" 2364 20017 6590 16223 10897 9397 3217 1720 20020
"208818_s_at" 2107 19510 7362 7694 9111 6404 5151 7066 2743
"208819_at" 5039 17696 2673 4228 8261 6589 6306 5735 4583
"208820_at" 3654 18202 6845 8720 6388 5920 5834 2222 4370
"208821_at" 5474 11969 4215 4177 3684 7503 8349 2678 15792
"208822_s_at" 7892 18111 3863 4048 7032 9366 7208 4806 18577
"208823_s_at" 9246 19723 20971 18955 387 20254 2275 22029 524
"208824_x_at" 5207 20386 1269 1991 10610 19628 5133 1025 17217
"208825_x_at" 20343 2031 7893 10627 13055 11496 11990 12495 3476
"208826_x_at" 7551 13013 2869 16708 8846 7546 7717 5280 17486
"208827_at" 19874 17874 20523 17084 6501 16130 20577 8267 17732
"208828_at" 21063 15974 5431 8151 5524 5980 3797 5205 15845
"208829_at" 1126 17581 21377 17134 8764 18925 21212 18225 1813
"208830_s_at" 20928 18413 5531 5289 9918 1813 6871 3236 5247
"208831_x_at" 2206 21806 149 20543 10722 19788 11373 5021 709
"208832_at" 7110 14550 8473 16910 21206 4413 20949 6517 16973
"208833_s_at" 10276 927 5708 4233 18386 9850 12291 18488 5149
"208834_x_at" 20171 1880 7273 10610 13033 11475 19768 12461 4015
"208835_s_at" 7901 12213 6426 16017 7222 17888 7615 17468 17347
"208836_at" 7906 699 18799 15985 19013 19106 7290 7400 5693
"208837_at" 4240 13616 4251 16722 4328 9512 8923 5028 5613
"208838_at" 8924 15715 19082 21093 5432 6125 9997 3445 20153
"208839_s_at" 3969 15192 6062 5116 10631 16506 5257 10043 18814
"208840_s_at" 3025 20687 6499 5296 8886 6891 8388 4084 15735
"208841_s_at" 5416 1239 8604 16901 2871 8558 3257 2646 16779
"208842_s_at" 2521 463 4383 7863 18660 17836 7371 7316 4947
"208843_s_at" 4571 13625 3941 18184 3366 9012 3865 4493 16505
"208844_at" 21252 11313 20939 16888 4508 19923 20625 19654 11050
"208845_at" 9494 1404 18553 15707 7216 7419 9996 6586 17269
"208846_s_at" 4447 16124 4194 4650 5060 7615 5020 4005 18224
"208847_s_at" 6463 16313 999 2764 17979 5979 9107 6042 14399
"208848_at" 1933 15490 20922 5855 9710 7252 10211 9125 16609
"208849_at" 12760 7378 10948 9130 10063 10881 12862 15058 9183
"208850_s_at" 16958 4786 11181 4472 20294 436 15457 15703 6213
"208851_s_at" 18519 3712 9734 12114 17144 14620 15767 10369 8700
"208852_s_at" 9919 17611 6139 8708 10239 6280 4815 18105 2624
"208853_s_at" 992 21964 18579 18181 9675 17357 4285 21199 16010
"208854_s_at" 4271 15614 7770 18295 9548 8998 4518 9789 17317
"208855_s_at" 9281 13562 20364 15224 8023 16883 9819 8216 14623
"208856_x_at" 20554 2191 7693 10617 18961 11481 20752 17494 1916
"208857_s_at" 7422 19901 19016 6549 6133 15843 9144 6263 20286
"208858_s_at" 19916 17016 20794 18057 5644 18756 11013 8263 14525
"208859_s_at" 4964 21987 20797 15687 5236 16966 2374 20656 17892
"208860_s_at" 10571 13154 6519 20676 20621 17589 5147 20385 20603
"208861_s_at" 2530 12446 7486 4136 1852 4929 4485 7398 4502
"208862_s_at" 8352 16854 12329 21273 20533 20169 20302 20936 2459
"208863_s_at" 10820 17531 7878 16375 17840 7301 6155 7946 15346
"208864_s_at" 8821 14658 4961 4252 9699 3734 11004 4611 17600
"208865_at" 9424 15631 19239 16718 4386 17268 7178 9034 4284
"208866_at" 9220 18312 20731 4065 6025 4595 5236 21303 14815
"208867_s_at" 9116 740 6806 1817 9738 16392 3400 6437 15811
"208868_s_at" 18174 17453 671 22068 16123 14740 14263 1301 14223
"208869_s_at" 18717 18875 4282 248 7116 11677 11838 11783 16240
"208870_x_at" 9189 13949 4699 15515 17686 8407 11930 9983 4632
"208871_at" 18293 8746 11340 12395 20385 20921 13440 14760 4360
"208872_s_at" 5947 17589 18146 6417 7417 6443 6637 8748 5638
"208873_s_at" 5638 16284 19831 18590 6272 8356 5916 9015 16326
"208874_x_at" 9989 20791 3783 20493 21712 6490 2778 19992 4210
"208875_s_at" 8610 12498 19518 4806 18443 15529 4032 3351 16364
"208876_s_at" 3641 15173 5633 3684 6838 8052 11301 6299 716
"208877_at" 7157 15540 4620 15253 1374 17656 4781 6608 3612
"208878_s_at" 2801 14688 21612 16247 4020 4587 6478 7678 19198
"208879_x_at" 560 14966 40 8309 20300 21249 11573 6612 15782
"208880_s_at" 6455 17959 7699 8079 5765 6079 21821 5233 18051
"208881_x_at" 9067 15120 18373 2728 8342 18849 12441 17481 14481
"208882_s_at" 2326 15968 22093 4892 6125 16892 9000 9407 22092
"208883_at" 9130 13872 6361 20807 5201 3956 1707 21193 3355
"208884_s_at" 9932 19009 18446 16111 10416 16582 7125 6038 14965
"208885_at" 20782 15970 8900 15369 11086 3427 11208 20818 4326
"208886_at" 1835 464 11714 9531 8351 5672 1917 7947 19509
"208887_at" 10412 19148 18407 5729 10668 18077 11556 7685 3938
"208888_s_at" 11360 7069 14355 14141 15010 11654 15772 13266 10310
"208889_s_at" 16382 9633 12016 17170 8969 1153 1908 11550 7322
"208890_s_at" 10070 20568 20357 19159 8296 4760 6613 3203 982
"208891_at" 17839 19842 19842 17079 14011 19157 6599 355 15775
"208892_s_at" 16212 17689 3923 15315 12842 20540 4811 789 1083
"208893_s_at" 13251 14217 1639 18226 16655 13242 10438 10444 19897
"208894_at" 16931 2929 12001 1030 970 12100 16289 13707 8743
"208895_s_at" 8260 19579 19823 16516 7393 9351 8434 7085 14966
"208896_at" 3803 17459 22167 16661 2175 6126 3160 18791 14365
"208897_s_at" 7827 1692 18640 4370 18397 15474 10617 18446 16560
"208898_at" 5107 14015 6400 8888 7906 7748 8858 8908 18075
"208899_x_at" 240 16481 21608 16503 17916 18625 11946 7155 16995
"208900_s_at" 4494 20192 6424 17861 6456 16137 4918 6861 18249
"208901_s_at" 7189 1766 5706 6782 8928 17324 8308 8741 15317
"208902_s_at" 9162 10025 11411 615 6544 15272 48 13163 349
"208903_at" 293 19059 21256 16706 20185 973 5392 8032 4678
"208904_s_at" 11134 13168 18684 8150 18527 6941 20767 9533 3880
"208905_at" 6954 12274 8933 7189 7256 6146 11795 8528 15398
"208906_at" 6101 22155 6099 7199 5909 4692 10918 19233 15517
"208907_s_at" 10813 18900 967 4869 19579 8374 665 4723 19923
"208908_s_at" 6899 19177 21623 5175 7698 4997 10295 8492 4854
"208909_at" 9148 14190 18824 6651 10925 16546 19950 17459 15673
"208910_s_at" 8782 14811 6785 16617 3711 6938 9152 6092 17999
"208911_s_at" 6793 16329 6226 2549 9655 8724 6512 4426 4166
"208912_s_at" 7050 19050 4705 17938 6187 15742 2859 21582 20452
"208913_at" 2793 1790 5874 17950 4416 2185 7633 2855 15077
"208914_at" 10840 15731 5742 4588 18032 4877 11949 1788 15515
"208915_s_at" 21226 21480 20690 5532 7832 5119 22037 5179 26
"208916_at" 8141 21320 724 19176 2728 18026 6760 4012 18156
"208917_x_at" 10630 21419 19637 20203 19993 1908 2939 20577 17791
"208918_s_at" 6233 18516 6221 6729 3751 9128 7359 1096 20739
"208919_s_at" 2377 19920 4960 8142 2620 6860 2223 5949 15672
"208920_at" 10544 18070 19740 15685 19628 1289 10395 255 726
"208921_s_at" 9311 13458 5962 5630 9735 17709 11527 8220 17338
"208922_s_at" 5637 18166 3203 1138 10286 18600 5353 3558 16077
"208923_at" 5538 2343 3859 5271 7347 6483 10206 17911 14579
"208924_at" 6566 11737 18475 8570 3820 6171 5394 8498 18397
"208925_at" 2582 18372 7942 5542 8330 7326 1383 17743 18912
"208926_at" 3552 20793 3246 7520 3954 17003 11464 3573 3550
"208927_at" 6726 13302 2837 16786 4385 8817 5897 3945 16390
"208928_at" 5971 17863 4781 6531 427 6397 2513 855 14924
"208929_x_at" 20385 18462 8623 7432 18290 11565 20385 8737 18362
"208930_s_at" 10206 20763 945 17729 18755 21012 293 8898 19235
"208931_s_at" 6405 19530 4420 15676 1192 3309 2574 8758 17674
"208932_at" 3394 20060 1466 4956 4090 15922 583 1996 5295
"208933_s_at" 1785 18095 20615 15446 3405 19627 4749 18387 22096
"208934_s_at" 1354 15240 4542 2752 18973 18019 1064 7937 19838
"208935_s_at" 4889 21705 7408 15794 8124 1723 5248 659 18891
"208936_x_at" 7091 11941 3512 3565 18696 4203 7933 3580 17640
"208937_s_at" 3413 20176 11786 10103 8175 19460 11066 3630 14585
"208938_at" 8922 21640 19025 8717 4763 5724 20356 4528 15699
"208939_at" 2059 15915 20310 19025 11207 6067 4162 6760 17923
"208940_at" 8015 22202 20836 21485 2958 19483 3801 18288 3466
"208941_s_at" 8780 18855 4977 16900 9097 18120 10177 6080 15840
"208942_s_at" 8520 19991 18127 16597 3544 16934 7147 4097 18925
"208943_s_at" 5384 14282 5120 6382 10628 17296 7885 6556 16073
"208944_at" 9607 16012 8686 20423 20868 7083 11159 3838 16078
"208945_s_at" 10981 18387 2523 7562 7633 16515 9143 2376 16213
"208946_s_at" 4421 19594 6840 3823 7485 3695 3299 3195 19692
"208947_s_at" 8998 22231 22000 16045 20472 20563 2959 19759 5647
"208948_s_at" 7390 1875 5732 15791 6046 9617 11253 6632 15217
"208949_s_at" 3886 12033 1310 5248 10796 8214 8970 6048 20003
"208950_s_at" 4481 19862 15392 5010 8174 8947 11451 18144 19675
"208951_at" 2009 15802 8537 14462 8829 8950 3017 1377 20570
"208952_s_at" 5898 18825 3290 5273 9723 8058 7004 7045 15507
"208953_at" 9524 14763 2908 2148 5525 8781 401 5958 21719
"208954_s_at" 4648 15552 2327 19976 6019 7718 5923 9839 19379
"208955_at" 3839 12432 4135 2721 4819 2351 7861 10064 19889
"208956_x_at" 6964 13493 7785 6601 4198 6623 6406 4884 17293
"208957_at" 20827 13724 2408 8878 334 1168 3494 21657 15705
"208958_at" 19526 7860 21748 913 21718 14916 16628 12188 9702
"208959_s_at" 8638 18335 7990 15276 7493 6198 12061 6199 5722
"208960_s_at" 10791 22096 2625 8057 769 22062 21049 3711 22040
"208961_s_at" 21116 21658 1950 7984 8324 16687 4049 3086 19617
"208962_s_at" 9046 19422 18506 5650 10098 7390 6924 8199 4257
"208963_x_at" 6467 21110 8682 16646 10422 19592 7116 7747 18586
"208964_s_at" 7493 16785 19945 5276 5738 19421 11537 4800 3316
"208965_s_at" 17558 20321 177 21226 14188 11009 2270 15545 21486
"208966_x_at" 18026 21063 21112 6114 15610 13472 11099 12614 15019
"208967_s_at" 4961 21006 5912 4071 10695 9792 10733 3456 17911
"208968_s_at" 3203 19702 8290 15915 8317 8255 4439 9682 4291
"208969_at" 7840 18636 7212 17616 7391 9087 10633 5868 14648
"208970_s_at" 8967 20268 698 4613 3662 15665 8837 4441 17770
"208971_at" 4198 19457 4885 4816 5279 3905 5369 766 4565
"208972_s_at" 1636 14078 3430 3799 6572 15632 2203 18170 19249
"208973_at" 9283 20211 8799 3654 3882 4099 3441 17563 20883
"208974_x_at" 8069 15875 5211 8856 6638 6202 6842 3673 16063
"208975_s_at" 1098 12375 4384 5357 4488 4506 4030 3166 19251
"208977_x_at" 8548 17000 4855 15226 18689 8580 11679 6609 4279
"208978_at" 3232 21280 14958 9575 18558 8972 9885 3793 5278
"208979_at" 3024 13362 7930 7096 6875 9168 10810 894 4451
"208980_s_at" 9106 15725 6588 3723 9535 5385 7929 6295 14716
"208981_at" 11416 9856 7775 8041 15414 12028 6358 14158 12535
"208982_at" 12065 12867 5955 18420 13223 961 276 13145 3606
"208983_s_at" 18506 1774 18555 4949 15756 13745 11391 10253 13077
"208984_x_at" 7691 18753 2739 1426 4794 3270 20756 1138 21669
"208985_s_at" 8220 16237 8844 7145 7082 5812 5728 6730 16711
"208986_at" 3836 1151 4295 5056 1639 2373 1218 9949 19489
"208987_s_at" 1190 17868 679 19589 18957 2571 1678 9814 2209
"208988_at" 9558 12522 21361 18594 2779 5772 3499 2668 4960
"208989_s_at" 4486 21540 7024 4046 611 3328 4467 3088 4680
"208990_s_at" 9438 16310 7757 8343 11073 9261 9109 7028 15853
"208991_at" 21141 4014 4543 17642 10667 15465 15996 19202 13335
"208992_s_at" 21662 7913 2399 19956 7813 7008 14473 20217 10117
"208993_s_at" 1433 18538 7706 17834 3884 18962 3637 8928 17321
"208994_s_at" 4479 15896 4950 7312 5615 6362 4746 6763 16292
"208995_s_at" 4080 18153 6719 7124 4489 2648 6862 9690 5328
"208996_s_at" 6197 16829 6465 5051 8004 7978 9806 19545 5430
"208997_s_at" 3482 1034 7551 8445 1279 16618 3953 1227 1637
"208998_at" 1834 12750 3080 6010 19664 8571 11741 7755 2720
"208999_at" 3361 2340 20903 16905 4647 8825 1188 17362 20667
"209000_s_at" 8171 16672 18223 3384 8120 20741 5609 7975 15183
"209001_s_at" 6714 1950 8015 7169 9551 8974 7269 17783 16744
"209002_s_at" 8167 830 19479 2532 7205 2478 12001 22010 19980
"209003_at" 3547 19020 624 6281 2088 15452 3803 6004 18893
"209004_s_at" 7004 11885 21199 16463 4066 6795 6739 17782 4573
"209005_at" 183 14959 4640 5772 18161 16560 11033 20733 17891
"209006_s_at" 411 21130 227 7682 6735 5639 7152 1916 20629
"209007_s_at" 9105 17936 3213 16137 6006 8699 5158 7670 16952
"209008_x_at" 20261 20673 10940 6159 18691 11388 20289 12339 14432
"209009_at" 7074 12561 8249 7531 7735 9825 8709 8711 16778
"209010_s_at" 16176 9068 11460 22012 7355 756 2084 20969 1621
"209011_at" 20704 15457 10539 175 6704 16609 2334 17602 16733
"209012_at" 1250 15918 11375 13734 3590 2537 4677 1189 19565
"209013_x_at" 5274 21013 12792 11409 6051 17984 309 1815 2218
"209014_at" 6637 1865 2657 2800 8104 6804 11543 4663 4199
"209015_s_at" 5232 15156 8975 7255 5064 4523 9744 3255 19724
"209016_s_at" 21665 15012 9842 11852 8035 18011 11437 681 15514
"209017_s_at" 7056 18641 4928 8283 6092 18114 3810 4951 2700
"209018_s_at" 8707 13576 2185 15793 6604 20208 7302 701 16303
"209019_s_at" 10894 19947 6752 20380 11180 21246 6720 20160 5274
"209020_at" 5328 17630 5424 3421 9377 9747 8213 19478 21283
"209021_x_at" 21421 2061 19200 19772 17858 3272 7386 4287 3547
"209022_at" 7153 14019 19625 8565 9820 9816 6186 19121 4485
"209023_s_at" 3485 20587 6427 15504 1663 7106 3092 1783 17689
"209024_s_at" 2527 17368 4297 7153 6706 6612 4126 7558 16367
"209025_s_at" 7919 11783 8831 16883 2695 6534 5000 8085 19816
"209026_x_at" 20559 15673 5886 6032 19173 19281 11981 7372 5327
"209027_s_at" 9096 15125 6709 2644 3136 16201 10587 4312 21649
"209028_s_at" 1535 15227 5069 4482 4402 4492 5983 3154 19195
"209029_at" 2844 16596 5664 15751 6980 18287 20118 8387 14605
"209030_s_at" 4435 8563 4190 4590 18862 6787 14140 9186 12233
"209031_at" 10796 7669 19733 17336 7233 21014 21809 2788 6040
"209032_s_at" 10990 3365 8523 20586 19552 20967 14507 8371 12348
"209033_s_at" 4971 13432 19061 18802 3798 16608 9376 19791 3126
"209034_at" 11113 17833 6830 16085 1690 2937 956 2284 16956
"209035_at" 3052 21732 11766 9300 5416 4125 7631 7990 2953
"209036_s_at" 6215 13348 6909 2013 10878 3431 8828 1233 17148
"209037_s_at" 9653 16956 21504 19289 3112 1810 9827 3017 5113
"209038_s_at" 7512 487 11963 11740 637 259 21819 21293 20737
"209039_x_at" 2200 20595 20123 17846 11010 3566 11178 19101 17616
"209040_s_at" 16937 20780 2003 7824 15529 14112 3717 10120 2958
"209041_s_at" 7708 21680 1113 17393 20624 17938 9032 20728 3105
"209042_s_at" 21906 337 3758 19673 5385 5200 10123 19514 2833
"209043_at" 2076 14160 2543 6455 8750 16847 6991 7081 14891
"209044_x_at" 3852 13514 2922 6044 10510 7064 3971 4326 1927
"209045_at" 1732 21678 2245 17977 6529 9088 680 3136 16344
"209046_s_at" 6269 1947 4959 4862 9484 8517 10755 18188 14980
"209047_at" 11666 3242 11670 20189 4153 15945 1393 236 5496
"209048_s_at" 21897 21315 5118 20104 10053 5870 4580 17373 2979
"209049_s_at" 4007 19003 2057 6875 7103 7200 11217 8835 15181
"209050_s_at" 874 15431 19299 3874 3104 20363 6209 20226 21803
"209051_s_at" 2304 14632 4813 988 21543 5696 22008 711 198
"209052_s_at" 5302 20019 2841 7622 19339 6870 14602 1202 4932
"209053_s_at" 7123 13767 2233 5376 9973 17465 4182 8819 18914
"209054_s_at" 4006 14342 21071 18063 4604 7079 8778 5220 18234
"209055_s_at" 4726 15292 20945 3193 10485 20093 5468 9620 20877
"209056_s_at" 8876 17595 4050 15810 6937 5816 9288 5281 16649
"209057_x_at" 6537 826 20591 18653 19612 6048 1550 2185 424
"209058_at" 10365 21160 8806 19232 3677 7539 6956 5659 19631
"209059_s_at" 8404 20427 8832 7503 6596 7810 9809 8884 18785
"209060_x_at" 1326 11937 957 15696 7927 7425 2234 9073 17573
"209061_at" 4414 21861 1375 4799 7290 4825 4915 5863 21141
"209062_x_at" 5532 16852 1682 18654 18357 8103 10599 17291 15758
"209063_x_at" 8284 16361 21393 18007 9571 7384 10305 8661 15902
"209064_x_at" 1102 13253 4796 8276 9827 15729 5655 3282 2570
"209065_at" 6519 13709 1837 1847 9776 3378 7644 18282 20534
"209066_x_at" 8929 14287 6639 3524 9948 6713 20149 3409 14884
"209067_s_at" 10239 20395 5076 21412 3003 3504 21006 3187 20241
"209068_at" 2563 1191 1357 16582 3167 18793 7523 18881 5015
"209069_s_at" 10092 12619 4652 6209 17930 8860 11703 7070 16721
"209070_s_at" 17178 10974 16838 207 16248 1113 14368 15679 3519
"209071_s_at" 14297 4201 5339 14195 11987 10463 19399 10257 12657
"209072_at" 15314 3473 13665 11573 13226 11105 14950 11967 10639
"209073_s_at" 8124 14401 21838 19326 18649 8934 10578 3685 5626
"209074_s_at" 14107 8893 12486 12504 12374 12160 15283 13831 10402
"209075_s_at" 6493 17031 8167 15662 8153 6756 8154 3868 16266
"209076_s_at" 5812 2120 7143 6610 7507 6039 8105 9151 15620
"209077_at" 4844 15807 19292 15634 7602 8730 8964 3688 864
"209078_s_at" 2957 20436 5878 8736 2591 20138 12337 9093 1753
"209079_x_at" 7024 2239 7976 22138 18438 4659 6532 3856 2465
"209080_x_at" 6306 14374 2489 3575 7877 7332 7753 6450 5735
"209081_s_at" 4617 22030 13271 2741 1568 9823 5752 5110 1032
"209082_s_at" 3434 17996 14610 15164 5142 16967 10975 6407 259
"209083_at" 3825 20187 6521 17945 6945 17998 3208 735 11138
"209084_s_at" 2691 19717 20322 16163 7598 2666 11163 8769 773
"209085_x_at" 4631 1508 5939 5194 9916 18016 8675 5558 16531
"209086_x_at" 17877 685 16258 14077 12295 12387 2799 10945 15281
"209087_x_at" 12947 16960 11438 12754 20829 12385 11578 15848 16527
"209088_s_at" 6198 17775 1373 17714 6430 6924 10394 8947 4519
"209089_at" 6949 1398 18915 3695 17948 9097 10613 8252 15358
"209090_s_at" 20691 2223 3377 1415 5997 4288 5262 20445 5798
"209091_s_at" 7025 13960 4971 4039 8661 16980 5310 8268 3727
"209092_s_at" 7408 15485 3637 7648 5951 17125 2124 3904 17462
"209093_s_at" 5551 21232 8308 21055 20276 15875 2080 3039 20456
"209094_at" 4613 13238 10516 16710 3509 8703 11381 2683 15375
"209095_at" 9151 1138 6851 7533 4603 8879 7183 7764 15284
"209096_at" 10124 17447 5952 2543 2586 7359 12433 17802 18671
"209097_s_at" 11860 3130 17292 815 15876 14091 18805 16591 137
"209098_s_at" 12374 21927 5831 537 16159 4911 1043 13231 20265
"209099_x_at" 21408 14083 1108 8932 401 9114 7226 21421 14595
"209100_at" 6880 17878 6995 18680 10377 5765 9559 5803 2168
"209101_at" 18781 21200 17661 13758 19869 12488 8537 16084 5260
"209102_s_at" 5824 11837 3669 19038 2963 19049 19773 5164 20194
"209103_s_at" 11063 14832 18842 16545 5356 9294 10888 9489 18072
"209104_s_at" 20058 1050 19000 8705 18531 15984 11592 7353 15664
"209105_at" 20839 18466 11770 18089 7575 21401 19990 19404 1936
"209106_at" 859 18887 28 621 5063 20115 5742 3759 2915
"209107_x_at" 21381 20572 20667 981 9844 17634 3317 6651 18470
"209108_at" 3325 13646 12169 14472 11209 15930 5411 10060 14859
"209109_s_at" 2122 14315 11206 9332 8029 9199 3066 5666 14354
"209110_s_at" 3616 18410 3378 20167 7529 17625 21089 19880 3523
"209111_at" 5291 14210 7773 15739 6140 6073 4878 5614 2695
"209112_at" 5973 18640 3486 19898 1158 8621 6786 4798 4631
"209113_s_at" 4628 18841 22118 7517 19822 7947 5572 1091 1755
"209114_at" 20604 18263 14160 14881 2815 9557 3996 2697 3809
"209115_at" 2653 13507 19135 5577 4704 6041 1257 2200 17167
"209116_x_at" 14704 9423 15748 12814 13212 13546 18102 13851 8439
"209117_at" 3902 17635 3330 7705 7774 1427 8519 21801 2204
"209118_s_at" 6486 1009 19634 4140 5169 7010 7338 9795 14550
"209119_x_at" 21510 249 54 3134 10829 8307 5795 19776 15611
"209120_at" 7854 14299 5448 16898 2885 4852 7581 3423 18015
"209121_x_at" 9478 20758 3032 17781 18835 16373 7599 6255 3107
"209122_at" 1676 14687 3866 15441 9939 6097 6439 4126 19624
"209123_at" 1628 13216 6591 18084 2558 3951 4594 4637 20571
"209124_at" 5083 1470 8254 4179 4550 9091 5999 9406 16455
"209125_at" 16007 11998 9512 9039 13752 12484 4660 11040 21980
"209126_x_at" 7518 21930 17187 13425 1782 2108 21017 21404 140
"209127_s_at" 7478 21395 1943 7468 8316 7814 5879 20542 17870
"209128_s_at" 3244 799 19289 5321 6421 9043 5178 4832 2351
"209129_at" 3226 18850 6252 19131 5105 6506 4877 5027 3998
"209130_at" 5126 15179 5216 7778 6311 9006 4143 5883 5209
"209131_s_at" 10787 11529 1159 16873 20737 8232 199 21896 297
"209132_s_at" 8695 21713 3147 8479 6038 19005 19995 7782 16653
"209133_s_at" 20421 6302 21871 4224 20090 995 21351 7645 14067
"209134_s_at" 10535 14304 20908 15524 9504 9249 12328 10013 16423
"209135_at" 949 17284 3365 18401 90 3224 2960 6883 15402
"209136_s_at" 996 19769 8260 3808 17957 7949 8972 4495 4482
"209137_s_at" 6818 12889 8016 20560 5382 17950 4516 5001 18517
"209138_x_at" 16894 10805 8386 10483 12149 4639 16209 17029 13574
"209139_s_at" 7104 16267 20560 3719 10636 9239 8903 4365 17575
"209140_x_at" 1833 13484 6319 8052 7365 4680 9701 712 15522
"209141_at" 3421 13660 7413 17656 17893 8661 5893 6320 20192
"209142_s_at" 2621 18253 1875 8630 6327 8009 7326 6642 4969
"209143_s_at" 6280 12160 19683 8685 6180 9551 7448 5679 18031
"209144_s_at" 925 15346 154 77 5138 21358 21533 3073 841
"209145_s_at" 15480 4290 10626 13321 18808 21349 3128 6719 11260
"209146_at" 8522 2346 19854 7070 6647 7584 10696 7007 16803
"209147_s_at" 1186 1676 5816 1643 4405 5204 7601 1986 21388
"209148_at" 5953 21164 7817 16499 5685 3911 21560 945 1479
"209149_s_at" 4045 20103 5778 1784 7077 8380 7579 6425 17858
"209150_s_at" 5937 17266 7559 15324 6653 15773 8801 5375 4794
"209151_x_at" 20580 6865 12331 13684 6044 7975 16947 19059 8140
"209152_s_at" 4710 18828 19980 2972 2715 1510 6461 1742 21778
"209153_s_at" 9080 20015 5951 16829 2321 20021 5181 8022 3100
"209154_at" 9511 1793 18722 2753 8440 9830 19658 4452 17327
"209155_s_at" 20358 15624 19769 17681 3148 4868 2150 5708 16273
"209156_s_at" 16704 19976 13124 11789 15269 15313 19704 13343 4713
"209157_at" 2263 18899 19998 7519 5442 5587 7897 1578 19589
"209158_s_at" 5294 14939 912 3663 9584 8139 8250 1419 21738
"209159_s_at" 2008 1877 17210 10334 1552 8888 22232 21238 21947
"209160_at" 6843 19441 14416 13467 6928 3934 5232 246 18908
"209161_at" 9100 12463 7890 6963 7700 9342 7713 7766 4769
"209162_s_at" 3175 14952 5444 2162 18300 17473 7035 6908 15445
"209163_at" 10920 14173 20660 17158 8705 7935 12406 6681 19962
"209164_s_at" 20017 14784 1088 20985 7951 8424 9134 8919 16311
"209165_at" 5504 13899 8899 8785 2731 15600 4742 4738 16413
"209166_s_at" 9880 18599 4092 16772 18081 3843 10996 6575 19890
"209167_at" 18888 4511 9995 9073 15782 13695 5191 14242 21386
"209168_at" 15384 8037 17297 6562 18637 8366 2982 18298 12909
"209169_at" 12264 2839 17106 435 17164 13524 14286 16299 7915
"209170_s_at" 16806 6592 17274 20749 18332 16719 4791 1580 199
"209171_at" 9837 2065 20943 17082 4689 16272 2947 1485 17605
"209172_s_at" 5533 13789 19781 21940 5446 19306 12297 7346 18822
"209173_at" 6116 16058 10960 14370 7092 9614 1440 20355 17496
"209174_s_at" 2016 20077 5345 4269 18136 5295 7878 7471 15879
"209175_at" 7465 19580 21509 7723 1611 8358 9538 4827 20427
"209176_at" 10080 1853 5383 5293 4435 2874 3664 6254 22179
"209177_at" 5405 21843 8445 4279 18211 19080 20181 18323 14949
"209178_at" 9210 21062 3836 5441 10222 7449 9541 1848 19896
"209179_s_at" 20974 18585 20710 7790 5283 15462 21852 1824 14627
"209180_at" 1728 19100 467 1879 5848 18165 11542 3296 2614
"209181_s_at" 5326 14881 6555 15666 2304 4695 5657 2168 19218
"209182_s_at" 13995 10642 15698 11433 10711 69 16701 13539 13706
"209183_s_at" 15406 13422 11233 10055 16793 13109 19375 11859 12382
"209184_s_at" 21253 13169 8280 8523 13231 21885 766 13041 21543
"209185_s_at" 3853 1476 19461 4859 20176 21810 2522 1181 20171
"209186_at" 8468 2038 19533 4836 10896 16375 8931 7521 2921
"209187_at" 3176 12071 19309 8940 9363 8142 5965 3687 14421
"209188_x_at" 7389 19738 3234 3824 4758 8939 5964 7795 3241
"209189_at" 15680 7779 8263 1619 15000 4890 17844 11340 11912
"209190_s_at" 6342 18576 8917 16849 10384 6346 8702 5070 14584
"209191_at" 6042 18171 2660 15322 9623 15880 20240 18683 3801
"209192_x_at" 5563 20739 5090 1599 6301 18808 22230 6886 2588
"209193_at" 21092 2252 2298 677 20713 7207 5298 19402 15212
"209194_at" 4922 14651 1037 16682 4686 9251 4889 3862 15863
"209195_s_at" 10348 18977 14359 10372 6744 4016 6935 199 20329
"209196_at" 1710 21065 2598 21014 1401 3889 2750 5288 21996
"209197_at" 19699 5327 455 8185 11861 14342 18473 8654 6997
"209198_s_at" 5182 1807 4518 19928 1067 223 21727 19651 14182
"209199_s_at" 18714 15255 20128 16019 4727 13141 6663 11572 20048
"209200_at" 15059 14899 4737 18180 12420 2129 2985 986 16904
"209201_x_at" 13670 2739 4851 1454 11373 2790 17240 11789 20891
"209202_s_at" 13866 19802 1969 8123 2123 8771 3199 21736 16451
"209203_s_at" 608 14680 2036 19786 6740 18447 528 6301 18692
"209204_at" 21135 14911 1095 17371 4912 16778 1137 841 19605
