"inst_342" "inst_435" "inst_437" "inst_499" "inst_576" "inst_632" "inst_2990" "inst_4392" "inst_4569"
"214008_at" 748 20796 9358 7743 8526 2165 5130 3164 6093
"214009_at" 12997 5530 11152 14311 16546 13287 5690 20092 18561
"214010_s_at" 14997 12385 13382 12465 8902 14242 189 12097 20415
"214011_s_at" 19777 16991 18234 17602 13556 20279 4418 16059 16880
"214012_at" 14084 7118 14989 10051 6020 9864 15597 11837 7589
"214013_s_at" 14538 13302 8104 15474 2497 7942 21595 8266 12512
"214014_at" 11108 13925 13166 9890 6711 13874 13236 20908 5712
"214015_at" 18213 17023 11310 9364 541 2258 11572 3752 13788
"214016_s_at" 4428 4816 18178 21501 20862 1588 18570 20721 17477
"214017_s_at" 16844 3506 234 21880 4392 6109 729 1877 20480
"214018_at" 12318 9442 12138 11693 5871 12007 9688 11701 12496
"214019_at" 15301 8863 4206 13468 10175 15931 5034 22090 1988
"214020_x_at" 4853 21186 18754 18140 14764 1372 17915 19388 16610
"214021_x_at" 13520 20989 10938 21674 12038 8521 14038 1169 19191
"214022_s_at" 7750 6171 5622 7011 3209 13749 14677 22104 16480
"214023_x_at" 14233 4675 15570 10548 7352 9543 1229 12755 21209
"214024_s_at" 3725 7000 10833 3254 14949 15531 13419 1935 9756
"214025_at" 22113 566 16968 21657 1181 7065 10726 13042 8514
"214026_s_at" 11556 12552 12482 12517 7667 13350 13388 12944 11257
"214027_x_at" 10648 10985 11580 10544 7784 22173 21289 19277 4803
"214028_x_at" 13449 13999 12097 6952 8036 1602 1539 17892 5578
"214029_at" 13892 10004 15894 9695 11983 11162 1071 9980 12547
"214030_at" 6913 18179 505 20821 12313 21734 17638 17338 2144
"214031_s_at" 13994 14034 12846 15012 7276 12235 1188 9548 20692
"214032_at" 8842 10818 14372 6206 6577 16005 9617 13515 8599
"214033_at" 18686 21847 1274 1153 20295 12866 21679 1717 310
"214034_at" 13289 11011 9252 12563 5674 10674 1933 9081 162
"214035_x_at" 19128 14198 20723 19449 2188 5143 3886 3692 14739
"214036_at" 8776 6219 19496 2958 2569 627 1772 21718 21592
"214037_s_at" 190 21082 11407 2948 7818 5715 19060 21564 21764
"214038_at" 14793 8725 9533 12049 2036 7008 11130 9085 20999
"214039_s_at" 15721 16706 17602 9126 14825 6312 6800 9902 5837
"214040_s_at" 9882 9026 12272 7701 10478 22177 2108 21750 11718
"214041_x_at" 8886 3336 21188 21380 18 726 19717 18330 1392
"214042_s_at" 15871 5593 4752 19585 18815 2772 15042 2342 4711
"214043_at" 9693 3969 9582 15528 5862 7253 12552 9916 12588
"214044_at" 13770 13499 13477 14949 10302 9682 9020 15124 634
"214045_at" 21866 6845 20605 1418 1228 17501 4420 14213 15122
"214046_at" 19511 10960 8819 7319 15791 10897 11911 17796 10641
"214047_s_at" 16431 4653 8032 7083 20121 22208 4644 5700 2604
"214048_at" 16640 10590 18827 20145 15526 5468 5148 19045 20397
"214049_x_at" 11337 8981 10242 13876 9041 9563 15470 12931 12716
"214050_at" 19994 6446 312 20514 3512 10766 21999 14223 14355
"214051_at" 2212 5606 21142 6283 1934 19118 11298 2200 4515
"214052_x_at" 7550 8193 20008 4254 774 20175 6420 7243 2109
"214053_at" 2947 4983 2593 8040 616 13589 11662 11292 14242
"214054_at" 14507 2049 391 11479 383 16351 15091 19830 21022
"214055_x_at" 19598 17735 5535 8169 16025 18496 17681 15274 15555
"214056_at" 2302 20333 6476 3101 15123 13832 4532 5028 17589
"214057_at" 6898 18981 6907 19698 1855 8134 6409 15799 17158
"214058_at" 15445 2860 767 7733 1686 8749 19895 528 17405
"214059_at" 9155 12962 13306 13837 4903 8021 4238 10110 9109
"214060_at" 2346 22109 1428 16797 15086 10968 15851 3210 19660
"214061_at" 20537 19463 8586 2309 5036 2204 20703 16270 4774
"214062_x_at" 15201 13952 14594 13340 11184 12370 2380 22270 297
"214063_s_at" 13110 9205 15871 10424 7484 13988 14572 9990 12398
"214064_at" 10803 21255 13344 22140 407 367 12138 11414 1192
"214065_s_at" 428 18922 9695 10187 11374 15039 9631 20037 9012
"214066_x_at" 11562 1214 22240 496 507 4204 20305 21581 22211
"214067_at" 11928 9346 9296 14498 6027 8394 12977 11347 8632
"214068_at" 22025 3614 22003 21553 1972 6600 14424 8829 14374
"214069_at" 21481 12803 8280 13332 15392 6745 13789 1525 11696
"214070_s_at" 1974 3876 7012 2127 4267 3732 15576 11 13282
"214071_at" 12354 9362 12919 10616 7292 19490 9363 11786 12924
"214072_x_at" 7398 6700 451 16071 3381 21183 14792 8155 901
"214073_at" 2836 350 4514 38 8260 1091 10083 15563 2691
"214074_s_at" 16430 629 3572 19388 19275 18775 13869 20476 17397
"214075_at" 7921 2452 897 2098 14939 131 5626 2498 17464
"214076_at" 4788 21231 826 2463 21202 19116 20122 19844 8145
"214077_x_at" 5399 20461 920 16599 19614 9490 16206 3808 20182
"214078_at" 14827 19295 15485 12016 9400 7287 11698 1345 18480
"214079_at" 5094 3682 20609 1355 19136 7181 11676 1593 551
"214080_x_at" 7435 17394 16719 7522 4783 2243 16902 20674 18385
"214081_at" 6851 2971 21879 2201 875 13415 10650 4310 9901
"214082_at" 9169 21736 20331 15478 6175 14741 19392 22065 3631
"214083_at" 13806 20914 11418 13858 11064 13188 22059 19275 1127
"214084_x_at" 14258 11258 14130 20550 7862 14921 20712 11489 9465
"214085_x_at" 15712 5467 20242 1089 2559 20090 7809 671 18154
"214086_s_at" 1113 18386 2256 7838 17413 3077 15814 14177 8396
"214087_s_at" 8330 3914 13108 2856 5164 9787 21730 12902 13450
"214088_s_at" 1586 6892 1106 20190 19997 8842 11452 21396 20178
"214089_at" 14624 8991 9248 12019 7261 11573 515 11648 10988
"214090_at" 14493 4958 18880 21768 6739 13875 10593 2048 2702
"214091_s_at" 7793 7954 7392 3788 12987 14286 13910 4252 9030
"214092_x_at" 2765 16836 5329 4812 14570 6332 6601 15232 15150
"214093_s_at" 18572 4251 6361 20180 21818 19790 6442 18779 15766
"214094_at" 10331 10279 14295 11312 8772 14893 21696 11539 5175
"214095_at" 19957 768 5982 21572 3239 5800 14898 14264 4920
"214096_s_at" 18927 15267 19089 18283 14512 17473 3781 15248 6926
"214097_at" 20397 14447 4741 20515 5305 3884 19128 5911 7847
"214098_at" 9951 11988 11691 2908 12776 13461 22052 278 21241
"214099_s_at" 10245 11440 15421 13446 9012 13364 12924 16558 3475
"214100_x_at" 4327 5840 18601 18614 4296 2382 6574 19203 17760
"214101_s_at" 3015 19140 17544 2969 17582 3058 7606 6389 6812
"214102_at" 7727 468 8562 556 15563 13999 5360 6868 18556
"214103_s_at" 10339 9956 11614 13506 7788 9122 10361 2551 9689
"214104_at" 14252 19732 12626 14782 9229 19801 11606 17258 6726
"214105_at" 17834 11567 12638 21232 1345 4629 11144 759 13652
"214106_s_at" 21400 8057 3067 112 18563 3433 7087 13847 19608
"214107_x_at" 6224 8584 4473 7177 13353 21101 17599 17518 20273
"214108_at" 1235 2767 22020 22095 1001 8143 21183 7543 6454
"214109_at" 5281 14692 19417 4841 12260 20132 17802 4340 8354
"214110_s_at" 11870 17191 8616 5048 18110 13847 13439 20746 17660
"214111_at" 15323 13809 9562 15394 8765 15047 12783 8000 11602
"214112_s_at" 15967 8461 8683 5730 14088 21212 17901 5207 16339
"214113_s_at" 19073 16920 7439 20090 19827 3373 4010 5102 16194
"214114_x_at" 20731 15533 21361 17455 12630 5452 4093 18755 7788
"214115_at" 10856 10449 12970 13261 8607 12458 12657 9442 9133
"214116_at" 612 21711 8235 7415 13993 3400 15867 2941 8253
"214117_s_at" 4690 6493 6134 311 14379 5573 3642 3151 2561
"214118_x_at" 18847 16655 8451 22027 3475 21215 4038 3824 2498
"214119_s_at" 4217 5979 17578 1044 12887 3711 19212 17720 20291
"214120_at" 9687 12566 12660 9355 5761 11745 20764 645 17512
"214121_x_at" 4594 8201 1297 5993 20518 16642 2114 20985 20488
"214122_at" 12068 13593 10834 1723 10161 13816 10378 12883 12687
"214123_s_at" 12325 9382 15419 14518 10224 14842 20331 3020 492
"214124_x_at" 6253 2427 3464 18936 15103 14276 8182 20776 6237
"214125_s_at" 12772 9522 13708 10953 7497 15010 9571 12700 10720
"214126_at" 4978 13603 723 12613 20098 18599 6655 1647 3075
"214127_s_at" 12076 12020 13820 13099 9194 10117 10986 9848 10433
"214128_at" 2265 19963 9808 190 10870 16094 21380 18841 21671
"214129_at" 7110 14623 17673 5326 13529 5491 1671 17421 845
"214130_s_at" 8384 14774 9045 20287 16725 10559 206 2603 7147
"214131_at" 14372 12293 11448 9551 9102 12969 11824 11942 8821
"214132_at" 8420 2521 245 9168 16162 7692 19438 17256 16246
"214133_at" 4680 2278 20335 674 7925 8106 3135 14211 12112
"214134_at" 9381 10610 14917 10866 8185 10671 625 10273 11761
"214135_at" 2817 1969 19116 3612 8479 14986 14788 8692 12354
"214136_at" 15415 4639 16403 3187 12680 9827 4099 20018 15878
"214137_at" 3167 3346 16331 15921 3189 18762 1569 21243 14378
"214138_at" 22127 4616 16890 725 14045 21358 15000 1759 2195
"214139_at" 5444 2072 8077 1151 2186 10425 20050 3152 2169
"214140_at" 21141 8585 8416 12633 16832 3904 694 16925 15013
"214141_x_at" 3456 7887 6058 20554 18594 17574 7091 7571 4424
"214142_at" 10597 12346 14782 14785 4367 7176 13891 11967 12743
"214143_x_at" 17860 7690 6967 6815 3069 4809 15440 9695 15388
"214144_at" 5370 16798 5704 2930 17982 18808 19954 17773 1415
"214145_s_at" 706 21244 15408 14321 8903 21665 11954 10430 8991
"214146_s_at" 9347 8670 12404 15579 10882 7630 9762 13058 10311
"214147_at" 14213 11665 11485 12556 2861 12629 14751 100 11812
"214148_at" 21104 4982 3614 3613 14425 3582 5659 4175 22040
"214149_s_at" 2676 17624 3223 20543 3080 19922 19646 3678 4723
"214150_x_at" 8253 454 6687 16455 17106 17012 16327 15227 7239
"214151_s_at" 3006 22055 7463 2729 22060 12156 18079 5493 3029
"214152_at" 2561 2334 948 20789 19707 8374 18818 18238 16632
"214153_at" 3493 20332 7977 423 3255 13217 4571 21499 21842
"214154_s_at" 815 1596 7731 21012 11502 9086 9258 20144 14311
"214155_s_at" 18420 19891 4268 17333 14704 10465 14856 14025 1949
"214156_at" 15109 12133 15957 15471 10830 7090 3021 13428 14152
"214157_at" 19169 5521 4235 18643 3074 17046 2667 6899 2630
"214158_s_at" 14614 11414 11371 15145 8961 15814 18811 11460 9715
"214159_at" 11486 5601 9605 15295 7328 14039 14501 12757 14126
"214160_at" 3406 13984 14675 13428 5924 8931 14434 2063 9172
"214161_at" 14051 13750 15108 11271 10891 11931 922 17757 19329
"214162_at" 9592 9460 15617 10028 11101 10238 636 8972 12572
"214163_at" 19355 4350 3723 20123 5327 7633 17784 19693 1825
"214164_x_at" 8482 7520 17063 7422 13426 17404 10111 13976 3644
"214165_s_at" 12473 11811 12435 12724 9647 11292 14515 11771 13407
"214166_at" 19008 278 19029 1067 1337 19902 20881 22064 11533
"214167_s_at" 17217 6232 7090 8769 16603 3753 14902 14804 8438
"214168_s_at" 20678 3976 17699 16827 15365 20682 14445 18648 19405
"214169_at" 6856 21916 18608 15884 1747 13718 19 14659 18494
"214170_x_at" 8634 19423 8342 7741 16353 6085 6887 3897 4413
"214171_s_at" 16130 12569 13272 13034 10844 9357 4579 9232 12123
"214172_x_at" 6014 5199 4768 6801 17316 22129 4203 20237 17745
"214173_x_at" 21785 19790 16290 2028 797 4390 18097 4704 17802
"214174_s_at" 13018 11503 15712 12437 1883 16773 2136 13398 7724
"214175_x_at" 300 1038 10998 13343 7707 11367 12449 12102 3220
"214176_s_at" 8352 14797 1490 7359 4132 2560 21796 3099 1153
"214177_s_at" 8373 2466 20680 19433 17456 22197 18667 1787 1062
"214178_s_at" 8544 1105 4747 5485 15444 11066 14422 11714 14647
"214179_s_at" 6355 6118 7144 17140 17073 424 4394 3044 4876
"214180_at" 2025 4333 21388 807 15812 7746 22181 9925 13127
"214181_x_at" 13781 10481 11942 9991 6797 10124 7061 9558 10210
"214182_at" 5359 17602 770 9344 14524 21229 19887 18553 1876
"214183_s_at" 10429 11505 14340 11450 11416 12325 13760 10083 10063
"214184_at" 10746 12767 11075 2899 7424 15158 739 21461 17030
"214185_at" 19774 860 5949 647 19176 8240 1637 4108 20096
"214186_s_at" 10827 6841 597 9646 11245 2618 13673 10284 11475
"214187_x_at" 10142 21971 20226 10092 12996 16013 12054 8493 11629
"214188_at" 12745 10457 12713 13952 7666 11709 19948 34 1270
"214189_s_at" 1394 1407 13361 21759 12973 14182 10281 13677 9714
"214190_x_at" 16134 13939 21775 12649 8600 20999 19876 19822 4192
"214191_at" 14083 12516 14870 13068 6922 15670 12693 20011 11772
"214192_at" 11493 10392 12265 11733 9676 11232 20021 13184 11298
"214193_s_at" 15529 6836 5777 18454 19695 1805 18032 7767 20471
"214194_at" 121 4941 17473 2764 714 17544 8510 18113 15389
"214195_at" 14178 10251 11056 11810 617 10860 1955 12670 22191
"214196_s_at" 7679 8457 7302 7528 18305 18904 7329 6979 21358
"214197_s_at" 1657 15385 18078 7370 14615 18435 17801 21087 20936
"214198_s_at" 18552 20281 1208 20310 22207 1738 19645 5798 17889
"214199_at" 13102 10664 10504 10193 6889 15693 13527 9470 11340
"214200_s_at" 10512 9348 10263 10550 10572 14718 13647 10094 14711
"214201_x_at" 3672 4848 18184 19670 22230 22170 15889 2130 7024
"214202_at" 8685 2419 21088 20291 2112 7604 558 1645 20754
"214203_s_at" 1512 10909 21979 17849 3346 11090 10881 2386 11387
"214204_at" 18120 3972 10922 6137 14322 8638 10830 11950 10230
"214205_x_at" 16060 4602 5707 5182 82 5061 3354 19463 2372
"214206_at" 11201 9766 10408 10639 9089 13359 10852 9623 10265
"214207_s_at" 10955 13281 12089 9767 7710 12155 20267 13582 9600
"214208_at" 13339 10759 13204 14092 10738 15194 3856 20302 9674
"214209_s_at" 765 3893 1310 834 21099 21726 14029 3685 100
"214210_at" 2391 21829 20504 2197 22133 435 2289 5939 7982
"214211_at" 16453 15715 9125 6291 14270 20493 8827 7519 5811
"214212_x_at" 2924 16635 1483 20313 1989 6055 9853 21402 6725
"214213_x_at" 18621 387 19500 4220 2882 1649 21835 14773 5456
"214214_s_at" 19526 16305 5542 9142 20764 17997 7964 4090 1494
"214215_s_at" 1285 17963 16557 11004 10661 6350 13643 13208 9464
"214216_s_at" 1573 22208 1904 19466 10483 18648 1080 17936 16199
"214217_at" 19754 12930 16076 10018 6402 9037 11020 9997 10491
"214218_s_at" 13389 3202 10856 10470 739 7589 11702 273 11839
"214219_x_at" 12125 12284 13828 10604 7943 8971 12582 9536 10187
"214220_s_at" 21378 18672 18208 1607 13011 6099 6375 6999 16300
"214221_at" 18651 20902 21693 6427 4972 10243 6368 1819 5092
"214222_at" 7522 1549 1157 5710 3084 13879 12610 16587 21631
"214223_at" 15000 9256 14149 13398 9831 10470 8850 52 12984
"214224_s_at" 17210 558 2542 21533 19983 5701 16686 5568 7578
"214225_at" 7654 16653 20773 4304 12527 17170 3302 19481 1452
"214226_at" 56 9666 15070 13832 1513 16350 21990 21534 18824
"214227_at" 13945 9789 11957 9672 7172 9392 10574 9331 11164
"214228_x_at" 10916 10949 13997 11021 6649 12880 4121 13111 13723
"214229_at" 2121 11772 18241 16821 4658 13900 20829 16171 20356
"214230_at" 5232 2031 20992 1157 4154 8976 19130 22146 20311
"214231_s_at" 2504 18641 21532 18988 4497 5666 16464 2774 321
"214232_at" 5025 18248 1781 5737 1371 20392 19362 244 486
"214233_at" 4365 20777 2383 234 2562 14199 5436 15005 9826
"214234_s_at" 14018 968 11884 11506 14640 12633 13819 13159 13887
"214235_at" 6356 1572 866 15194 2822 18881 1591 4300 1008
"214236_at" 20714 57 8623 21789 4761 1413 5650 5289 22166
"214237_x_at" 18752 20766 1502 17019 19387 17368 11969 16808 11884
"214238_at" 19416 5586 19728 2949 5479 4599 12905 21281 16129
"214239_x_at" 18593 8250 2748 8401 13930 21902 15492 7682 18116
"214240_at" 18888 16741 17706 7016 14101 15421 1646 18864 14749
"214241_at" 20453 17380 20885 2876 5200 1042 20522 19005 20667
"214242_at" 14881 11525 15273 13855 7856 11171 9254 8794 6759
"214243_s_at" 8973 21036 15022 19623 3359 15956 989 13311 1989
"214244_s_at" 18078 15187 13620 7786 1289 14887 21040 7142 16488
"214245_at" 1778 6745 3199 2877 5204 5362 2460 2634 17757
"214246_x_at" 8369 14696 18981 17761 13449 18171 14957 7826 3024
"214247_s_at" 15259 8738 15688 13130 11753 11675 20433 11421 12808
"214248_s_at" 10078 10494 13496 11764 7919 20892 9189 12719 834
"214249_at" 13864 4061 10578 9665 10076 8405 9633 13433 587
"214250_at" 12591 12359 12818 13949 9333 5152 1512 3358 21248
"214251_s_at" 540 21159 20089 18105 21574 22136 6729 2563 18010
"214252_s_at" 3392 3507 2183 21616 5254 20651 2776 16473 6518
"214253_s_at" 11314 13130 14042 12637 18920 6900 20811 12157 10535
"214254_at" 8708 11540 11139 11440 7350 6617 12288 10658 12562
"214255_at" 10623 9440 17104 9958 9993 9253 20257 12743 9462
"214256_at" 8259 15078 190 2071 13533 3328 12876 15120 12842
"214257_s_at" 8902 19765 2584 6637 20530 18954 15759 16805 2802
"214258_x_at" 4644 14743 16705 7442 13603 18342 6339 14709 6063
"214259_s_at" 16238 17372 5524 17734 16109 4365 19248 17698 3519
"214260_at" 16650 21695 10902 14981 17863 4688 2210 2734 657
"214261_s_at" 22018 315 21464 2255 12383 7403 866 12525 12982
"214262_at" 9853 11444 12222 14964 10420 14373 11955 13232 12059
"214263_x_at" 3961 17416 16162 2314 17568 4728 16588 15366 6968
"214264_s_at" 16137 20373 20132 18523 16249 18132 17294 7300 5622
"214265_at" 14027 130 1283 20980 610 6429 15468 19567 12845
"214266_s_at" 5154 5685 5523 5423 4868 9873 5810 20533 6823
"214267_s_at" 14781 10316 15041 13680 12039 10889 9826 9054 8706
"214268_s_at" 2023 15693 18223 16438 16099 18794 4296 7055 15162
"214269_at" 10581 13414 13931 10427 6832 10627 13594 12211 11943
"214270_s_at" 776 1663 7645 18771 14332 12788 20237 15222 20822
"214271_x_at" 17184 15575 7823 6534 13236 4221 10869 9660 16819
"214272_at" 12162 21375 8191 806 9116 16293 9703 8078 9874
"214273_x_at" 3060 17097 18521 16191 4765 2024 18039 17917 1319
"214274_s_at" 20345 17360 973 7685 17097 5313 3385 17234 2973
"214275_at" 895 4357 19480 17115 502 10070 13734 9531 11545
"214276_at" 11408 15172 5429 2586 18960 16664 22205 12662 20245
"214277_at" 13600 12944 445 13504 10383 15353 1211 19572 17126
"214278_s_at" 15598 13508 10971 20801 4320 10740 179 10617 12981
"214279_s_at" 16796 648 341 62 15251 728 4945 17653 10089
"214280_x_at" 16712 5913 8899 7268 12628 17989 5194 5614 6650
"214281_s_at" 4810 15630 1197 6297 18445 17351 16134 5191 3713
"214282_at" 13424 9079 15034 10393 6854 6984 3260 17977 481
"214283_at" 18623 981 17276 1495 1273 1045 6479 6399 18176
"214284_s_at" 1178 8475 15089 7095 10249 7081 10692 12042 8702
"214285_at" 9707 865 14964 11788 6109 14115 1553 14304 20286
"214286_at" 11548 10436 11806 12333 10884 7939 21561 12684 13948
"214287_s_at" 2432 971 12293 19774 15565 13432 13838 12085 725
"214288_s_at" 5904 7987 17430 9062 14989 2196 5086 14526 2974
"214289_at" 19490 11123 12269 15333 7575 12935 21898 744 22162
"214290_s_at" 15776 5175 8340 16502 17998 1548 15766 15769 6520
"214291_at" 3912 795 19780 22221 20808 13991 8076 3387 19509
"214292_at" 14364 10921 10211 11602 10264 8280 13380 9209 10415
"214293_at" 4337 21276 19483 20610 2879 9194 6287 3539 3785
"214294_at" 16906 1270 21756 21433 3596 14421 9644 236 14690
"214295_at" 19258 21435 2522 6526 3111 4339 6308 20191 18669
"214296_x_at" 13832 4594 14646 10510 8802 17909 18718 5578 4627
"214297_at" 10456 4323 14820 14531 7130 14709 1726 285 648
"214298_x_at" 15756 6289 3241 1845 148 5471 16733 13584 21171
"214299_at" 2990 8255 21926 3035 17508 9659 3039 2627 20066
"214300_s_at" 11157 361 9753 14906 6129 21733 3558 18416 20138
"214301_s_at" 15277 1803 16116 11628 731 12585 17047 12397 7725
"214302_x_at" 13764 11566 11285 14032 8203 10914 12787 9343 13085
"214303_x_at" 13336 10271 11599 11615 7751 9026 11809 10302 13397
"214304_x_at" 12428 11844 12681 12699 9385 11992 9864 10015 12087
"214305_s_at" 5303 18087 8223 5302 13470 6321 16719 18599 15619
"214306_at" 6580 14352 20882 15775 12567 955 21152 2545 2494
"214307_at" 13598 9438 15004 9576 6284 7588 19861 9184 18583
"214308_s_at" 20466 16315 21912 11216 10689 10810 18926 11991 11514
"214309_s_at" 2900 4917 12236 6432 1189 9219 13983 2473 13617
"214310_s_at" 20104 20074 21001 22090 3345 21395 20465 15431 18735
"214311_at" 13414 2352 14296 19548 1274 14702 13533 171 9378
"214312_at" 2877 226 725 20333 12389 14488 2467 11770 12586
"214313_s_at" 21798 15512 6234 15997 16399 13090 2954 3601 4133
"214314_s_at" 19964 20442 68 8302 19724 3702 18959 20316 20376
"214315_x_at" 6462 7656 20412 18917 393 1820 19125 16413 15229
"214316_x_at" 21337 19518 7847 4615 18882 322 5276 21754 19311
"214317_x_at" 2545 4134 5783 8386 4281 20785 7420 2240 2988
"214318_s_at" 11788 7647 10538 12576 12036 11080 18664 12090 13775
"214319_at" 8589 16624 11074 10164 3268 7148 7031 17266 13653
"214320_x_at" 16635 15477 20284 1740 13431 21490 7247 12520 9500
"214321_at" 10558 6680 11364 14040 11156 17686 319 8316 18487
"214322_at" 796 14597 4863 18639 20842 13474 1970 21791 19118
"214323_s_at" 3866 7384 2925 20873 20401 18142 7021 5123 5721
"214324_at" 7957 8817 15802 14885 11465 12779 14736 13246 13268
"214325_at" 14292 9572 14250 12644 7253 10874 12882 8199 10919
"214326_x_at" 211 21795 606 15673 17764 15156 379 20539 21122
"214327_x_at" 5352 17563 9175 6839 12196 335 16540 9554 15792
"214328_s_at" 7033 6205 7243 8519 4874 2000 7733 9909 10495
"214329_x_at" 14147 10278 16051 15320 6960 15838 20163 13927 4776
"214330_at" 1002 2967 18621 15053 1697 10813 4263 430 16362
"214331_at" 14262 11786 6796 9957 11772 12107 2418 6104 18626
"214332_s_at" 8500 1908 17667 19813 13437 2791 2840 21915 606
"214333_x_at" 15940 46 10710 7661 21132 1727 4896 21966 22259
"214334_x_at" 17855 15611 16752 1989 3192 6261 18914 13898 16032
"214335_at" 4695 1014 18993 1217 1107 202 21460 2420 21109
"214336_s_at" 1161 7459 6632 5697 5033 22071 17961 20242 5863
"214337_at" 14560 10817 10375 14631 9001 14818 19637 18277 17389
"214338_at" 6302 13591 227 14201 17967 19979 22236 2100 145
"214339_s_at" 2515 1491 21821 5597 335 13984 8485 8463 14299
"214340_at" 21225 12808 9105 12101 10245 14700 332 16106 21503
"214341_at" 10163 9181 14651 15208 7857 10118 17009 132 18075
"214342_at" 8456 4657 10040 13527 8906 7034 9828 10625 600
"214343_s_at" 15257 10364 11162 14840 9704 13248 13025 11873 22151
"214344_at" 21594 22027 15780 21217 705 3544 10221 11002 8806
"214345_at" 20554 2581 7169 1129 1909 18061 522 14706 476
"214346_at" 12427 11845 13401 12700 9383 11990 10440 13077 8638
"214347_s_at" 12312 11235 9474 13642 8321 11830 19822 12653 9448
"214348_at" 2353 13125 14981 12597 15017 16098 12444 13083 11970
"214349_at" 3058 21933 4242 4178 4292 4169 1297 6406 20490
"214350_at" 18709 3966 12302 21471 11545 8685 12583 13687 13567
"214351_x_at" 18577 21591 17464 20442 15257 18413 2518 9895 2419
"214352_s_at" 19064 18773 7132 7492 16183 18504 15590 6790 5626
"214353_at" 13163 9609 2512 15162 6977 11592 17515 22202 226
"214354_x_at" 1486 895 17120 259 5704 211 19572 14972 18678
"214355_x_at" 7257 15415 3715 21694 14092 2149 4987 20166 2611
"214356_s_at" 20903 16585 18711 19925 16272 4722 4023 14976 2510
"214357_at" 194 7742 1845 5180 13900 3985 20492 20017 18871
"214358_at" 18708 11510 8452 19146 18104 164 4837 1416 21580
"214359_s_at" 6424 14320 17561 7800 13094 19906 6398 15290 17614
"214360_at" 9242 13272 9423 14108 10087 6719 9800 15179 13120
"214361_s_at" 8554 565 13274 21769 8180 8071 9105 8558 14216
"214362_at" 13724 10020 15907 11070 10034 14310 1314 921 9799
"214363_s_at" 18483 7488 17411 15584 18526 5648 3853 15228 5790
"214364_at" 22228 11232 16848 22218 59 10562 21821 2559 1201
"214365_at" 5598 5333 4882 10382 2037 14198 121 13482 3175
"214366_s_at" 12072 14027 11784 10301 11879 15389 19155 10726 13498
"214367_at" 21048 40 11405 2382 6055 12540 12948 7668 11607
"214368_at" 9598 12176 21876 1442 13308 11021 5915 12597 4806
"214369_s_at" 1798 1656 11864 4198 17465 7662 3590 876 11753
"214370_at" 12567 8687 12669 12875 7098 10639 14991 12969 9792
"214371_at" 9808 4384 21175 1561 11782 6563 22249 3059 20695
"214372_x_at" 315 22168 3430 33 1326 18379 7777 5317 7385
"214373_at" 17706 1931 6290 16290 16640 2849 21843 5637 15842
"214374_s_at" 18029 5887 18683 21874 13395 12742 4788 20602 19223
"214375_at" 14933 3265 11965 11230 9913 8528 6736 1861 4479
"214376_at" 6994 2048 18829 605 706 6525 10531 3506 12620
"214377_s_at" 2895 4085 6195 7570 1502 404 14448 6918 10908
"214378_at" 5633 1289 21988 18349 14951 7378 13404 21982 3781
"214379_at" 12775 1608 5074 21003 11625 20102 1219 10689 11621
"214380_at" 9670 9395 15909 13560 6541 9418 10733 7987 13537
"214381_at" 10507 20993 11788 747 2002 4879 11115 12271 8814
"214382_at" 14184 9984 12134 14176 9186 8811 20847 11739 1670
"214383_x_at" 4803 15506 3637 18409 5376 17802 16244 7070 16224
"214384_s_at" 10926 2018 19026 13360 1327 15848 14334 13596 891
"214385_s_at" 10133 5357 10426 10659 11110 6990 13862 9242 234
"214386_at" 13795 10365 13172 10341 8397 16328 9301 11939 12470
"214387_x_at" 11525 11284 14086 12340 7413 9009 12833 13411 10107
"214388_at" 5332 14505 4314 5708 13888 8004 11655 13217 8798
"214389_at" 13998 13957 9669 10254 6013 15741 11143 17318 11341
"214390_s_at" 10893 10755 13041 12392 7486 10106 21507 11925 9824
"214391_x_at" 12912 12241 12406 12027 8548 16789 10637 10396 8837
"214392_at" 15298 2279 16122 19011 17232 8498 10735 12185 8857
"214393_at" 11056 9128 13256 13036 6471 6516 19056 8338 13317
"214394_x_at" 19028 14387 19885 2202 15686 18610 17029 15980 6345
"214395_x_at" 3290 14120 20545 18958 638 2971 19531 2276 21518
"214396_s_at" 14889 16090 10816 1097 9149 5756 16742 15592 2700
"214397_at" 11748 11364 10083 3542 4478 9667 5949 1066 13547
"214398_s_at" 19201 2992 16684 3449 2400 18316 2403 18509 20818
"214399_s_at" 13574 11829 13472 11076 6341 14819 13756 11208 10736
"214400_at" 9814 10391 9931 9998 8510 7533 11621 12943 12531
"214401_at" 22002 18408 22251 608 628 16041 19988 9203 9394
"214402_s_at" 14751 13915 15106 18517 6157 16541 16332 19310 10779
"214403_x_at" 2011 2708 256 21130 1430 21365 11729 9028 12591
"214404_x_at" 15451 15110 18458 9048 14873 8259 13008 4078 15806
"214405_at" 14166 11923 12916 15491 11283 11571 20809 1030 1138
"214406_s_at" 9825 13839 14121 13480 7860 10950 11385 12794 11151
"214407_x_at" 9640 12 1235 21959 3391 10501 11943 13605 10998
"214408_s_at" 11865 14171 12117 21656 17166 11120 763 13445 19779
"214409_at" 11473 12387 15456 11034 8968 7324 1868 10734 2445
"214410_at" 13286 1805 6373 9849 5861 15872 11761 13309 14347
