"inst_325" "inst_449" "inst_484" "inst_489" "inst_493" "inst_544" "inst_836" "inst_953" "inst_999" "inst_1057" "inst_1160" "inst_1219" "inst_1644" "inst_2679" "inst_4443" "inst_5216" "inst_5579" "inst_5947" "inst_5952" "inst_6178" "inst_6938" "inst_6979"
"212942_s_at" 15975 22142 21031 1901 8051 10404 16274 646 1596 9494 7658 326 3063 19672 17882 1562 18230 20740 19376 6915 9071 20493
"212943_at" 20123 1670 9269 21681 21221 322 18789 19311 18079 18918 4167 15489 19307 2718 14068 19182 17006 14710 4268 11955 19450 17992
"212944_at" 43 131 1284 117 297 148 43 58 65 30 357 1745 50 60 3769 110 18 805 2561 1086 366 273
"212945_s_at" 19065 2146 22011 12974 586 6545 14201 3761 20275 18951 18926 16677 20623 3659 2507 1694 6239 1973 2529 20256 20106 21515
"212946_at" 3025 20217 8353 3682 9344 5689 13370 2143 3159 406 19364 1909 2833 6705 2199 3916 5004 4460 1338 10652 2169 5441
"212947_at" 3097 16093 15538 19330 3822 2824 18131 4017 879 16682 21382 20160 18055 5414 15951 3940 16010 5717 6645 2627 13108 13835
"212948_at" 14961 8684 4818 18631 8940 4262 21898 17158 18071 5023 3022 1272 3299 1773 715 14440 4669 2465 5168 2931 15967 22156
"212949_at" 2216 2735 11935 17301 496 6796 16545 18502 20816 1935 19385 19097 18842 7116 14424 19681 6020 18888 2811 21456 3340 20404
"212950_at" 16406 13251 18270 7113 19829 11203 11752 6158 6826 16044 11844 19841 5786 21194 2100 9075 724 11644 15851 1046 5576 11671
"212951_at" 9258 12073 11763 9663 11796 13046 3231 5272 11703 15911 10821 9790 13072 15081 10632 11493 9841 1442 14421 277 5188 3505
"212952_at" 2982 18158 6142 15627 20695 22231 603 17159 3032 548 4128 5199 17397 12169 16393 18870 20106 14530 9399 16358 17369 4462
"212953_x_at" 19393 5728 21306 2980 18276 2982 14675 16050 19965 19520 18055 3704 15408 3010 3809 16606 17838 19198 10115 10791 17073 5511
"212954_at" 1328 841 2718 2712 20636 6988 20444 16578 4655 20375 6577 20048 17446 12061 17682 2779 8293 16825 9679 12520 2845 19489
"212955_s_at" 3140 20613 6325 3993 17761 20126 17632 4338 19042 5562 18852 3351 18550 11096 5410 14674 8658 13770 8579 16658 19955 18065
"212956_at" 5360 20522 15589 14540 2963 13372 18579 17655 15889 18396 6446 19224 19589 6652 16646 16175 5447 16090 4512 18343 16335 17868
"212957_s_at" 8425 10336 6973 6347 4227 17585 15124 4241 20272 4090 15740 15378 14143 13756 17058 21542 17236 17723 21313 14690 22133 19353
"212958_x_at" 2962 3158 16781 16319 9511 1833 14479 4882 16275 19097 19463 17418 3036 5310 13762 5155 2443 12603 3506 21463 17730 16230
"212959_s_at" 4127 2834 6210 15014 3748 8594 1397 3871 1932 3789 19149 2092 1447 1590 16158 3233 4334 3836 8148 20377 18945 15199
"212960_at" 19384 20461 2975 21555 2197 20426 20017 19373 20261 21808 8940 13850 3133 20523 22173 20335 17939 19560 20141 895 14342 22090
"212961_x_at" 15263 4597 6066 15336 8317 7373 18521 19938 15861 20221 21343 15025 16781 11878 13600 20646 16023 15729 4941 14999 16079 5284
"212962_at" 9369 11189 12483 10857 11770 14009 5252 5368 6024 16360 12048 5678 5693 18458 2884 9559 4188 11252 658 9250 9988 6947
"212963_at" 19913 17596 18986 857 22214 9393 15431 2193 19300 13907 5598 1492 3792 5612 2939 2411 1264 351 20430 19902 13761 3829
"212964_at" 19409 13212 21424 10199 4022 21301 21705 16055 854 19308 20292 20175 16371 6739 18532 1140 8631 17194 2472 21171 21393 19502
"212965_at" 8389 10548 5151 11313 10393 11856 8741 11079 9760 15836 8679 7790 13496 8635 579 11319 10104 2092 13582 11803 11870 8048
"212966_at" 4470 1029 9111 20543 1827 7280 3771 10928 3137 16741 22250 16177 7559 12330 14897 1621 2359 17874 411 17149 10228 7039
"212967_x_at" 7413 3781 7624 18274 6256 6672 15937 18557 15589 5183 4946 16604 16973 8954 13633 3981 7797 5908 4425 14834 14469 16154
"212968_at" 20927 16316 3525 3706 7537 2810 18457 16178 20916 21537 1996 20313 21680 11959 19789 19057 7104 18932 20334 10520 17147 18775
"212969_x_at" 19770 7841 18358 190 1551 2286 19798 1050 1418 20910 3184 21070 22149 11501 2940 12514 5777 14693 21235 13348 17621 22108
"212970_at" 3355 6378 14328 13463 4711 14864 1532 1421 18894 1894 3865 2752 4239 4451 20400 5136 9232 1209 17843 1247 2667 21646
"212971_at" 15282 8775 5488 16159 8670 8243 12906 3720 3752 1702 5473 18254 15428 19871 6157 14881 4595 2269 5838 20793 4452 4589
"212972_x_at" 5386 130 7955 17276 2905 805 1396 2290 3611 9678 8386 3273 21120 8638 22035 1778 18004 22233 498 12740 3315 21506
"212973_at" 16809 4499 3334 15559 21501 7713 18148 20792 3379 4995 19519 20967 17443 11304 19240 17179 4930 14852 10860 20728 20646 17567
"212974_at" 15946 17264 4290 738 20790 572 4711 13037 11301 14524 18990 18865 5846 7279 4522 8294 12837 1588 3325 17110 5712 7316
"212975_at" 21687 21642 18481 22262 7933 4961 11013 10149 11772 7762 22015 1947 11900 3843 17978 12325 15083 95 2643 2976 4841 5823
"212976_at" 14111 9910 12558 7380 15943 15539 3686 1558 9801 8785 4076 2601 7534 11253 3014 933 6348 2343 681 12228 8835 6758
"212977_at" 3430 5248 4128 18026 11561 9697 21865 22059 21901 22116 14866 618 21928 19581 21963 21741 20683 18608 20490 8037 21863 21310
"212978_at" 16030 19087 7055 21893 4536 2540 13710 15510 17125 5323 3221 19822 17252 8457 16471 19703 2750 12193 10330 15043 13477 19974
"212979_s_at" 1785 2267 5137 12765 20369 14668 12719 19654 17581 1784 8039 16032 2500 1450 19357 1277 2319 2519 11031 1602 14772 3097
"212980_at" 8217 9693 11732 6977 228 19625 86 415 13942 894 1011 20836 3114 187 7137 482 4948 3963 2125 1771 2580 4058
"212981_s_at" 7993 1338 19658 7671 1196 11915 18540 15284 20728 1874 13934 14984 14957 13557 16614 14462 8702 3577 3278 1338 20058 2072
"212982_at" 3248 1865 1879 2930 8598 1404 1346 1894 2190 3016 6303 16059 809 1807 3995 4410 1700 4835 1424 14592 18038 18096
"212983_at" 17489 19463 7302 19610 18224 6573 19586 22002 20230 21939 19166 18490 22185 12957 13684 21638 16633 15708 7464 18506 21179 21789
"212984_at" 147 239 7574 15885 322 19233 12711 1387 15273 433 4222 19256 821 737 7388 2500 653 2916 1931 14176 4504 4984
"212985_at" 4698 6076 3376 13573 21628 8960 2486 4193 3552 1226 555 1694 15443 13922 5508 3391 7846 11912 1077 10756 18019 4016
"212986_s_at" 15338 18346 8100 4710 5629 5348 14965 3971 13673 4654 3359 1333 2011 5606 2315 5129 2948 14708 1766 11914 14216 17702
"212987_at" 3470 8317 9192 15837 7155 9342 21473 19859 20494 2836 20140 18875 14111 2375 15786 16989 6627 20111 4895 19788 20888 17087
"212988_x_at" 17690 7113 16498 5446 16165 8173 5538 17919 8404 19999 6373 17002 4044 13465 13870 2972 12025 9262 11965 10296 3329 4726
"212989_at" 1425 1530 8139 367 11699 13329 15190 1555 1504 1135 16045 15461 3743 3182 3969 2031 6523 19354 2397 21264 14500 3992
"212990_at" 3481 2109 9357 17111 8721 2730 12520 15681 20806 1249 1074 16149 1918 558 3548 16845 3209 5333 4704 2163 4240 17139
"212991_at" 18771 9254 970 22051 20519 21796 13867 15829 21849 4663 22278 2118 3854 12412 19790 3307 3964 3211 6021 10648 15366 20711
"212992_at" 19014 17574 8663 15392 19315 15385 4553 2630 7334 16406 10132 2218 15490 15400 7017 11856 21917 17416 19731 8486 9423 11642
"212993_at" 3609 18008 15207 19898 6064 8948 20692 20846 19378 19760 21676 20837 16700 12644 7361 3634 8112 16638 20048 19386 15394 19717
"212994_at" 14945 2942 17813 18887 3424 4764 17287 19153 17020 21803 17269 14440 3818 10480 4916 14074 5764 3356 9674 15643 18235 18356
"212995_x_at" 5256 16965 8435 4066 20134 3294 12705 18004 14178 5437 16723 14051 17423 11918 17455 17561 18213 4309 6733 15923 16636 5481
"212996_s_at" 1616 1154 4675 12933 21977 7721 1694 14330 15592 1528 22114 823 1322 14112 1927 3797 7884 14604 10104 21464 2229 18207
"212997_s_at" 20777 18700 4831 3462 18060 676 14269 4544 16240 1816 19789 2219 4262 1723 3504 3247 9353 3818 5129 9790 14170 4691
"212998_x_at" 8692 13116 11835 9720 9941 15425 7261 17643 18218 17316 10489 6570 3895 14394 11486 701 21659 17808 17156 5880 12868 4106
"212999_x_at" 11917 12810 13400 7420 15385 14941 4077 7502 13505 7475 11394 6920 13563 18124 12583 9874 13516 2453 16434 9231 5901 2051
"213000_at" 9266 982 6958 14571 2677 8973 20997 14740 4081 1310 2925 20792 19106 228 6034 19783 2630 3629 1190 2274 20719 21009
"213001_at" 19903 20020 7212 20783 20054 20146 10839 13454 7014 13459 8110 7709 6366 22223 981 4647 21363 20098 9557 1001 12105 7868
"213002_at" 17945 7122 4304 19909 6773 5453 9744 2755 3152 2048 12484 20190 18855 16236 3477 20047 8895 20115 9640 10510 21927 20596
"213003_s_at" 12524 6613 19464 11658 20434 22229 6652 704 10561 17239 2375 9895 2607 19807 68 3837 13997 15748 12826 2878 11709 6653
"213004_at" 9058 11698 18957 2820 11994 15925 6829 13379 5593 16656 8656 6256 11454 9140 13685 9010 7088 13093 10844 1263 9767 7501
"213005_s_at" 15009 3386 5997 4149 5488 21713 18902 20436 14597 18441 22265 17749 21288 21078 2283 16486 6815 15625 7734 22027 14257 19216
"213006_at" 14363 13827 11536 11410 14949 15706 8019 9454 12174 6438 14530 6735 13609 16933 8790 6220 14963 6959 17759 6669 5194 8614
"213007_at" 5812 16602 15120 4490 566 7077 16624 4771 18313 4810 1298 20059 3266 1589 15497 4526 7719 16039 1224 15027 17460 18134
"213008_at" 3322 19808 3776 18364 6167 4973 19871 20414 20102 17895 3983 15059 15373 7367 20790 14360 7986 13560 18981 12806 13902 18282
"213009_s_at" 5180 5819 5767 4197 4887 4396 2711 15110 4005 18883 4111 4371 14696 4008 13802 4188 6439 13021 3979 11500 13460 5480
"213010_at" 13757 17595 205 16845 6975 10410 7799 5721 11232 10840 8331 5836 12815 17877 11307 8246 14085 7460 15049 4183 5288 7815
"213011_s_at" 15963 8587 7536 13054 7551 8964 18858 18732 14068 3640 6556 18881 18105 5397 7947 18648 16364 17861 11701 14103 18267 16446
"213012_at" 19486 6582 17342 21244 5235 15525 15603 15236 17315 21093 2595 20636 3657 11749 16388 13496 19545 2352 18727 2502 19301 19051
"213013_at" 21305 6296 21984 15410 7297 22055 5362 16423 475 17033 600 11518 1318 8411 20990 13938 19042 14855 5817 115 3220 7747
"213014_at" 11684 19494 1872 6980 20446 13430 11259 7667 7673 17058 8914 6265 6638 21722 19643 8063 21594 14235 21264 1733 12537 1165
"213015_at" 3121 7028 15994 13204 8184 4332 835 17139 3180 2862 16395 19389 689 7039 16951 3771 1529 6015 10994 15666 19225 16471
"213016_at" 1518 2007 6055 14558 1455 8397 20058 4483 13804 1794 3951 19129 15339 3457 13982 4678 2257 15707 7004 15716 15482 4835
"213017_at" 14 944 8830 14 82 9 90 50 326 48 12 3398 282 26 423 216 74 2520 208 571 430 56
"213018_at" 19824 21741 7109 14605 2117 21456 20464 21012 19826 5992 6543 20663 14115 2452 19910 17373 19378 5845 10233 10750 19623 4406
"213019_at" 6817 4745 8807 21254 5684 9014 1431 1581 3433 979 6185 2480 1105 5719 6214 2687 4045 12469 10036 12580 16007 3186
"213020_at" 18119 2672 1566 21960 21753 22183 1107 19516 2936 501 16251 15836 340 1463 4246 2293 3265 15549 1935 17787 2700 1159
"213021_at" 1555 2000 3970 19308 5524 8947 2148 1254 1590 394 16255 14892 14709 3835 6972 17847 3866 4529 7623 13903 3792 5289
"213022_s_at" 5409 1806 3851 4231 18870 1096 3866 10424 4316 7290 21221 17753 872 10398 6651 21921 4054 18476 18638 13183 12971 15477
"213023_at" 14207 18614 1936 1241 19633 15521 10263 7963 6761 15260 2387 16690 8694 12240 15814 5676 18218 6302 21074 20752 10033 7423
"213024_at" 6992 2228 7230 3108 1154 3405 14468 14242 4398 364 1412 20456 3609 245 6774 4701 1808 14221 205 19409 4453 20146
"213025_at" 2672 458 18685 12561 2341 20330 2120 16452 4691 1210 6330 3385 4309 361 14928 1642 2388 12160 1139 16706 14688 1944
"213026_at" 467 16382 15846 2412 19116 4428 16691 16502 16241 4444 3120 18443 2478 3018 14862 4073 2608 12500 5261 14002 16091 15114
"213027_at" 15126 16536 17097 14322 2837 19665 15485 2812 14062 5226 21980 19344 3115 11688 15680 12667 4237 14274 11093 14076 16519 16247
"213028_at" 1406 19584 19810 16631 16325 8722 18590 1813 20092 21725 21275 19735 20051 8454 19594 21799 2209 1816 3720 2547 15196 5533
"213029_at" 14910 7394 17392 13860 16729 15321 17956 18645 15189 19296 14125 13932 15173 14820 20025 19524 19723 4941 11351 7639 21111 5218
"213030_s_at" 2789 6881 15008 1301 7383 15852 6007 10242 11914 13957 8162 20490 12843 14951 1273 6131 614 10076 17853 8444 8602 3931
"213031_s_at" 19136 20919 6890 14168 5053 1569 18959 15441 17738 5527 3588 3746 4305 11504 6805 18218 9902 14606 9404 19265 19676 5681
"213032_at" 20238 2943 14913 21392 17014 16939 18396 21314 3530 20016 15294 18217 20020 13849 15619 14586 8233 17455 8290 2390 16259 21410
"213033_s_at" 10873 11410 15130 7735 12020 15069 13504 21936 15780 9744 14712 1161 2946 19390 2233 15204 623 15662 21838 7630 1923 2046
"213034_at" 5395 16914 6031 4733 3840 5627 16173 18767 17891 395 20470 21270 18478 4754 6202 12828 1509 4908 7805 16491 2619 3089
"213035_at" 98 3352 2582 2594 7819 20978 15075 3091 16934 20015 21563 2741 3309 6644 6218 20525 9427 4102 3710 15552 14678 19951
"213036_x_at" 20096 13037 12299 17703 13494 2795 20435 19812 20145 21402 5724 12868 21757 5333 13299 19156 7992 20249 7911 13509 19359 17600
"213037_x_at" 5042 6793 8090 17608 6392 4267 13740 15739 13741 19335 3308 16285 15714 5833 14454 14046 6132 12208 10746 16910 16044 5224
"213038_at" 5540 1472 15504 20901 8688 625 20532 15845 1226 5082 19164 15047 20851 14069 15712 20713 9345 5789 5446 20275 11943 8204
"213039_at" 2893 20735 3593 15758 4293 1389 13648 17053 4137 1920 1620 15627 13926 2115 7452 2026 5383 13710 2495 10353 13337 3298
"213040_s_at" 13688 11221 13180 6631 10508 16856 21530 4245 2547 5137 12103 17453 18041 810 21640 20272 18317 1432 20722 8511 13782 21979
"213041_s_at" 3944 5298 17617 15286 18019 6182 1038 19605 19960 755 20408 3776 18732 11805 7188 12546 17662 19412 7861 19614 14565 18166
"213042_s_at" 21711 12352 10635 21720 11066 21516 13081 13989 113 17114 10038 7683 6642 20997 11995 2721 9866 16807 14711 3175 13054 18346
"213043_s_at" 14979 19257 20012 21066 6404 8855 13563 19099 15260 4245 21226 21448 18375 8208 19821 12637 19338 13030 8850 12571 2172 22072
"213044_at" 1997 3906 5603 3828 3946 6640 2201 4156 4808 3707 16104 15084 3030 5757 4710 13081 4479 5356 5894 12055 13146 3804
"213045_at" 21280 1962 14641 18974 21620 5237 501 492 21463 9223 19649 4147 15830 2358 2106 21469 19794 21819 4617 10375 21795 1925
"213046_at" 18321 18004 5394 13193 19477 4164 12426 15891 14019 21614 3950 16778 3272 1383 14096 2679 666 14397 7928 10062 3448 17163
"213047_x_at" 5233 8125 16271 5183 5937 3915 17008 17678 16100 17811 16988 15035 4646 9553 6441 17828 6152 18778 9044 17667 14598 15834
"213048_s_at" 6215 17039 7434 13454 19003 19302 1939 4671 15552 5249 15887 4661 16747 20622 5275 14925 17944 5394 18518 12608 15157 15452
"213049_at" 860 1787 2991 22136 19558 4095 1940 14599 15437 3156 3589 4096 15936 1010 7835 13982 5213 6327 6589 12601 18044 17068
"213050_at" 307 13209 873 22182 10805 12672 20011 16646 13698 19721 10249 4280 19776 16440 13900 17730 19516 20057 22238 6338 20484 20923
"213051_at" 1380 3134 5341 17237 1773 4067 1438 16979 15810 368 2921 845 2995 838 2558 1329 2674 4351 2107 13474 1959 17984
"213052_at" 14785 18872 14620 14493 16149 3157 14039 19626 13899 18526 6688 5332 20982 8525 19764 14030 17177 18784 19820 11974 18425 5625
"213053_at" 1078 7586 19796 4077 8678 5816 20956 16447 17457 12455 2021 7703 16068 7556 5422 21814 17641 17939 2163 16757 2287 2433
"213054_at" 14253 11115 12423 11960 15469 15835 18854 22263 1825 1609 16193 22137 19940 10705 21138 20914 19468 6489 19151 16074 14413 2075
"213055_at" 18789 9251 7798 21201 4942 5559 21894 379 4475 1867 16145 19982 20431 14127 5603 3573 8527 13839 20397 21544 1665 18502
"213056_at" 14228 3206 18520 10662 17418 11997 7748 13424 10827 12837 3166 4628 6691 3511 21363 14481 2350 21178 14559 18543 8245 7180
"213057_at" 21632 21706 2411 247 17886 6448 17903 15257 2536 1335 18477 1946 3196 6651 3404 15225 22035 1538 424 20342 13682 4205
"213058_at" 3217 2504 21189 5179 21706 4296 1890 8314 9250 12384 7364 1629 563 19023 2193 2910 2637 5086 10325 5869 9578 195
"213059_at" 13236 27 1431 6638 15346 16338 4217 11958 7775 12009 13603 423 12183 21528 22059 11402 10399 9599 236 7094 9477 7210
"213060_s_at" 993 17105 2186 4264 20877 11706 10683 6361 11133 16460 8549 8588 9277 5938 252 8471 13653 3405 7307 9101 12281 9412
"213061_s_at" 1251 6452 16869 1293 4123 2573 15288 16045 19237 1986 17069 18186 19094 4079 15137 20585 16737 18940 1341 16174 22035 19925
"213062_at" 5631 3005 4022 16987 2326 10391 17576 3776 20845 19548 654 16450 19962 1819 18897 19441 2714 15401 6774 11099 19627 15504
"213063_at" 20741 8995 16543 20372 18467 9328 18529 3367 17191 6001 16511 17428 16376 6437 6666 3917 3277 4954 10212 13268 14938 18040
"213064_at" 5997 4569 18036 18627 18570 6614 12291 15431 18679 3095 3318 15718 16466 10823 16503 17145 4255 14342 4838 20542 18227 14184
"213065_at" 18954 1347 17458 21247 17094 8274 19560 22072 21173 21798 20663 19680 1791 10697 18636 3406 5800 13563 11454 14236 21575 21520
"213066_at" 13557 14743 21709 12397 10786 12567 12021 1637 10585 9037 561 2331 2309 13116 20897 44 379 654 3852 15726 13062 4625
"213067_at" 20549 7310 565 12829 3098 11221 15730 14791 16160 2118 11895 18690 4762 19045 3634 17732 4581 14400 9574 8774 17427 19162
"213068_at" 8808 15754 13478 11637 10495 17870 9476 6484 7980 10486 10606 5761 5276 18765 10753 7533 12389 8953 14720 7396 9528 8551
"213069_at" 8557 10453 9856 8723 7671 12440 19932 10261 12400 8804 18682 1707 13825 4297 16053 972 18564 4713 9456 16833 613 12716
"213070_at" 6130 4931 20111 13964 6507 8928 17622 18185 2032 19385 19304 18148 18837 3970 7546 14395 8313 16773 3861 18622 21742 18486
"213071_at" 13933 15739 10989 9990 14421 13901 9458 12763 12059 15051 11093 11306 13133 16837 10711 7276 14574 6624 13411 6630 9670 6105
"213072_at" 2620 4734 8632 7825 20884 5831 12240 832 1832 7716 11473 1097 19566 4637 19470 19859 20118 21329 11849 3262 9564 9997
"213073_at" 1599 20871 1820 495 20870 19025 20253 17542 17953 22254 6178 16397 20393 20579 17497 1290 2150 2816 8578 13679 19179 14209
"213074_at" 5822 5697 14511 18069 2678 9517 17772 3126 2424 2318 5015 17998 4294 3227 13699 5150 2719 3158 4261 12021 19451 19649
"213075_at" 19225 19655 973 1280 2002 10652 2703 572 20826 15681 9412 15470 2588 9626 3656 14310 7725 1873 3666 1329 2213 10056
"213076_at" 3648 3572 5914 16602 17627 3524 17605 1202 21867 20894 1815 514 1537 20283 1725 14764 18056 3603 4690 17680 2887 21694
"213077_at" 696 5903 21006 4041 4480 20904 1514 1781 3788 19238 4691 18433 15837 897 4603 5016 998 13564 2778 16082 13306 15273
"213078_x_at" 19484 7190 19647 18467 5501 7735 21860 16404 17221 14511 20116 21082 17200 20911 15918 17783 3897 18266 5061 11357 17750 18226
"213079_at" 6532 5896 6665 5086 9072 4072 2230 18680 3077 1375 20270 2994 16333 6830 16546 13247 7165 4584 10007 16382 15105 14181
"213080_x_at" 6676 4857 14263 13155 6908 9433 2132 4012 15227 5089 17520 13825 18145 16118 8098 4920 19618 12285 7292 5010 18736 18271
"213081_at" 6727 6635 14967 22252 20885 2826 288 20348 189 13516 514 1186 16226 159 2801 4773 2101 12552 11693 17282 21298 2655
"213082_s_at" 7860 2975 444 7917 21863 16854 19553 2146 2861 21882 7808 2447 2019 16291 5030 3592 8740 760 15 69 4433 22280
"213083_at" 716 482 1090 161 19081 12297 13016 807 21647 4691 8586 2980 21537 742 16405 20853 17306 2987 1856 15413 18255 21388
"213084_x_at" 16086 18683 7921 14926 17164 19148 5732 8768 8283 19588 10508 13688 3647 16064 9791 7610 11902 9033 14817 4925 4496 4782
"213085_s_at" 17907 4905 2349 13803 7116 1007 12782 20838 14824 4778 15732 17269 14870 9013 2537 795 1357 13744 2425 22113 17974 4609
"213086_s_at" 3321 16057 6360 3824 6801 5159 13800 3418 16919 2667 5654 13428 14583 9091 18170 14667 3944 15867 8822 17594 19206 16507
"213087_s_at" 1201 3836 18969 506 6081 9644 304 19717 21085 6245 5565 2195 4431 12645 17898 4329 4777 15354 8041 12280 12984 1938
"213088_s_at" 5048 17087 16221 15549 5009 19578 17896 16867 15710 18306 3150 17253 19112 9291 8219 17731 7359 15825 18589 16988 15568 19584
"213089_at" 19997 6922 19362 4411 7060 1765 251 618 18295 19235 3217 17217 14153 3498 21303 3206 6267 2794 18065 10761 16000 16109
"213090_s_at" 15272 3571 18621 18203 5549 4793 12319 15082 13958 1257 16166 17272 1872 4137 15214 3405 2453 5057 6794 15439 15054 5140
"213091_at" 313 8607 21806 13815 9379 12546 9855 12418 10305 15987 8113 6157 10159 18479 13263 4913 11731 8234 15848 20285 10816 7365
"213092_x_at" 4074 5148 14586 14287 4542 20198 14668 18746 14102 4400 3044 19039 18831 4804 7068 16979 17898 18002 1276 20539 17705 16550
"213093_at" 5836 8474 6046 5327 917 5715 2334 3510 15870 18987 19075 3885 15194 3945 5464 18297 925 15221 3551 17014 21669 18538
"213094_at" 920 3266 6327 5192 4736 16929 1134 15045 2082 828 12266 2111 510 4459 5726 1083 500 1547 3888 9416 2374 2633
"213095_x_at" 11843 14209 11880 7898 12292 21677 9767 8317 7454 12001 6334 12047 8012 8506 11520 9319 14221 9743 16533 18979 4595 10005
"213096_at" 14927 19732 9124 3907 4051 11763 4521 14025 13189 14130 8119 16584 15334 14072 7858 766 16902 22017 9834 5498 6519 3583
"213097_s_at" 1926 6387 7311 4488 3154 19282 1316 1576 3816 1543 19574 4633 2402 10267 5469 12831 6169 2385 4453 15483 14505 14362
"213098_at" 21784 22224 6668 20338 177 19050 19698 18856 16159 2054 3220 20778 14631 10227 5888 4944 20384 20272 8816 9797 13772 21703
"213099_at" 3218 18716 20000 13586 22268 21593 12832 19346 14432 19420 2138 20046 20707 4332 14872 12780 8812 20964 8047 11436 18705 17601
"213100_at" 9558 11769 12786 515 15848 13692 11499 10109 10747 6348 6770 9270 6689 1275 11303 10013 14476 15441 13077 2011 10555 10747
"213101_s_at" 19641 3390 18486 14720 9529 3778 16055 15655 14691 6096 16333 16634 3989 10340 14647 12499 4943 14206 11765 15058 15311 15314
"213102_at" 1647 16649 17275 3505 1683 9162 15776 4711 14218 2651 2610 20557 15881 2851 7316 3643 3637 16636 2709 16105 13110 3394
"213103_at" 2863 17955 3556 3714 18325 16705 2123 19564 996 18887 9399 3116 883 784 3301 17473 16834 1833 9081 745 1913 403
"213104_at" 19967 18691 17665 3673 498 19734 15198 18425 15064 5627 22133 3831 17823 4150 3703 18314 16105 20159 716 11199 21783 19673
"213105_s_at" 16159 784 21132 17156 2104 19599 2073 16100 17847 3298 18289 1926 19925 11709 15496 20869 21317 3154 1068 15768 20287 19285
"213106_at" 13306 9896 12659 11362 15788 11235 11428 6537 8625 9014 11153 21514 11022 10989 4056 9642 3154 1094 7285 14640 12946 6893
"213107_at" 21158 20857 15026 20537 815 6161 7213 7419 11832 7540 5396 4497 10356 1424 5172 1721 215 4655 9427 10643 8499 12437
"213108_at" 18766 17514 215 21772 11342 18466 8267 6335 8810 11777 13605 6038 10522 17199 8471 11397 7215 8001 12807 6043 9867 6938
"213109_at" 7361 17218 1658 17357 9384 7963 11406 13116 6416 8109 10831 1418 9026 20070 5421 10045 15473 6558 2045 15106 4558 8719
"213110_s_at" 1246 3987 18699 2135 577 12750 1033 17800 2625 19280 14990 18236 755 14479 7501 4293 8774 5400 6360 6786 1301 308
"213111_at" 16214 2250 2663 16605 7603 4168 1290 2524 16195 3530 2870 18428 1529 1150 5305 4752 1591 13762 1621 11654 3397 17205
"213112_s_at" 12179 11224 11336 7088 4705 14562 19976 967 839 2570 18410 5304 4376 2033 1857 1522 5181 18473 18581 1270 650 1535
"213113_s_at" 18779 1941 2827 13916 4631 8280 3478 7323 5803 14695 18092 17793 9282 13473 17229 9198 1727 303 3313 14524 5306 7796
"213114_at" 16523 21591 1192 18137 21348 4354 16203 1206 21239 2324 19735 21071 18788 21947 7872 17902 17391 21592 9560 10574 2479 278
"213115_at" 685 4128 3258 1882 6443 1608 12892 2232 1796 240 4902 382 805 549 6832 1517 669 2930 6131 2194 1859 1160
"213116_at" 5125 9962 5416 3610 6745 4812 17186 17861 18299 17551 1604 10815 20479 4799 18135 19403 7438 4020 20931 11330 17902 17301
"213117_at" 5842 345 6369 13429 4183 6657 346 20848 936 6025 17977 16187 2207 8433 17485 21370 7704 20779 914 15162 17030 2858
"213118_at" 13058 6341 3639 2940 14159 5420 15896 16648 2671 4290 3683 16545 19985 959 4197 5080 7926 2992 1388 20364 17292 16405
"213119_at" 1798 400 5640 22044 22038 21308 21963 20738 524 21783 18106 16783 19126 8671 16358 13685 7990 4890 10864 14490 1857 4662
"213120_at" 13042 13405 13367 9048 14229 12059 8567 935 21265 12804 6715 4604 9453 10856 2632 1035 20546 15758 6297 15859 10522 14019
"213121_at" 12836 13669 13860 5524 15051 16363 6989 11161 13016 8515 14783 9156 11486 5046 11207 8265 13400 7332 17432 754 5760 8848
"213122_at" 4239 8533 4515 5216 21953 15771 2177 4347 4239 4389 8897 2080 14566 19518 4481 16797 4140 5948 6259 2537 13861 14878
"213123_at" 3564 8477 5051 12722 3410 8026 18212 15442 15063 4905 4816 18859 2016 4376 20111 16487 2304 4928 9888 11328 13229 4959
"213124_at" 5393 6586 19333 4753 2834 6149 1221 17701 4609 154 17204 16681 1390 1338 14716 17635 8993 13642 18591 21618 21729 2161
"213125_at" 3955 4873 21200 20825 275 16119 5154 6905 12412 16800 8753 10611 6090 20649 1682 6198 15939 15285 6636 4175 11061 7788
"213126_at" 3877 13787 9795 6103 5743 633 15640 18049 17064 450 4219 13765 16083 13377 14149 2410 8913 19360 6025 12183 21187 14698
"213127_s_at" 17742 6847 9299 19219 16229 7153 21762 3408 708 1487 4547 3376 3401 11777 3279 3635 3347 3418 6432 16994 1800 3560
"213128_s_at" 3439 8690 6803 18643 17813 21191 1542 18128 4016 211 17909 22211 16239 352 5271 17778 1299 20516 2949 18165 2351 4805
"213129_s_at" 3100 1190 18475 17793 4719 20621 16377 20412 19644 18474 20636 14029 3889 14027 15253 4328 3322 17620 6918 21682 13631 16908
"213130_at" 21267 1496 4368 20109 1115 253 486 274 167 4726 19252 1407 16923 5301 19680 334 9889 5083 19180 1684 13302 20440
"213131_at" 421 15553 3219 299 6630 11074 14005 17707 16523 4445 15068 3319 14850 6486 619 13508 2792 14635 12722 3721 13463 15505
"213132_s_at" 6951 21061 21402 14983 21328 20484 21224 17891 20634 21066 20751 16346 19600 12119 14887 18753 19946 20217 10258 16355 20558 15595
