"inst_325" "inst_449" "inst_484" "inst_489" "inst_493" "inst_544" "inst_836" "inst_953" "inst_999" "inst_1057" "inst_1160" "inst_1219" "inst_1644" "inst_2679" "inst_4443" "inst_5216" "inst_5579" "inst_5947" "inst_5952" "inst_6178" "inst_6938" "inst_6979"
"213133_s_at" 2288 16596 9128 1699 2331 20720 12812 16605 16080 4519 19749 19341 16339 11119 14004 16169 7592 16768 3631 20254 15450 15973
"213134_x_at" 21602 5431 4164 15024 8894 971 18120 2010 1534 18016 2922 18974 21053 4130 16980 16707 3133 16162 3293 16136 20606 20436
"213135_at" 965 6521 15117 19053 2888 10405 538 3689 3100 1120 14967 18020 15397 19122 18199 14950 2947 12439 8095 8927 4210 18027
"213136_at" 15694 1424 21251 20784 8651 18801 19293 20721 18720 21375 20720 18998 21303 19854 16506 20565 21143 5837 8609 19626 21616 20451
"213137_s_at" 19879 20366 9354 17627 16291 7200 15296 20567 14689 19672 5749 3498 19536 13743 20210 17955 20336 3595 18753 21453 19053 17389
"213138_at" 11503 15063 10205 7820 10878 21458 7851 13945 2508 16047 19150 8565 7374 11149 20479 6882 19672 20062 20414 12805 12365 6665
"213139_at" 1958 20810 21341 14877 19252 10212 270 43 24 793 14987 16908 52 18679 15261 1433 689 567 7386 10357 4084 1799
"213140_s_at" 4346 18645 7696 15275 7561 20350 16160 17029 15272 2727 3997 21314 2005 2782 17416 12745 2582 12092 11043 16891 3385 3090
"213141_at" 16794 19239 8885 16088 21877 3938 13304 4485 13908 1584 42 20555 481 10978 16729 2022 16650 17941 19341 13887 262 3983
"213142_x_at" 14799 1914 1489 21301 4941 1153 7068 3079 16725 9347 6101 1542 20480 5475 6838 1383 9894 4034 5801 20551 10741 3374
"213143_at" 21217 20382 20616 11007 11483 4747 8842 13896 9196 15949 11771 12555 6358 15060 2533 7156 5244 7571 16768 14572 11963 10960
"213144_at" 6573 17006 18271 13525 20023 16570 19298 2472 19167 2665 21640 19022 2410 4810 3888 15033 17977 5529 1656 21012 21428 5407
"213145_at" 457 2911 20229 4007 1014 1360 812 15457 14172 4530 21687 17545 14625 6143 7940 16584 3676 4646 2543 12264 3520 2312
"213146_at" 283 13248 3349 22201 727 15575 18326 21205 22223 18995 15935 12541 21949 8555 279 689 4107 19812 7120 21774 438 20581
"213147_at" 18355 21154 20712 19755 20915 17919 4315 13875 1876 16925 7509 20829 5511 11265 22072 6493 154 7879 19990 178 12144 13419
"213148_at" 11946 14640 10837 7004 10660 13633 5650 3048 12230 10464 7192 5922 10326 19208 12096 5941 12346 13827 14614 8467 10359 6702
"213149_at" 4066 7021 20576 17100 114 19271 1040 754 14775 1696 21641 17578 1735 12018 5476 17745 6944 4637 3479 20016 20976 19464
"213150_at" 11020 1040 21122 1709 16127 18205 12055 13588 11297 10294 6066 21528 10690 15990 21475 9007 455 2244 19674 295 8177 11075
"213151_s_at" 14873 17648 17200 15498 5785 7969 13188 15614 15331 2049 6630 17163 15179 7228 15650 14358 6425 11878 8126 16147 14310 14726
"213152_s_at" 20440 16645 17482 18463 17670 911 15239 17051 15548 18190 21280 4601 18610 11025 19473 18918 21374 19595 2435 15862 16759 20201
"213153_at" 20573 20250 1388 21271 17233 4312 20841 19861 14624 5853 4565 22037 21386 6175 20010 1396 1977 4000 17916 11001 21509 17029
"213154_s_at" 4368 1001 16870 18265 4045 19293 21308 15482 18469 19375 19437 20895 20462 4797 14561 13653 4200 18090 3358 20026 14474 18436
"213155_at" 12916 13104 21255 10523 14727 12689 6567 9621 13584 6595 7028 21062 6712 1930 16741 977 21038 18642 19650 8219 6670 7646
"213156_at" 13739 13220 13568 8311 15870 14372 6938 11314 7137 13322 13506 2696 5978 447 14252 7518 12184 12405 778 11971 10785 8514
"213157_s_at" 3809 18397 8176 21216 5830 16388 11620 12614 13403 14819 14293 5120 12816 8892 20404 15242 209 22045 18252 1482 12284 93
"213158_at" 7914 8703 2052 12372 11554 16054 10334 11608 8853 10670 12421 21991 4877 6024 19913 10126 11218 1850 8248 14313 9893 7726
"213159_at" 4703 1316 21956 6882 15107 20757 13518 19942 4342 21224 17413 21078 16660 5125 21002 22180 19821 17019 3480 11222 15925 20310
"213160_at" 8533 13099 10593 9521 12850 3671 9481 11544 8445 9829 5487 9577 11586 8053 10414 10711 13320 10273 14157 13992 9449 11567
"213161_at" 3663 8899 3407 4564 6386 5224 2761 19439 18308 20999 18541 3476 2169 3936 17710 3134 8330 13784 9760 15198 20443 16524
"213162_at" 20384 6278 3923 4758 7623 1584 8155 16807 9810 8499 9818 13185 7685 14242 581 7176 18780 7153 17501 3731 9617 7044
"213164_at" 538 2318 3172 125 802 564 56 129 187 60 544 1366 129 277 2437 617 76 1664 6216 1259 158 1365
"213165_at" 6977 3049 3956 5085 17574 7314 14722 3359 2145 4428 17122 16621 15446 3136 6066 15725 1457 5755 1453 15154 3305 1488
"213166_x_at" 6566 7755 9370 2869 6650 6694 13257 14864 14348 17892 19185 14494 15500 11525 16870 14742 18789 5752 9213 14080 15982 16918
"213167_s_at" 3715 729 1468 356 8801 5264 102 132 1381 6036 3470 21600 10080 16991 7969 359 13 8391 1089 316 11550 6979
"213168_at" 3111 8572 19159 13183 8831 5686 14943 3913 15473 1945 1428 21662 16535 1044 2210 3404 2195 17123 1303 17375 13425 15957
"213169_at" 5610 5160 3957 18916 4693 4822 7518 4415 6886 6558 6965 5245 8739 17090 20870 12128 20074 8436 8601 8426 11320 13702
"213170_at" 17107 21440 5057 14348 7180 15370 10034 8225 11290 13431 7325 6272 12350 20572 9438 12134 10153 10427 17317 1295 4845 6312
"213171_s_at" 9430 14168 10796 7018 13114 11830 3573 13823 8885 10846 13992 574 5707 17194 12519 12086 16750 8508 20352 8361 7602 10908
"213172_at" 9330 9683 13207 13823 9844 18385 22264 617 15159 15250 7147 21415 20234 13844 21168 12484 19895 19104 22127 5160 3973 21400
"213173_at" 13916 4286 494 6760 10820 12145 7127 3912 16289 8623 12486 12423 6178 914 21526 12651 2720 12530 20934 12873 6014 11910
"213174_at" 11293 14263 10241 9515 13511 14004 20998 9663 21823 9308 5521 17693 20924 16768 20014 18834 22226 901 393 10605 581 16984
"213175_s_at" 15550 8061 17912 12673 18003 20332 16997 14528 4783 4970 2652 3422 15439 9910 5673 14606 6463 20125 18409 17749 14190 16720
"213176_s_at" 10877 11756 10836 11977 13008 11968 8189 13836 13053 8798 9636 7719 13304 17477 17842 8524 12254 10294 13044 4155 6634 10599
"213177_at" 16744 11646 10291 6522 14907 11586 13360 9194 727 8141 11199 1084 4386 20137 17775 2245 7380 22004 470 1598 1098 10614
"213178_s_at" 3257 16195 3394 3293 2645 4256 18030 16489 41 9021 707 19663 1425 6050 3449 16250 4238 18 21926 22272 789 893
"213179_at" 17323 6958 17616 19403 16168 3297 21007 15856 21253 20689 17565 17571 21056 9416 16542 17270 6874 16572 5214 20261 14510 20836
"213180_s_at" 7061 18277 16757 3117 19456 21482 13605 4283 1867 18911 20171 17864 14773 10358 15200 4205 7313 13854 19210 21126 1126 3573
"213181_s_at" 2557 9679 12837 6845 11142 17761 602 19424 20852 8405 11579 798 3840 17669 19233 22172 799 3543 21459 6579 11891 13790
"213182_x_at" 10501 11248 12896 8355 10836 14209 8232 13477 1476 9545 8192 15216 12874 114 2370 6607 13520 20632 19280 2576 11897 7899
"213183_s_at" 12219 13918 707 9807 22164 9666 6230 9337 12101 16562 10009 20969 12523 18626 4125 10032 14773 9574 3510 5528 6842 6106
"213184_at" 18435 20178 19941 15034 4662 19437 12784 20093 20134 20335 6355 3372 14645 6748 15220 1952 5029 5472 7002 15481 19369 4919
"213185_at" 16657 9212 6654 13388 19382 4335 14793 3262 19446 21601 2346 19017 19017 13780 21245 12482 8359 17525 19558 15356 2165 19512
"213186_at" 7399 17849 8535 14261 5724 13823 15201 14742 19091 19056 1820 2449 2278 10001 6741 2753 8744 12282 3219 20452 3862 17113
"213187_x_at" 2921 4291 5727 1148 3429 8648 1283 2303 1868 798 3812 4108 597 11423 6512 2346 3191 13907 5956 5035 1300 2919
"213188_s_at" 7018 6565 9196 20029 2580 21403 12834 15922 18274 5923 21850 16019 19590 21893 7971 17779 20940 16216 4906 20771 20139 19402
"213189_at" 3459 6667 9297 3712 5187 903 19865 4982 17204 5916 22174 13613 19987 21644 7582 21604 19677 16916 19003 21818 20592 18912
"213190_at" 523 15229 18680 473 22023 20592 17227 19450 18282 4219 17926 14833 16114 6392 20732 20693 16404 14672 3984 12983 17544 3065
"213191_at" 5336 1587 8371 3849 20088 15855 18137 9796 19507 14751 17359 19243 4027 6813 2893 3674 7100 616 2214 21658 1651 1240
"213192_at" 11508 13684 1901 7973 9884 13749 14718 4970 2296 13837 19676 733 1881 6655 20218 19224 18405 1550 6941 11244 14097 7719
"213193_x_at" 20581 6111 8151 17735 8016 6234 10233 7779 5671 8954 15805 14637 15379 19273 17191 14679 4807 16254 6565 18921 18128 4438
"213194_at" 19054 7232 8521 9418 5400 17552 401 17824 21078 4372 10444 5400 2728 17384 16758 20392 7703 921 4167 8114 197 3061
"213195_at" 4101 22059 16947 4665 3215 21869 13085 21295 17129 8699 12967 285 3496 19195 19646 20110 5110 1802 10523 17273 21313 4036
"213196_at" 1441 5294 800 12794 20278 9464 18155 1535 17454 3451 5622 22264 19426 9342 3591 16750 5908 12277 4393 20472 4091 15355
"213197_at" 7434 10119 2162 12136 10031 10074 9394 6793 13463 14123 1614 10537 6591 847 2584 7009 19731 3626 5253 4732 11174 12107
"213198_at" 344 7368 16113 3234 2624 7958 12729 4558 3559 2810 16499 14560 17095 7735 16532 19283 4110 14862 1183 14963 14581 4616
"213199_at" 7374 7111 14492 1746 881 1002 20344 16931 18999 19322 17790 17381 20927 5799 13593 3569 18766 14747 9461 15376 16348 18814
"213200_at" 8966 1534 21626 20359 18716 11363 9595 11265 8809 14484 15344 9949 11439 18376 11081 12167 11412 11035 16481 4561 12353 7488
"213201_s_at" 2543 435 1092 21238 653 13730 18845 20197 19630 19432 49 3680 4018 20281 15065 17532 5674 2986 7686 21803 19753 19217
"213202_at" 21747 19825 13593 22079 11715 5427 484 19523 21678 12980 13898 14336 20770 13670 3967 3432 4750 19656 8694 22109 1132 687
"213203_at" 4184 8586 6901 16325 7783 20095 14639 15149 4748 2429 20425 1727 15621 19866 7642 13954 4153 6071 4734 19058 15159 4753
"213204_at" 12628 15023 4953 5946 10209 12744 13404 15320 19149 8448 4038 20370 18298 13515 16160 20928 21254 4023 9952 11514 14732 2453
"213205_s_at" 12319 13681 21279 7633 186 10023 21620 190 21136 5341 18727 781 9903 5931 21539 4209 3943 17255 9006 11813 20628 3718
"213206_at" 8448 123 2088 17025 7998 18018 14620 15672 13669 12059 19393 19823 22174 20890 18522 22143 2110 22146 5541 18803 2960 21435
"213207_s_at" 20202 7242 14139 1673 3025 7083 1198 14210 76 9854 149 21336 16040 966 1825 5100 2762 19394 21696 21665 198 10164
"213208_at" 3291 623 2463 4434 18027 330 16169 16824 21318 19987 17765 20779 15528 10887 7118 21835 9056 6004 4392 22081 22150 21985
"213209_at" 16389 8973 7639 19411 20503 2908 21220 21538 20418 4507 3539 20844 21421 20466 20731 2899 5728 20677 20661 9748 13279 567
"213210_at" 8888 15588 10539 9536 15123 12260 14483 12922 6769 13356 7350 7763 13468 8888 17847 7414 13777 11765 13084 4580 5656 10775
"213211_s_at" 3393 3251 20132 2136 13907 4816 21465 21907 16927 12435 2069 1001 3904 12817 17146 21280 6091 21172 10569 1665 4164 22107
"213212_x_at" 2076 4605 2725 486 2636 11875 740 201 19351 864 18879 20795 671 2746 16815 1530 1261 15268 4805 14618 19915 1696
"213213_at" 20427 17726 6824 13469 3312 2462 1528 920 1812 13822 5314 19617 4042 5233 3090 3208 1701 5933 17995 10447 16227 1777
"213214_x_at" 16869 18980 15652 14267 16901 20801 5840 16823 8296 20509 5463 17546 14295 13474 6739 3148 12102 9448 17907 10781 13185 14183
"213215_at" 17730 17307 1688 1095 8204 890 808 795 1665 6198 16514 1937 2406 3729 3256 970 2211 17499 1563 19814 2174 1786
"213216_at" 19296 20996 16358 19927 6348 8623 13754 19573 14969 17586 20172 5419 22160 7147 21234 20964 8162 14283 9665 2222 3285 19102
"213217_at" 12093 11093 10136 7568 17547 13114 5745 8654 9331 11409 14692 10487 8260 14530 8642 5804 10196 7420 16050 7772 8737 6185
"213218_at" 939 500 4766 2448 1160 2053 366 106 2175 628 507 793 97 75 19598 673 100 5839 1012 20738 199 17397
"213219_at" 17259 14915 16663 6923 21048 10145 8730 7274 5037 15378 15254 7270 4873 19644 8468 10294 12214 8224 13789 4569 11932 8276
"213220_at" 935 2569 9327 1627 5720 6413 17925 20398 16197 1752 4757 17948 14251 2961 19345 18750 7339 17662 2143 11585 13798 5124
"213221_s_at" 8719 4096 142 20605 21585 8981 22036 16336 22114 19885 1139 22242 16667 5812 13720 13879 18876 2234 20473 20988 15237 916
"213222_at" 6379 3328 6689 3390 2890 5423 15740 4033 3280 2183 16276 16128 4023 542 1870 12818 2389 14758 18538 20268 13597 15919
"213223_at" 18964 5933 16444 16375 3080 19930 16908 17196 20563 22056 5486 19889 16293 7609 14309 3978 16538 6359 4134 17604 18155 17359
"213224_s_at" 1755 3689 8209 3541 480 1867 16328 2555 15010 311 3873 21151 1657 8468 6317 3361 4311 17869 1035 20189 18785 18558
"213225_at" 415 1288 782 3433 1016 20485 2368 720 3285 321 914 2605 555 458 3076 12892 1279 13554 1462 14114 996 1766
"213226_at" 5559 5810 17551 13655 5826 9481 389 3044 16311 1204 16077 15606 14338 2308 3236 1935 2130 16915 2015 10561 18828 16528
"213227_at" 16158 1497 4566 5196 389 22198 20586 18186 18841 5533 21911 13592 20032 13932 16104 21429 18276 4946 11941 21638 18680 14381
"213228_at" 5629 3256 20790 4346 873 3862 10738 10926 13660 14427 244 4972 7513 22084 1165 21295 7905 22029 1796 6541 3593 10602
"213229_at" 6389 3277 2344 18135 1756 4887 2088 4044 19832 5542 2082 20598 15618 718 2687 3172 2355 20733 10692 20572 19893 14832
"213230_at" 20289 327 18164 21918 14711 11154 21024 20413 21876 22267 21578 22187 17154 13538 6163 22167 16212 16414 20919 22129 22166 19865
"213231_at" 21252 21780 19644 17086 21983 10127 3297 9816 12210 17172 10559 11789 6298 16502 2651 5348 11578 16482 17966 500 4042 10870
"213232_at" 8194 5864 117 21044 18460 9596 5704 7660 12086 15174 13664 6728 7266 16774 13346 11097 11635 8352 17285 9017 6315 9485
"213233_s_at" 6506 7960 5906 16099 947 3234 14422 15332 1410 4132 16925 2003 2026 3600 15685 14260 1750 12058 1375 14069 3062 19178
"213234_at" 6344 16623 2920 15193 5725 9492 22217 20679 21126 21228 3018 21940 20823 19816 16012 18729 21977 20787 1847 22216 15309 20362
"213235_at" 236 2268 3354 20157 2272 5389 21041 20508 16921 21727 20802 2452 20027 20265 15277 17944 16788 5985 3443 19578 16336 19116
"213236_at" 3176 8804 8831 22225 19502 3007 17271 19281 3551 5468 5648 17772 2901 13132 1623 4617 18943 3190 9631 9579 3153 2235
"213237_at" 3324 18138 411 1417 119 21500 19721 19417 19650 20337 21383 2967 21532 10193 7722 20504 8587 19138 1557 19684 20221 21740
"213238_at" 9235 21015 14405 12038 2856 7075 6184 13870 10223 8277 20669 16919 8811 1587 14982 17827 17520 22096 20125 17677 11942 12172
"213239_at" 13446 18130 18649 9474 3598 8896 20452 542 14623 3415 2469 2854 16549 7806 7140 15203 2134 12627 7141 14046 15623 691
"213240_s_at" 8671 10856 12440 9003 11798 11910 9146 11213 5545 10283 11942 18076 13154 19031 21804 11573 15756 2344 2005 5802 9357 9358
"213241_at" 12536 387 5508 14304 2487 2975 4209 2702 10410 15074 1070 8470 6307 9917 18315 16537 338 14059 8592 15402 7436 11811
"213242_x_at" 15426 2037 2680 15507 20644 6880 14058 3934 16819 1415 5618 2280 3312 8100 702 19291 3474 919 5276 863 2476 2560
"213243_at" 18667 6558 21668 477 1346 8339 2642 18724 4304 17906 4984 2102 2671 2632 4654 3345 4010 13802 1640 18081 20669 16192
"213244_at" 4919 4165 15381 15449 2249 3964 20884 3127 18036 21059 1845 21859 21623 7841 19801 15939 18946 4933 4172 12818 4527 20233
"213245_at" 19603 22191 11951 4368 1729 12758 19143 19649 20717 21989 8511 22162 21434 18616 19364 15049 21194 17038 21749 5415 21338 21500
"213246_at" 2954 8997 17880 17255 5180 21567 20620 18013 19146 5247 17732 19866 18211 2843 15063 18223 9045 20182 10967 18559 18395 17191
"213247_at" 11409 13458 8780 8667 10251 13129 7863 10784 5684 7386 9660 17825 13549 9529 21173 20401 7344 861 4231 727 12310 8168
"213248_at" 757 16115 20620 1200 6459 11451 367 753 13945 20354 8498 21944 16730 4441 2625 1659 1232 18923 9881 10371 18196 4777
"213249_at" 15215 2821 14860 21792 8216 1842 8847 11651 5534 11912 1460 20928 6586 13834 20267 259 4577 8047 3595 1002 12860 12273
"213250_at" 14751 19947 20143 1432 2680 9037 884 9804 12716 12728 8440 8798 9743 15056 1152 12223 12315 1779 5901 6324 1540 12536
"213251_at" 1735 17512 5977 2923 2802 19788 13468 18010 15732 19113 20747 15744 3917 6463 3985 16220 7750 12040 2212 19330 20204 15609
"213252_at" 16977 21613 3268 15234 21000 18589 4039 8218 9671 6329 15459 11546 13007 20664 13165 3551 14973 2809 1998 2761 6404 11337
"213253_at" 111 21452 21685 2322 6932 4785 18850 3222 16342 2296 19429 15578 18031 4916 7464 14622 5672 15499 3592 15535 15993 20744
"213254_at" 17307 5679 15668 19172 2542 4709 914 659 21232 856 17053 5377 21006 3568 13645 12488 17020 3319 18341 17253 1228 3849
"213256_at" 1795 21715 19683 2939 18405 8773 18732 3507 20260 9241 21120 22156 17390 6448 21927 16628 9687 12596 11520 18036 20911 487
"213257_at" 21726 1185 4670 22130 17290 22209 4820 12804 12549 16004 12977 10992 6944 13561 21773 1345 21115 1327 21969 4168 12663 4851
"213258_at" 6450 21097 19229 20998 7384 10387 20041 18637 21454 4177 13474 3639 2944 3235 7449 4011 4680 16088 444 3810 22153 2951
"213259_s_at" 13383 11435 11692 11464 1497 12463 10463 5297 8321 15247 12907 611 10399 14675 493 4166 13305 22031 21154 4688 12201 5303
"213260_at" 17146 17734 19832 987 21060 10535 299 2909 452 22134 14250 1659 2963 14666 4017 1053 20172 16211 10921 1156 16924 15361
"213261_at" 20233 5456 14301 20778 5186 3206 3713 13024 1060 12842 18228 911 10849 22111 7689 7213 20512 21647 5818 461 12228 2454
"213262_at" 16565 2314 16886 19765 5650 20260 20276 21249 21651 21180 20601 19580 20892 10838 5912 18150 17480 20520 8966 19714 20292 20878
"213263_s_at" 6334 16726 7032 17714 1314 9482 20916 4763 20182 2438 5866 2923 18219 8417 21983 19248 21725 13536 20701 21988 21654 19497
"213264_at" 5059 16449 5001 2570 18392 6687 20082 20755 22028 22189 17455 3329 21435 12103 13966 1708 20893 5125 1791 21756 17484 20916
"213265_at" 20804 735 3244 15675 20275 8969 3199 5516 8610 8926 8527 7574 13603 18686 839 12113 1861 7389 18871 8007 10421 12923
"213266_at" 20264 1977 1784 3912 18262 5682 12810 14257 21485 14399 19347 3073 18423 9148 20007 557 307 2676 3845 15214 2292 21363
"213267_at" 9269 12779 12674 11568 15067 17020 9949 9048 16692 8650 9407 12753 10739 4651 10695 944 3898 22071 21979 13963 123 10527
"213268_at" 14128 12439 10022 9352 13854 11228 21789 18423 19320 4016 11611 11776 17388 21215 13079 19941 20717 21111 12660 5942 4313 2640
"213269_at" 6177 2787 4190 20200 9251 12158 819 16139 15606 18379 20188 2961 14243 10337 16631 15319 16244 12095 10892 18652 15500 2716
"213270_at" 284 4454 21113 17830 19561 5223 20388 16364 8735 12519 11806 4640 18386 3704 3806 2852 17521 20126 19438 623 4500 18108
"213271_s_at" 4261 7894 3131 17042 9438 4791 16737 14719 18389 20568 5193 579 1997 2852 17590 21008 2013 15603 752 707 16976 16188
"213272_s_at" 17731 8659 4813 13687 20606 388 21824 22091 20591 17840 16894 3079 15990 20691 7528 21024 8045 20934 19815 10745 4191 18626
"213273_at" 8688 4189 21551 3156 16132 18279 17681 3242 9579 8057 7839 22201 6671 14688 19435 8995 3495 2624 19835 4648 5488 12240
"213274_s_at" 20465 17139 15513 16774 8226 5304 17003 18628 19004 19629 1837 4786 3897 2038 2511 16897 6801 13004 11238 3339 1399 20425
"213275_x_at" 3360 8413 18540 17624 1657 21331 18299 17733 19334 21374 4572 16120 19708 4523 15606 15098 18139 3500 4382 12779 19758 19312
"213276_at" 12724 12958 10863 6348 10976 13546 6501 6143 5348 14626 7398 10482 9660 17297 12632 11605 13847 10266 17658 7292 4574 12064
"213277_at" 9822 10530 9853 10780 13834 15944 3071 12637 10446 8691 12117 704 6139 3149 10048 6211 14805 8527 22221 3237 5569 14114
"213278_at" 3353 19963 7004 4008 20413 19328 13592 2735 1100 3046 2229 15806 14792 1749 22197 14642 293 3831 733 12173 2236 332
"213279_at" 2279 4812 17144 3002 1278 5799 21017 2862 14312 5129 20613 20553 15532 12471 14735 13225 17143 14767 12046 19942 18823 14905
"213280_at" 5951 4973 16211 1527 14729 9938 20874 18666 22158 18339 17074 16 20736 12716 7488 21334 18009 18212 871 11922 20797 21888
"213281_at" 18153 7132 1854 4053 1265 7345 14440 610 13831 9256 6348 20263 992 20388 1552 2036 8411 4 9988 21154 13086 5733
"213282_at" 6791 6357 3095 3061 2356 9081 2063 497 2558 1090 6651 17090 2387 1708 5283 4032 1881 12385 2593 16267 3779 3220
"213283_s_at" 19639 4986 15139 189 19775 21200 1881 18650 1797 21757 19451 3396 19572 2015 6951 4082 5724 2369 6927 20599 21075 1053
