"inst_389" "inst_404" "inst_506" "inst_869" "inst_911" "inst_977" "inst_1023" "inst_1081" "inst_1184" "inst_1243" "inst_1668" "inst_2703" "inst_4467" "inst_5240" "inst_5603" "inst_6202" "inst_6959" "inst_7002"
"201583_s_at" 14602 6490 18816 21106 17825 18906 20816 21285 18422 20314 21075 16809 16726 18851 20399 16220 20803 20679
"201584_s_at" 16267 5494 15041 19222 19628 19007 20758 19592 19881 19004 20956 8194 18798 21046 18868 18018 18643 20279
"201585_s_at" 14566 20327 17635 21544 18878 2770 21031 19126 7725 19748 6810 1760 17246 4852 18920 4669 21409 19609
"201586_s_at" 18374 18144 20705 20271 7714 15040 18004 17993 19995 21058 21563 6191 18538 11413 11789 17807 21827 19753
"201587_s_at" 575 18372 21838 7929 20802 3745 4768 6155 6907 6212 19188 2558 17186 18882 9137 14855 19936 20500
"201588_at" 14397 14828 17008 7650 20713 18787 17789 5541 7076 18383 7797 10012 18651 11447 9565 15044 8401 9582
"201589_at" 4959 21990 18910 7632 6866 18732 19216 5397 8902 19127 6392 9874 18096 5981 9110 18380 6711 10022
"201590_x_at" 5564 12710 14335 6832 6995 2790 7047 18886 7699 7348 7896 20594 16872 19859 11410 6333 6274 9673
"201591_s_at" 15306 17390 20945 21443 5671 21152 20904 19123 19791 3002 3602 8105 10139 20128 6424 17157 8726 7411
"201592_at" 4449 5488 5641 6408 6133 2307 4531 18188 8594 7520 7640 7912 9154 9656 8068 6371 18585 9194
"201593_s_at" 15694 5924 3880 8994 7464 17519 19755 21279 19156 20290 19945 9994 20058 20351 18716 16781 7821 20527
"201594_s_at" 4389 14601 2313 9989 18381 18841 18394 18857 9007 21042 20013 18098 19847 5520 7844 15856 19129 9265
"201595_s_at" 5084 18359 18409 8848 7144 20014 18670 19453 7473 19753 9744 16946 9370 6509 9332 14982 18571 6917
"201596_x_at" 2241 4809 4890 13456 12650 8409 10753 12563 10569 20505 20429 10410 20497 13917 14414 9869 18220 10666
"201597_at" 17197 6318 3693 6540 6730 4581 18265 5881 18525 7155 7073 8670 9174 5807 7053 15508 7760 8886
"201598_s_at" 5305 19234 17740 9996 4496 16956 17118 1505 5930 1255 3183 2474 17816 20439 22064 17755 6213 9347
"201599_at" 19841 12714 14743 7068 7227 4226 18031 17670 20553 6004 6405 9664 7067 7199 7658 18298 8250 7685
"201600_at" 15913 16440 16811 6194 4897 2676 16704 5684 18534 16958 19848 9475 18886 19739 10449 16514 7126 7735
"201601_x_at" 7473 20884 22015 6443 8159 1543 860 56 1111 2282 6599 22178 2117 20505 584 21 1725 362
"201602_s_at" 20865 17988 5710 5983 6982 4613 18988 19431 6889 15651 2454 10542 6531 18583 5844 18118 5052 4624
"201603_at" 16215 21360 4680 7431 8276 18442 18753 4467 7798 17035 4638 6125 5585 6440 8383 18945 3670 5505
"201604_s_at" 14559 14917 21502 6917 3544 16721 16191 4347 19148 17082 3970 7753 5080 4247 7046 18225 20349 20820
"201605_x_at" 3108 18912 1029 6034 19131 2422 15831 18416 7325 19772 20617 3023 4135 9769 20566 6730 3507 8402
"201606_s_at" 17405 15328 16922 7246 18417 17202 19812 20222 18925 19834 20102 8140 19118 11154 10783 17028 19888 20173
"201607_at" 16315 3002 16907 2560 6617 18121 21667 21344 6527 21217 5415 7789 16998 8182 9553 6046 6737 21315
"201608_s_at" 1955 19801 6171 8228 19710 16379 17226 18661 20339 19944 19733 5164 20985 20204 18566 18840 6701 19707
"201609_x_at" 16570 18874 14169 7122 20993 16999 20339 21046 20273 18488 20613 9583 18634 7749 18932 17481 6856 19855
"201610_at" 12759 6751 13343 18590 9025 6326 11870 7015 12873 8259 11113 15104 10939 16427 14273 12275 14034 12843
"201611_s_at" 16682 20733 15954 20634 4556 14971 16208 19644 2097 7394 2315 9180 17541 3315 7144 6603 17761 9637
"201612_at" 6111 13229 6458 3457 3409 17717 3868 1479 7321 4390 4539 9328 9601 8169 4428 7180 2927 4267
"201613_s_at" 6979 19032 21976 3464 481 4363 4484 4689 21842 288 5297 7279 1331 21710 7503 22277 4672 1997
"201614_s_at" 20346 4682 18796 19838 2972 14997 20850 20883 20944 19777 20501 8741 8890 8179 20090 20660 17651 8173
"201615_x_at" 7194 11875 16631 16544 17706 8708 8693 15867 13653 4304 18794 19598 4148 15504 677 7795 10709 18903
"201616_s_at" 13896 9695 16491 19049 17148 8948 8204 9663 13165 3357 16745 286 3599 11008 735 7652 15900 11063
"201617_x_at" 9700 10918 18833 18499 16920 12348 9551 16353 13389 2766 18065 16510 16766 11916 18184 9206 15361 18825
"201618_x_at" 3647 13369 18149 4798 6267 2433 2866 3484 6050 7377 1925 19998 3981 4305 4400 19334 255 2946
"201619_at" 14725 17596 19463 7125 5578 3435 18314 3636 18339 15750 7723 17663 5541 6403 8622 17168 5020 5377
"201620_at" 19820 15737 18556 938 3501 814 923 2285 21886 16735 1715 4523 3336 384 5814 5299 3838 2214
"201621_at" 8543 11160 16290 8820 9922 7537 19702 7556 11018 16713 17602 12212 20080 17264 10104 10503 16043 16929
"201622_at" 4821 3308 18660 9426 20540 18722 3461 1112 7984 1501 10085 10177 5597 9919 11623 15813 1800 8417
"201623_s_at" 6673 12671 17717 9787 7713 5092 17051 18969 5714 18462 10298 10028 18989 10862 9334 5472 18002 9793
"201624_at" 4694 19526 19058 8862 4883 18649 16859 5743 2344 19061 4984 3571 7139 3505 5367 5059 5417 4045
"201625_s_at" 21220 20430 17546 6210 2879 4519 3646 3445 3592 21826 5011 10182 17173 8229 8844 18363 20107 1795
"201626_at" 17584 20901 17719 6674 7978 17233 19970 5112 4951 19261 9878 4474 16036 7490 18891 5371 8644 10644
"201627_s_at" 16287 13900 21496 4191 17799 4217 21043 2527 3114 20242 10481 8590 19185 7444 8314 13699 21835 10030
"201628_s_at" 2286 4613 16872 9241 6342 19346 5888 6036 5786 15874 4815 18988 10615 8526 6696 20711 3932 4848
"201629_s_at" 5095 16081 21781 6812 3563 2135 18506 20481 6335 16854 7891 19047 9384 7442 7775 6070 17988 9280
"201630_s_at" 3815 15806 17557 3309 4567 1420 4394 3530 6336 15654 7346 5977 18909 11517 5536 15874 4981 6320
"201631_s_at" 15830 15711 6291 6474 19886 15242 19566 19947 2745 16069 20209 2417 8942 18996 11869 4529 17923 8431
"201632_at" 184 17943 3106 19985 8130 20890 18852 19747 19451 19139 20034 17254 18667 7053 11689 18354 19779 10464
"201633_s_at" 17193 16842 18113 21576 7508 18618 21016 18939 8397 17435 20327 17541 20560 11160 20940 21099 19293 20201
"201634_s_at" 444 19485 4533 20772 4697 21997 20212 17534 5900 17879 19977 4040 18985 10497 18470 19232 21677 21756
"201635_s_at" 14429 19402 17062 6952 2694 2459 4440 6274 18754 4952 8161 6551 17927 19729 1999 3243 6415 2319
"201636_at" 15310 14145 17890 5434 6083 19369 17805 21575 6249 20934 7387 4351 9254 7539 19692 16570 19210 6487
"201637_s_at" 4688 16406 15576 4952 2483 4053 6367 18023 3874 5115 7952 3846 5963 6274 5943 3590 4460 5588
"201638_s_at" 18678 20877 6743 12811 16343 13963 8544 9511 14937 874 19064 1241 4625 15743 14215 1634 12170 18049
"201639_s_at" 20143 21000 18818 7992 7498 19159 5295 18861 19263 20153 3099 19398 5250 2983 2408 20506 18709 20901
"201640_x_at" 21205 16874 13731 7444 19363 20131 16921 1932 5084 18500 8418 8563 8543 1665 9819 4488 21096 2448
"201641_at" 428 8548 13045 14522 13973 14409 5664 12697 5791 13838 18528 21210 14709 12885 5693 6338 16572 554
"201642_at" 14684 14692 17035 5473 3742 4578 19182 18536 4342 4448 8533 5205 5746 4835 10202 3412 4006 565
"201643_x_at" 5702 14535 15681 2943 6557 1439 1378 1405 6181 1291 2186 3920 7357 2655 4534 6824 3967 5044
"201644_at" 21732 13875 3446 1369 7832 16297 19281 21987 20859 5810 7938 20384 3774 5207 3674 16768 7783 2360
"201645_at" 6871 8554 19038 11991 9919 11848 14299 11776 17472 17837 17966 9681 4990 18026 13407 326 13328 12446
"201646_at" 4257 1847 17674 4683 1832 1111 16159 1851 20572 19426 5440 4393 3053 20235 10545 4238 6958 20130
"201647_s_at" 2587 18092 5686 1898 1134 778 6878 17730 1411 18236 2565 2252 2082 4516 4993 5834 7534 9391
"201648_at" 2115 16957 15440 5736 8235 4795 4640 3213 3713 2656 2427 18482 7345 8783 6729 15906 3499 4090
"201649_at" 6656 5013 4352 4457 5965 19147 22117 21919 605 7462 2736 8094 2647 21501 21305 311 1935 4186
"201650_at" 9441 14910 10263 19903 18738 19279 17481 6245 17561 8061 19997 9976 16132 9139 10437 12954 17829 19159
"201651_s_at" 14694 13375 14185 3943 18721 1766 20401 21335 3706 7418 3409 10776 19394 5314 4718 15689 5966 19204
"201652_at" 4427 17016 17912 6751 5297 18208 17649 17650 5741 19560 7737 6256 19561 6857 7282 17490 18486 8718
"201653_at" 14303 15219 14342 19459 17950 17627 19468 6188 3080 7353 9975 8743 16242 6655 10295 14590 7656 9548
"201654_s_at" 13319 7022 9913 11038 13246 10450 12768 15364 13682 10671 10879 13373 1965 17582 13236 17820 9417 12931
"201655_s_at" 7531 8255 1389 12876 292 10473 18998 10325 17746 3534 10169 17461 7475 6490 21325 1248 3958 1888
"201656_at" 7520 21189 14918 4580 19039 20885 4320 1134 14423 6745 1946 16791 4636 677 8364 16544 1030 9205
"201657_at" 2874 20443 19668 8742 565 21323 21275 21244 20535 21324 8362 1771 9048 4913 18609 20297 20381 19505
"201658_at" 19474 2592 3220 8490 8432 17045 4126 3548 21157 6651 5185 21129 16364 5792 10581 4999 20861 19775
"201659_s_at" 14360 15312 19870 19814 6506 17798 17611 19974 18066 4654 8549 17477 10406 7581 6784 15980 8154 5729
"201660_at" 15731 14132 15421 5326 19195 1480 21665 21088 19715 17919 6322 9752 19931 9486 12497 19018 18330 20124
"201661_s_at" 19504 12252 20129 5317 7987 3773 15933 19694 5698 18225 4629 18055 16827 10786 8711 17464 5378 19995
"201662_s_at" 18376 14859 5982 6424 7787 4651 5311 3763 6071 6383 5164 9775 6871 7208 5880 20028 8936 7100
"201663_s_at" 15950 17134 16046 6576 6042 14826 16555 5068 18465 5321 9179 8574 9195 7980 9142 17549 6323 7591
"201664_at" 5123 16311 16078 5440 7324 15857 17944 4086 8634 7770 8103 7540 9246 9329 9357 16486 17912 9104
"201665_x_at" 18897 4358 4239 9870 18062 15172 6237 17734 18027 16507 19614 12732 10426 19420 19402 9122 8800 20071
"201666_at" 18624 5368 4912 7353 4026 16944 2803 4303 2916 2532 8730 6116 18624 10744 3518 3834 3146 3901
"201667_at" 12893 15648 8750 20382 7208 19028 21376 6101 17548 22005 7029 21898 21131 5043 21208 1834 8918 19833
"201668_x_at" 21869 5806 20305 1018 14546 943 774 17442 10489 7725 2645 16081 3698 4025 2810 10975 2361 9854
"201669_s_at" 15628 19867 6102 1673 6661 15430 4753 17192 15997 5172 4298 16674 5316 1488 2180 21343 4656 6717
"201670_s_at" 13804 17986 4695 842 4543 983 1151 1105 12786 1849 963 15546 2292 2379 8122 13199 8812 2288
"201671_x_at" 15506 12609 20498 21985 18860 21937 21364 21114 19999 20514 21409 10191 19201 11020 4975 16746 18221 4913
"201672_s_at" 4664 5275 16286 19438 19559 19123 18875 17666 18062 18961 20008 17051 20036 18567 18864 15615 19468 10405
"201673_s_at" 5729 18427 6286 9430 20675 21623 20091 17791 3041 4095 6216 18976 9674 4861 21766 17732 21348 3966
"201674_s_at" 16532 15253 15427 9207 18504 17796 19291 21836 20128 20736 9843 18464 17031 10735 20844 14904 20225 8407
"201675_at" 4814 15599 18122 9075 19188 21124 19915 5999 8551 21070 9927 16798 18359 18806 12093 19401 20317 19981
"201676_x_at" 2863 4981 4368 9010 7107 15710 6417 3972 18101 18091 9154 17516 18699 20079 8134 17065 7966 7559
"201677_at" 2128 1887 5934 19259 7051 21127 19844 18463 5428 19881 4012 18329 19228 7629 21375 15384 2253 19444
"201678_s_at" 3349 17071 5151 20313 20023 21873 16068 17184 641 20895 10135 20970 21246 18670 9803 19705 19743 5550
"201679_at" 14941 16271 20232 21818 20639 21752 20662 19650 6401 16577 13322 19893 18248 19539 10183 20050 21960 8950
"201680_x_at" 16580 16661 3772 21694 20759 22049 20312 20832 20893 20795 10473 19427 21522 10922 20831 16900 3588 19484
"201681_s_at" 9349 21156 16759 3849 6029 14752 16930 18311 2748 16740 6232 9387 16373 8336 8462 17875 8063 9155
"201682_at" 3135 19223 3014 2940 2565 2193 6756 6198 5813 6367 4166 4554 16566 7370 4303 6374 5170 4471
"201683_x_at" 17459 17385 21530 3945 4251 15730 19639 18372 1799 21193 584 17263 6565 20696 2520 2887 4221 1319
"201684_s_at" 632 16431 4701 4131 17900 16169 5863 4034 2641 19450 3184 19157 5727 4656 6018 4622 700 2543
"201685_s_at" 4978 15301 4082 1702 499 17433 16801 444 4556 1876 1827 5401 5277 612 1879 3519 954 10489
"201686_x_at" 18459 6236 1131 9198 665 17729 20602 5239 5343 17643 19526 18869 7031 7737 8894 19525 21614 21552
"201687_s_at" 14467 19845 21274 20201 18587 21178 16992 20880 18430 15915 20670 9222 17081 8395 8157 16804 18492 9590
"201688_s_at" 1854 13608 19278 6567 1282 2910 16026 2582 5091 18522 10008 9555 8938 10394 6548 15145 4511 8743
"201689_s_at" 3898 19160 18010 9327 7029 18025 5778 3994 18064 6457 9294 10450 6092 3258 7030 20760 5622 5299
"201690_s_at" 19254 16307 19271 7706 18467 3920 17546 19757 20907 18210 7340 9212 8503 8583 10708 21244 18385 8190
"201691_s_at" 12913 2976 12888 1264 4520 3727 2846 702 13265 8127 19271 21168 8301 789 2766 1188 5096 2385
"201692_at" 15342 12930 16868 7270 19332 2867 20138 22035 8011 4991 7852 4127 17135 21757 7614 20387 19190 21155
"201693_s_at" 16550 1604 4295 613 13900 178 9868 9444 21195 1284 17108 10310 21656 2933 21400 17379 3117 15240
"201694_s_at" 6055 12397 16170 24 1208 64 19898 3325 19773 5862 846 18362 1791 3794 739 19444 23 21657
"201695_s_at" 14800 12460 3496 21531 21365 21227 21766 21802 19269 18396 21216 6168 19203 18965 8876 18971 20418 10547
"201696_at" 17047 5234 17398 9512 8590 18784 18117 18369 8821 17627 9464 6744 6614 21679 12108 7307 6297 9563
"201697_s_at" 18471 16000 20408 7189 18314 15618 18484 17983 6925 19520 4926 2447 17549 9223 7045 15341 17429 14951
"201698_s_at" 16139 6325 6193 19251 6047 4349 6734 4813 19806 7523 8799 7668 18498 4249 9316 13912 7586 7057
"201699_at" 16559 21907 19251 6258 7148 19672 19857 17613 8269 17181 10342 5931 17136 7437 8573 13691 18949 10535
"201700_at" 3755 19898 18078 20087 21859 21876 21963 20675 20837 6933 21650 10965 20819 19232 21738 6256 17523 19191
"201701_s_at" 17719 15093 21956 6762 4898 16864 15704 3105 6220 20839 1963 8110 7751 3203 7979 19490 6524 2392
"201702_s_at" 8673 9143 21789 6728 1920 19931 2667 535 4261 17749 1294 19798 1987 11232 11628 3531 17443 4339
"201703_s_at" 511 19943 19834 20254 8305 20259 17217 1027 18905 15653 1573 2160 5944 9077 5355 16269 3566 20814
"201704_at" 1579 14504 13938 19596 20215 16910 5785 1399 20052 18611 7592 8627 5913 19429 19920 20853 17682 9031
"201705_at" 4364 16232 17306 7105 7749 3311 17555 4388 19328 17949 9326 19691 3209 11320 11102 17186 19954 8865
"201706_s_at" 2260 15319 4212 3916 21962 2344 4248 4863 6342 2079 9411 9120 5098 3955 4962 6506 21297 6182
"201707_at" 21949 3260 17354 6707 4696 16524 20458 2058 8986 17110 4730 8928 8041 19751 6805 19603 5398 21162
"201708_s_at" 20363 14403 20354 5517 6327 3474 18365 18992 2177 2937 8640 18273 7119 10198 6651 13541 5555 10103
"201709_s_at" 4661 14719 13773 5055 6134 2896 5917 2458 5782 1717 6620 18810 8403 2490 7981 14740 18517 20123
"201710_at" 16677 22190 3803 9799 20530 17591 18141 5414 20378 20427 19919 10943 20953 4761 19769 19172 5718 7359
"201711_x_at" 14642 5779 18216 2905 1769 18583 16145 20540 18271 16256 6263 3196 7483 10956 20640 15393 20359 20353
"201712_s_at" 14769 15771 1022 20763 19081 21274 16664 21245 7104 15688 19902 10180 19546 4568 7969 17654 19687 9021
"201713_s_at" 2507 20434 20303 7109 6586 20442 19595 18283 20307 18882 7184 7231 8588 5373 6677 17017 21524 20503
"201714_at" 21323 17762 19899 20491 7276 20551 19377 20694 18039 21003 20263 19522 19024 18927 11590 20334 8880 8849
"201715_s_at" 15839 19285 21070 5790 21206 4543 2288 19860 19939 21351 21318 7930 17130 7651 3614 6599 18472 4741
"201716_at" 2962 13546 5342 1589 3136 3518 3834 3372 2993 4220 2210 3875 3827 2825 3954 5277 6176 3562
"201717_at" 19375 15925 15193 2724 19267 2669 6183 20364 8998 6208 7865 4820 10770 6887 11205 4527 21290 20775
"201718_s_at" 21717 5741 17491 8863 855 16898 21308 21487 6844 5157 3926 9441 5572 9943 8204 15147 2063 19058
"201719_s_at" 13849 16791 18506 5797 5266 17629 6873 19811 21393 6788 4244 8232 9929 8971 19132 5130 2411 4056
"201720_s_at" 4284 13 7338 16038 13115 5707 14387 9414 5224 14463 10731 7456 15538 16303 15114 5898 13811 17479
"201721_s_at" 18098 2448 1400 16032 10398 6977 9763 16457 5681 14948 12325 17552 2041 16906 1820 16400 8230 17196
"201722_s_at" 17024 4156 15870 7743 6886 15504 16848 451 6374 21335 6596 8270 16898 4828 6058 14756 3851 3307
"201723_s_at" 5987 5412 13781 4745 3811 4965 6167 3349 8210 7867 3886 18010 6983 7435 8936 6622 6851 4363
"201724_s_at" 3613 20664 4141 6092 17804 17118 6143 20794 8250 16166 5166 8004 4511 20317 6354 19981 6529 4447
"201725_at" 1691 20512 3930 9560 8350 19448 15808 19649 19187 17669 20844 19198 16575 11443 10413 20060 17827 8146
"201726_at" 1477 20075 15113 20774 19771 20326 18814 4784 20107 19610 9739 17041 19143 19319 19100 17362 8731 19844
"201727_s_at" 19194 13437 1933 20442 5597 15776 19259 17720 19124 19176 19822 18512 18213 22078 4302 17598 21137 7071
"201728_s_at" 16956 14378 5290 6765 22010 2886 2973 1637 7331 1129 3188 9230 3617 8511 11821 14883 17601 7848
"201729_s_at" 17271 13820 20110 2224 5887 3074 6052 5173 21031 3652 3139 10019 18367 5706 5806 17441 18493 10114
"201730_s_at" 14961 4641 5843 7315 2633 4449 3988 3951 8148 5751 4820 17279 5270 18886 4138 6857 5399 5833
"201731_s_at" 3275 15934 20136 4678 4577 15979 4355 3390 8632 4723 6604 8245 3935 3706 7290 14141 2257 4570
"201732_s_at" 17713 2915 4894 2218 8306 18324 18551 4231 3705 16252 2220 21171 8251 8843 5904 3945 5585 5750
"201733_at" 19540 19671 18385 1164 5398 1332 430 1818 5176 17096 21762 20680 2434 8883 7839 19885 5419 9317
"201734_at" 2797 14422 15415 2275 5564 2944 4509 4768 6900 6403 3493 17760 8143 7217 4692 18544 3520 4080
"201735_s_at" 1525 16921 18095 1885 3991 1645 5648 2397 20550 3200 1832 18211 4528 5434 3703 5941 5812 2611
"201736_s_at" 14634 13993 14878 2961 3473 3503 2524 2395 19707 2830 3828 10668 5006 4151 6101 15458 2571 6056
"201737_s_at" 17309 15723 19344 7192 5057 4442 429 2223 1561 5469 5598 6142 3089 7126 2695 16572 18800 2523
"201738_at" 17482 16756 19382 4784 3668 5071 3506 3321 5818 5536 2540 6461 6872 4171 4388 15112 2733 4500
"201739_at" 468 21234 17932 9442 19693 22268 17698 3271 1225 5592 22277 1335 17359 7672 6012 2271 2836 6587
"201740_at" 14375 3833 15429 7908 7538 17043 17650 17410 8794 6943 9939 18383 18135 9290 9231 16546 6456 8009
"201741_x_at" 21618 18118 2984 22212 5823 22197 21165 17229 4443 2788 20982 22238 20780 4201 3947 6560 21193 4485
"201742_x_at" 16855 3376 6010 21709 3526 17878 21807 21936 19862 20876 20748 17203 18503 10109 12503 17309 21306 20978
"201743_at" 20110 7202 6858 18224 10879 9688 15108 16259 6002 14384 11473 20852 11325 13820 17864 15769 13654 12926
"201744_s_at" 9565 9601 21442 16720 13647 11573 7696 10142 12760 3587 14652 16568 14717 15145 14558 7757 12280 14157
"201745_at" 641 16104 20016 7448 5831 16357 18471 18437 5423 16852 8929 2512 7977 4666 7523 5665 7824 6662
"201746_at" 7042 17290 5634 4764 2714 16782 2685 3941 12763 10357 3090 14431 726 684 5131 12341 3767 3619
"201747_s_at" 16040 21349 4205 5465 3278 21824 20198 21426 5885 7301 10464 3107 17197 2797 19105 16252 22197 1372
"201748_s_at" 17904 20241 21421 8243 7140 19831 18587 5110 21221 21328 21035 5776 8057 20059 18291 3646 7498 19424
"201749_at" 739 17706 165 5050 5653 18106 902 2804 4627 5197 6226 4774 9015 8823 19903 18702 2334 20878
"201750_s_at" 9338 22081 746 19676 1212 12638 9707 409 15526 167 11328 122 258 18630 2618 7803 9972 13101
"201751_at" 826 14950 15657 1031 3294 1384 4500 18853 5098 1449 9021 7588 6789 19519 7731 3755 2852 3704
"201752_s_at" 2079 12314 6517 3112 382 610 5261 3079 3282 1053 1067 17176 1014 4539 2764 3748 1568 19096
"201753_s_at" 5132 20807 20167 6637 4956 5042 4985 3596 4591 2281 2672 5672 3663 5362 1157 6220 2227 1429
"201754_at" 14468 14617 3850 19482 8179 4395 6789 4923 18079 8021 9313 17076 9731 10358 9508 15816 7058 9848
"201755_at" 3347 14764 19831 20197 20788 20785 21182 2994 1995 4474 3351 9862 2223 4966 11495 4191 19235 2954
"201756_at" 14197 15975 14824 8395 18608 17329 17564 4406 5062 17340 3071 9439 10629 8415 7430 6604 4504 5884
"201757_at" 16326 6107 14672 19440 6185 19009 6137 5647 20119 6153 9784 18065 16805 9342 9863 17983 7447 9989
"201758_at" 4340 2941 1843 3218 4081 2313 3147 2893 3281 5152 2514 18191 7193 4280 4059 3336 2026 3977
"201759_at" 4545 20811 4943 2976 3587 14767 18590 21258 16014 22000 3178 21457 20892 3414 21037 18006 21619 742
"201760_s_at" 17689 16156 16289 6864 17830 16543 17739 17120 778 17667 10042 20089 10069 8240 7442 20819 18264 7793
"201761_at" 3385 17347 19812 8218 19060 5082 17064 3323 18040 19547 19205 19588 21323 5984 10909 19615 8841 10122
