"inst_1000" "inst_1058" "inst_1161" "inst_1220" "inst_1645" "inst_2680" "inst_4444" "inst_5217" "inst_5580" "inst_6179" "inst_6939" "inst_6980"
"210805_x_at" 12039 14908 15405 6624 8578 20469 2464 12319 9170 18494 7455 6969
"210806_at" 3223 14525 15038 11233 12843 16025 12873 14052 11674 13184 5220 12128
"210807_s_at" 16476 18888 21695 16982 1330 20348 17297 15318 5310 19385 6120 5127
"210808_s_at" 9923 7952 4302 14764 16426 9333 18508 17186 19970 6751 12359 18937
"210809_s_at" 11741 6558 15547 11382 13753 12663 7062 11906 9669 7892 7288 12510
"210810_s_at" 6893 10239 11167 11514 9399 9617 11562 11024 9850 10526 11101 10742
"210811_s_at" 1948 1653 1162 3624 5837 2264 8104 4593 13999 7362 2935 6092
"210812_at" 14385 8544 18266 20958 7406 18711 22086 14180 16898 21028 971 13904
"210813_s_at" 20702 19927 21036 18480 18577 8636 9109 19092 19956 19666 20662 20506
"210814_at" 13896 16034 15451 9710 12572 17240 10169 9198 10604 4471 14876 9015
"210815_s_at" 6774 10595 11057 7741 11543 12737 12471 9981 7687 11182 11749 9756
"210816_s_at" 20838 18009 8375 14370 17602 14560 17095 18512 19481 15933 1961 21476
"210817_s_at" 1636 1603 5735 3352 852 15336 966 1709 1421 15853 874 654
"210818_s_at" 6589 9079 18934 1971 11206 3243 344 4587 8644 3998 1025 7832
"210819_x_at" 14896 8956 9225 13709 17755 18218 10025 18651 14743 3948 15040 16168
"210820_x_at" 21647 21917 22115 20245 21713 21999 21878 21900 21765 21043 21877 21777
"210821_x_at" 20351 21333 17406 21414 17708 16443 21771 20690 19512 14453 18870 18622
"210822_at" 7661 4707 106 20312 3373 283 21125 6163 6060 311 3574 20237
"210823_s_at" 15039 9339 15218 14472 14372 4108 17008 6670 3720 17195 14772 2507
"210824_at" 7224 6383 8997 9831 2045 14366 10263 11104 7809 9878 10111 9807
"210825_s_at" 3597 3975 6372 15848 4552 6524 5771 7153 13097 13727 4291 5922
"210826_x_at" 2395 913 1353 5105 1650 1886 4020 2882 702 511 3309 3017
"210827_s_at" 18220 5638 15270 22 14551 12867 140 18036 13645 5484 19349 16390
"210828_s_at" 1684 1739 1755 12282 8628 4074 6517 1752 12807 2274 10255 20036
"210829_s_at" 212 94 1380 2226 232 452 193 256 373 2574 1519 306
"210830_s_at" 20122 18739 21965 18354 19340 22123 9345 17294 18598 21551 19268 20269
"210831_s_at" 12295 8302 13663 9198 6690 19149 5700 13748 8452 14069 13307 7974
"210832_x_at" 13132 9436 12737 2740 11259 12981 14495 13465 7709 11879 12957 9207
"210833_at" 12678 10083 10493 6025 11613 9632 13750 11041 8170 8176 11157 10803
"210834_s_at" 13977 14492 10784 1897 10872 17856 12432 12046 10557 3333 14021 12479
"210835_s_at" 20992 21786 22104 20473 21750 21402 19313 21808 21280 21267 21150 21681
"210836_x_at" 13622 11544 16025 6628 12340 13957 14106 13986 11559 14311 9247 3832
"210837_s_at" 10180 9013 10833 9364 11818 14723 15379 12267 10796 5547 4247 7071
"210838_s_at" 13445 10872 13818 8363 6215 10663 2309 12922 7242 4079 10670 10318
"210839_s_at" 14108 15853 21774 6581 8779 17174 15169 2823 10743 15842 7635 5975
"210840_s_at" 2922 5055 7643 2528 3857 6699 4471 4740 13791 15428 15998 6487
"210841_s_at" 13678 14099 5339 8625 12597 5869 5448 15683 5605 4644 14639 2113
"210842_at" 10332 10371 7882 8195 9541 10830 17078 10829 10975 8808 14249 13284
"210843_s_at" 10205 12310 15591 8453 8166 19924 6493 18860 16982 2640 3826 14675
"210844_x_at" 5551 17920 1494 10312 5614 1017 12834 7305 7082 674 4489 6663
"210845_s_at" 21906 3433 21622 20068 20629 20847 21768 21140 19832 22081 4699 17652
"210846_x_at" 14871 9289 20624 18139 18990 20896 4280 5381 21086 20705 18172 19470
"210847_x_at" 10206 15979 12039 20108 13707 12836 21443 12413 12615 8071 14677 14492
"210848_at" 8159 14892 14064 4439 11190 12104 2685 13941 2607 1461 14697 14397
"210849_s_at" 15112 5025 5128 17013 4307 4870 8198 7939 5762 3531 5346 18547
"210850_s_at" 7606 13941 13475 5984 10996 15012 1215 14727 8115 2049 6657 13550
"210852_s_at" 6560 11842 14928 5857 13060 7911 419 1857 2267 10699 969 1774
"210853_at" 9159 12219 12504 6546 14371 6791 1314 13601 3233 1992 12894 8240
"210854_x_at" 1592 2780 21785 2527 2964 8383 3721 1880 1778 17469 190 1242
"210855_at" 20128 16199 13135 10028 18777 13523 9336 22147 22169 9942 20909 20271
"210858_x_at" 15811 2377 18434 16095 4518 17924 6959 4701 5028 19625 4822 16113
"210859_x_at" 21448 21618 17561 21656 21504 21187 17028 20250 21345 17988 20294 19865
"210861_s_at" 12178 7193 14571 5452 7225 19492 9594 9701 7642 12551 4234 11312
"210862_s_at" 7216 10025 10487 10179 7118 10033 11575 10443 11487 9255 12892 6874
"210864_x_at" 3091 14924 12682 6385 5552 3106 14593 10141 16128 10693 8329 5962
"210865_at" 12044 12300 10665 12767 14266 16871 3513 12059 4474 4997 8635 10948
"210866_s_at" 19480 16583 19705 17827 4772 19412 10138 4337 5287 4160 15675 2962
"210867_at" 2233 9174 4214 12548 8763 16405 16929 19337 3365 3371 14993 4538
"210868_s_at" 4518 4665 17241 14814 15104 19347 5208 7346 15964 20785 5702 16054
"210869_s_at" 13052 7396 9241 14581 7969 2637 1744 3865 9254 857 14731 5991
"210870_s_at" 14214 13475 20665 17857 11987 21788 19876 4985 19867 20462 15093 2116
"210871_x_at" 18404 18084 6814 1555 4901 8154 4097 15486 17970 2872 4435 17179
"210872_x_at" 5865 12802 3596 10814 6974 17182 15121 8672 13377 14117 2198 13964
"210873_x_at" 13101 10706 15158 7623 13310 14547 4459 6177 9779 1084 10693 11562
"210874_s_at" 11657 7728 18773 8519 7752 17653 16173 3224 16406 18841 2020 3835
"210875_s_at" 6269 8517 12917 17140 11466 18091 19116 9240 8492 8734 9762 11760
"210876_at" 10084 7806 9417 1655 7814 10600 8420 10388 14742 8744 2730 2859
"210878_s_at" 21750 21209 21709 21780 21378 21623 21793 21704 21132 22074 19765 20582
"210879_s_at" 756 1849 996 15366 1693 918 15887 1432 1445 2109 777 161
"210880_s_at" 7252 13836 12099 12024 11088 19648 15633 8905 10189 17763 8242 13762
"210881_s_at" 11293 11042 11732 7058 10209 4476 5115 9051 11257 12893 11170 10815
"210882_s_at" 11992 10392 9817 6084 12654 11839 3739 13549 12308 9169 9259 6832
"210883_x_at" 7858 6960 17549 1509 5454 5758 20548 4093 6552 16859 7893 11374
"210884_s_at" 10046 8418 12108 6392 12554 7266 11432 12245 6746 5205 14236 7591
"210885_s_at" 6498 5813 11169 8847 6022 11724 10331 10722 7169 12133 10027 6711
"210886_x_at" 1981 3225 11945 17018 16012 20456 9735 2108 5232 5158 4692 5896
"210887_s_at" 12349 9663 8342 9669 10962 12834 14028 8854 8239 11645 12964 9488
"210888_s_at" 10234 10167 11948 10678 9453 13637 2380 10851 9510 12195 11787 12340
"210889_s_at" 11369 11266 20061 11335 11554 19443 10281 12502 8090 21176 14913 9614
"210890_x_at" 9183 11287 11469 8106 9611 10674 12733 10593 10030 10466 9572 9307
"210891_s_at" 19816 19434 18848 20191 20230 18805 19702 19116 18697 18152 18037 19773
"210892_s_at" 22218 22234 21890 21075 21513 21676 22142 22236 22096 22199 20479 21810
"210893_at" 8442 8220 14543 6015 13099 14234 10523 14211 8528 12002 8802 7566
"210894_s_at" 14695 14120 6760 1567 12575 6308 18390 5176 3346 4439 2329 16644
"210895_s_at" 12095 6750 17864 5289 7963 3786 14368 11459 11870 16169 9917 7074
"210896_s_at" 2265 2820 798 16815 2302 2883 16570 4894 13637 3803 2423 2906
"210904_s_at" 17582 5608 6463 17913 3208 7475 7101 5873 13703 20943 18380 16506
"210905_x_at" 10884 7613 12269 9474 10376 813 13662 13909 3312 12899 8285 13658
"210906_x_at" 1001 8838 10184 9779 11020 16697 13245 7055 1118 1165 11581 13622
"210907_s_at" 4905 19546 5682 13309 4121 5744 6847 18205 16500 6712 5410 4258
"210908_s_at" 5219 3230 7035 16070 5133 7515 8932 8077 13565 14910 15424 15235
"210909_x_at" 9665 10382 11521 7306 9554 12266 10978 10747 8760 18783 10095 9790
"210910_s_at" 19516 3321 13261 21404 18757 2724 16895 16030 13746 6834 21042 19195
"210911_at" 13489 11356 14494 5567 10276 10558 3403 8525 10816 8216 11703 12076
"210912_x_at" 894 706 1173 4279 2232 2686 5778 5991 4818 535 2098 2297
"210913_at" 8382 14044 8060 9941 6957 14606 11606 13254 7546 10805 11981 10719
"210914_at" 6724 9364 8830 6643 6029 9190 5157 8419 5169 8896 9710 12907
"210915_x_at" 8418 6457 14131 19565 14024 13494 21191 14723 17103 5332 9675 13620
"210916_s_at" 20997 20644 21120 1980 15346 16827 6869 20796 18330 20497 18911 21278
"210917_at" 11124 10966 7996 7009 12021 10092 14608 10404 10103 12093 6508 10610
"210918_at" 6345 11203 15604 12834 13890 2253 13194 8384 13717 675 9551 8766
"210919_at" 12867 7589 10303 7680 6423 8469 11441 5963 7910 1808 9677 12526
"210920_x_at" 10 860 11683 6075 56 4179 286 8 17 5324 13 48
"210921_at" 7428 8863 9243 12415 12891 13367 14759 9071 11849 9912 8903 8771
"210922_at" 14692 15723 9110 5840 8175 17400 6682 9496 2370 17482 8923 13954
"210923_at" 8875 9657 6141 5217 3023 19641 17414 16344 6534 5262 14630 5473
"210924_at" 7929 15341 12744 12859 2829 8309 12016 10299 4005 5172 7191 13364
"210925_at" 12314 7969 15717 12665 8798 16967 2582 10212 961 6170 8238 14423
"210926_at" 15825 4436 17761 16284 15920 19637 9402 6527 19515 17813 18028 4008
"210927_x_at" 16672 18280 18290 17634 16515 16310 9988 17207 15664 15726 16662 16438
"210928_at" 13373 7053 14448 11752 7385 11868 12281 14246 11681 10345 12889 9732
"210929_s_at" 14790 6916 10440 10024 4505 12672 2040 14495 3558 12040 8746 1418
"210930_s_at" 7101 12357 13922 9750 12847 7089 14303 9397 11451 3255 7931 14399
"210931_at" 6685 10701 14956 9130 5949 9404 11071 8734 10011 11555 14664 6785
"210932_s_at" 18238 4921 17976 20912 18451 4819 17445 4292 19772 16765 4703 20301
"210933_s_at" 57 17 3653 1310 153 3877 4999 96 50 7414 219 293
"210934_at" 7451 13261 16011 5411 14139 11924 14668 9749 6424 12751 7548 13180
"210935_s_at" 4638 4630 21087 17969 15929 15946 5211 15309 15046 17557 22065 16937
"210936_at" 12718 13902 16028 15088 2148 19053 7059 16813 3687 19250 3601 13587
"210937_s_at" 8478 11121 14139 8353 10118 12843 12232 10958 7747 10453 11665 10508
"210938_at" 8471 6263 7694 9981 10592 11787 14576 11294 4162 1898 11590 13810
"210939_s_at" 10960 14931 7831 5515 8066 3846 10488 8495 9663 12056 3297 2804
"210940_s_at" 8234 16327 17326 12840 15543 20921 21104 15025 4394 4749 2668 8050
"210941_at" 12564 15720 9260 7271 13012 14936 11089 14305 12544 10415 7061 13726
"210942_s_at" 10396 10969 22077 20643 10028 21174 19594 8311 9876 21743 10945 10581
"210943_s_at" 111 821 21726 172 313 21792 405 138 115 21253 1395 1229
"210944_s_at" 8125 5798 18906 11567 12198 15455 4636 8877 4573 18399 11380 13072
"210945_at" 6230 12305 11584 12924 10717 9679 7035 8213 9933 8042 10605 11083
"210946_at" 1388 382 17806 3164 708 7523 1088 492 1689 16308 1101 586
"210947_s_at" 18882 20869 6817 21596 20176 19241 21920 17354 20719 22024 20735 19349
"210948_s_at" 10503 15435 14967 3810 7403 17104 12416 14828 14294 13287 12970 11732
"210949_s_at" 15340 17445 5480 13348 14653 15195 9586 16113 14270 15121 5841 16257
"210950_s_at" 3375 1594 16877 412 1430 6645 615 3348 2252 15912 3246 1892
"210951_x_at" 19782 16445 21272 15063 17864 19802 8562 18309 13375 20643 16433 16313
"210952_at" 11710 14605 15489 7691 9015 2609 10706 12141 11777 10040 14901 13766
"210953_at" 6431 6786 7031 5512 5713 14420 19414 16209 16049 1644 2062 14845
"210954_s_at" 4385 2512 6144 1352 5034 6037 1834 7898 5497 4180 3842 5313
"210955_at" 8202 7964 1994 9066 13234 4942 14754 17343 1707 11547 14051 13518
"210956_at" 13180 8560 7306 3422 13124 18202 2005 16944 18222 15458 13383 7619
"210957_s_at" 9939 9083 9988 6216 14027 3183 12125 13458 11728 10669 13925 14157
"210958_s_at" 19802 20851 9264 409 20053 11410 7874 7391 17049 10402 17232 15663
"210959_s_at" 15311 17022 958 1316 3629 2210 2740 4503 5145 2482 5168 3577
"210960_at" 7111 13802 8707 6829 14160 10796 15309 14709 2710 6869 12257 10170
"210961_s_at" 8494 14374 19349 17306 12235 16517 9098 17199 1660 20258 1475 4325
"210962_s_at" 5522 3120 6145 14818 15373 8252 5296 5410 13408 15821 5685 6158
"210963_s_at" 18239 8606 10577 5043 1733 9592 12794 16156 5719 17419 9065 8625
"210964_s_at" 17384 7292 10866 9784 8951 11549 12671 9451 531 8923 6642 14172
"210965_x_at" 3594 7106 18224 10976 14089 18442 18736 19675 17607 19775 6373 3942
"210966_x_at" 21383 21578 21004 20340 21857 21396 19863 21018 21519 21465 20793 21801
"210967_x_at" 11389 15068 2724 10731 13908 1551 1113 4289 13673 18556 7001 3351
"210968_s_at" 16496 5292 6681 13203 4952 4761 8451 6717 13041 7795 16639 6268
"210969_at" 7659 8910 4028 6387 6629 2053 5997 3410 3039 3104 6992 13147
"210970_s_at" 18241 17465 21319 21142 20699 20885 19803 19236 20966 20337 21983 21139
"210971_s_at" 676 557 632 26 208 2338 60 539 303 2949 957 222
"210972_x_at" 11943 7734 22198 11664 11919 22212 14769 12130 12290 22087 8930 7675
"210973_s_at" 19027 2298 8298 1147 4573 592 3335 5667 699 2344 14986 4857
"210974_s_at" 5104 17820 2077 1252 8579 7460 5658 18384 14987 15336 21599 16514
"210975_x_at" 18413 4811 4018 19479 18009 17062 19391 19509 19539 18531 15813 16583
"210976_s_at" 2230 1567 713 5367 3972 623 7194 2729 3638 2325 1593 3601
"210977_s_at" 12817 15897 11986 8520 7350 12986 12439 13847 10221 10827 12406 13937
"210978_s_at" 16802 4591 16930 17196 5119 16596 6133 5294 13313 14200 19134 6513
"210979_at" 12356 11324 14864 8057 9841 13075 11314 9581 9174 8050 12401 8378
"210980_s_at" 16363 4570 633 14296 2975 3313 4184 4461 5038 2846 15537 1954
"210981_s_at" 5432 16725 19378 5195 4527 17637 4267 16079 14746 19485 15914 1925
"210982_s_at" 9627 10034 8239 7846 9588 12178 11542 10610 9358 4478 9619 9352
"210983_s_at" 18858 20020 21650 19624 20832 21371 18846 19667 19206 21677 20994 20467
"210984_x_at" 7402 14201 7709 15666 9754 12829 21095 12204 7494 12429 3528 13481
"210985_s_at" 7807 15197 6475 18292 12365 7202 4932 10418 1993 14208 2534 8976
"210986_s_at" 18255 18630 1880 14865 16331 1722 7041 15762 16018 3403 15469 16393
"210987_x_at" 15405 5665 1143 13826 17809 9519 7484 6791 14664 2921 6823 16084
"210988_s_at" 5736 4528 567 21141 3443 1004 8524 1878 2462 1625 6367 2584
"210989_at" 11928 8839 8272 9256 8053 9991 11612 13699 7759 3995 12212 10442
"210990_s_at" 9294 11492 14052 6771 8380 13124 18448 11097 11655 9486 9683 9403
"210991_s_at" 759 4904 14154 6659 421 17420 19538 3444 18633 667 14387 14267
"210992_x_at" 10400 7928 19714 6132 7518 16993 15050 12289 8532 17070 10561 10222
"210993_s_at" 22260 22176 21998 21955 22233 22205 21962 22102 22194 22210 22240 22243
"210994_x_at" 653 346 174 4278 320 434 4735 1222 613 214 1638 1123
"210995_s_at" 1337 627 534 5014 870 3235 3125 947 798 1197 3821 4566
"210996_s_at" 5660 17172 18842 17941 18742 18107 17428 7715 16429 18745 16549 17329
"210997_at" 13662 13801 21974 3040 3667 20123 1508 14944 13598 20955 12697 11133
"210998_s_at" 7508 14021 22158 5291 6382 21860 14250 11663 8614 21152 14079 11173
"210999_s_at" 3158 2007 22035 1318 18044 22177 4452 3103 4241 21809 15538 2771
"211000_s_at" 1520 919 3475 14177 4354 16383 2498 2873 5184 13661 3844 1911
"211001_at" 6773 8539 14054 7149 10846 16439 13858 13643 8094 11382 7185 8317
"211002_s_at" 7625 6694 12466 6308 3513 11461 12457 8108 7052 12952 13403 12387
"211003_x_at" 14458 6504 10923 13316 12532 13947 1855 11644 5424 8379 13102 8897
"211004_s_at" 18700 8781 19170 2192 10229 18956 9754 15676 4856 21734 20394 1558
"211005_at" 7698 6260 573 5641 7975 18873 1965 12794 11020 7759 9388 12267
"211006_s_at" 2521 15600 9651 11536 10941 9671 4339 1380 2675 3277 2431 1739
"211008_s_at" 12443 7238 13881 5448 7056 11459 14464 11202 9743 3043 7013 13519
"211009_s_at" 17534 21215 7034 4662 19549 7350 18622 20280 19750 17885 18722 17265
"211010_s_at" 7700 11040 8660 5822 11691 10622 13046 12342 11360 3578 7943 11734
"211011_at" 8142 10032 10271 6718 13867 17207 13402 4509 2759 11423 7440 13390
"211012_s_at" 3161 3182 21337 767 15305 21991 5755 8095 15862 20300 1006 6334
"211013_x_at" 2015 5009 16444 1045 513 18992 2376 484 945 16400 3033 576
"211014_s_at" 12185 9835 5120 654 19060 15721 18319 7190 17990 20253 3523 4949
"211015_s_at" 4792 3451 16590 3852 16458 6201 6138 16952 15204 17129 16686 18143
"211016_x_at" 15033 5683 17594 15167 16025 8355 6294 6684 15012 18344 19160 6668
"211017_s_at" 3028 12197 18114 15837 894 16423 17450 7645 19725 19495 14000 19683
"211018_at" 10664 6533 1786 5551 7927 965 3898 4175 8273 2633 7828 4856
"211019_s_at" 501 1093 4567 768 7755 1670 1031 2308 2643 5244 429 231
"211020_at" 9886 8090 9247 15092 10205 1019 20430 14986 6532 1721 11272 3344
"211021_s_at" 10659 14132 13977 10885 12704 17800 6919 8553 10413 16343 8933 12785
"211022_s_at" 18941 21315 7384 20756 2785 8971 19263 18896 17870 17452 20979 16043
"211023_at" 16809 5304 6092 16084 16998 16156 16057 15336 16268 16452 6076 15457
"211024_s_at" 7102 10446 9544 5584 6586 13740 10593 12680 7532 11865 8972 9465
"211025_x_at" 5186 3984 5426 14128 5784 8956 8120 14950 14295 13999 6839 6095
"211026_s_at" 18557 17874 9975 17623 15773 5982 18409 17452 19407 5585 17556 20093
"211027_s_at" 14965 13966 18498 10219 8518 19106 10011 7717 16936 16715 8564 16814
"211028_s_at" 1759 470 1539 4137 3477 7053 5412 1451 4270 75 2702 19463
"211029_x_at" 14152 14000 15412 6386 14014 2655 7662 5898 8563 13456 897 14096
"211030_s_at" 10171 8566 11637 8214 14396 11534 14066 14094 18259 10718 8068 11433
"211031_s_at" 1564 6683 576 16604 7399 1965 2243 294 173 308 7715 11257
"211032_at" 8767 13579 8624 7776 14191 12202 6552 6105 2958 2334 12317 14640
"211033_s_at" 16970 18830 19646 12986 4249 18350 8395 18726 17370 14380 19122 15834
"211034_s_at" 714 1077 812 1659 3471 495 1374 1497 3136 686 1483 2537
"211036_x_at" 4563 5059 6982 17387 15016 9352 15776 14925 16154 6551 5522 16821
"211037_s_at" 5265 3666 21818 5162 1222 19183 3175 1578 19277 17361 2269 4450
"211038_s_at" 4549 1786 6367 16429 5691 3686 7560 7444 12958 7424 5263 3956
"211039_at" 9196 14813 10556 9935 6164 15609 6917 13658 10684 11875 9895 9598
"211040_x_at" 19494 18412 16796 20074 20012 7763 16787 19757 20941 14564 20605 18278
"211042_x_at" 16466 1126 16476 19641 18049 17545 15680 21322 19569 16437 5932 20547
"211043_s_at" 3100 5557 4922 13489 3262 2582 4301 5669 13600 2505 3854 4350
"211044_at" 14594 15645 9555 6603 14270 19034 4908 9944 15247 10275 942 4015
"211045_s_at" 13706 6492 9762 11606 12024 13710 13995 7485 10147 9303 15091 13437
"211046_at" 13300 9462 9526 9128 7501 18309 14980 12856 2317 10169 14086 7107
"211047_x_at" 5787 3637 4693 14223 3971 5375 9850 6512 6328 6567 15203 5923
"211048_s_at" 15722 3366 5411 1470 5083 9019 10131 7782 15265 13848 17808 5117
"211049_at" 8396 9205 10317 6448 12492 14750 2469 1176 9425 7136 8078 6897
"211050_x_at" 8119 6428 17717 15775 7043 10018 9705 7792 9119 6067 5871 11842
"211051_s_at" 4253 9399 3935 16762 19664 5692 6247 4109 6785 21184 12158 2599
"211052_s_at" 4598 2185 2384 5085 14894 4011 2437 16832 4987 3647 3591 3994
"211053_at" 10997 9809 10768 253 6605 1469 8659 10040 4565 9189 11549 2343
"211054_at" 13096 9525 14552 9644 10027 13273 10535 9063 12224 12718 9506 12652
"211055_s_at" 13430 7911 15918 6945 13229 17388 4918 6662 853 2358 8125 8321
"211056_s_at" 3645 4002 910 3890 4610 1541 2851 6264 12806 2522 2083 5748
"211057_at" 13071 10326 9412 2196 6367 10854 9953 11219 11306 1496 12998 12706
"211058_x_at" 9393 5135 17870 14410 5362 17257 11645 16174 13305 14661 6463 5741
"211059_s_at" 4899 4051 1459 21832 3819 3003 19307 17130 19866 5388 21503 15479
"211060_x_at" 2620 2544 3472 14512 3749 4508 5720 16348 7031 6852 5151 4793
"211061_s_at" 719 268 7511 323 228 4721 1101 803 1326 14389 574 339
"211062_s_at" 11998 13627 11299 12613 6542 15123 2331 8979 11176 8816 10599 7320
"211063_s_at" 16914 17615 2784 18125 16082 7792 9790 6638 13772 5307 5693 18034
"211064_at" 6962 15247 16080 9461 8269 19657 14360 8120 8741 19213 7465 11935
"211065_x_at" 17506 18417 17042 13782 19218 17955 17350 17736 15976 17569 6874 18249
"211066_x_at" 18041 19666 2292 21842 19387 2616 10117 18946 20056 6987 21022 19015
"211067_s_at" 9213 11129 6531 5802 9662 17439 13820 12451 11163 15852 10490 10158
"211068_x_at" 17942 19605 4936 18130 18198 7233 19703 17423 16770 14982 18898 15287
"211069_s_at" 5243 2306 5859 2975 4085 3712 7262 5429 5188 14224 4315 4137
"211070_x_at" 4530 16775 3215 5117 2908 3778 5210 6275 4758 4850 3617 5166
"211071_s_at" 338 350 18079 19946 997 8403 20116 1294 908 14201 1576 821
"211072_x_at" 9719 5612 17708 14101 14671 17094 11853 16398 13151 14676 15212 6324
"211073_x_at" 9261 3190 4431 3387 5499 10960 9843 14932 6704 9590 6595 6211
"211074_at" 17452 3916 3972 13335 3714 5503 4252 4547 13476 18166 18533 6624
"211075_s_at" 15164 18049 17279 2822 5589 15349 3166 16090 14483 7464 15245 6656
"211076_x_at" 14747 14508 13202 8288 13315 12948 10227 15469 4835 5713 14909 15985
"211077_s_at" 19915 11910 16081 15649 15446 21059 21522 21495 21773 17135 11516 13946
"211078_s_at" 2144 1167 5884 2781 16773 4857 9646 987 2979 3355 15437 2982
"211079_s_at" 12312 12741 8021 11014 6538 14571 15025 8266 11284 8507 13697 7278
"211080_s_at" 4531 1060 569 19430 1270 605 5071 3003 2686 381 5669 2010
"211081_s_at" 20610 16935 20777 15339 17571 16561 16205 16862 14044 19059 16897 19171
"211082_x_at" 7944 9562 15367 7460 10277 9629 2220 13110 16091 17199 12233 8992
"211083_s_at" 6253 5258 15003 11586 7667 13870 2279 9047 1000 7070 8336 11497
"211084_x_at" 4424 3061 3571 17010 16621 1554 10144 8100 3006 4301 15189 775
"211085_s_at" 698 784 1156 230 717 2151 333 590 943 6425 3336 2192
"211086_x_at" 90 43 1677 982 992 537 1404 224 246 717 1690 348
"211087_x_at" 9964 17230 21124 16069 6646 7596 7580 687 126 20140 12046 971
"211088_s_at" 17345 16638 3827 20219 15970 16816 7944 21545 19742 19212 13857 21024
"211089_s_at" 17230 4116 19159 7090 1445 17189 16131 4606 4166 18832 19465 2701
"211090_s_at" 20943 21558 20791 20881 17659 15660 16069 20729 19983 16611 19976 20772
"211091_s_at" 4384 5602 20556 3301 20149 7888 4571 4605 16992 19383 19757 4512
"211092_s_at" 468 12472 12296 1916 8356 18468 2903 7072 13660 6075 2944 19661
"211093_at" 12119 15228 10804 8405 10813 16484 16012 7807 6254 9874 15748 2264
"211094_s_at" 21033 18856 17624 19841 19918 8997 5907 19761 18203 18900 20642 20719
"211095_at" 14989 12695 10209 6780 8104 6486 3781 7748 3338 10708 14914 12564
"211096_at" 12723 7001 6671 7561 8179 10416 11638 10201 12573 10041 14002 12315
"211097_s_at" 16409 13923 16148 12123 7827 18353 20459 20679 19854 21292 4784 16694
"211098_x_at" 3002 4728 1257 3556 1464 1332 2868 4006 4728 1018 4026 6008
"211099_s_at" 7315 10449 7661 7821 9982 12856 10325 13353 7185 9020 9714 9435
"211100_x_at" 10517 8339 21503 10293 5562 13457 12619 12495 9894 19140 12386 11614
"211101_x_at" 8326 6391 21163 6600 13318 16316 12517 11566 7698 21648 10980 10616
"211102_s_at" 10042 10937 16165 10360 6468 15357 11517 14055 11521 21294 9845 9561
"211103_at" 8229 11244 15195 11570 9286 14740 10729 12525 10425 8693 7976 7800
"211104_s_at" 8797 11439 14013 8512 9234 9686 12735 10643 9770 12866 9701 10930
"211105_s_at" 16160 5495 19352 1298 17596 17839 8188 6417 16504 18473 15280 5138
"211106_at" 14862 13188 4404 20175 14445 6708 8520 17692 18199 7875 13388 8244
"211107_s_at" 6518 14700 5629 13809 11485 11545 4205 8885 11269 10528 9868 9583
"211108_s_at" 12744 7097 11097 11105 6080 13452 13185 6045 10579 8929 11677 7504
"211109_at" 6641 11734 13754 8177 10751 11514 14008 12055 8994 3135 12737 10833
"211110_s_at" 5144 3638 4335 7500 4642 13755 7391 20482 14280 4362 16095 20063
"211111_at" 13146 11352 11442 6733 9426 11598 10836 9769 8203 8490 9857 9575
"211112_at" 10516 12770 6191 1569 14268 19497 21110 2601 2024 7053 15042 12146
"211113_s_at" 4705 2755 10773 770 3696 3015 1069 16547 2782 2540 1868 701
"211114_x_at" 16965 2061 4790 20001 2287 6565 18585 8136 15876 13845 6683 6532
"211115_x_at" 5026 16793 6260 20065 4420 5086 9065 8128 15781 4411 6385 5902
"211116_at" 18928 21707 15754 673 20117 17108 11294 21811 19608 10632 21543 22064
"211117_x_at" 7148 10877 12036 6042 10801 13935 10392 13857 12104 12315 10840 12342
"211118_x_at" 12635 9700 13713 7335 14214 15032 12706 14189 11999 13250 13508 9454
"211119_at" 9245 11427 11276 6689 8822 12744 11049 11629 9805 11914 10997 7937
"211120_x_at" 11904 11739 8974 6576 11601 14276 11993 11190 11895 11872 10866 8862
"211121_s_at" 15157 15684 20042 8194 19368 19585 19547 19992 20364 19757 20822 15783
"211122_s_at" 7973 7927 15673 11671 6154 12599 7682 8840 11495 9827 10151 9839
"211123_at" 8243 12586 12137 8509 10041 16618 20530 6290 4859 18568 7940 2061
"211124_s_at" 14980 12876 10988 616 14273 12821 2922 19984 20456 9478 8030 19050
"211125_x_at" 14527 15613 10479 7297 12276 7559 10583 13772 8355 12996 11389 6734
"211126_s_at" 876 691 5274 1546 290 1857 1117 634 653 179 681 120
"211127_x_at" 9873 16038 8597 7569 7232 12563 5941 9494 1924 2080 8451 7584
"211128_at" 12213 9250 10569 9390 11907 13251 7001 13719 7448 12105 7146 6836
"211129_x_at" 11709 9239 15180 4755 3236 10087 18202 2024 632 3157 5160 4113
"211130_x_at" 3878 6925 12478 11856 2800 13096 6459 2065 2386 11421 598 10887
"211131_s_at" 10294 10405 11557 6879 8194 12300 11201 13517 11401 11521 10545 6902
"211132_at" 8980 15182 14819 5990 12005 12658 13568 9525 12079 10618 13244 13480
"211133_x_at" 10447 8155 1719 5524 14038 9510 20644 20034 13105 17108 14774 10953
"211135_x_at" 7566 16054 3565 2359 2193 7925 3016 14417 10492 16249 8443 13137
"211136_s_at" 6126 16786 407 2579 5300 243 3837 5708 5888 493 6702 3861
"211137_s_at" 16581 4998 5310 4929 17246 9293 3818 6394 16365 14711 4834 16869
