"inst_1000" "inst_1058" "inst_1161" "inst_1220" "inst_1645" "inst_2680" "inst_4444" "inst_5217" "inst_5580" "inst_6179" "inst_6939" "inst_6980"
"200772_x_at" 16058 4862 18292 5365 16698 17473 15930 16477 13994 13591 16713 16609
"200773_x_at" 15271 16803 17585 13562 15241 16728 15311 15015 13468 15681 15754 16048
"200774_at" 18419 19089 20162 18012 19411 18785 16129 18250 16657 18854 17796 18453
"200775_s_at" 5925 18508 17915 14453 16312 16343 17233 17025 12998 14923 16026 17621
"200776_s_at" 6141 3352 3480 4359 4049 1687 8396 7449 12848 3602 6541 5870
"200777_s_at" 6007 3177 4160 3889 4835 3042 8828 5006 6768 5973 3779 5270
"200778_s_at" 17840 18580 5147 13352 4974 4770 6654 6908 7111 6752 16854 15188
"200779_at" 19221 18451 18344 15857 19990 8766 15572 19843 19364 17457 19482 19623
"200780_x_at" 9674 5591 16491 14758 15686 15736 9347 16330 12951 15512 5811 15092
"200781_s_at" 9649 5171 16307 4522 14523 11042 16407 14909 8926 9680 16235 5754
"200782_at" 4541 17649 18339 4486 14715 9159 7320 7390 15245 16903 4734 16215
"200783_s_at" 17724 18347 19259 16728 4030 16650 16142 14946 16697 18029 15788 17388
"200784_s_at" 11620 13609 13246 1922 7890 20386 15619 11503 7613 8597 14441 8311
"200785_s_at" 14328 14724 13855 11923 7238 11451 21648 13798 3958 9973 10934 12869
"200786_at" 5964 17291 5316 14714 15405 5150 15862 16860 15649 5720 6807 16209
"200787_s_at" 17376 4856 20391 16813 16706 6853 8433 16939 13752 20286 6694 16802
"200788_s_at" 17171 18043 20106 17132 15448 8884 15334 6711 15069 18746 6693 18183
"200789_at" 2773 19430 18284 18912 5777 9327 19482 4602 16195 18546 17385 17944
"200790_at" 1714 1459 2893 408 1864 3483 6348 970 1658 4256 584 910
"200791_s_at" 4034 2826 6936 15303 15777 7945 8255 7261 16125 16484 5666 15411
"200792_at" 15670 16723 6943 16094 15215 15630 9186 14939 13975 14672 6442 15943
"200793_s_at" 5708 20477 5345 14752 18949 6164 6728 5628 15907 13528 16677 19139
"200794_x_at" 19595 19633 20996 20261 20456 20795 19563 20009 19705 21059 20038 19635
"200795_at" 14210 15580 14027 11848 8880 18681 13067 13274 18045 13403 688 14156
"200796_s_at" 912 128 2165 13096 896 642 376 2472 434 5252 16831 1823
"200797_s_at" 1148 881 4188 16253 1257 3979 1293 1108 1713 4913 809 1222
"200798_x_at" 1321 1415 2825 4846 1247 1632 632 1604 1911 5570 1907 1600
"200799_at" 741 474 11032 249 681 11203 787 1378 1605 9562 950 802
"200800_s_at" 318 103 41 49 158 24 235 641 382 20 346 92
"200801_x_at" 9385 16715 18254 13262 5798 15783 11668 7799 8803 9585 5838 6040
"200802_at" 15051 2961 5746 17030 4000 8559 8935 6151 6442 17072 6703 6153
"200803_s_at" 16519 4997 16544 14948 5019 5674 6579 5926 4494 6500 6288 5873
"200804_at" 3898 3723 5258 15249 4758 7477 7563 5154 5633 6384 6098 6177
"200805_at" 5541 5338 4293 14118 4008 5132 8664 15143 13580 7153 5638 17873
"200806_s_at" 6087 17475 16250 13892 17043 5931 9056 7426 12971 14537 16988 15634
"200807_s_at" 5884 17343 16490 13000 14775 8003 9572 7707 8819 9597 6090 15028
"200808_s_at" 17106 5146 21459 13753 17499 18320 19324 15289 17880 21394 17676 19596
"200809_x_at" 9660 4977 7583 4510 4259 10973 15292 15727 6937 9601 6778 6036
"200810_s_at" 19712 17269 18575 18327 17185 8887 10236 14966 14907 17291 15211 16580
"200811_at" 4468 18055 19284 18521 14654 17009 16763 17664 13322 14220 19736 15640
"200812_at" 15836 17347 16344 17061 15506 15767 10209 16015 15323 13595 16486 16953
"200813_s_at" 20447 21007 18673 18415 17800 9371 9615 15735 17198 19511 6881 15469
"200814_at" 2849 2982 3261 14064 2070 3928 6581 5011 5018 3545 4252 3979
"200815_s_at" 19032 20825 18729 17829 19405 17776 18821 18134 19861 18169 18876 20056
"200816_s_at" 16709 19952 19024 18645 19617 8596 19275 17932 18867 17703 18830 19942
"200817_x_at" 9240 4964 11132 5203 4667 10969 11678 10583 8821 9599 6670 5724
"200818_at" 17508 3732 7113 14414 4084 8071 9313 8176 13758 13821 4846 15154
"200819_s_at" 9258 5487 7473 13108 14592 11064 15352 7314 6871 9702 15493 15574
"200820_at" 16366 3946 17130 15458 16370 8637 16445 15293 13733 15386 6063 15100
"200821_at" 3489 2601 2655 3179 4616 1384 5723 4629 4375 3863 2985 5954
"200822_x_at" 2811 18681 7538 14756 15351 17768 17328 15198 14305 14861 16546 5054
"200823_x_at" 5272 4917 5037 18384 4785 7810 8588 15251 6935 15164 6369 15018
"200824_at" 13780 15491 6074 17077 1130 9259 16014 7537 3374 17085 15043 5242
"200825_s_at" 3953 5035 4894 1940 3302 3182 4008 4584 13898 3791 3306 3914
"200826_at" 5565 3227 5118 15164 5498 6857 9272 8010 6240 14529 15794 15042
"200827_at" 5384 2256 3212 5341 5101 7747 5722 6162 4795 7595 2684 5739
"200828_s_at" 20179 18850 20692 19514 17581 19113 17903 19583 18621 18441 20585 19160
"200829_x_at" 18418 20029 20947 19149 19358 17116 18472 18994 19560 19047 18836 18687
"200830_at" 4561 5496 1659 13592 5174 1086 8486 6741 13217 1441 5899 15735
"200831_s_at" 4534 17706 19765 2089 17456 18153 2947 17888 13551 19412 17904 6474
"200832_s_at" 16026 17613 18850 2575 4558 7713 5076 15658 6458 17392 5956 6497
"200833_s_at" 3711 2562 18778 2519 5802 7807 4615 4511 5975 15260 4713 6205
"200834_s_at" 9392 4581 7514 13053 14855 11010 11723 7083 8874 9638 6773 6282
"200835_s_at" 17295 2083 1777 2248 20152 18090 16520 6795 4785 19083 4205 16728
"200836_s_at" 5518 1220 16663 22249 4672 4310 15395 20494 13127 962 6666 5315
"200837_at" 5713 16950 4538 14966 4087 6181 9739 6102 14603 5843 6107 4264
"200838_at" 16901 4414 7047 16390 17129 4196 7888 15958 17289 17866 17662 15786
"200839_s_at" 15044 4117 4764 12983 16622 4993 5504 14987 14047 7158 6628 15841
"200840_at" 15966 17576 6004 14298 14890 6831 9126 6644 7073 7736 4955 6230
"200841_s_at" 15850 4762 16874 14425 3621 17914 4670 8003 4398 14588 17189 15183
"200842_s_at" 15468 20861 16356 14405 15350 16733 7160 7203 14659 15638 3102 16747
"200843_s_at" 5611 5669 7515 13028 14618 16261 7898 15055 15950 16953 6896 15918
"200844_s_at" 17616 17258 5136 4058 3587 5893 8759 7271 5508 5020 5552 4976
"200845_s_at" 6096 5159 5705 4858 15230 5813 8675 7283 13220 6627 6563 15748
"200846_s_at" 6030 16577 7645 14626 15141 8562 15623 15210 13730 14612 17330 15520
"200847_s_at" 2226 1192 4059 2030 4173 3469 2852 3132 2783 5538 1850 1857
"200848_at" 4962 5094 3195 3353 3093 3138 4090 6049 4959 4366 4735 3739
"200849_s_at" 5632 17032 3121 13697 14706 2898 4168 4518 4234 4713 6472 4732
"200850_s_at" 3674 5570 3614 4806 4849 2514 5407 4694 6480 3034 4310 5399
"200851_s_at" 21117 18272 18418 16987 19268 7318 18374 16797 19167 16082 18863 18352
"200852_x_at" 16018 4610 17688 3392 16842 8659 7956 16811 16690 20188 16216 18557
"200853_at" 5281 5418 18959 13986 17546 17408 16328 16907 16628 18786 18313 17287
"200854_at" 19557 20476 21245 20654 20572 20009 20140 20312 21079 18602 19898 20851
"200855_at" 16186 19303 5326 14065 20772 19062 20578 16279 16344 20884 3709 20371
"200856_x_at" 21367 4492 17894 18792 22005 18530 17549 18965 20076 20590 21479 18683
"200857_s_at" 19433 20928 19098 20750 19979 18488 19180 20307 19417 16350 20969 20320
"200858_s_at" 15928 4751 6916 15344 15700 7859 9535 15313 6416 14840 16278 6592
"200859_x_at" 5428 16429 5307 3001 16022 8172 4358 8059 13272 16783 16012 3633
"200860_s_at" 16640 17104 20449 17706 17671 19431 17192 19000 17802 18497 19411 17707
"200861_at" 16714 17905 19465 18190 18031 19524 8504 18465 16928 19445 19711 5131
"200862_at" 18914 19062 6714 788 15284 3821 3989 16238 17932 13761 6739 15480
"200863_s_at" 6139 4992 3627 13868 3603 3307 6638 7339 6392 3658 4440 4374
"200864_s_at" 5549 5526 5304 14313 16513 2474 5624 4965 6724 5831 6137 5686
"200865_at" 8369 15791 12721 3671 13466 19240 16808 9151 10991 11215 3462 13316
"200866_s_at" 3388 1926 1239 13920 2664 2978 5735 2817 1584 2925 2630 2249
"200867_at" 1603 742 1147 1824 608 1058 2486 1620 1333 3121 820 881
"200868_s_at" 932 422 1000 1004 444 408 1163 1182 1359 1574 684 811
"200869_at" 9621 16801 6703 13305 5353 10993 11707 15022 12888 9621 15916 14988
"200870_at" 15193 4004 2169 4043 3869 2261 4945 5734 6337 3401 4828 6451
"200871_s_at" 1957 1281 2049 5308 1643 2187 6851 1628 2683 4491 1713 1729
"200872_at" 5399 3344 18343 4826 4485 8757 16495 15356 5825 20168 5537 5181
"200873_s_at" 5030 3635 6988 4263 5404 6173 8041 15296 6687 13799 6780 6250
"200874_s_at" 18766 18213 19338 17183 21895 15982 17475 18070 19773 13486 4395 20578
"200875_s_at" 17617 17945 16670 14543 19167 15557 18980 17984 17365 19785 18288 18859
"200876_s_at" 15517 17308 7262 14795 15268 5929 10019 15694 13814 7282 15737 16718
"200877_at" 15105 4221 17003 15966 17922 8099 16651 17997 16454 18102 17696 17977
"200878_at" 353 257 47 387 192 44 573 270 673 34 209 233
"200879_s_at" 10165 8160 12516 2176 4345 14373 2911 3994 1230 2062 3136 7103
"200880_at" 2168 2839 2793 18392 3802 1934 9655 4338 12787 5521 2648 3369
"200881_s_at" 15678 2165 2546 18140 4699 2002 15245 6508 12785 5776 5301 5421
"200882_s_at" 16237 3540 5979 17596 14625 5824 18337 15718 15895 15012 16910 17271
"200883_at" 16182 4550 5801 15187 15314 5694 9845 6432 7100 15040 17695 15749
"200884_at" 1211 1685 636 2852 2237 507 1560 2484 2175 207 1546 2143
"200885_at" 2384 2414 2581 13074 4257 202 4494 1677 2147 4756 6158 4128
"200886_s_at" 16549 3335 17569 14312 16251 16822 8873 16506 6696 18360 6546 16566
"200887_s_at" 1563 2803 3704 3553 3544 3719 2245 3047 4874 5960 3863 3416
"200888_s_at" 5331 3803 7051 13595 4593 8739 15317 7594 13349 14891 17878 15633
"200889_s_at" 15508 2655 17404 14635 17457 6926 5565 7092 14972 15281 6613 15629
"200890_s_at" 3649 17137 19208 4252 15893 8012 7561 6652 12957 16027 15668 6256
"200891_s_at" 4979 3748 18564 13410 18490 4846 10080 15247 19373 15785 16263 18480
"200892_s_at" 18002 17893 20660 15312 18150 16315 8962 17709 18098 20010 20202 18022
"200893_at" 18506 18338 20406 5326 16968 17337 15847 18075 15693 18916 18276 15707
"200894_s_at" 16523 20044 19281 17351 18993 18807 9210 18393 18959 19787 20227 19183
"200895_s_at" 18120 18578 20492 17084 21026 18769 8808 18923 18579 19729 18882 19893
"200896_x_at" 17265 18469 20187 18558 17377 20598 17862 19075 17778 20686 17251 18030
"200897_s_at" 1998 2166 48 688 1808 109 1025 2983 2131 17 1107 1281
"200898_s_at" 3830 16778 3844 2627 4433 3735 5800 7354 14311 2743 6077 3280
"200899_s_at" 2936 4170 1753 16222 5654 3438 5914 2510 2896 4959 3196 2655
"200900_s_at" 5345 1442 16534 13989 5200 17484 7729 3982 3879 15270 17237 5624
"200901_s_at" 5462 17219 17209 14256 4376 15481 8788 6750 15677 17586 4610 15712
"200902_at" 18373 4426 16858 14672 15924 7451 8722 6267 15369 15651 16175 15928
"200903_s_at" 5755 5253 5432 15724 5305 9088 7569 8079 5137 16870 5613 15517
"200904_at" 1549 2295 16310 4566 1181 18449 5852 1134 14036 19102 691 712
"200905_x_at" 2111 1901 19068 4273 2495 16256 2327 1763 2086 16497 1793 1832
"200906_s_at" 2374 2921 1567 566 3709 18185 2314 3678 1690 1939 951 3634
"200907_s_at" 1086 1934 3144 475 1565 444 1052 2509 2681 520 1746 1371
"200908_s_at" 16992 12122 17614 20479 15303 15631 17826 2142 15370 17728 6709 17176
"200909_s_at" 5060 3911 7512 4413 14519 11024 11742 6331 6347 9656 15729 6503
"200910_at" 16028 4405 17511 16097 17081 17600 9075 16308 15601 17815 16501 18392
"200911_s_at" 395 203 3874 805 413 2249 5249 2251 1304 4647 904 334
"200912_s_at" 16322 19922 6189 16462 18687 5941 9787 19025 18720 14314 17579 18650
"200913_at" 4205 2915 17358 3193 16268 5544 2501 17579 15348 6606 4607 15151
"200914_x_at" 16609 2384 6370 13622 3790 4709 6806 4616 5787 15904 4021 5468
"200915_x_at" 3376 3505 5462 13914 4780 5072 6602 6538 13145 14041 5024 6078
"200916_at" 5005 3805 16210 15620 14771 17349 6915 15940 15513 17120 4380 6585
"200917_s_at" 19717 17758 19898 16414 4136 18369 7185 18038 18147 20043 20228 6458
"200918_s_at" 19639 19735 20009 18027 19234 19786 17142 19401 18614 19510 16742 19630
"200919_at" 18991 20404 17758 15136 19970 8128 17520 6018 16581 14233 17060 15459
"200920_s_at" 1031 370 6873 547 437 8322 837 1367 1641 8008 1620 1189
"200921_s_at" 837 614 16303 849 1066 7952 934 1995 2514 16177 1842 1496
"200922_at" 17348 18358 19970 17367 14950 6660 9712 7986 15257 15809 16912 6652
"200923_at" 3012 9605 7898 15717 18920 12776 17687 3335 4781 5366 2190 2228
"200924_s_at" 17646 18609 20490 4220 16382 20695 9573 17244 14968 21866 18401 16548
"200925_at" 4721 4949 4278 4789 4588 5447 9996 6402 5843 5287 4795 5698
"200926_at" 9568 3883 7555 13292 4903 11126 11836 10935 9034 9760 15990 15362
"200927_s_at" 18043 18530 16498 15090 17582 8273 19567 17119 17003 4910 19101 15693
"200928_s_at" 16173 9366 14102 12589 8632 2300 4811 4383 6286 15249 14771 2844
"200929_at" 15874 18121 19484 16749 14464 15591 8481 7392 14818 14866 16363 15942
"200930_s_at" 11208 12164 8734 1420 13303 6156 715 9182 12325 4494 13156 5659
"200931_s_at" 428 245 538 1199 205 338 4250 243 274 336 167 162
"200932_s_at" 5157 17164 6073 17465 15012 6237 15664 15616 17399 5647 6836 17392
"200933_x_at" 6022 16992 7584 15211 14702 11096 11810 15020 8998 9728 5658 6369
"200934_at" 19750 20251 20793 19811 20461 17211 17566 21419 20134 18813 19918 20813
"200935_at" 2904 991 2888 2316 5740 2302 6116 2787 4063 6488 19995 3983
"200936_at" 9420 4989 5491 7750 4962 11102 11818 15101 9005 9734 16046 5732
"200937_s_at" 5977 5549 7518 5274 16229 8205 8997 15740 14116 9645 15791 17714
"200938_s_at" 8515 6762 12577 12474 9884 4720 12563 2519 10123 10551 9879 12394
"200939_s_at" 7374 8672 10078 10941 11780 10475 2316 15371 10785 5855 14910 13849
"200940_s_at" 5397 19044 5666 13755 3545 8931 6353 5099 6753 16979 16043 15336
"200941_at" 2866 2429 2690 14352 3508 2740 6124 5070 4493 5237 5427 5436
"200942_s_at" 4731 2971 4262 13273 4843 6668 8643 7279 12744 14679 6862 5403
"200943_at" 15215 4506 6730 16407 16017 6839 16464 16564 14145 6792 17184 16142
"200944_s_at" 15238 5674 6721 15281 5529 8076 17355 7144 13201 14281 16977 15810
"200945_s_at" 15736 5461 3850 16612 14813 3624 8523 7847 15654 3931 5015 14989
"200946_x_at" 15512 5251 18867 2784 16716 17222 4620 15262 14105 17384 16923 15423
"200947_s_at" 15849 4850 20032 3486 16487 17527 4430 6765 14255 19892 6088 6687
"200948_at" 5532 2538 983 3780 3846 1028 4994 4281 5397 1542 6539 3509
"200949_x_at" 5143 4558 6686 4824 14531 10966 10114 15193 6956 9595 6540 6233
"200950_at" 17516 2301 5736 15387 15832 3117 8606 6459 13040 3828 16703 6181
"200951_s_at" 6698 10393 16780 5723 10967 21138 10339 10679 10077 21029 9846 9567
"200952_s_at" 13794 7526 8994 12682 7182 20604 15286 13753 11220 17913 5999 8237
"200953_s_at" 12859 6343 17652 7094 7832 21578 1864 9614 863 19147 13193 7022
"200954_at" 2106 3407 2876 16201 3784 2623 3548 3836 4867 7063 4400 2186
"200955_at" 17427 19872 21204 20974 19800 21081 20538 20430 20336 21498 19768 20007
"200956_s_at" 18085 3545 18770 15172 18041 18904 17522 19150 19134 19940 20088 18524
"200957_s_at" 17441 18903 19001 19745 18953 19243 16478 18360 18299 18165 17708 19887
"200958_s_at" 5239 1715 6062 4822 3954 5219 3028 5861 5123 7476 3417 3831
"200959_at" 19075 2784 5988 13933 17535 7996 8377 15506 16088 15620 18770 17786
"200960_x_at" 4859 3520 4848 4462 15036 7044 7282 15045 6876 7429 15161 6587
"200961_at" 3169 3157 4117 17002 1244 5149 7034 2839 3019 7285 2984 1482
"200962_at" 5097 18811 1771 19347 20895 2704 19848 18760 20009 1560 20883 15561
"200963_x_at" 9357 16550 7064 3842 15136 11129 11838 15161 9039 9762 15162 14981
"200964_at" 3646 4962 5836 4735 15071 8251 8203 6324 17295 14435 4934 6623
"200965_s_at" 1555 3910 13857 3926 2816 9704 2967 2960 13223 12642 4297 3726
"200966_x_at" 5306 3826 5776 1849 3641 8061 7572 7521 6198 14252 4823 4461
"200967_at" 5853 4522 5482 14159 4438 5158 9676 5495 13834 6248 15441 15762
"200968_s_at" 6014 2239 6239 5311 5512 6508 8956 7065 6397 15242 15771 16192
"200969_at" 3534 4795 17322 3941 5730 6280 3726 6030 6600 16115 5544 16461
"200970_s_at" 4063 4246 7007 3064 14673 6376 2257 7441 13853 15196 6821 4743
"200971_s_at" 4680 5664 17001 3463 5430 5611 4936 6248 14057 14756 6300 4796
"200972_at" 855 1364 2221 5035 1873 3055 5731 1797 2720 3554 1426 1198
"200973_s_at" 1417 980 2827 4875 1246 2130 5848 1081 1955 1838 595 823
"200974_at" 18828 12733 999 13087 21486 4170 19522 18421 20533 3593 15337 3101
"200975_at" 17379 17656 5722 18847 16037 6887 17041 17367 15844 7123 15978 17041
"200976_s_at" 15061 1337 3828 3275 2285 3747 1801 2794 3578 4986 2442 3110
"200977_s_at" 3046 1658 4855 3305 2922 5778 5037 3827 3921 5531 4101 3189
"200978_at" 4605 3827 6389 13004 4108 5742 8204 15428 13008 4964 4756 5416
"200979_at" 5892 2065 3880 16872 5413 2608 3759 1926 3590 3025 3394 5683
"200980_s_at" 15897 3165 4315 4156 3024 4558 4756 5136 5326 4967 4500 4231
"200981_x_at" 15632 17862 7438 14043 15173 15702 8975 17157 13778 16158 6614 15375
"200982_s_at" 15028 17778 5303 14706 5698 784 4260 8066 16155 3163 6708 6333
"200983_x_at" 3541 2509 40 15163 3379 83 5300 3267 4503 68 5912 2045
"200984_s_at" 2284 1678 549 5253 2358 1096 5611 2884 2680 139 3825 1971
"200985_s_at" 2476 2244 160 3252 1887 201 6641 2901 3212 57 2602 2416
"200986_at" 13752 11588 13428 10556 12551 10511 11132 13632 12084 10741 7503 10599
"200987_x_at" 16364 3524 3533 15082 5769 3653 9911 16097 14605 6022 17272 16584
"200988_s_at" 15851 18263 4842 5080 15067 2651 5945 16214 13110 4448 15717 5124
"200989_at" 16137 5615 6419 1626 15045 3080 8668 6586 13626 5385 5042 16187
"200990_at" 17004 20629 18285 16043 20082 17521 17493 17965 17165 15358 5527 16378
"200991_s_at" 5105 4666 21058 18644 15831 18334 16801 7650 17494 20292 15686 19758
"200992_at" 5975 17532 16622 4664 5350 6655 10235 7007 12745 7367 5187 14951
"200993_at" 15087 17786 6652 14862 5298 7890 9511 5938 14440 7819 5191 15232
"200994_at" 15905 3597 16907 4429 16524 5782 16723 5152 15378 16542 4405 15677
"200995_at" 18769 17672 6798 19426 15055 7538 17447 16512 17151 6959 6730 16662
"200996_at" 17433 18709 20619 16595 16693 18023 9425 14940 14380 19144 17227 16454
"200997_at" 16023 4336 17374 13057 18014 8134 8561 16738 16684 15241 17970 17755
"200998_s_at" 20505 21830 20945 18747 20354 20735 20821 20100 20379 21272 18833 19681
"200999_s_at" 20467 21278 22195 19026 20479 21594 17945 21190 20856 21617 17812 21426
"201000_at" 16820 18899 21594 19077 16537 20273 18284 19202 18160 20163 18166 17649
"201001_s_at" 5836 3048 6815 15395 14704 6107 7387 7362 13785 16021 17012 16467
"201002_s_at" 5476 5408 5030 18102 16218 6321 8746 7954 14275 14707 15237 15076
"201003_x_at" 15463 17393 16623 19136 5044 16186 17343 16948 14843 18982 18875 15652
"201004_at" 16738 16792 6166 15713 14608 7682 15414 6856 13634 15203 15175 5872
"201005_at" 3416 3573 13568 3533 5307 3291 5246 6522 12808 7870 6213 15248
"201006_at" 8040 14315 15649 2254 797 20167 19420 6600 2586 4425 3213 5823
"201007_at" 1985 1629 2148 3340 2979 2816 5132 2270 3014 3712 4099 1922
"201008_s_at" 53 8 1982 195 10 4451 819 185 49 15293 66 56
"201009_s_at" 70 22 2639 518 26 6015 730 164 65 7524 121 43
"201010_s_at" 103 35 2783 397 28 5216 1579 226 91 14246 139 47
"201011_at" 15052 17876 7062 17457 15352 4898 7470 15418 14458 15859 6619 16370
"201012_at" 176 587 19884 964 148 6479 1338 547 1081 18658 377 201
"201013_s_at" 15808 17866 18793 15729 16960 8069 8923 15657 14345 17484 6197 15500
"201014_s_at" 16502 4734 18580 17035 15408 9205 8652 7811 15784 16422 17191 17121
"201015_s_at" 16552 5327 2666 3444 15898 506 1296 16183 13838 7090 4710 16093
"201016_at" 19638 2991 4441 4071 16702 5735 7669 15282 14436 14763 16208 16458
"201017_at" 5647 2851 2754 3194 4242 2624 3024 5863 5386 3754 4050 6071
"201018_at" 3393 3383 2449 4049 15963 1196 2805 4305 6069 2004 3017 5608
"201019_s_at" 16815 18597 5380 13902 15435 3040 8136 7085 13141 5226 15312 16039
"201020_at" 20361 19757 21346 20437 21123 21720 21352 20412 20150 21558 21418 21475
"201021_s_at" 5465 3441 2612 3657 3427 1718 6282 5698 6002 3904 6840 5485
"201022_s_at" 4120 3952 2332 4649 4168 2467 6327 6503 5435 1980 4951 4517
"201023_at" 21097 21686 19902 20824 20798 18133 20047 21144 20809 17458 20447 20808
"201024_x_at" 1910 825 5621 3178 4227 6141 5925 4885 3507 15848 3550 3766
"201025_at" 3111 2393 4423 3940 2637 3765 3196 3169 4017 6219 2323 3909
"201026_at" 3036 1513 3519 15828 2824 7396 3649 1084 3469 4742 3959 1991
"201027_s_at" 2394 2018 4342 1665 5424 5895 4170 2517 13029 5790 1380 2912
"201028_s_at" 3924 2348 16849 4176 3858 7064 6670 6029 5125 16344 6096 3336
"201029_s_at" 4324 2981 5244 13101 4484 8151 5724 7466 12879 5507 4521 4075
"201030_x_at" 7468 14862 6774 13885 14200 10958 9189 13819 12577 9588 9491 6700
"201031_s_at" 15902 18990 18972 16603 18475 8843 16354 7815 15134 16921 17657 17642
"201032_at" 5859 4824 1165 1234 14463 1636 2617 15217 15051 1313 6358 15617
"201033_x_at" 9516 5239 6937 4653 4267 10956 11667 15287 8800 9584 6415 5932
"201034_at" 297 116 395 13704 200 568 2746 201 149 162 164 121
"201035_s_at" 4719 2094 3551 13445 4061 3988 8677 7871 5648 6894 19791 15343
"201036_s_at" 5482 4236 4945 15748 4559 2697 6408 5815 15178 3868 6858 16099
"201037_at" 15066 17719 21721 4254 17090 19952 6038 16283 15696 20297 4538 15970
"201038_s_at" 19515 19608 21400 21323 20523 20346 19436 19335 19464 21659 20269 19673
"201039_s_at" 19829 18863 19966 19579 19887 19057 19862 21063 19708 20352 21487 21270
"201040_at" 1174 1044 3104 1797 3673 1709 1658 1842 800 7422 1520 1288
