"inst_224" "inst_384" "inst_390" "inst_447" "inst_849" "inst_966" "inst_991" "inst_1049" "inst_1152" "inst_1211" "inst_1548" "inst_1636" "inst_2671" "inst_3165" "inst_4435" "inst_5208" "inst_5571" "inst_5767" "inst_6170" "inst_6243" "inst_6931" "inst_6971"
"218809_at" 6099 17691 12486 5350 9264 18605 19282 20170 15323 20229 18847 15564 4863 14580 18196 20221 18218 4266 3593 20090 2851 15103
"218810_at" 18001 11805 16000 1495 2000 21837 22229 15510 2018 21346 20567 14390 3456 6532 20845 21060 12140 15527 5060 21130 12908 14636
"218811_at" 21693 1764 1831 1700 15141 12492 10359 12015 12890 21697 3583 12826 1728 17719 22018 928 13210 1920 10387 15818 4214 12447
"218812_s_at" 1041 18243 3823 14674 3482 2755 1257 18556 3236 22162 21304 2862 2806 4626 4017 21651 21286 2935 3989 1274 20456 18557
"218813_s_at" 19755 12318 11930 2944 3205 13669 15925 21752 14701 16160 7993 21712 1173 5381 2403 17499 16228 20279 3617 16429 14886 15646
"218814_s_at" 14002 13651 13723 18645 17635 12727 12878 12645 18726 2555 4311 6906 3112 16311 21864 2232 7025 12447 3594 11548 10955 11390
"218815_s_at" 4086 2435 12240 9080 241 1917 501 157 10623 21141 17007 599 504 861 12417 674 1243 19133 12629 606 1439 395
"218816_at" 20351 19232 6544 93 7377 18962 16469 21816 10451 21829 8752 19266 21237 22027 19553 15394 18759 5036 14069 21854 21313 2584
"218817_at" 21537 14975 13914 3432 1594 3531 2830 16047 19258 964 4356 19099 12316 13333 20860 5551 19046 13735 6645 17474 19617 2673
"218818_at" 2513 1742 22186 3445 14010 10859 9499 6799 21506 14073 5838 12731 3257 11104 2132 10818 5797 6451 3894 9262 6056 7068
"218819_at" 16276 20103 18787 4491 1986 21737 21893 19351 16289 18329 5256 19637 15401 5437 20719 4805 13440 21759 6714 14381 20517 21822
"218820_at" 15391 21056 18703 20245 3681 19839 17963 19928 12466 8901 10437 703 9760 20288 10512 15114 16208 8658 17569 13797 460 14738
"218821_at" 15057 15106 13245 5101 7525 15964 2416 16988 19175 4684 12554 15804 3258 5013 14339 18466 21169 21246 1203 19291 19779 20649
"218822_s_at" 21655 19672 7445 22188 3176 3659 14287 1925 11796 7147 9488 19852 865 5567 5679 3888 18494 2276 330 18231 14788 14773
"218823_s_at" 5160 16317 17862 5739 3632 20493 18414 22132 5078 3581 3440 20527 11856 15294 17997 18369 19221 17801 1172 16222 18988 19979
"218824_at" 20503 20155 8862 5818 16186 5128 12799 2952 10121 10942 9242 5601 10468 18251 11385 13535 9740 8666 2488 5800 5597 5799
"218825_at" 4311 14724 8750 30 1441 6712 8904 10226 12618 12260 9758 3029 7520 21585 641 4612 18068 3731 12948 5702 12026 16806
"218826_at" 6701 16765 20721 16867 8118 1062 4794 14067 22137 5781 21876 16766 21783 18459 15883 15422 16214 18484 21137 12719 16515 16594
"218827_s_at" 8300 11153 13098 2297 2290 14937 15044 19591 5407 19858 21305 1499 15778 17878 12880 17565 14279 19853 3874 19683 14317 13867
"218828_at" 19031 14887 9189 13261 21563 21613 19675 16669 12406 20877 10068 14091 21613 21951 18985 22039 22092 17795 16829 442 543 2275
"218829_s_at" 8053 18090 3141 467 4775 16365 14398 18762 15866 18980 21196 15911 12950 3227 15727 15439 13754 1751 1754 12283 13171 14130
"218830_at" 16877 10693 14595 12505 5669 3842 4540 14472 18312 6465 2293 15369 15347 14299 12032 14898 11686 11023 10464 15835 13763 13545
"218831_s_at" 11308 5675 1567 19208 16616 10761 6260 3366 348 5093 8620 4861 1241 11857 16346 11609 4890 21417 2784 8498 7640 4762
"218832_x_at" 1514 963 108 15090 1623 1018 218 203 5778 11093 14709 21113 3666 1865 15568 176 232 6771 21181 2597 10658 106
"218833_at" 20589 20001 21705 133 8570 15379 21423 450 18030 21828 20807 18402 21754 3257 2782 21165 21368 15275 6033 819 16762 1265
"218834_s_at" 13837 16690 7857 17847 4220 18838 21087 20544 11043 1233 14938 15362 10005 5489 12966 21757 20562 1443 4734 2670 12558 17451
"218835_at" 9715 5034 6586 8329 19422 11928 7862 4127 8648 11035 7963 11870 7442 8757 8403 8360 10581 6804 13059 10741 11536 9901
"218836_at" 17325 17400 20456 18799 7319 19806 19303 21520 20697 17497 17708 19061 17136 15183 14873 2115 18388 18434 20262 17868 17015 20207
"218837_s_at" 1206 21105 4400 20092 199 2338 21782 18890 20114 21922 20029 17877 14407 15880 20989 4485 18466 5065 14216 22277 1975 19386
"218838_s_at" 20293 16256 4943 20212 4699 19958 3278 21285 2619 18830 5210 18698 4532 18811 20832 17529 17805 19811 2726 13035 17336 18631
"218839_at" 11048 8469 10554 13239 15521 6822 13772 6179 9430 18110 12791 5001 8232 11987 13634 12346 8270 12593 12831 9796 6405 7247
"218840_s_at" 21936 1549 20282 4875 6265 18624 16435 21939 17281 18756 17902 3238 2252 20315 3151 19588 18316 19074 5714 18394 18165 22131
"218841_at" 1709 17123 636 18627 20284 21504 14341 13893 4124 4219 20647 19057 17036 16740 13513 18549 13789 19699 4728 14588 20826 13086
"218842_at" 2889 11455 15410 19248 8679 18792 15923 17149 19275 2949 2109 17050 12468 13465 12668 4185 14231 5099 3160 16538 20045 17147
"218843_at" 10428 5632 10710 8562 12050 10134 10686 8781 12557 13637 10859 7050 8351 9356 373 12194 5306 6509 15410 8254 6543 5769
"218844_at" 19725 1591 9247 20167 20662 20477 4729 10621 9743 16131 16085 20888 10676 22244 18995 17283 18470 12069 16946 21312 13112 876
"218845_at" 16658 834 13647 5600 20535 14856 15041 20679 18233 7482 20007 17089 17757 17374 16908 16686 16605 16984 19852 21859 13823 16854
"218846_at" 2587 13810 14708 18127 5160 18810 1641 17454 16002 6601 2899 16261 13020 6915 17503 16805 19732 19223 2589 20559 21017 17659
"218847_at" 20186 644 10976 21952 19964 19374 20489 21922 14751 20393 15628 3361 19759 16934 16065 20762 15158 18086 19889 16968 2666 20168
"218848_at" 20925 16675 16203 14801 5357 21846 16980 18674 20649 956 6104 16328 14056 16388 21404 18675 13951 20332 11933 15275 17960 17482
"218849_s_at" 20201 20587 21113 4533 9290 22106 20319 17460 8288 18912 3036 19015 687 21784 20352 21037 18564 11519 21949 21959 2622 22267
"218850_s_at" 7888 3030 20204 16806 953 14188 18619 698 17635 4170 17880 14632 16622 21009 1781 19385 18259 17495 5842 1146 18127 14555
"218851_s_at" 3882 8815 5973 11760 12019 181 20033 8080 986 939 9184 19009 22138 745 1319 16738 11422 1243 5149 7074 11369 18740
"218852_at" 5832 11269 16254 18594 5049 13973 15932 18501 4002 5261 3216 18381 11922 18957 11741 15364 13077 12918 8883 21239 15473 18280
"218853_s_at" 18299 16181 4738 20413 7677 19681 20685 21827 2867 16828 4566 19483 2913 4580 15752 16491 20018 15942 3262 18570 18947 20746
"218854_at" 21699 14952 7343 2156 19789 19887 3468 17908 20082 5615 17351 20898 17020 6665 19035 20284 18201 20880 13955 15131 17267 21545
"218855_at" 18239 21038 14331 20505 21817 1826 21062 20905 740 21692 4746 3767 16177 5460 1674 21405 19399 16348 4731 2946 21002 12977
"218856_at" 6687 13090 21690 16605 1139 14034 3413 15931 21525 5933 21652 729 22149 1820 3828 2124 13575 11256 21401 2208 816 1766
"218857_s_at" 17180 11315 587 774 3260 15530 19865 16777 113 19190 149 17949 77 17752 4272 4539 11053 3245 143 18978 19476 19817
"218858_at" 20197 15348 20061 19531 20574 1049 2576 16638 14856 21611 14574 19208 22169 13708 15122 4172 3602 1005 22052 1778 20218 1575
"218859_s_at" 19387 14922 22221 19368 8742 13308 15742 17961 20598 1578 19277 3799 19718 6583 11798 16160 4370 3821 20528 20743 14988 15958
"218860_at" 4577 755 21067 21559 1242 16039 2550 971 22144 20867 18681 1557 20141 13860 14241 18253 1862 19285 13506 19367 19383 15911
"218861_at" 11196 9299 9859 17616 1123 21845 4758 17289 1613 20477 7656 15500 14377 15742 16279 15250 14929 20056 20373 2866 13570 12682
"218862_at" 5448 11774 21959 21536 4077 2857 15510 15631 20311 16183 21336 907 14328 2754 4512 2686 2775 18840 20050 13347 954 17420
"218863_s_at" 11649 4208 8113 7467 11199 10604 8413 10478 10283 13663 14885 4772 8532 7508 2409 6428 9646 7791 16420 3888 4123 10614
"218864_at" 11175 3842 11309 7994 12470 8645 12110 2672 14629 14954 9209 7432 6425 899 21498 7660 8432 16070 17484 3751 10062 9486
"218865_at" 22282 3173 3019 2828 20733 21779 15410 20864 2344 17760 13065 16583 21593 19025 17263 17024 19661 14732 21334 21357 21943 22042
"218866_s_at" 14857 1900 3720 14332 4271 13343 4237 13822 20140 6969 20796 17913 16453 5330 4118 4445 17117 4072 6212 13339 1971 13554
"218867_s_at" 18712 16444 13662 5513 825 1573 4159 1045 4470 4318 2492 19592 4557 18521 17239 2393 2956 3887 6029 3543 14374 13310
"218868_at" 5617 21860 7405 2918 6126 14187 5130 22071 15620 2420 944 20563 3744 4375 21334 1594 1923 2689 20202 22024 21227 17013
"218869_at" 14061 12996 1419 10881 2331 13772 19900 1836 19374 21841 18526 1090 16546 18711 12147 14389 4000 17595 7581 17490 17812 15207
"218870_at" 20470 18217 16005 10265 16405 11728 12816 6490 19629 14030 20956 7262 16879 12505 9195 12196 7927 5511 12567 5779 6577 4065
"218871_x_at" 2329 17702 21545 19999 9756 20840 4063 16906 17063 6107 2199 15274 19732 3483 4367 17198 14072 19292 10588 21125 22124 21770
"218872_at" 13428 4598 22001 11413 21415 16810 18391 8309 19227 14961 20313 4416 21428 16673 11059 20438 13960 8663 21519 12602 4204 10266
"218873_at" 17668 18765 14217 15047 10280 17087 17186 20174 2818 6991 3865 17783 4531 17507 14583 17214 11310 14014 5237 17755 18976 14954
"218874_s_at" 3843 13635 17254 2601 19790 8661 10278 11315 2681 10207 19727 11210 20247 2033 5812 1532 422 22006 22126 4479 11836 11348
"218875_s_at" 18496 15358 14168 16702 10638 19831 20982 22077 19223 1324 20081 19696 14812 20576 20536 4786 18592 20499 2221 22020 18948 19794
"218876_at" 13062 5176 11086 7359 11590 4421 11609 3875 9500 9457 10657 9774 9008 7909 10951 11342 7791 8744 17949 8374 10604 9376
"218877_s_at" 14161 12491 13031 18572 10046 16081 17801 1929 18170 19151 21442 20797 19678 18218 16527 15897 17600 4216 8180 20218 20961 18466
"218878_s_at" 8737 17009 14684 17333 4607 20247 20645 20990 1204 6891 474 18604 1655 14518 19328 4502 12704 19151 1257 13969 16020 22029
"218879_s_at" 6719 17627 1035 21747 3027 21657 21213 19457 778 20926 10526 1592 16083 4312 2246 21234 3635 19056 11613 20748 3096 16784
"218880_at" 21918 22258 21423 21183 22037 22100 22191 22037 18468 1817 3896 20415 20774 4986 19075 22125 22196 17283 11570 18850 20545 21561
"218881_s_at" 13239 11516 20295 21421 17439 5924 13558 6583 3134 11265 14902 5254 3505 11218 8159 11851 9502 8487 1761 7127 7814 6916
"218882_s_at" 6006 3468 21696 15199 1001 15594 3944 16722 22238 1076 22245 4006 20466 2034 20124 4618 13573 3956 14074 19877 1620 13065
"218883_s_at" 15859 14590 3375 16061 3636 18079 18142 15093 4214 7056 6552 14117 11907 17432 14214 19520 13290 13280 11002 19105 16720 18546
"218884_s_at" 17573 22075 3806 20683 8299 3267 4001 1280 19257 489 21453 20720 18525 12982 17538 15431 4168 16310 11131 17941 19839 13535
"218885_s_at" 1520 7473 10480 14944 13062 11573 4145 12177 393 4376 195 10185 722 20103 13195 4282 21786 12635 41 6802 5094 11314
"218886_at" 1072 3284 20904 13753 7021 18162 1577 13987 21971 7573 17736 1341 20841 4719 6059 5193 18812 13593 21222 2444 18904 20026
"218887_at" 19317 10609 18619 2315 2861 20572 14787 1119 15203 7318 20143 14657 15159 19396 5619 19720 3868 4735 10659 22192 20892 19950
"218888_s_at" 20317 13609 21565 16668 8030 16744 18089 20017 18959 6373 20954 18133 13850 15892 3486 16969 12528 3587 5484 16113 14583 17889
"218889_at" 15303 1655 19491 14828 2474 13852 5043 14707 21471 6090 20263 16003 20127 4076 11689 5724 12954 16540 10416 16991 13589 16146
"218890_x_at" 15424 401 15972 5494 5491 15946 4680 15725 19643 18832 19336 19369 16506 15684 14703 3671 16322 3492 7705 20912 15572 14913
"218891_at" 2392 11645 563 19858 258 15148 17027 469 400 7570 731 4562 3159 19882 20846 2871 11552 11986 5546 17140 3221 12319
"218892_at" 1133 4977 4994 5596 11143 7515 10323 6230 14641 12722 9168 6264 6409 891 11269 12799 7259 9056 8643 11091 9233 5359
"218893_at" 16163 1907 17475 15766 3654 20034 4433 13541 21751 5163 21540 17216 21621 18694 11971 13823 14805 20082 19898 15726 19199 13185
"218894_s_at" 2457 28 188 21457 10584 15923 19652 14762 18295 16243 4070 18462 4887 17391 3819 17794 16583 3273 2651 15856 20547 12844
"218895_at" 15249 14239 18568 1488 300 20014 22143 5193 2052 5064 3057 2186 4353 5200 1973 14882 16525 17295 4304 20707 13951 21085
"218896_s_at" 8291 18424 1874 17855 3820 20330 1444 20860 15704 1690 5529 18352 4165 5968 13431 16016 16677 2331 755 17694 1301 17697
"218897_at" 1428 19762 18678 15135 6628 13580 15857 21858 21333 3069 22126 20308 18390 18486 3848 4589 15599 17002 14318 12543 19361 14516
"218898_at" 19973 10502 21354 14048 7538 17150 19319 21442 20861 4137 18410 17660 20003 12779 17555 20844 19684 14749 20407 13825 20899 17793
"218899_s_at" 1254 2434 20891 8155 17524 9797 10626 5897 8600 11155 13857 7683 10179 8892 9738 8747 5319 9861 17246 4504 8872 9063
"218900_at" 2998 9904 426 2742 496 582 747 147 14318 1137 10024 1219 147 2176 327 837 1134 20637 7959 21231 20941 17514
"218901_at" 2763 19097 9835 19546 17985 8990 7766 3839 8112 192 14582 13513 757 12243 18928 18680 16342 20869 860 5631 3361 9894
"218902_at" 19860 12752 17220 20422 5398 20201 21147 20404 16659 2524 20871 15866 4122 17882 12989 20662 21258 2880 9978 15645 21653 21676
"218903_s_at" 20802 12020 13153 382 642 20646 20777 14088 18022 6898 2204 17559 19095 2421 5001 19299 14085 19738 10676 12736 2134 1545
"218904_s_at" 19303 19263 1845 9573 5226 2031 2524 21342 1162 2369 5038 3086 2992 20789 2603 20917 1881 13468 5875 727 20166 21999
"218905_at" 6260 2149 5186 21292 5548 15226 14809 15643 15485 7796 18096 4429 4688 13300 12935 3746 13624 15015 4843 15742 13845 16862
"218906_x_at" 5018 21624 21950 16029 5279 19148 16647 20408 8018 19196 16574 2971 3879 17252 20924 22096 20611 4999 1367 20242 15957 18398
"218907_s_at" 1602 19304 6769 19623 2353 21100 22021 11440 11798 20253 8397 15775 11357 6435 1984 318 15598 16773 7037 17614 12576 13391
"218908_at" 20630 3270 3416 2427 5573 22177 22082 21837 10176 7358 16321 3404 22250 4351 4157 21852 19714 2671 21370 1973 21320 21204
"218909_at" 14754 21987 3821 20220 2605 14215 19781 21120 16857 6269 18914 14266 14832 4957 14472 4713 19840 16496 5636 1714 19292 21064
"218910_at" 3077 15744 14761 20981 19736 21515 16525 21805 22091 2615 2087 18062 18877 19620 16298 14320 19032 13951 7848 21475 18920 15150
"218911_at" 2821 17364 18753 15794 6932 19836 3086 13883 20915 6416 18664 16400 19787 15473 5223 14909 12278 12515 6248 16133 21800 12911
"218912_at" 17222 13320 14264 18259 1261 16224 16983 19010 2403 16140 1884 14386 13965 2755 1919 19432 19313 17500 7898 17157 3265 16523
"218913_s_at" 17195 20397 4827 19854 670 21716 20653 20868 1821 19859 2956 19415 4524 6744 19660 20144 17983 18724 7483 20647 19757 22060
"218914_at" 4083 285 1233 15703 6803 21434 21550 19298 20802 3377 2035 18720 16339 13927 19480 18232 19754 21948 5700 22175 21735 1846
"218915_at" 15609 15500 12898 16094 7695 1716 2896 21835 16995 19428 3992 1069 14996 17467 4828 2069 16248 16251 8957 12810 1038 20987
"218916_at" 3651 17775 3667 2544 1937 3669 21739 1055 4328 15105 18389 311 13047 2385 2004 19118 19690 21999 13353 14391 21713 18086
"218917_s_at" 6353 17677 3774 15240 9375 20118 20992 21548 3065 17003 4899 20114 5184 20710 14389 15236 17258 17601 4945 21252 17163 19304
"218918_at" 2000 20310 4332 18163 898 584 4204 1412 21819 10293 21801 328 20472 5023 504 2829 1985 8530 21170 434 706 532
"218919_at" 18707 3135 21211 16830 5029 16000 16675 19342 15520 15868 3348 21048 11270 3799 13822 14991 15621 11225 5414 14175 16224 18653
"218920_at" 3384 21260 13835 15021 6824 14194 4069 20886 16911 21827 2875 4121 12741 17106 5262 18203 15641 2665 12147 16813 14280 16197
"218921_at" 18464 13150 1491 2940 7859 1005 3761 21439 347 20433 12965 19662 12401 18386 19859 19410 21441 16928 1170 20499 21699 22210
"218922_s_at" 15287 4496 10921 11485 5663 6403 13769 4754 9225 14948 12272 8707 9512 1753 681 6818 5108 4045 15676 8518 8308 9977
"218923_at" 18484 19447 4217 20990 1604 901 2517 9948 4730 4997 4095 14530 4031 3353 20831 704 12213 20139 4417 21031 13310 335
"218924_s_at" 1015 712 14809 20689 4788 17941 3254 13657 5626 3858 790 13808 2928 3517 3107 717 1956 12470 1300 13087 676 1614
"218925_s_at" 10229 4034 11294 11911 10989 10186 6862 11790 7686 13548 13627 10249 19428 14703 17483 11636 12959 11264 18402 10719 10050 11394
"218926_at" 18802 13534 18359 1760 6833 15642 2185 16772 2763 2858 4733 16447 2860 12709 21681 14698 16402 5015 3062 12057 17140 17046
"218927_s_at" 21754 6223 4453 1729 3540 846 17046 2207 22160 19889 21327 16402 18939 17001 4927 14540 3756 5152 19811 18217 22054 17371
"218928_s_at" 21085 8753 8812 12310 1198 1858 20937 21378 13456 21310 7370 15070 4798 18578 18216 19164 21433 3363 923 18012 17918 14588
"218929_at" 5535 772 2020 3838 225 768 1509 13953 18453 4233 3497 19269 16299 3264 14740 1752 3835 16803 11472 2895 3063 390
"218930_s_at" 3620 13039 12558 16848 20408 15666 19870 21617 5624 4782 17269 18003 13034 19052 13430 17416 15482 15187 3690 20841 21202 20171
"218931_at" 3002 15067 21080 20306 250 13548 462 216 10882 6167 1039 281 560 1234 13713 1869 897 18402 2195 196 1281 20032
"218932_at" 18598 16993 15225 12602 6388 3535 4857 19204 20225 16687 18572 14587 17434 4230 4513 14787 16839 13073 11600 18518 15887 18462
"218933_at" 22208 11206 17374 3548 20233 20153 19729 20972 19012 2007 6758 17568 19934 15313 2792 17172 20900 17114 12092 15288 21489 15109
"218934_s_at" 8964 20779 20305 327 18156 6429 9100 2428 8073 12225 9258 11027 8580 9971 10276 8254 1909 6181 16084 1800 7773 6881
"218935_at" 19396 14981 11699 21096 20933 21973 20876 21915 12686 17314 16206 18263 17462 5196 21590 21643 15649 2985 7089 19513 21715 16764
"218936_s_at" 6299 15313 16257 18778 8645 13822 3750 16293 19380 1757 18794 4305 17395 4628 2040 14917 16031 15901 9264 16462 17469 18475
"218937_at" 3146 15576 17286 2505 8728 15368 19685 21876 1974 823 6539 17081 3600 5112 5132 1897 17184 17302 5584 2267 13798 20331
"218938_at" 2008 14918 21880 12253 10173 3728 18904 1660 18739 1228 20178 625 15330 3001 5011 15957 20614 1608 8855 20110 22113 20512
"218939_at" 19844 1715 16283 2588 19724 19418 20013 18842 5471 21938 19024 15336 22131 6913 976 20392 12868 2254 11303 17449 683 2219
"218940_at" 8103 11606 20246 2911 1321 20053 17515 21560 21186 5245 20686 15124 17104 13562 19454 3035 17650 17555 6020 13185 19935 17485
"218941_at" 8614 13884 4036 4484 4125 14560 18384 16330 16683 17544 2455 19241 4460 5550 3595 17127 14402 4038 6224 19363 18362 16386
"218942_at" 18628 15951 685 4778 10402 18939 17472 19695 16658 16608 4386 16067 4222 12986 17080 19957 15820 14185 3848 19759 20103 20507
"218943_s_at" 18244 6702 6414 5629 1922 20180 21282 2179 2654 20590 6983 14696 14296 22152 14965 16341 15097 12968 19827 3400 18542 19535
"218944_at" 20052 8125 11797 21326 3292 21897 21393 19853 8373 21980 14338 1418 20673 18454 3272 21684 21204 13595 19970 21500 12978 12045
"218945_at" 14557 12617 15515 21432 19846 20609 16607 20092 17773 19306 19978 16159 11784 18734 13824 19549 18986 17972 6472 12744 16172 13958
"218946_at" 16712 1375 2494 13492 6087 15296 16704 15366 15427 6724 2717 16829 4389 16281 14296 14253 14637 19104 3612 14791 16966 15981
"218947_s_at" 6767 10890 14977 3875 1857 14761 3658 1438 20069 5624 20936 17842 16005 2666 6250 5640 2969 13851 9487 16230 13257 15163
"218948_at" 4935 17282 4804 2966 1050 2300 414 14168 16546 16825 4078 1051 16646 989 4850 14424 3238 1683 10569 14523 2531 19849
"218949_s_at" 4582 12299 15948 3079 2448 1806 14573 693 17849 17808 20238 20350 14053 3158 12054 3333 10918 11234 8080 15469 15288 13849
"218950_at" 1990 78 672 21701 14539 5769 10628 2832 1199 22174 4166 5265 900 10821 14367 6635 6013 19445 1339 8715 6213 5479
"218951_s_at" 8210 16026 2062 13847 21574 22012 20519 21254 16065 4285 19782 20100 15649 21499 21566 22089 21911 21381 8808 21788 13200 20455
"218952_at" 6752 3256 18356 16149 1372 1111 19005 20194 9973 21332 19616 563 6632 19901 13441 4488 17082 3015 6506 908 18358 14129
"218953_s_at" 20339 13289 4183 15816 1381 3164 3036 515 2085 7282 6422 1054 1541 2291 1601 2830 3779 17823 4724 13089 2063 11925
"218954_s_at" 6337 1418 12945 5428 20008 21539 1549 17445 19416 22163 11180 14238 21488 929 14585 5007 2312 17249 13843 610 20932 14680
"218955_at" 8578 16994 4370 734 19848 16188 20680 694 5039 18626 6047 13854 15362 2282 14616 16220 15542 13125 8147 13764 14475 20127
"218956_s_at" 5321 19143 42 5173 10488 3434 1045 20290 21366 20086 20447 2146 12936 14143 19738 18835 14303 17780 12657 1634 17802 13716
"218957_s_at" 14630 13266 13547 15256 6172 13948 14593 14710 16045 5856 6612 18997 14830 14624 5425 5777 13119 13861 8878 14900 14927 16255
"218958_at" 19482 12987 13025 4014 21491 20837 1822 16375 16521 281 3569 14195 18126 5091 5108 19218 4393 15379 6491 18472 13699 12992
"218959_at" 1402 10504 21707 5797 901 883 683 572 7944 3957 14752 245 17134 2484 12794 848 12042 21738 20389 691 54 95
"218960_at" 10 6732 5768 10452 45 13 27 126 10610 15533 11075 14 11658 14 1362 12 24 2310 17880 1837 1204 29
"218961_s_at" 20367 14096 15725 18460 2019 21077 16833 18840 2693 21060 19168 2399 18527 19941 19210 20689 18820 15607 8166 15118 21333 19014
"218962_s_at" 4509 20903 15342 21911 2928 16540 14779 15840 20980 5910 3917 16164 15160 18273 12411 16046 11400 20671 8127 22030 18783 13175
"218963_s_at" 2843 8985 21792 7713 17085 12752 13256 13166 10730 11530 16706 12982 8088 11144 10292 13018 2296 6465 15809 11648 11255 7116
"218964_at" 11115 7139 11733 8705 3215 16360 21756 9453 15019 18575 16521 4004 15374 21620 5030 21366 20960 11705 11089 19820 12394 835
"218965_s_at" 208 10800 1486 7948 9478 19898 419 5178 8719 69 15676 2019 21048 21584 21343 18553 20725 20810 7136 1273 1464 2422
"218966_at" 18162 15369 19495 13996 8615 19007 19184 20324 1118 19975 7226 17976 1040 17535 13962 15837 17597 15474 6838 19068 17041 17347
"218967_s_at" 3397 10590 20360 13650 6931 13462 3949 13476 3643 6279 1778 20515 15061 3824 15383 4006 11864 15694 5824 17965 18343 14445
"218968_s_at" 15941 20187 17143 18018 6023 2837 18365 19454 1747 16765 3752 14788 15327 15449 19130 2976 18332 17607 6909 16742 13074 11992
"218969_at" 14454 14802 18241 4105 7700 19825 3971 15880 21180 2078 18567 17146 19293 5594 3433 16413 17756 4561 12298 2794 1819 19130
"218970_s_at" 13913 18185 18609 20817 8566 17946 17239 19916 22198 3765 21775 19182 17163 14761 20529 15583 17677 12409 11031 13705 17604 21892
"218971_s_at" 302 242 17975 1085 4812 21714 19955 5678 19844 22228 20544 21639 19867 22032 4820 21326 13787 20371 21799 13723 1426 342
"218972_at" 19014 13239 16191 14662 512 2223 16766 1117 4888 20762 18282 19917 15542 5146 5896 14431 20063 2198 6176 12498 18163 21802
"218973_at" 14048 16272 21009 3569 7606 13562 19142 13892 18420 7581 17464 18606 17172 16705 20580 20957 17727 14136 10195 15735 2430 20877
"218974_at" 18049 17219 15025 10522 1231 3032 18875 1486 340 21961 422 17228 867 15115 21415 18256 11490 3822 217 16653 13711 20814
"218975_at" 12097 6541 11628 7674 13507 10662 8236 6112 10811 11515 16702 7804 8614 11644 7082 10814 9065 6713 18737 6572 7546 6652
"218976_at" 2347 18841 20883 21877 1426 674 594 1083 20933 20003 6145 18751 18135 4257 19973 1205 10974 17523 8750 15191 3098 1546
"218977_s_at" 14864 1115 17553 14991 3878 13621 21846 20858 4177 22154 2607 14240 15925 13427 21967 6014 18966 12185 11335 15196 17067 1021
"218978_s_at" 3498 18574 1894 15988 12390 6744 20829 11690 19430 457 18181 7626 17331 15881 16565 1370 17961 13731 11614 428 14333 14600
"218979_at" 14136 15937 1786 22240 8358 15836 20071 19251 5026 16822 5215 16539 3984 15273 18754 14096 16891 13821 4716 14910 16908 14839
"218980_at" 4248 7111 10650 4390 15824 12676 8476 6382 9146 4037 13559 7781 8814 8243 2079 8965 6393 17651 16498 6405 6752 5960
"218981_at" 9120 5448 21817 3490 19549 9902 5373 4538 21339 4848 18596 13114 18930 1549 20015 11198 10386 17194 11927 11556 11405 511
"218982_s_at" 8574 12609 15781 17441 4105 14254 4574 16009 21652 5880 21240 2522 18737 13802 13570 4956 4329 12041 11212 19665 14349 16378
"218983_at" 13777 6803 6154 11790 12059 11619 7421 5022 2020 16787 8542 6309 16451 1956 16299 12627 547 22113 575 13246 8260 7713
"218984_at" 7037 3168 22129 13914 5727 15884 16312 15834 22221 5255 22248 2941 21587 6243 12444 5427 13889 13432 21711 16695 2537 15077
"218985_at" 1484 8364 11096 7699 21202 14292 3467 16085 16255 19922 15458 1063 21330 19129 1622 19742 3512 19595 21239 13460 85 18006
"218986_s_at" 11176 3487 2027 10860 15200 6250 14013 4432 649 2832 238 9093 3049 9106 5705 9826 5086 3798 2304 4750 10071 2193
"218987_at" 8402 12455 4160 13069 3574 15991 16038 17779 3813 16935 5879 4347 3998 16952 18895 4449 12655 17442 1365 18835 18984 12370
"218988_at" 22019 14794 2070 20572 5902 16366 17085 21885 4701 16507 17383 20873 14788 16186 3194 5099 22020 19234 3784 21438 3168 21060
"218989_x_at" 6115 15974 13380 13251 6118 17665 16506 19955 5553 6284 1375 19427 13926 17389 16536 15945 13643 16240 6603 15447 19851 19243
"218990_s_at" 11156 233 5964 7055 17658 7177 8968 2807 12319 690 9863 12478 6155 8475 1815 11543 7868 7948 11342 7874 6448 9052
"218991_at" 16992 14402 7522 16387 8222 17975 16163 16846 2179 6855 7252 17423 14113 17254 12359 19380 17717 22222 4695 19517 16053 18816
"218992_at" 20827 362 604 4279 1356 1582 18420 15917 5798 16886 1028 14644 2867 20220 15973 5027 18266 11096 4699 21670 18130 14995
"218993_at" 14283 19719 16740 21086 5188 16420 17199 1407 18652 1719 18610 196 19119 4922 4832 6225 14585 18398 14339 15616 14588 18835
"218994_s_at" 21051 3326 1678 20738 21582 21844 18789 15696 21368 53 2300 14989 67 4158 13445 2555 3764 16244 12311 441 17620 21623
"218995_s_at" 10724 8227 9560 7571 19225 5385 9581 12854 12495 21086 14727 9631 6253 10918 1499 9667 9732 9756 15314 7297 3709 8114
"218996_at" 3133 684 18862 1064 1463 14526 19385 18046 15604 2768 1454 16972 17342 5757 16559 14374 13865 19209 9747 18109 15469 15925
"218997_at" 15238 9829 13642 3352 1099 18087 4131 1816 21245 18981 20905 17114 18241 3736 19207 2806 12878 1116 20468 15792 17431 2247
"218998_at" 2280 12107 361 17776 2897 3034 18269 13573 18377 3790 4167 19794 14845 14372 5954 17156 4522 5432 8958 3567 19214 17798
