"inst_490" "inst_494" "inst_1017" "inst_1075" "inst_1178" "inst_1237" "inst_1577" "inst_1662" "inst_2697" "inst_3194" "inst_4461" "inst_5234" "inst_5597" "inst_5880" "inst_6196" "inst_6954" "inst_6996" "inst_7234"
"213153_at" 14659 17765 2858 1387 21422 18939 22283 21896 17789 20993 20626 2996 14209 21430 16128 17535 1657 466
"213154_s_at" 6044 19649 18298 2961 5197 19424 21283 17967 10466 19772 12211 6273 18314 18210 18601 18770 6189 7332
"213155_at" 8178 9997 1885 5543 9365 20155 6128 10862 15680 21411 18890 706 19794 5585 3006 15094 16361 4464
"213156_at" 10746 12527 12432 8602 14262 312 11578 7002 1702 11445 559 13851 7911 395 1901 13192 13721 2567
"213157_s_at" 21494 20718 12729 4593 16360 21926 14843 763 1795 2265 22214 389 9843 20746 2212 14801 18789 4561
"213158_at" 10086 9264 12617 10444 9008 4537 6016 8374 3210 409 15333 335 12373 48 952 6683 18135 894
"213159_at" 589 9141 1964 15500 5048 6737 18468 17048 19947 4689 11417 1969 18897 17704 5943 21852 19708 19346
"213160_at" 11780 10773 9338 6319 20166 8421 4441 10585 20351 952 6807 17354 9202 10688 15568 11751 17012 15016
"213161_at" 5127 13877 16045 21544 16630 20860 3102 17120 17715 2055 14451 8796 16694 6349 16465 18346 5469 19850
"213162_at" 1501 1696 782 5697 15663 2187 12733 5999 11913 13803 10849 18046 5518 32 8784 12458 15993 8792
"213164_at" 13914 5524 15687 17763 4171 7681 17071 21663 4262 5652 14802 6610 19451 7348 15761 6737 6046 20429
"213165_at" 13998 16257 15255 3830 3981 19186 16364 17984 10778 15015 13806 7462 14260 15524 6138 3116 3268 16863
"213166_x_at" 5652 4831 16997 15577 7321 3955 15920 15049 8147 8046 11677 5509 5735 5498 15215 4756 5423 6146
"213167_s_at" 1239 4558 10833 8037 9997 21124 14546 8922 10294 12560 17360 205 574 2707 19754 13883 18340 15044
"213168_at" 17626 18169 15924 20193 2013 20334 20039 3257 9155 18022 4952 6543 18185 17941 18183 15543 4368 16734
"213169_at" 1966 4854 8369 4915 8382 357 6285 12478 694 12512 2936 12917 19405 10434 1384 11856 15494 13847
"213170_at" 21571 2131 8762 5567 10043 11333 7911 8415 4447 2908 10494 9494 7083 7984 13072 9038 16102 9933
"213171_s_at" 8133 8953 8173 10394 13958 14103 10904 10431 14583 11566 8813 3947 13860 5554 11082 10093 16343 14037
"213172_at" 15033 10162 2036 12712 13453 19194 5119 21973 1616 1649 2828 1193 16292 9999 10248 21746 2127 21926
"213173_at" 13247 11496 1927 14068 109 15097 8015 1816 21917 21631 20860 6987 6455 7096 20413 13252 12677 12748
"213174_at" 7633 8009 22139 8169 16469 410 8666 16196 4237 3739 1239 4448 6933 14682 15960 19862 3539 6220
"213175_s_at" 18682 19402 15171 16137 18764 6459 3709 13648 8190 9237 17409 20134 14470 6294 17924 5302 10168 17677
"213176_s_at" 4648 8415 10071 11463 13600 8710 6887 12263 15538 12950 13414 18793 9936 7804 8050 1136 11891 6168
"213177_at" 6953 12186 8898 3568 12576 7183 11336 2582 21681 17283 21616 7396 411 18945 141 43 19173 20788
"213178_s_at" 6533 766 203 3815 76 21556 2120 12872 19887 21701 22156 671 2273 6373 21560 40 1138 1265
"213179_at" 20309 14590 15533 16899 5965 18839 3396 21244 9189 8491 11857 2322 17027 17026 13691 6903 5319 19151
"213180_s_at" 14293 19625 18910 21741 998 18940 19057 18794 7761 18896 21790 7500 18353 6118 2758 3958 10451 19767
"213181_s_at" 8615 8346 19238 14394 9327 3304 10580 6806 13068 529 3724 11411 2123 14053 11786 1892 9855 2932
"213182_x_at" 8584 8164 10786 4037 15075 44 5639 4516 10123 19655 362 18517 12676 755 7303 14518 18819 15322
"213183_s_at" 1296 22094 13574 5405 11047 21683 13416 8797 16675 13743 843 12322 11581 4697 8029 9333 11239 9942
"213184_at" 14514 14281 18171 21562 1880 16739 18388 19192 5099 17131 14410 3319 18320 7106 5250 20947 9157 7481
"213185_at" 13902 18368 22263 3742 1382 7544 1380 19314 4915 5651 12821 10266 13309 16204 2202 15596 4791 1554
"213186_at" 15461 20755 19277 21937 15293 21270 7101 17147 13010 20001 16522 7086 19191 15258 3998 1656 4692 6789
"213187_x_at" 4193 15309 4032 15418 19044 18266 17907 15706 6134 15618 13291 4817 4209 5120 9418 6434 7696 6933
"213188_s_at" 20950 15579 15198 21342 3119 21201 18164 20238 8815 5577 17467 20334 19366 17418 20678 20508 6129 8058
"213189_at" 7009 14460 19985 20126 20884 21009 19119 22111 19972 9326 19120 8428 17964 20586 20097 20809 20225 16879
"213190_at" 728 21897 16388 18679 6154 1900 20635 16454 3377 7057 19401 21174 6390 7252 3029 5168 3722 6003
"213191_at" 15766 2420 1547 911 21232 1534 6489 16494 3187 20758 3086 1998 18969 1474 20955 237 1920 1357
"213192_at" 13242 7741 21202 14956 1769 21468 13687 14019 587 21639 20390 19190 21485 1283 21827 16505 12559 17573
"213193_x_at" 2528 20433 7074 5407 11851 2443 20871 1418 13026 625 13547 5004 2009 6914 21558 20001 15417 1689
"213194_at" 11760 17891 2923 21557 11291 16276 5659 1365 13989 20287 2879 4107 21429 1408 11195 5641 20807 5225
"213195_at" 2569 3742 3407 2731 12205 15213 8100 2443 7741 16624 4304 21084 12896 20734 6047 22083 22087 446
"213196_at" 17943 17497 4454 18816 566 7591 15994 15889 7546 17254 12607 8212 18915 19152 2497 17293 9761 17588
"213197_at" 6599 8653 7877 6752 15737 12737 5028 5306 14723 821 2661 5212 18770 19377 13419 9174 17546 14825
"213198_at" 17876 15694 19543 20388 17462 3175 750 13079 17555 9397 4779 5157 5363 3497 13782 2974 10630 4268
"213199_at" 4936 16957 3612 2269 21027 20678 21944 2100 19019 6330 20931 9017 20100 16844 20447 21039 564 19043
"213200_at" 1592 16440 14857 5480 9468 10180 6147 12390 246 10573 11084 17897 1819 1491 7868 1279 15943 15037
"213201_s_at" 20676 193 5883 20321 6018 17867 12123 22048 20249 4286 5847 20785 16533 2641 22153 15831 6944 18015
"213202_at" 21752 11340 22135 2598 12063 20756 15304 17924 20187 4670 2269 3684 19526 17542 22171 246 1066 4208
"213203_at" 20735 19419 5229 19995 19823 6564 20961 16246 9865 4557 18399 10085 14036 15662 17589 19372 9388 16496
"213204_at" 11309 12573 18379 13974 16863 22055 14185 21463 20545 16856 19908 22129 19480 21624 14938 5619 7601 20414
"213205_s_at" 8016 1050 21945 601 18834 20098 11907 12086 21875 22250 19225 22234 13950 22123 19505 21840 1206 18466
"213206_at" 18016 14088 15444 1521 3666 18503 10776 2054 2872 5454 22143 21567 15157 19889 20944 4745 2487 19571
"213207_s_at" 470 21604 20085 11203 21790 1090 9602 272 21175 15990 12732 2134 22210 2717 6345 16471 18231 6934
"213208_at" 2965 14216 16203 17718 2223 17087 10736 614 3103 2816 3671 2044 13455 2323 3378 18932 21997 6512
"213209_at" 15447 18355 19364 21364 1197 17630 16338 13370 6248 1690 21599 20917 2078 1468 18460 6700 3540 1323
"213210_at" 11668 12250 7981 7673 14316 9846 8936 10157 4086 21356 2295 14296 12264 10553 391 354 19323 15816
"213211_s_at" 1676 3898 1880 11663 19288 2692 14699 1340 21439 7773 20599 5450 2673 2521 2079 2558 7070 20886
"213212_x_at" 6461 2962 1832 19902 20901 20059 2639 18030 1088 6196 2427 6765 15722 5615 15348 1469 1858 7398
"213213_at" 5156 369 5716 13133 3148 17551 16372 2922 18998 18828 11844 3822 17800 16795 5953 2158 21661 3744
"213214_x_at" 17672 17118 9488 18335 18051 16336 21404 3699 17405 8167 14843 20281 8913 18652 9473 17602 19432 16060
"213215_at" 551 3660 2277 15963 18975 4314 18614 15284 8957 8638 13852 10464 18201 17074 14855 1359 7284 6067
"213216_at" 19009 610 22137 379 18186 21646 18375 15552 20197 22131 15788 7127 13930 21696 20853 5239 21973 21514
"213217_at" 8467 19147 12078 9556 14175 12702 7870 7246 14163 11929 6880 13155 9988 11478 9743 11185 15263 10413
"213218_at" 1025 19720 21189 13370 5529 18277 2363 22098 5311 1070 11776 124 4143 21515 3036 1899 22100 742
"213219_at" 8849 4780 7345 13395 15964 14812 7045 3779 16706 14147 9542 16927 9145 12442 11014 14209 13464 13716
"213220_at" 17113 16927 17080 3564 5763 19299 3573 13045 3019 9295 5397 2490 2302 20640 5937 2892 4270 18152
"213221_s_at" 15182 14369 22191 1381 20306 6021 3906 19718 10409 16754 5288 1479 20756 6110 18860 3856 5134 6404
"213222_at" 2010 5569 18194 16782 21484 710 10789 17559 22221 7501 2489 5056 18214 5128 3304 15597 8441 2643
"213223_at" 3082 4261 2346 21636 1926 7758 1904 3734 7058 7644 12377 2734 4390 17536 16169 2612 848 4319
"213224_s_at" 15055 1508 2135 15485 574 20539 16692 2469 8691 6266 15268 1478 3940 5483 6641 20028 4244 21725
"213225_at" 18126 5361 16553 748 2083 20301 18285 2072 5589 6338 18929 2267 20752 6154 7058 2913 3762 20735
"213226_at" 16812 16227 18561 18613 20085 20732 19641 20854 19351 19844 3276 6502 18169 19410 21396 17035 6891 21813
"213227_at" 3874 11589 15577 18894 6572 17486 18855 15822 6591 17515 14357 6118 17530 18363 15305 21834 2075 16630
"213228_at" 21401 2213 1791 1334 5170 10029 20921 1862 1304 21769 2191 19345 3314 2061 298 842 6763 19541
"213229_at" 20440 19339 17831 21582 6907 19548 17126 19463 17049 16874 11450 20991 20474 18669 19627 20074 20358 8236
"213230_at" 18932 8418 19742 530 21949 6702 10516 1884 6888 20602 21261 11627 21760 1209 22244 22253 7834 19255
"213231_at" 6358 5401 2231 11561 7710 12576 5820 9811 15272 17912 4529 14260 12588 14432 1269 14573 16821 15384
"213232_at" 21906 3712 13554 13224 8962 9315 7669 3142 12473 12253 6795 16437 11495 8486 9657 10669 14770 13587
"213233_s_at" 5890 6785 19923 15440 17466 16118 20080 19160 4683 16159 16249 4550 18854 18977 13610 19735 4189 20790
"213234_at" 16724 14882 15675 17871 21257 22142 18219 2493 8449 20471 4557 6851 21501 6915 15543 18928 9008 21544
"213235_at" 20842 2496 3647 21924 21762 1151 3854 14973 19085 4199 5705 8441 15291 20499 21638 20083 9717 21153
"213236_at" 4099 18082 942 1136 541 2768 19256 1401 11113 20611 13963 9934 20929 3537 3140 2209 8415 21192
"213237_at" 15706 830 21866 21905 5153 3260 21857 19179 20740 7551 3366 11878 19943 19512 2593 20284 21463 21250
"213238_at" 5900 18926 15029 7107 1104 4826 9785 8861 4182 4744 21702 21011 21028 15214 16161 774 11803 14785
"213239_at" 13109 11333 20368 1024 5364 5714 19303 21378 8908 5649 13345 6295 20501 19361 17689 21169 2613 2326
"213240_s_at" 9897 8341 11483 10860 15463 18579 9136 12006 11831 10690 21393 12714 12590 19970 11491 7971 14642 11466
"213241_at" 3017 2520 14788 6101 4483 604 9601 11335 22168 586 21967 20981 13280 11742 4027 7845 11377 14547
"213242_x_at" 19123 21704 2024 3049 19158 1476 20238 20502 19496 20936 13724 1083 14381 6921 521 4679 2182 1303
"213243_at" 457 5615 16121 19900 7123 17613 18442 14237 20130 17875 4903 11481 18349 21231 21389 17238 9327 20057
"213244_at" 17713 1982 1682 687 355 777 1716 20740 2302 18403 20873 21434 19025 3099 17292 4659 21812 6777
"213245_at" 1465 2980 1635 4326 8350 22223 15425 19576 3028 17062 15332 4641 19044 4738 4706 6030 9510 21631
"213246_at" 14378 1844 20942 20330 2758 19038 18436 18182 513 7148 17823 8064 20152 3724 13804 17767 4714 18979
"213247_at" 8860 8032 6824 5235 1236 19879 11941 6450 2049 21404 20361 21224 12542 6531 1466 1784 15483 1005
"213248_at" 16419 2101 1655 19033 9676 7491 8431 22251 810 3416 19003 8132 6515 17243 2048 5685 3514 20931
"213249_at" 15980 17760 11969 11368 22134 21385 12500 6740 20979 14766 2464 4269 20288 21856 2302 14959 16713 10433
"213250_at" 16993 20657 13613 14421 9157 617 13328 6665 12705 2235 21865 18781 7590 14398 2540 13349 13335 9379
"213251_at" 2112 5142 17849 22136 6286 21838 3258 14112 20148 15907 17777 10260 20097 21670 19577 5599 5869 18417
"213252_at" 4292 19532 9699 5966 3181 9830 4876 10964 19878 1009 6691 18305 2696 10948 19705 7508 12632 15158
"213253_at" 5722 21838 21085 1216 20675 19163 17516 18852 7107 3598 13680 6255 17172 21747 13470 4648 2924 21145
"213254_at" 15803 16423 3862 230 21414 3083 17289 1680 3692 6679 16140 10449 20960 6734 3141 1299 2948 17980
"213256_at" 10500 3165 18138 8513 4178 7211 19148 21797 20281 21737 12124 20719 21007 21730 1957 3421 4245 7976
"213257_at" 20460 14768 8513 5075 12994 12738 18764 6062 177 10095 5658 10712 4672 1978 769 8307 11013 10576
"213258_at" 19231 10569 3601 16438 12324 15889 7342 21383 8614 7447 1370 1446 13986 3081 8493 1048 1240 1232
"213259_s_at" 11709 1564 7156 13062 11719 1036 10079 9849 12472 12296 15227 15546 5696 16547 7827 14455 15454 8871
"213260_at" 1519 2809 3340 22033 6626 17103 10830 732 16419 2050 11223 3419 1036 1898 401 5039 8868 19319
"213261_at" 15312 14548 14957 12550 19323 9896 21352 5535 20781 988 4067 16033 3339 20166 538 7995 11914 9820
"213262_at" 22065 14127 19134 21719 20645 17415 21953 17296 8221 19316 18774 9545 19768 16163 16744 19901 21350 21100
"213263_s_at" 21577 2300 3527 15946 1221 22235 1289 20099 9993 17850 17439 4347 20611 2112 6243 6167 2860 21268
"213264_at" 16649 18416 21325 17260 18738 3704 19860 14771 19629 17336 13935 21078 12877 7152 19227 17197 6342 17223
"213265_at" 4400 20001 12258 14217 8487 11745 14166 1086 2806 13071 7337 18353 582 13994 10960 13611 9308 15535
"213266_at" 4613 22075 18647 13091 22025 21049 20775 20132 20264 1171 19596 3073 5985 19102 2583 20308 4946 21924
"213267_at" 13082 8362 18915 14471 4694 10045 6950 8026 18817 20639 1468 22148 13931 10672 19948 12693 11235 10085
"213268_at" 12878 11811 5602 210 1119 3736 12662 1987 17750 9174 10344 3411 1588 8769 4710 17605 1063 5084
"213269_at" 21069 7175 2806 19116 1906 7594 4836 18419 7467 6762 4761 3731 6731 5355 1038 18582 4985 5243
"213270_at" 429 7349 7983 13929 1049 2056 8224 2475 5584 7131 16260 22259 12768 5575 1562 3539 21375 6223
"213271_s_at" 5980 14325 5182 20802 6139 19609 20429 17485 4308 18985 13122 10181 20129 7388 2157 3038 10734 18887
"213272_s_at" 3860 18903 16338 1096 20210 5270 221 455 20157 15334 435 5401 4345 2196 14159 1182 7480 22028
"213273_at" 12501 13119 8986 13336 13908 21856 7763 12310 15042 12681 16100 15916 11762 1932 8437 8809 12234 11653
"213274_s_at" 14518 15710 15796 16909 22241 7304 19207 17032 2008 6263 18367 9923 15010 5782 1456 3817 8681 7975
"213275_x_at" 20509 2956 19459 3817 2730 7465 16443 17446 8307 5394 4493 8550 13815 16349 4667 6791 3395 18110
"213276_at" 7861 8431 8859 4849 7917 10719 10514 6883 14218 11310 6657 18162 1571 12101 9206 10417 17505 14141
"213277_at" 11295 11644 12589 4594 15685 15165 10598 11573 14938 13585 66 15351 12084 6171 12050 13610 16523 14669
"213278_at" 21742 6459 5096 18805 1614 16060 8907 2876 1990 15647 19706 10293 20487 6830 4353 16685 3416 3231
"213279_at" 5555 1024 15161 21178 2403 3850 3834 12867 6322 15273 5435 3918 3233 18761 5697 6177 7669 7390
"213280_at" 824 11026 17976 3163 1684 2169 9465 22105 1767 16114 14530 1240 4472 21947 20561 20099 5475 20172
"213281_at" 1280 16856 19924 2366 1014 4844 22005 307 913 18843 16551 21419 2274 5101 2077 11255 21928 1888
"213282_at" 20409 6279 19747 19953 5936 19292 21016 19266 7326 1619 16562 11883 21579 16509 15851 5517 3976 20674
"213283_s_at" 60 5733 20925 1503 5977 18302 1270 22208 17034 6015 1580 1801 2383 4822 3109 22171 736 971
"213284_at" 10773 13729 14431 7737 14377 5767 8384 3845 11307 10474 7010 17365 11448 14177 9115 12835 15475 9185
"213285_at" 6263 3908 3059 4148 12876 4262 13297 16562 1457 5453 15172 3249 15670 14718 19848 20198 7410 3376
"213286_at" 6 20933 20944 3910 21421 18521 3734 22102 17600 20591 4179 3608 6014 19368 3860 20338 10634 1917
"213287_s_at" 17984 13872 4660 19901 5665 7411 16529 16636 5565 6891 5413 5547 6765 18684 19585 17531 2081 18357
"213288_at" 3089 18518 1894 21943 308 3815 21293 17071 12718 19517 15097 2577 4584 14857 1657 334 10750 16201
"213289_at" 21524 4111 21315 21437 1311 21410 16073 1674 5984 20946 5489 11834 20882 6270 6003 4474 4880 4076
"213290_at" 387 3116 13748 8622 8386 21214 6808 10332 13096 9634 21491 18189 2545 5834 8273 12628 18359 12095
"213291_s_at" 16517 21112 21397 4121 3021 6731 16293 19881 10325 20217 18895 11196 17476 17860 16417 19574 5270 19168
"213292_s_at" 17054 17507 1269 20428 6927 17118 3127 13616 4870 18049 3559 21002 17500 14712 4003 20628 2305 6269
"213293_s_at" 11150 15455 12800 14031 1831 819 20611 11867 3580 1039 8811 3011 12216 14327 21597 8403 8164 849
"213294_at" 16620 3406 16444 18419 4492 18701 2810 19563 9181 4985 19114 3574 20228 18444 19298 19753 8296 8431
"213295_at" 4464 15807 3757 6368 4509 18535 16217 168 4565 4819 2054 5932 365 20062 1696 11915 12280 9150
"213296_at" 21872 17480 1192 13836 20330 18467 21947 12939 2218 21104 16218 19549 21570 7247 20991 4436 1116 5213
"213297_at" 17221 14760 19508 18728 3083 21300 15628 16483 22079 5836 4048 2780 21305 1985 5162 21165 22282 8115
"213298_at" 21542 1184 4766 2971 20027 659 2410 1261 5822 2674 12596 4327 5605 17871 6447 21228 3541 21717
"213299_at" 19016 20603 8366 11404 14677 9544 14954 9544 3989 1497 1178 19535 16084 9305 18878 12360 177 19674
"213300_at" 1361 6761 20507 19814 3220 2937 20220 21415 2608 21731 1894 5512 17768 3014 1174 3738 8349 20875
"213301_x_at" 20745 17027 2201 15959 6851 17637 20663 17369 4544 4422 16222 8094 5297 15777 13826 20208 3218 16187
"213302_at" 5977 22185 15587 21559 16577 19209 21543 15627 8845 17098 17817 10095 20707 18101 21034 20932 1172 21657
"213303_x_at" 841 5305 21499 11496 21743 889 5748 1896 2870 1023 13597 6517 2628 1418 5490 4872 3856 6292
"213304_at" 5846 4625 15470 15470 2144 7019 4713 21261 5462 9262 14056 8319 15578 6191 2321 16285 4718 20630
"213305_s_at" 21774 20363 2845 15944 6236 18492 18522 15826 3315 4211 14176 6509 6174 17197 5656 5933 3465 7189
"213306_at" 16627 16751 15118 21471 8215 19610 10243 19780 14336 7411 12187 1084 15690 18149 11026 5436 20732 1404
"213307_at" 943 757 4008 13281 9760 952 11305 14861 11488 6441 20344 3188 22177 2375 18625 19660 4326 17388
"213308_at" 2230 13297 2724 21618 4451 19314 10668 13464 815 15469 12052 7647 16065 18087 19079 20006 2444 4633
"213309_at" 7928 14510 9313 11973 19818 18334 18526 4175 18469 11066 16402 15086 11751 18647 7278 8512 12239 10750
"213310_at" 6205 17317 18503 19133 5585 18227 17944 13165 18737 17552 2978 3289 18264 3900 13876 3799 4808 18494
"213311_s_at" 14118 16278 2632 15264 2373 7189 20073 2120 18849 9065 2882 1334 19207 6488 17587 2225 1422 18842
"213312_at" 15254 1807 2503 17278 1208 21463 21924 15201 4427 6749 18519 10691 13862 3799 5738 16824 21658 20644
"213313_at" 18261 5960 5017 15325 1420 7446 4806 19026 20666 6983 13193 3404 19343 2461 4234 4553 5756 18107
"213314_at" 5218 17992 22152 4042 17648 4953 19778 17270 5870 17308 4682 21765 2986 5880 19232 2252 20939 16297
"213315_x_at" 16772 5622 4771 2864 2856 6546 2148 16522 3633 4644 13898 4315 3422 4442 5747 15806 5733 4336
"213316_at" 8200 12127 7169 12834 11503 21914 8303 5374 14528 8414 17179 2795 2596 5450 11337 8603 16331 14099
"213317_at" 8322 13416 14919 13777 8251 8777 14298 5518 273 19961 7385 15046 7717 3158 531 4625 11405 12157
"213318_s_at" 19523 14811 2301 1036 4056 15712 21477 20553 11094 17463 18154 5968 6622 18298 18533 16779 3076 16120
"213319_s_at" 8814 13421 6884 11962 11420 14736 6006 9314 11247 10241 9943 18269 10247 9753 11222 9943 17951 14508
"213320_at" 3037 19468 17000 16719 17528 21221 21247 18020 10205 3494 20661 5038 18277 18683 20834 20116 8389 17046
"213321_at" 10642 8110 20195 17789 19502 435 5033 3445 21364 1037 2425 19376 5244 19050 14758 836 22181 22095
"213322_at" 13912 19627 16599 21040 3430 5508 2041 14125 18171 6483 4716 10480 14550 7164 5833 20832 6327 18038
"213323_s_at" 19359 5322 328 422 22183 21916 20895 16445 11080 8950 15997 2887 12820 20102 15686 19160 2114 22237
"213324_at" 10381 9706 16143 1120 13290 7223 10350 20883 556 6815 20234 4587 14061 125 2142 17439 463 5154
"213325_at" 18194 14914 20774 13868 12894 18315 14218 2948 14645 21846 17874 901 19940 18895 12675 11379 1537 11589
"213326_at" 1817 20381 22028 19123 17926 20934 2740 15928 19397 6947 13126 19463 6769 20565 15748 654 1498 3505
"213327_s_at" 14803 4585 5165 17041 18667 4138 21384 19582 4878 17867 4735 3025 5305 16843 5360 5383 19737 19598
"213328_at" 4665 16403 2293 17538 2340 15731 4921 21119 7708 2766 13248 6184 3778 17752 20269 5609 5481 4632
"213329_at" 16605 5683 21002 16273 16734 1795 19999 17252 20108 17559 4358 10365 6247 6114 21686 4723 2251 18637
"213330_s_at" 21502 19604 17353 18316 18358 7675 4463 13327 2184 8302 19639 6692 5294 20532 19385 18251 6915 16562
"213331_s_at" 19913 15965 20571 3285 17533 7049 16696 17920 5433 4001 12526 5633 18659 19885 14732 5423 9752 7893
"213332_at" 4824 17916 8163 11564 14176 12840 17147 11691 21240 13451 185 12745 1047 8870 8967 7496 18319 3173
"213333_at" 17083 2723 19016 19078 19927 18121 4076 16683 10146 20371 22030 21009 17038 21907 16728 22114 20889 22071
"213334_x_at" 4275 6987 5677 15945 7043 2958 18147 16635 9511 3370 21122 19848 20559 6212 17523 17126 20030 19058
"213335_s_at" 10679 8037 14457 5945 21824 316 7218 10084 3499 1320 7115 12391 2217 1380 16119 11781 16565 9783
"213336_at" 12392 11250 1039 516 18651 3012 13191 257 18864 2864 22273 3723 17048 16905 2515 21744 10779 935
"213337_s_at" 5642 6375 8154 9980 15498 9365 18200 9648 11152 329 2441 12454 11927 11938 11897 12481 13185 9280
"213338_at" 12616 16652 7142 14758 21713 4429 18647 1154 21059 20750 12205 1611 19915 4418 18652 9302 17683 2375
"213339_at" 11068 13088 8058 10034 13526 11841 13486 10121 13117 12269 11357 14172 11010 12526 9888 12604 15025 12034
"213340_s_at" 157 18528 8878 12847 12252 16181 9605 4386 7266 2828 16800 13328 11119 15923 783 11557 19165 15145
"213341_at" 3356 16486 2535 20531 3782 4566 15669 19372 2416 5347 5355 2749 14932 2324 1066 3850 8354 20791
"213342_at" 18381 1382 17538 1328 12439 18541 7300 19521 13841 17263 11233 3899 17654 4801 8797 2359 2398 18347
"213343_s_at" 11182 17471 2233 7338 21710 17139 7480 21915 8650 1420 5212 6670 894 3772 14617 1127 21506 20838
"213344_s_at" 1990 17974 19778 3262 16973 21489 4094 20473 18930 19093 4862 20264 2668 17318 16369 17016 8360 20021
"213345_at" 11573 11242 12100 5236 12343 1240 11797 3050 11415 1568 2153 1783 536 1514 11397 4036 17700 14208
"213346_at" 17644 18231 17961 20950 3476 15835 2110 19118 7553 7157 21642 10251 20311 3419 17764 21002 21311 19539
"213347_x_at" 4848 5626 5723 17242 6385 7436 17624 3384 12834 14940 7497 11772 6867 14653 9293 6530 20363 7557
"213348_at" 3640 19580 21417 14626 9152 265 7371 1575 11367 16161 334 20605 8224 832 1675 12752 1883 9757
"213349_at" 6275 2193 4810 21803 13612 1580 3077 14900 12752 6143 18133 2277 21329 20061 2132 740 7180 8433
"213350_at" 4883 21832 19993 1007 17646 15752 733 968 3181 20076 1307 20904 5373 3619 20369 6790 20397 7755
"213351_s_at" 11740 10377 3461 18622 5818 5235 5233 15576 20400 2881 12611 4585 16709 7410 5079 4208 3440 4790
"213352_at" 3006 19593 4775 19000 9699 7589 8320 15604 20823 22045 4243 20662 1869 597 14069 20318 1390 3055
"213353_at" 5138 4787 18833 110 926 834 11209 21185 7301 17852 4749 3053 13212 6472 20524 17842 82 20862
"213354_s_at" 8902 9456 9581 8661 12968 10821 8586 7373 16045 10797 9144 15404 8698 11981 11365 9869 13964 10979
"213355_at" 12643 5033 12404 8897 1199 2222 4894 10220 3922 5104 1084 16730 10520 4446 7492 9146 15396 2667
"213356_x_at" 7180 5129 5342 15698 16621 16881 3074 3484 12934 8344 5902 19113 6339 7010 9422 6611 19705 15951
"213357_at" 4228 5425 15683 19270 19602 18525 17876 18108 9173 9419 15111 7438 13922 18300 16532 19751 7925 16142
"213358_at" 4895 18179 260 96 15086 20262 12533 3426 5376 17145 19758 202 6214 7257 354 17697 21657 2905
"213359_at" 20875 4442 1257 3798 17878 21584 4522 16638 5434 17688 11454 3092 18290 17612 4785 6187 6301 21490
"213360_s_at" 4951 7067 16369 16550 19074 7773 17647 20507 7456 20160 19909 4019 19254 19148 17366 18997 5080 19439
"213361_at" 15444 14524 16013 20278 1422 18477 1623 17233 4653 19206 1929 4611 14303 19447 6615 17987 5282 4216
"213362_at" 1792 12646 11626 10362 10511 15245 5499 8649 13714 12461 8173 14733 9287 9633 8472 10737 16962 14955
"213363_at" 392 14114 15075 15164 4362 869 4678 20999 1416 20813 20869 21868 22266 19576 6991 8650 88 295
"213364_s_at" 8553 3434 3641 16296 19469 2449 8752 2012 4154 21805 16540 6183 6603 3144 14500 2686 21168 8063
"213365_at" 15867 17073 18199 20170 17256 21291 19800 17779 8981 16758 13764 7440 17898 17607 15091 18253 19475 19833
"213366_x_at" 14457 16517 4566 18058 18098 16980 16101 13783 16884 7194 13434 10503 13905 15196 14391 17091 19680 6582
"213367_at" 1533 17847 12769 8090 4368 3010 957 12839 19218 499 4001 18827 587 19575 21052 305 13121 1314
"213368_x_at" 15215 9043 17736 11265 7767 20593 9766 17165 12614 2818 20282 9796 4528 19914 9561 19176 10809 22064
"213369_at" 9178 10199 11512 12852 14830 13396 9266 6180 12654 10641 8926 13600 11355 9344 7701 10984 15068 11797
"213370_s_at" 18825 17875 21385 21974 6045 19699 18864 17789 2456 15050 14546 2403 14518 7526 6137 16157 2708 2974
"213371_at" 620 11524 8035 13847 8549 13542 5713 7885 16944 2030 2608 12727 11389 13746 8591 11973 13433 12037
"213372_at" 14745 12159 21985 21563 6428 21307 18493 18235 17872 8860 16171 19220 21846 7434 19867 21934 8680 21795
"213373_s_at" 21116 15399 17134 4343 2205 18865 18675 16602 7923 9009 15675 2728 3460 16426 4278 20783 1242 19135
"213374_x_at" 16332 16346 19933 20989 2906 17535 18547 13208 5076 5339 16475 10424 20604 18096 17934 6409 9173 21211
"213375_s_at" 4830 13630 13972 6129 19778 12481 3072 10376 4136 13788 2660 272 1221 11333 15274 12221 15370 1224
"213376_at" 3195 2806 18970 20872 19952 6266 1507 17653 18633 6316 17236 4332 17351 3511 4972 19518 4253 18276
"213377_x_at" 7140 7235 4420 15251 7222 6502 4753 13090 12939 15008 5363 19621 8858 6754 9431 5850 20082 16281
"213378_s_at" 1340 16840 2243 1447 3301 20819 19414 21345 20331 4571 14062 6125 17141 18463 6270 21403 2489 7716
"213379_at" 17779 21553 2533 19001 22022 20191 21142 17160 19192 2433 14060 3233 13968 17035 13738 6584 5526 3286
"213380_x_at" 14404 384 12848 12817 22237 6002 18097 8515 1183 12504 22147 11634 1157 3166 748 14144 17056 405
"213381_at" 8673 8156 11129 8126 10524 8808 4962 5083 14210 10315 10740 17899 10876 9070 5530 10369 14475 11344
