"inst_490" "inst_494" "inst_1017" "inst_1075" "inst_1178" "inst_1237" "inst_1577" "inst_1662" "inst_2697" "inst_3194" "inst_4461" "inst_5234" "inst_5597" "inst_5880" "inst_6196" "inst_6954" "inst_6996" "inst_7234"
"200688_at" 15785 19564 5816 18276 19095 17576 4429 20949 9667 20509 11464 822 14324 2487 5336 2870 10144 15961
"200689_x_at" 4457 3487 5819 3966 6667 7691 15662 3496 12980 8867 11385 19957 13527 14697 9477 5183 9408 17433
"200690_at" 4190 20800 19705 18410 16809 7487 19524 19053 5216 17573 19739 19199 16963 17213 18698 17052 7625 8429
"200691_s_at" 16158 16362 16980 17093 19924 18587 17437 16883 18841 15720 14529 9790 16969 16658 19976 17977 10581 18680
"200692_s_at" 14091 13998 18998 18832 16919 3443 20994 20868 18409 7262 15840 8720 14738 19433 20780 18868 8707 16158
"200693_at" 15503 17115 15775 18490 18133 3676 2826 15088 9590 7169 12380 9044 15066 14970 13627 18190 7252 16692
"200694_s_at" 17535 14608 17466 17540 18939 16243 16504 17764 17551 9394 18207 9038 18452 19024 17818 19804 9114 17047
"200695_at" 14479 14248 1362 21433 18809 725 2207 20673 19114 6425 20227 8091 4314 6225 6005 3609 10794 18045
"200696_s_at" 14348 20740 1623 2605 4223 2363 2430 21148 21039 19932 15951 1958 13620 21938 2025 2880 1560 4891
"200697_at" 2077 7251 3311 16736 4172 6404 481 17938 5791 18275 19305 6384 16004 16379 18570 17913 7741 4318
"200698_at" 4185 3884 2420 15853 3204 7063 15950 14410 3409 16924 15952 3094 13726 6337 5142 4096 2936 4163
"200699_at" 16418 17034 2025 2876 2431 6602 16423 16746 1173 19287 15661 11187 20310 6606 4662 1263 1095 7073
"200700_s_at" 15774 3014 2170 2829 18536 18208 1794 15811 9499 5465 12818 4709 5374 5738 2568 5055 5896 4081
"200701_at" 2083 7258 1724 460 1534 7137 3035 2241 5501 4834 5879 1438 3633 3068 3684 5758 2727 3669
"200702_s_at" 17721 4505 17284 3587 21357 5023 4205 16468 18474 9222 12901 10629 4740 18425 19931 19224 7113 16577
"200703_at" 18781 14881 19378 20293 20231 18022 21017 17336 10276 6384 14021 10459 16441 15291 17623 21133 20533 16656
"200704_at" 19482 14285 4180 1544 7092 17197 1014 3305 8486 6140 2273 1498 4149 827 4831 2538 1090 3895
"200705_s_at" 4828 16837 4543 2831 17038 16339 4300 14138 12827 9175 2987 11492 4651 14723 9285 6281 9426 16472
"200706_s_at" 17663 5985 17451 1643 2201 6422 3798 2003 7333 6882 16938 1086 2826 21102 15558 3418 3034 6202
"200707_at" 14719 17095 5179 2068 17484 1140 1349 13487 5471 9161 17774 4637 19905 3269 4326 2229 1094 18747
"200708_at" 17189 3620 17515 15317 5320 18972 1221 15798 21398 9158 15235 11127 17726 16611 19788 17580 10751 7602
"200709_at" 6611 5584 4201 19932 16668 15847 21929 16069 20138 9134 2876 7011 14053 5627 18239 4933 8646 3480
"200710_at" 16289 2527 3685 1362 3343 16496 18820 13846 6294 6816 17966 5191 5618 6604 20316 17062 6641 4638
"200711_s_at" 5920 5201 19888 20807 20537 16871 20950 19139 4986 5045 13497 10722 16556 15500 17838 19355 4724 8196
"200712_s_at" 14224 3283 16627 20147 7169 17765 3359 20558 8375 5770 15582 5358 15043 14758 16309 19789 4301 7777
"200713_s_at" 14670 15031 17926 17325 19213 7906 17723 15793 8824 16652 16195 19630 19494 7502 15452 19108 8757 16170
"200714_x_at" 14199 5467 15367 19575 20896 3137 18708 19686 6691 20039 17684 10086 15592 15564 6997 5597 7682 4886
"200715_x_at" 16967 4052 16416 19222 5138 4766 2536 2476 17076 7576 4524 10557 3121 3701 5069 15988 9229 5058
"200716_x_at" 5457 14224 4658 16162 4071 5657 16384 14278 12976 11021 7647 19585 6641 14662 9472 5631 10575 5991
"200717_x_at" 3287 16970 9175 3877 6996 7092 16981 3301 12887 10986 7554 14596 8786 7549 9373 5420 19594 17523
"200718_s_at" 17913 18991 18177 3107 17429 16014 15674 2930 11097 7039 4870 10382 15288 6613 17507 5394 10594 16984
"200719_at" 6404 17991 4139 19318 7493 16481 18263 15718 17215 6892 15470 19925 16041 15426 15166 20271 7197 6834
"200720_s_at" 4528 20280 6014 20761 5504 7425 3179 17740 6526 6007 18008 9106 6938 17573 6066 17689 6100 1766
"200721_s_at" 5681 3548 20640 16731 20395 7840 19801 14952 6265 4387 18448 4100 16092 14734 5033 17701 7524 16293
"200722_s_at" 21590 16930 20878 19421 7425 3134 15924 21521 17702 5395 21240 21220 20265 17010 3794 21618 10059 5110
"200723_s_at" 20598 20457 17045 20259 6148 16405 15645 16422 7812 15489 18308 19808 16776 18198 7515 19601 20014 5940
"200724_at" 1363 5842 9725 14380 8833 700 13027 650 18705 21771 5210 22127 347 2776 886 14207 2786 16096
"200725_x_at" 14707 16716 3161 2956 18924 5857 16209 2362 10170 18374 4249 10855 4313 4694 14556 5425 10329 16845
"200726_at" 19145 5716 17206 20738 18574 20363 4586 20613 9186 7024 18129 11448 12992 19220 17372 16831 8624 17281
"200727_s_at" 14046 18871 21862 19095 17075 17077 16471 1600 18827 2601 2152 5653 15395 21469 16869 19953 3116 7660
"200728_at" 17842 17031 4451 20998 19703 18857 18266 13579 10642 4176 3054 7925 4896 19119 6174 16483 9772 18030
"200729_s_at" 19782 18643 19559 21091 7563 17184 20064 20455 18659 7966 4745 9489 17966 19383 14558 18113 4086 18383
"200730_s_at" 5021 7426 4054 3023 4069 2755 20181 15272 3772 6244 11872 4524 5856 1386 4343 4396 6445 3823
"200731_s_at" 14040 18099 4286 3243 1228 2727 845 16737 20642 5693 4712 7585 5486 5052 15983 5045 3950 6309
"200732_s_at" 19966 3973 2641 15332 6233 2476 17747 16973 9726 8057 4723 4235 12959 2444 7534 6190 4438 16744
"200733_s_at" 1416 1461 4025 2880 3130 20701 22129 15436 20863 18015 3876 5878 13116 16408 20543 4261 4425 20705
"200734_s_at" 16963 19488 1262 16263 19450 3036 4379 14301 19455 18047 13091 6432 4372 6413 15871 3550 9609 16372
"200735_x_at" 14585 6783 9192 3069 7019 16054 20131 3234 12938 11008 7606 11103 8854 15138 9430 6653 19499 7638
"200736_s_at" 7663 16808 6506 5089 7343 7723 1093 7527 9522 22068 13164 15500 11387 7624 15555 13951 12238 12627
"200737_at" 14267 19688 20025 17216 21316 16623 20581 17997 10244 3600 14260 3118 6433 4482 20284 19826 9049 16326
"200738_s_at" 15897 4036 15270 16265 19731 18173 18916 16152 17685 15695 12704 11234 13528 6479 16064 15843 10251 8572
"200739_s_at" 16119 14651 19936 3638 6532 6281 18954 17909 4430 5132 18527 19592 5165 5781 14058 19463 8572 15998
"200740_s_at" 6455 15945 19092 17455 5015 7604 20762 15463 18696 7874 14159 11745 18039 16607 15000 20543 20079 16569
"200741_s_at" 4907 14267 8998 15220 17083 7891 3547 2331 12816 10954 7474 19329 8668 5783 9272 6024 20259 17751
"200742_s_at" 6360 6051 5442 1174 3833 1561 17080 586 3034 21268 11619 9682 2779 16897 7205 5604 2985 2160
"200743_s_at" 17826 2112 1400 15568 16931 3135 3805 13512 18239 9005 12448 1662 18410 5959 4848 2672 3280 3949
"200744_s_at" 19455 6826 15622 19218 6735 7161 4439 17791 8146 15263 14202 4486 5330 5928 6235 17617 5003 4039
"200745_s_at" 13985 3857 19388 17853 5488 8121 2888 15073 18221 7875 4511 10130 17237 6953 6220 5259 7992 19167
"200746_s_at" 17888 14897 16822 18944 18745 5723 4456 18876 17698 15269 15500 11352 15371 14676 17135 18189 7847 4855
"200747_s_at" 6489 19575 19184 3779 3349 18530 3897 14001 19050 18675 18889 3214 17882 5835 16533 4907 2536 7617
"200748_s_at" 6170 15712 5207 15931 17783 15728 18310 2843 1619 16518 7664 9485 3744 6216 6036 4702 5025 6186
"200749_at" 19642 17669 21646 21960 17810 20568 19926 21397 19813 5386 19892 18881 21091 21181 19717 21063 9710 19254
"200750_s_at" 18955 16818 16435 17333 19535 7846 16808 14774 10915 9388 7538 19755 13571 16895 18479 17806 19540 17897
"200751_s_at" 14317 15901 15377 16037 18907 18300 16939 13660 5927 3878 15275 7884 5210 17634 7516 17784 6710 6677
"200752_s_at" 1096 16447 5060 3581 20891 3243 4385 13575 2098 7437 16103 2488 4268 4865 2734 3435 2951 18930
"200753_x_at" 16632 7244 19084 20394 17829 16421 20200 20125 10744 3507 20190 10664 14966 18453 16815 21158 20422 19158
"200754_x_at" 18451 19474 21331 18989 20504 18060 20242 19520 18133 7230 19250 18865 19784 16744 17588 21903 20823 18638
"200755_s_at" 2830 16442 4057 2804 17266 3609 1022 2617 2646 16568 13710 8454 4141 16285 3178 2064 8353 2677
"200756_x_at" 20898 5538 2472 18072 21090 2759 1649 16319 3213 3650 17915 2964 1113 3501 2606 16466 3623 5139
"200757_s_at" 15101 16958 3954 2449 6585 5939 2464 2676 2940 9218 13244 1862 5719 16794 3670 3336 10505 6796
"200758_s_at" 6610 6465 1260 4254 2089 5900 2032 1436 8112 16657 16826 5872 6320 5639 7061 18097 4056 6662
"200759_x_at" 17765 17161 2982 17030 1490 1613 18342 17381 7616 15521 15836 2957 15948 14961 15154 4078 4654 8147
"200760_s_at" 16062 18981 20264 19759 5408 3604 18601 18280 8120 3707 3877 10237 6593 15430 4000 15449 7676 4810
"200761_s_at" 5431 5838 17788 18624 5226 5872 596 16446 18118 5444 14631 7437 16792 18255 7249 6659 7449 16362
"200762_at" 5767 5194 20697 2854 5806 3913 1552 1785 3421 17296 2968 3194 5689 4988 6738 2989 3550 19068
"200763_s_at" 4348 3369 9580 16693 5567 5830 2649 2318 12947 16082 7617 10972 6740 6004 9440 4904 20150 8116
"200764_s_at" 16496 18502 5351 17152 9941 13539 7802 17164 20179 17924 2075 4490 2674 10531 17951 18423 6087 17207
"200765_x_at" 14007 7205 18803 16347 9165 12609 14829 15860 21134 17219 10799 5592 14230 12209 22104 6244 7446 6340
"200766_at" 18687 19928 16380 21005 22275 1163 1215 14356 4545 17355 14610 9484 18174 2664 2591 16667 6422 7806
"200767_s_at" 14463 18791 17867 15488 17433 19021 17663 14037 19185 20852 14743 9740 12832 19926 13718 18099 3170 4647
"200768_s_at" 17782 18554 20410 21931 21389 19206 20079 21084 20272 8610 17297 20319 18281 20424 21112 21969 9159 18375
"200769_s_at" 20546 18148 21063 19735 22129 18900 19042 20827 6937 3228 21032 10616 16323 6091 17050 20125 21773 21382
"200770_s_at" 17569 16028 556 15374 3766 4883 2496 2376 9279 18231 18479 20633 4899 5510 20174 17187 1935 3676
"200771_at" 19050 15380 17006 3444 6054 5494 18967 21476 7308 3805 15915 2617 16944 15261 16922 3126 5855 6620
"200772_x_at" 16940 17308 5807 15967 19096 15770 16791 12952 17412 15151 12907 18911 6294 14644 9404 17703 19554 8564
"200773_x_at" 3223 5774 15644 4098 17603 7091 19186 3038 17457 9437 4672 18876 12804 7486 14733 16332 19550 6403
"200774_at" 15109 20455 15520 15481 17591 18637 18425 3368 18137 7530 12260 10667 14961 16102 15461 16245 7880 16266
"200775_s_at" 14724 14695 16743 18315 16978 16248 15859 15297 8626 19225 20297 19506 16089 2895 17310 17424 7509 8418
"200776_s_at" 539 17222 15531 2138 20327 16328 21579 16832 6738 3849 15445 3812 5106 4163 3891 5437 8813 5239
"200777_s_at" 14819 19349 17352 15355 17281 18550 21833 14269 8341 18951 13135 3485 3685 15878 7574 3486 5886 6945
"200778_s_at" 16874 17754 20673 20190 17680 6200 19149 15989 8664 7281 18986 10984 6783 5453 5860 16893 6106 16104
"200779_at" 1653 7274 947 1626 7012 2771 15844 2931 10096 7964 2940 3595 4012 2028 19154 1206 4083 3095
"200780_x_at" 6520 15257 9456 2509 16697 6503 3865 3683 17022 8056 4833 9881 5581 5711 6033 6054 9687 5943
"200781_s_at" 15129 16036 9412 1743 7320 17018 3208 13005 12871 15244 5205 20508 8763 14778 9349 16362 20270 7215
"200782_at" 4279 17522 5536 16835 17311 5281 16404 15709 2925 16084 11333 7486 5008 15367 13877 5987 5306 6266
"200783_s_at" 201 17610 5644 17653 20050 18506 16437 13295 18008 9377 17007 8465 5102 3564 18483 19157 9984 19350
"200784_s_at" 8337 9700 10459 5058 10952 9973 6437 8355 21940 9982 573 16780 8573 8007 7904 14575 15472 12541
"200785_s_at" 1674 20225 14385 7642 13083 10666 5799 11947 15769 10561 19460 17763 10533 12903 2793 7198 17424 8888
"200786_at" 14519 15310 5553 19577 16775 7056 3588 14207 6147 7302 12043 18975 6687 5273 15938 17044 19672 8120
"200787_s_at" 6415 2246 20716 16514 7368 4316 15683 16412 6349 19411 20809 6050 4023 2780 4549 4945 4801 15949
"200788_s_at" 13756 16707 2841 2565 6280 5540 18336 3036 6933 15283 12463 3884 18348 4567 7197 15856 7789 6143
"200789_at" 17676 18012 933 19307 1968 16288 4381 1276 20707 17808 13375 5042 17793 15277 13762 15792 6737 7236
"200790_at" 20555 16094 17859 21018 17821 4991 19900 21895 10662 5926 4891 19641 20446 3694 20219 21197 10303 18478
"200791_s_at" 21115 16481 2766 15804 6118 18848 2760 15392 7833 17632 4540 10615 16206 2393 6505 3121 6695 7996
"200792_at" 5575 19354 16892 16779 19266 16769 16756 13748 18214 8400 13734 9214 14761 6551 6287 15325 9104 6187
"200793_s_at" 7056 1906 5702 18837 1445 18478 21488 19709 17672 18624 16425 4663 17650 3684 18318 19400 4228 16672
"200794_x_at" 5239 15866 17801 17001 18546 18532 4424 18490 17544 6019 13461 7282 14065 3291 16265 19762 9017 5522
"200795_at" 1995 4160 10242 13624 559 9796 6114 7890 95 6555 655 17782 1738 14739 12868 3909 4532 15039
"200796_s_at" 13982 22070 18766 16318 3467 1738 385 21019 2580 1778 20355 20577 2856 14894 15238 21606 21407 16231
"200797_s_at" 19599 16595 3957 915 18432 19095 17314 21004 20598 17986 2813 7760 6037 4682 17883 3235 4878 4885
"200798_x_at" 20981 21990 15569 18224 2746 16434 16793 14722 7045 4790 17899 4130 15900 15404 5433 20825 7807 7567
"200799_at" 2079 6495 5730 2677 11117 5384 5740 1627 9273 17797 14277 9632 15337 7343 10779 2456 8747 18541
"200800_s_at" 6956 671 21128 16048 1245 4996 2183 18750 2311 18780 17617 4474 15318 6982 3257 6057 7725 19755
"200801_x_at" 5999 15652 9426 2941 16884 16420 18399 3591 12786 15722 7445 20006 8632 14591 9240 16088 20321 16592
"200802_at" 17200 3730 2584 1815 5386 5589 3953 1887 17300 17100 16912 3352 2918 3345 19764 1991 5819 5289
"200803_s_at" 15600 6735 17124 16377 16914 6836 15693 17923 17102 7365 13645 11695 6321 6814 18107 16706 8858 8549
"200804_at" 15798 15152 5036 15420 5373 5463 18887 14600 17167 14921 13480 7007 4504 17658 14696 5060 5640 5730
"200805_at" 5448 17033 2734 20440 18573 1215 20912 14962 17925 5564 15838 5030 3325 4577 15850 2080 4432 3916
"200806_s_at" 18221 15784 19700 17058 18575 18554 17237 13801 7547 7865 18512 11426 15904 15236 16708 16392 19755 16233
"200807_s_at" 16615 6814 18284 16380 19110 19288 18465 13088 17269 14986 12592 18889 12984 16412 14648 6488 19547 16498
"200808_s_at" 20865 5334 19979 16190 18393 1804 17094 17326 18723 21350 17822 7377 15258 4026 16404 20759 21647 16169
"200809_x_at" 14564 16980 9218 3561 7467 4760 2902 2457 12804 6799 4602 19324 15141 6027 9258 4759 19760 6824
"200810_s_at" 15781 5103 15694 4071 4895 18036 19971 18553 9669 17599 11235 7980 14955 17687 16293 3094 5216 19896
"200811_at" 16020 19899 5659 18772 4998 15669 1875 21241 5288 5852 20940 7720 2711 21761 5588 6363 2989 5100
"200812_at" 20139 17774 5797 18534 19626 7096 4462 14186 10026 7860 16599 10620 14472 7268 16996 6467 9645 7813
"200813_s_at" 21860 18118 21933 20086 4653 15757 1429 21698 2066 19805 19302 19572 20207 21251 4268 21127 19657 4158
"200814_at" 14541 20120 4239 2432 18467 2697 17425 14413 7169 8946 11828 5809 17592 3976 14530 16007 5447 6370
"200815_s_at" 18120 5041 3202 17076 4177 7502 1879 17922 4962 15481 4275 7087 17350 7311 5537 6141 10832 7141
"200816_s_at" 20880 6754 20827 21524 5730 20487 21681 18479 7102 19186 15537 20000 21620 19647 4470 22008 9691 20578
"200817_x_at" 2364 3545 9205 3802 11008 7722 18696 12885 12800 10945 7457 14388 8653 9802 9256 6646 19930 7438
"200818_at" 15704 17534 18652 1913 17107 16080 3841 19042 11072 7976 13887 10492 12987 16365 16519 17499 9997 8264
"200819_s_at" 14333 6707 9280 4423 17678 15841 3615 3721 12895 8764 5899 11771 6878 6913 9380 6616 10849 16829
"200820_at" 17592 20515 4302 3946 5912 5175 3502 15021 9046 6575 15681 8138 6604 2977 15024 6241 8725 19824
"200821_at" 19562 14189 16929 17637 21339 19565 21482 17829 7653 20242 16110 7706 14463 16854 14200 4374 5762 8252
"200822_x_at" 6493 3924 20182 2887 6415 17786 3657 12847 10945 17093 13124 9245 17783 6902 18658 6531 19876 8277
"200823_x_at" 6083 6068 16648 3824 2901 7335 4796 13864 6883 19207 5807 19072 6121 6679 9465 5458 9765 5385
"200824_at" 1529 16762 7845 12320 4122 4811 2131 810 8192 21748 12535 19772 21419 15629 14599 641 19354 825
"200825_s_at" 2550 2460 1314 16049 7634 543 18884 3728 3212 18537 16071 1228 16248 267 16902 2859 1682 2372
"200826_at" 6795 19694 18383 3722 6712 16983 4791 14692 10045 9330 4828 19420 5214 5344 16606 16969 19684 16982
"200827_at" 4300 14196 3993 19495 7034 15890 22018 13834 7538 19251 13043 8173 5377 16277 17198 16126 10625 20398
"200828_s_at" 19010 19336 19735 17512 7174 6945 3887 15949 8247 4758 20305 8997 15971 17239 5995 20440 9911 5290
"200829_x_at" 18436 7037 17217 18005 17421 18197 4105 19141 18985 5156 17888 10784 19866 17937 17237 20682 21048 19616
"200830_at" 17171 18388 17166 18352 21185 20100 17310 14313 8920 15650 13670 9351 15067 19138 19252 16982 8940 18556
"200831_s_at" 4048 6038 938 1124 1587 1181 3474 815 17742 9060 16405 1813 867 1746 1602 599 946 1641
"200832_s_at" 4227 184 1684 2632 2385 1947 16041 550 9909 6145 12676 3555 2613 1810 15323 1376 1052 1964
"200833_s_at" 17832 14964 16830 18546 20184 19027 3029 15244 10718 18795 4966 8717 15831 4491 18488 6727 6007 18714
"200834_s_at" 6076 16800 9343 4199 18145 16284 15903 14461 12839 10963 7500 19243 8705 15274 9299 4955 9577 8576
"200835_s_at" 11558 9564 15126 1780 17763 19909 10976 18857 7971 16842 1406 21200 1796 3364 2814 4600 10717 860
"200836_s_at" 16341 6221 5525 867 1127 1040 84 21386 1172 8853 15978 1147 21900 19861 22262 22167 10165 16321
"200837_at" 15298 19793 19282 4087 17189 5536 2433 17386 16917 5309 18535 8176 5183 7613 18990 15354 6543 5941
"200838_at" 4482 4848 15574 3975 18386 7087 1947 13342 3804 15609 15760 5502 13050 3450 5304 3596 5797 17723
"200839_s_at" 20367 14505 17295 15415 7194 4203 16688 18220 7078 14912 11341 5999 13313 6335 5434 5386 6235 8437
"200840_at" 18276 14884 15290 16488 17966 16134 17771 16102 8639 8493 15040 19979 17926 15835 17369 18792 19470 17236
"200841_s_at" 2460 3307 19657 16330 17472 6941 626 2304 19175 5706 4588 19603 3555 4174 17713 16497 8853 7558
"200842_s_at" 4361 1803 19200 4176 19850 17380 3255 12854 19299 17991 5616 7605 5458 4550 19678 2503 5297 6254
"200843_s_at" 6985 6441 16332 15692 17168 7471 4520 14132 16883 9542 4504 7727 6825 4634 19272 4358 5260 5278
"200844_s_at" 4513 17921 4827 4212 16799 4881 4056 18364 7115 15575 11585 10089 4960 6246 14779 6660 7419 6448
"200845_s_at" 14930 3299 5936 16538 19123 7362 17455 13072 8469 8279 12431 11503 14681 15529 17479 6562 9629 7717
"200846_s_at" 14632 3061 16186 17160 17967 8122 3122 18051 8698 8298 17093 10636 13356 4686 7435 16560 8143 7099
"200847_s_at" 19093 21061 17725 3465 4502 3188 1869 1808 7212 19612 13486 3535 13013 2947 5794 16025 4756 16304
"200848_at" 17120 2087 16707 17284 3879 6696 18476 18959 7297 2945 17609 8880 16426 6933 16066 17695 6437 4640
"200849_s_at" 21086 15177 16608 18024 4807 17653 3240 15956 5396 8953 5844 9817 13562 18435 13753 3800 4822 19509
"200850_s_at" 17958 18807 16007 4070 3933 16742 3741 16603 9411 15674 17077 11866 14124 6021 13463 5496 8345 5525
"200851_s_at" 20017 17478 17782 1380 7276 2100 4208 13436 5509 16081 16287 4305 5024 20024 7032 16769 5141 6583
"200852_x_at" 19182 21616 20746 19115 4297 6384 17056 15255 8523 16912 20801 20784 19819 17358 14362 15751 3375 19906
"200853_at" 18996 21878 17547 17521 5741 8022 19091 2142 9218 8357 4193 11286 14024 7081 18085 15555 20145 18225
"200854_at" 2533 6710 5320 3208 2239 7519 15710 13771 7982 18104 18023 10312 18340 16137 20318 4103 7110 5596
"200855_at" 984 5741 5510 69 19995 20467 19108 18620 2135 6903 4063 19537 18095 17921 3608 18766 6313 19197
"200856_x_at" 2104 14040 1784 18770 16975 6912 4331 3292 4719 6654 12562 2394 6507 6112 17390 6815 7116 4519
"200857_s_at" 16729 16509 5854 19552 20666 4818 3599 3575 8676 5301 18597 5503 14726 1213 19451 17942 4954 4426
"200858_s_at" 14711 6973 2553 4154 16611 16545 21192 2978 10320 9091 4332 6466 12879 6272 7623 16438 7495 6199
"200859_x_at" 17176 15420 19887 16196 18848 4329 21527 15468 8392 19142 19131 19888 18577 20657 7344 19030 2034 18299
"200860_s_at" 18732 17805 4685 1793 18611 17758 3593 13819 11102 18744 16974 7877 14564 15910 16794 6515 6917 7756
"200861_at" 19425 15641 21402 21873 812 3818 22249 14829 20841 2539 18652 9822 18797 21078 7092 16075 21903 2446
"200862_at" 2989 2826 17345 2336 4141 3287 731 2517 1699 19090 13386 8216 15552 1880 14919 1940 5184 4611
"200863_s_at" 16179 5090 5724 15180 17106 16636 3669 15406 8682 7044 12799 6803 6652 4533 6862 15333 19685 5983
"200864_s_at" 5443 17931 16902 21219 3936 18884 21736 15390 4475 7617 14007 5523 4554 16305 14372 17340 2999 18769
"200865_at" 12734 13691 8218 12264 12132 6818 10595 4441 21471 16962 2479 16173 12305 5146 9636 329 11821 14557
"200866_s_at" 17593 14091 2605 3459 4366 3995 4475 13256 4440 16743 20276 7609 6912 2007 6754 5518 6964 16175
"200867_at" 21260 4866 4435 19965 7565 17387 15897 16276 18711 18100 19913 10231 19012 19583 3294 18882 6580 15977
"200868_s_at" 15603 6823 2846 18745 2143 19990 17498 16370 6626 5473 18108 10830 14092 16026 15583 16283 10219 3641
"200869_at" 14794 19527 9360 15664 5415 7125 18817 3236 12823 15768 7488 20369 8681 7163 9278 6037 10082 8377
