"inst_203" "inst_415" "inst_524" "inst_1003" "inst_1061" "inst_1164" "inst_1223" "inst_1648" "inst_2683" "inst_4447" "inst_5220" "inst_5583" "inst_6182" "inst_6942" "inst_6983"
"213974_at" 8566 5115 14993 12846 13044 11064 5618 9371 667 16515 7846 21840 2881 2832 13326
"213975_s_at" 9416 10312 7054 5688 16644 16205 15881 5971 13232 9703 10843 13770 10864 7102 9209
"213976_at" 15799 6698 7726 10129 12773 10330 16938 7466 20993 19878 1458 858 20125 12001 11272
"213977_s_at" 19353 17661 11293 20225 20996 2020 5383 21110 19425 3562 15628 15826 18612 18694 5863
"213978_at" 12910 9933 7950 544 16194 7516 18528 10589 20246 8554 9017 5082 20812 5556 4427
"213979_s_at" 14438 18711 17648 15302 4817 16971 20584 19153 16221 21039 17802 4126 7756 17271 16095
"213980_s_at" 19711 7263 19345 2609 20208 14855 10395 16974 17810 16168 15954 15770 6100 20564 18415
"213981_at" 18263 17538 16208 13744 17325 12348 15195 9916 3246 21884 991 4012 6115 15703 2298
"213982_s_at" 6458 13781 8353 22194 1543 16800 3112 392 18787 20418 570 18697 5857 5561 20787
"213983_s_at" 21829 3618 18313 16348 21969 3506 6915 15178 21458 12371 16212 5435 3871 21889 18640
"213984_at" 10155 15699 19433 22016 21641 21589 129 4239 6069 21940 21533 2370 10897 4554 16210
"213985_s_at" 18400 5758 8869 11820 16402 10272 18341 6077 12713 3026 9900 13331 13625 10036 9975
"213986_s_at" 21216 5968 12032 21816 1923 21033 68 455 2396 11334 3675 5257 6527 1142 16457
"213987_s_at" 10970 8773 7012 13055 6589 9839 13439 5304 12054 7045 5128 11190 7260 11469 12438
"213988_s_at" 6712 8523 612 1172 2231 916 1035 16989 1652 20783 20714 691 1652 18205 18158
"213989_x_at" 5137 18359 22068 14343 363 20586 5005 20140 2597 2297 734 16004 20492 19903 4587
"213990_s_at" 7446 10787 9239 7539 14513 11653 11607 11917 8784 11106 5018 12439 13629 10039 11468
"213991_s_at" 10635 12515 8286 12633 8459 11485 12998 9887 12143 10436 9007 326 15016 7634 7314
"213992_at" 16210 20715 15547 7742 6975 7871 2167 9533 11273 18239 7255 16477 6774 10414 7096
"213993_at" 6754 11787 8942 5749 9640 9070 11993 12415 13974 10030 4240 12762 16092 5361 8461
"213994_s_at" 9885 10145 7349 6820 7569 5171 12370 8610 1715 8322 8900 13274 2111 11414 10959
"213995_at" 15269 5196 12141 20420 21059 16102 3586 16155 3548 21985 14692 6845 5560 17657 16028
"213996_at" 12100 7020 2864 8717 7957 1413 20741 9847 21606 14573 5601 2255 1583 11278 14517
"213997_at" 12023 9166 64 12129 6976 9309 15054 11013 8941 11001 349 15401 15895 14486 6273
"213998_s_at" 17401 871 18184 19309 856 18145 20430 1978 17441 14465 13285 19907 2454 15768 20857
"213999_at" 14108 15240 10015 1813 4031 20919 21675 4206 18746 12573 21314 7088 3612 7031 4320
"214000_s_at" 4011 16108 17594 350 15911 21393 499 127 2522 21763 14070 697 20370 366 7439
"214001_x_at" 15679 15751 21975 14370 19359 2614 9723 17159 5189 12337 15053 6291 10238 17147 2202
"214002_at" 1690 2279 19254 2324 13170 2709 1306 1242 20621 22160 20231 5666 5719 2122 1345
"214003_x_at" 15627 16238 11039 16108 20482 2082 19141 3826 8250 7728 12063 11401 13211 5444 4960
"214004_s_at" 19872 20442 17047 18215 17815 19116 9621 4132 16889 5861 20160 2087 10082 19176 17866
"214005_at" 2622 4848 16063 16291 21290 17565 19761 19177 16992 16251 12741 20516 4216 21174 19149
"214006_s_at" 17623 1651 3047 4180 20696 18320 20285 2315 14031 20549 2875 5087 3650 20690 20476
"214007_s_at" 15959 737 11132 15906 18432 17388 6581 14665 3941 17250 1460 2454 9895 4005 19332
"214008_at" 21131 13506 10002 3881 22124 16016 2525 17441 11962 2131 16229 17572 3931 2219 16224
"214009_at" 19724 12241 5039 20645 14594 20648 4746 200 1810 871 21246 18243 512 1099 19646
"214010_s_at" 7956 7081 10408 11203 13112 10003 14550 10495 20774 1169 8802 14117 2983 7979 11918
"214011_s_at" 2877 18394 11994 2565 19606 17543 11313 17358 19830 17483 13772 8995 21321 15053 19991
"214012_at" 7355 8615 6696 9536 11862 18350 87 9223 17750 3599 7703 10438 1599 8959 8998
"214013_s_at" 11332 13209 10644 11638 8781 9900 16790 13969 11709 710 4143 12645 416 13749 6521
"214014_at" 11044 11511 4926 1128 5253 8864 9858 2031 8392 3107 11228 8626 13722 21957 22262
"214015_at" 1464 19480 1409 13293 15853 12938 11553 13932 7299 6482 9928 14744 67 5977 11487
"214016_s_at" 18585 17321 19206 21912 3097 17047 4954 3601 16083 19609 20820 19084 5910 18780 2632
"214017_s_at" 573 21876 20191 1703 19056 22204 21802 2966 5209 1898 2223 20275 22279 17044 4288
"214018_at" 11664 10106 5089 12740 9878 8486 15063 6174 7105 10186 4060 9529 12740 6139 9392
"214019_at" 6933 7550 6054 9022 9090 7563 15157 3233 20613 20618 16779 1263 10281 20670 8397
"214020_x_at" 17911 1729 22253 133 22039 181 22247 22143 18471 12961 19620 3303 22113 1595 4624
"214021_x_at" 9199 14627 7363 7072 17383 4935 9711 576 12040 21946 13652 17242 5605 21063 21198
"214022_s_at" 3739 3184 13428 1632 16010 13431 10074 21976 1665 21956 22211 17901 18491 120 581
"214023_x_at" 6509 8150 7962 7377 14078 12788 56 13843 30 500 7498 15549 14990 18806 869
"214024_s_at" 11696 8351 10364 12972 6526 9183 15735 6494 12060 13847 7772 10796 12434 12440 7346
"214025_at" 11415 9787 7968 12787 14054 4971 16708 8088 10415 9706 9560 9875 16358 8786 7916
"214026_s_at" 13209 11684 8714 13609 8203 7654 16199 2523 12296 1183 316 1588 9047 6124 9019
"214027_x_at" 7022 11379 5783 761 14018 3432 12189 2521 22196 2036 1144 21329 14075 14511 16551
"214028_x_at" 7584 8322 7975 16158 10352 22163 7670 18472 3024 1154 21727 21875 21472 21830 2513
"214029_at" 10472 8200 3885 5910 8310 7364 17037 5465 11675 6154 5399 13105 14221 11021 9093
"214030_at" 10426 201 21995 1510 13290 19439 3343 21914 3760 5839 18860 16943 3028 14826 13068
"214031_s_at" 9632 10307 8970 8001 11779 10686 2340 9077 10385 3817 6257 11241 11911 8546 7471
"214032_at" 12007 7870 4792 11341 12867 13387 13472 12569 11538 8003 4770 14255 16067 8608 7898
"214033_at" 1078 6136 12545 22269 19968 15244 36 14664 2576 628 2758 18702 758 21140 4773
"214034_at" 2517 8595 10825 5785 15758 13723 18869 13338 12341 2488 6126 464 16690 7283 13094
"214035_x_at" 21763 21714 20708 14154 2729 16356 8801 19318 17791 11236 16650 19209 17895 2668 2812
"214036_at" 5346 19604 3773 4227 17466 9310 21432 20065 1503 18054 2665 17636 17596 21686 22105
"214037_s_at" 20613 301 11554 21125 6365 662 4332 18862 5471 21807 12083 16293 5998 16782 4063
"214038_at" 6809 16219 13166 11601 16728 6729 14926 13545 2433 11014 11092 18017 848 11242 11168
"214039_s_at" 13748 16187 14178 15543 5149 16621 9175 2858 12974 14131 3903 15574 8240 16726 5620
"214040_s_at" 19588 11380 12405 13033 6926 3777 15049 7674 275 1753 3634 2479 19216 6392 14234
"214041_x_at" 21571 1701 12111 20126 973 15516 3115 18057 6060 5770 14228 16000 5421 20570 15829
"214042_s_at" 1501 13768 14706 17385 1031 2332 2278 18126 6328 18756 17736 18690 8202 18986 19523
"214043_at" 10723 18718 10768 5898 13930 11759 15553 9275 7980 6657 9261 11556 16259 10403 6590
"214044_at" 12118 10591 3837 13225 14258 21898 94 15540 14703 2544 3780 185 5698 20449 3827
"214045_at" 1938 22148 20594 1858 20752 19113 4661 17179 12443 13161 15988 5498 4573 21867 3138
"214046_at" 19241 15544 16113 18100 21459 5564 16088 21000 10765 8267 15869 17555 13354 21646 20564
"214047_s_at" 17088 6451 14679 4475 2710 20641 5275 18380 6408 16384 15544 8011 8429 17010 17297
"214048_at" 2785 15869 14030 20058 1541 15572 20060 21792 5711 13824 19906 8427 6600 2529 20390
"214049_x_at" 12125 9623 9518 13207 16162 5364 12018 12175 2612 9216 11014 14024 13005 13062 13479
"214050_at" 21395 3097 5565 5408 9095 11609 18887 7278 14686 21245 8929 21632 12671 11723 9725
"214051_at" 19113 6672 20844 14429 17565 9582 10792 21112 7027 19999 19712 7811 15297 1456 4696
"214052_x_at" 17438 16153 1890 17532 20178 3199 10950 20559 14878 13474 19623 19720 10155 16854 15503
"214053_at" 17229 17639 15559 6362 11565 5238 18080 13759 6864 9677 10634 1584 16479 8482 8582
"214054_at" 1039 9422 10204 5684 8361 21283 4827 8553 3107 49 14072 11180 3610 10753 11496
"214055_x_at" 4948 19754 17427 18481 20319 18622 10426 17576 12514 16556 20024 7820 17883 18811 15382
"214056_at" 18710 7347 14361 16931 4659 3804 542 20931 18510 2758 18573 4667 20154 1601 4094
"214057_at" 15688 16376 12970 2225 20702 14808 3502 17457 18397 5198 2511 17787 1720 15401 21520
"214058_at" 20183 21956 21049 17571 10166 3266 8070 14662 21568 22086 1527 20678 1228 18574 52
"214059_at" 12835 11332 9028 6239 10609 13309 17214 5881 6846 3721 5345 15508 14818 12399 10185
"214060_at" 21746 6152 11019 2089 14380 19788 21975 5048 21750 4356 20027 7445 6136 951 14178
"214061_at" 17342 6239 15375 19406 50 16487 4320 19396 6517 13381 16435 2488 1681 17882 21539
"214062_x_at" 13029 12095 3830 219 159 12473 18930 10553 283 22056 8853 276 21871 21593 17120
"214063_s_at" 7798 12353 10082 8056 11251 10836 17203 9197 10062 8870 6527 10179 16337 9459 9476
"214064_at" 20755 1113 19894 7205 17186 5154 12079 12865 905 2284 7942 10042 14180 7037 7286
"214065_s_at" 7250 4061 9080 12709 7473 10979 17745 7293 12114 12614 9803 2894 16460 10037 6922
"214066_x_at" 14608 2670 12559 764 8197 14 21174 1166 2420 5969 21989 15958 21461 21698 21827
"214067_at" 11795 10762 9884 11540 11638 10078 14408 9234 7377 7085 9230 11227 14212 12302 8596
"214068_at" 1019 2960 11291 12029 10118 6207 15334 11591 682 11789 4146 10621 6028 7584 8700
"214069_at" 3581 19690 283 10399 9441 5107 12332 12227 12047 7448 4684 14852 13793 11376 14547
"214070_s_at" 13861 19135 15882 8694 8065 7278 16027 6212 11022 9880 2600 8705 2393 6015 1297
"214071_at" 10961 11771 7294 5311 14689 12456 13125 11654 10006 8422 8437 12273 13200 7653 9370
"214072_x_at" 15287 19346 16404 13097 16191 8781 972 13776 20233 4112 7045 10291 10256 13872 14749
"214073_at" 2761 2354 230 19837 1424 6097 5684 18068 11431 19787 11633 4496 605 4329 5383
"214074_s_at" 20637 4349 1835 1881 4173 10001 2210 14346 8746 17542 3170 2219 16089 4026 1314
"214075_at" 15156 19375 20886 14559 20656 2873 20066 4141 18836 18008 21085 21388 11025 21352 20340
"214076_at" 17682 55 13867 2674 21452 3812 9978 15884 4806 2130 16881 18543 22243 18887 2490
"214077_x_at" 2957 4638 15147 20315 22270 5916 4391 21498 7625 3306 11438 19351 13783 18960 5264
"214078_at" 9056 11486 6877 6427 8003 11140 1208 9613 9705 3653 1781 19755 15155 14209 11525
"214079_at" 21138 21191 20009 1187 791 10242 10384 16522 11036 11291 17714 4769 21270 20126 2269
"214080_x_at" 15335 19186 2677 14267 4060 3712 9999 4798 15229 13036 19270 15641 4280 1243 2340
"214081_at" 16466 19771 15172 9563 9683 12635 17614 11856 7345 405 9559 11718 13362 12240 13221
"214082_at" 12078 7921 9166 10289 6726 8842 2481 13685 15127 21353 11196 426 65 11307 14523
"214083_at" 6571 13832 6709 21905 20445 21903 11240 16054 22149 15138 2009 15942 21770 1889 21817
"214084_x_at" 10191 10526 9822 6599 16701 17071 16692 11875 15172 9121 2330 13995 5030 7805 11362
"214085_x_at" 18939 488 17811 22217 19597 16539 19295 20912 2642 12242 2401 6967 4315 21991 4364
"214086_s_at" 20583 5922 15235 14149 3882 2810 4919 18122 3748 11357 14956 7786 7183 19915 19453
"214087_s_at" 8452 3807 8920 11605 11847 7631 14542 10641 2538 7442 7973 10224 922 9320 9341
"214088_s_at" 21632 2747 15445 6313 9923 13032 3697 8033 265 14953 10520 8985 13881 5104 7303
"214089_at" 8725 8038 7819 12114 16925 6699 18163 13281 9502 6659 1453 10175 15536 14273 7590
"214090_at" 6314 13788 5520 553 7635 5275 16165 1413 8767 10566 12910 16176 4931 8922 13382
"214091_s_at" 4788 6450 3764 14750 4753 12609 12577 2826 8735 9285 1937 4707 17931 1781 1943
"214092_x_at" 20219 3353 14637 13905 673 15097 21212 20552 2818 4000 12469 20536 10286 1097 2321
"214093_s_at" 22135 3417 20013 18630 17799 15191 10118 19776 20282 2998 3589 15650 7225 2806 1158
"214094_at" 8734 9453 8588 13025 6635 11314 18766 6699 20737 19106 8366 7754 11905 7607 13414
"214095_at" 2182 2062 21025 18777 1809 19243 7715 2866 16633 14490 3801 5021 18807 3845 16877
"214096_s_at" 13776 16658 2800 2606 19037 14954 21141 4089 14072 14557 2345 7608 19036 4983 15343
"214097_at" 14166 15880 274 14914 1554 17761 20894 15838 18871 20032 14248 15646 9759 15471 5401
"214098_at" 8349 9877 6537 12732 8503 13966 7499 14242 3383 14270 1039 14943 1131 7718 13571
"214099_s_at" 11294 8191 8876 20737 14153 6850 344 2383 359 21824 1531 3663 1108 118 1498
"214100_x_at" 5474 18675 16145 4906 3381 14893 19261 18977 19588 11328 11832 20293 20090 20666 18806
"214101_s_at" 18519 15925 20372 21729 1438 4286 4506 18519 4068 20635 16527 2084 510 18953 18682
"214102_at" 4344 18384 18230 1255 4258 3183 5885 2869 21578 3956 17687 19286 20729 1655 1110
"214103_s_at" 7792 12454 8318 6716 13012 11114 15276 12026 8909 6722 9196 12222 14054 9574 9577
"214104_at" 9205 7783 4815 7261 10019 6827 5703 8462 21269 18931 10955 1180 16011 10701 7413
"214105_at" 19210 19865 11367 9332 13680 5688 15960 13358 727 7501 12275 111 19230 13279 11446
"214106_s_at" 3068 17942 13065 16460 3058 18887 2556 19734 3587 16381 19956 8125 822 4762 19429
"214107_x_at" 5721 13996 19596 3991 18163 1657 6760 21471 13161 5513 11223 4389 9472 3750 19925
"214108_at" 1873 20591 19739 208 2904 1232 2035 21296 19796 20338 15489 4073 19069 1280 21843
"214109_at" 20267 18414 12290 20560 21073 19943 4159 17786 6255 5911 13469 21314 4663 21505 14932
"214110_s_at" 14602 457 3562 1430 19897 12886 7790 20592 7749 19080 1288 19402 16228 21903 16006
"214111_at" 11251 13348 9568 11372 11334 7920 11679 7074 6689 6393 9134 15080 13591 12267 9657
"214112_s_at" 5541 15423 13577 18910 17537 15521 6015 4875 15601 13905 14553 2035 17545 16693 17073
"214113_s_at" 14758 14124 12010 3500 21042 17184 8452 18726 17567 17754 14825 9472 10783 16883 18126
"214114_x_at" 1587 17981 13496 21679 21080 20626 19178 4672 6281 14657 11491 20822 19387 19066 20371
"214115_at" 10964 10615 6017 9805 14219 8043 14310 8707 2033 6588 6547 12488 15008 9553 9563
"214116_at" 18763 20704 2358 1624 20553 1245 2429 21748 445 19756 22197 7271 1738 17557 21962
"214117_s_at" 3811 15377 3417 15539 22056 21665 1349 21369 2624 17190 17135 1302 600 3720 700
"214118_x_at" 20609 18612 18156 20365 18389 15025 19672 21538 19535 5200 15907 19683 6646 1652 16246
"214119_s_at" 19194 21342 1373 16098 21273 18527 6849 3722 15338 17091 11383 3555 17347 3418 20171
"214120_at" 10008 13253 5855 13336 14869 2673 17270 11226 13929 12937 20599 899 4053 6819 6296
"214121_x_at" 3876 21687 21643 22228 259 19420 10429 2517 3388 18509 3597 15931 19181 20874 1992
"214122_at" 6978 7827 4624 7844 10504 7962 14195 8988 9144 9274 7728 13359 12859 8802 8851
"214123_s_at" 11773 13229 10286 20145 21855 2872 7542 16526 18664 5002 19181 17141 11185 15626 21325
"214124_x_at" 18161 5723 19131 22234 283 3046 9339 4424 4647 20917 16317 1341 6810 22179 15210
"214125_s_at" 6474 8453 7562 12149 15883 12962 9737 9872 11705 419 9756 9606 13690 8650 12417
"214126_at" 22122 4632 1762 20792 4718 3244 6981 3808 5251 3464 16285 2657 18608 669 18011
"214127_s_at" 9744 11043 8287 8697 10174 8134 16058 5861 8762 8936 6682 11493 13599 10034 9973
"214128_at" 11405 21322 18837 8915 9154 13777 19107 688 2307 21898 113 572 8963 5425 20208
"214129_at" 3274 13823 11858 20390 18421 20134 9181 2736 20224 18087 19977 5364 9115 17076 5927
"214130_s_at" 744 14190 12387 18330 813 10500 4211 18305 194 16371 2315 2416 21772 2125 14915
"214131_at" 10310 9714 4214 6954 11013 10731 13700 12454 6827 9180 4399 12616 16150 9789 9746
"214132_at" 4449 2148 16410 21970 1347 534 7466 21617 12795 5293 1760 16091 2615 1422 17099
"214133_at" 22120 18113 4316 6330 7674 9667 10318 13887 13834 5615 8938 12925 295 7659 3196
"214134_at" 12465 10898 8347 12205 15789 11898 16902 7714 11683 6205 4007 13780 16355 9025 9059
"214135_at" 8518 21242 10986 13134 14191 12464 18839 12363 1959 10184 4361 10529 16830 13287 12274
"214136_at" 13926 2486 3751 4216 3056 15221 959 19424 3036 2808 19440 8886 20130 17431 724
"214137_at" 20943 3334 3557 13715 14472 13928 2702 9671 1480 922 7547 282 5404 7460 14634
"214138_at" 21973 8540 20304 932 14362 17625 4882 2947 21848 21972 1335 15575 5186 21168 21333
"214139_at" 21699 717 18811 9843 16561 255 17861 9649 419 6016 23 204 1210 6661 2451
"214140_at" 8417 9617 20942 21733 6364 923 1253 21330 17128 19771 21510 3929 1685 5841 16675
"214141_x_at" 6105 2605 2616 4171 3870 16342 8068 15677 14801 17969 14354 9299 11394 5279 16894
"214142_at" 7216 8678 4159 2805 7234 11028 15642 6419 10538 7358 8988 14990 11500 8259 10230
"214143_x_at" 2059 14811 3095 7917 5128 15184 10866 15223 8229 7703 11742 9179 13180 15321 15913
"214144_at" 21840 15634 21318 19428 1952 487 9107 2733 21936 19763 3553 20436 19977 15841 923
"214145_s_at" 8715 19733 9972 10307 12391 7850 11990 6427 1053 8171 7029 13554 14653 10144 10965
"214146_s_at" 13334 8947 6879 10279 8760 10637 1068 11940 9898 6691 7466 13511 13166 13521 6131
"214147_at" 8658 9887 5314 5951 14710 6656 16921 13159 7782 4084 5219 15481 13815 8770 6653
"214148_at" 22257 20187 20074 16748 10330 4230 7121 16159 4071 242 19090 19088 9468 294 13528
"214149_s_at" 13581 3011 19843 17101 21456 20008 3028 19825 16313 17740 13090 16688 5616 21381 16629
"214150_x_at" 15180 19319 17515 18162 5345 20255 7802 15611 12531 13505 14155 5283 6244 16577 15707
"214151_s_at" 114 131 22074 15951 21068 16268 3485 18635 4073 21401 14781 5683 8052 21919 779
"214152_at" 7847 7229 11579 19957 14632 15616 1440 18298 4704 2655 2404 995 665 22024 1389
"214153_at" 13142 22067 15081 4032 8021 15525 22078 18104 1985 19169 20127 22075 3637 11330 8280
"214154_s_at" 4010 20055 9327 4997 7187 12331 14953 11902 8020 9764 165 10394 12170 11377 14008
"214155_s_at" 2611 1603 21503 20308 19526 21218 1005 20054 17002 20189 19076 1471 6127 18757 18287
"214156_at" 9801 11801 3936 12047 15119 7596 15018 13675 7661 10877 7596 6511 15291 6512 13355
"214157_at" 15234 5358 11925 18848 20158 19854 3048 17398 17859 19243 19587 16170 18547 5647 2938
"214158_s_at" 6890 8387 10165 12288 6805 9848 17775 5628 1368 16894 8818 16231 18176 11501 10217
"214159_at" 8276 9315 8081 7150 7327 1160 17866 7233 9536 4481 6826 10403 1868 13971 11297
"214160_at" 11155 18307 19431 5589 7027 12320 16651 12280 11459 9281 4126 15328 12376 9922 12716
"214161_at" 12425 9255 10795 15247 15183 5937 8523 354 21707 111 2761 9079 12205 14302 2308
"214162_at" 16332 12025 5981 6316 16815 7128 18785 13339 11981 8395 4370 13885 15756 10698 13701
"214163_at" 13268 4020 15204 15456 14321 14256 713 1601 19715 1966 20396 17412 9701 2424 13778
"214164_x_at" 19542 2616 11651 4139 3101 5098 4387 16148 8718 19704 2928 15703 15338 2855 5224
"214165_s_at" 9292 10096 6681 9464 12637 5518 14407 6120 7398 3322 5927 10959 15679 8698 10435
"214166_at" 15557 21692 21532 9091 7702 526 18578 13305 167 13364 7259 86 1236 12881 12989
"214167_s_at" 3249 15284 3550 13865 4874 4080 11264 3375 5305 12421 3904 6688 11443 5712 16356
"214168_s_at" 16723 4989 15530 16702 5156 13540 10699 1496 12266 19991 16348 16638 4627 2503 14924
"214169_at" 10536 6045 19859 21547 22020 5789 3498 17432 46 14277 20610 20486 21854 5000 19688
"214170_x_at" 16259 2216 11238 1701 4437 16454 6023 17133 17081 14433 19106 19008 18315 2240 18905
"214171_s_at" 10573 12413 9628 12606 8713 11097 18088 11827 6898 6005 2531 10100 14205 11956 8189
"214172_x_at" 13554 2141 16229 4423 19180 664 10930 2229 15239 19491 11911 16804 4914 1213 547
"214173_x_at" 15714 3610 2376 4672 919 18940 10825 19276 18176 15389 18486 15705 20011 4140 17905
"214174_s_at" 7127 12800 4027 7371 8211 13245 10168 9679 141 2143 9897 10286 1585 4305 10847
"214175_x_at" 17806 9700 6174 9597 16003 10116 7187 11128 10291 20806 4567 5918 21192 8354 13783
"214176_s_at" 18635 19112 21523 13622 14243 19027 9957 21918 1236 2652 11568 4560 19410 620 4060
"214177_s_at" 20200 18210 2978 21302 10049 19972 2268 1778 1318 14901 22147 19307 6376 19253 13612
"214178_s_at" 2173 14785 21883 6039 12607 5864 13034 6054 9967 11082 4679 13489 14900 8964 11748
"214179_s_at" 16163 18184 22038 3467 3204 20464 6808 3010 5313 3458 13699 9338 11139 16010 1116
"214180_at" 3766 4029 17390 7206 14339 20706 13775 10217 22215 10227 5580 244 17830 7292 14555
"214181_x_at" 8359 10967 8537 5350 11851 14173 7607 13975 13157 6421 8381 14016 10517 13968 11032
"214182_at" 20034 16078 21863 16995 19925 19779 1888 2148 16439 2621 11728 1844 4171 20352 20392
"214183_s_at" 11737 9141 5857 8045 11228 7602 14128 11137 8461 8423 8566 14844 13473 9037 9069
"214184_at" 15276 17440 13080 7309 10217 12458 12566 13195 2167 5749 11124 19281 2352 11450 1700
"214185_at" 18685 18222 19436 9421 17136 22106 10146 5693 20942 2428 6012 15471 4145 7285 10812
"214186_s_at" 25 17462 3984 10059 11739 8233 12627 10566 8098 7560 9135 1220 12255 9928 10639
"214187_x_at" 10229 21214 1003 12795 11046 9273 16332 7335 10821 6772 7629 9740 14626 9716 8339
"214188_at" 9893 12414 9305 13104 8567 6094 16750 4957 3062 17028 10650 8529 1817 1988 14057
"214189_s_at" 2895 21041 12044 5658 13424 6087 13567 6075 11598 8435 7008 14816 682 13868 7919
"214190_x_at" 22009 1580 14240 17809 295 1996 4257 21175 2109 22119 21049 3597 7203 4943 17788
"214191_at" 12649 7110 18873 8090 15451 6403 16075 649 7196 10852 7376 13764 16695 7194 13486
"214192_at" 12141 10943 4759 11272 7309 12862 17889 10578 21782 8861 9568 582 8674 14368 7838
"214193_s_at" 40 4890 12426 21568 3590 18807 3516 4035 19363 20020 17622 16411 7861 3790 4222
"214194_at" 3357 13513 2614 1331 21762 13995 2618 19556 18832 16181 17908 15638 10846 22101 21936
"214195_at" 7379 9196 4126 12495 6788 18285 13196 13100 12788 475 10729 13447 3375 11703 12147
"214196_s_at" 21061 14721 14079 7505 3941 16613 2636 15589 4004 16008 13671 7347 4458 18406 2674
"214197_s_at" 20502 2975 1787 4155 1893 839 3702 21840 1452 13706 16050 17622 9842 4702 18983
"214198_s_at" 1647 20449 20750 19640 6419 18637 2646 17437 19498 16390 1990 17143 3987 17607 21907
"214199_at" 8626 11173 5109 6778 8184 4820 17476 13948 11620 9482 4045 13788 16018 6130 8424
"214200_s_at" 12459 12616 10742 9053 7225 12035 13142 10735 12658 10921 9476 11828 7773 14127 3392
"214201_x_at" 16685 17929 22134 17200 19664 21791 8324 1330 19741 12113 1868 7422 6026 21558 3277
"214202_at" 17605 20048 748 22243 18439 358 6483 283 22247 17603 1100 21866 21691 19789 21403
"214203_s_at" 13522 18591 716 20575 9465 10917 11525 338 10190 7245 16120 17481 12186 21751 19809
"214204_at" 9950 11387 9218 7909 10500 10541 15886 10729 7396 9076 8460 13835 13689 8692 8756
"214205_x_at" 1329 1092 20179 2534 19893 751 2892 3757 21316 16578 2804 8679 6736 20381 19099
"214206_at" 7528 11437 6937 8036 11210 8380 14454 9233 8406 7029 6361 11301 13128 8882 8927
"214207_s_at" 8337 10754 6847 11004 15826 7217 18130 7431 2560 2044 6801 18658 7768 14616 6240
"214208_at" 8578 11727 6296 9393 16244 6632 7761 456 69 8766 1224 316 13681 439 10605
"214209_s_at" 19806 21202 16639 19739 13490 10455 16530 34 11783 20749 241 690 1383 20442 736
"214210_at" 21768 17054 22165 19307 18817 19160 21692 17176 15164 19864 2805 5262 11089 18588 19933
"214211_at" 13815 19785 13385 2095 3797 1078 9504 3128 2874 12989 15069 7218 1614 3991 1978
"214212_x_at" 20961 18900 362 16383 20044 12900 5230 2636 9313 12132 14001 3528 7265 1854 17301
"214213_x_at" 14501 22065 3798 17507 15729 18434 20751 21429 1192 3199 19246 3150 1181 11443 773
"214214_s_at" 1877 14732 12759 18751 17527 18606 4852 18045 15443 19075 17804 8159 9191 17653 16745
"214215_s_at" 1807 1270 10736 7478 15624 12947 18813 7189 381 11220 615 10567 12212 7651 7042
"214216_s_at" 21304 119 16456 15210 4481 2047 21005 19906 3787 18675 20449 3395 21577 784 21168
"214217_at" 8818 10821 6942 10375 10878 11509 11926 5519 11346 9860 8956 10319 14654 11717 6561
"214218_s_at" 14877 15439 7551 13548 10851 10695 12639 6987 20450 11389 7093 21495 1938 6029 7434
"214219_x_at" 11547 9777 5531 10425 11024 8430 14054 8882 10590 8868 6242 11223 15090 8485 8586
"214220_s_at" 1660 5389 21593 19005 4822 19288 6016 19012 6638 13399 14183 7708 3434 16261 16703
"214221_at" 1792 14274 21344 17436 20511 19067 6018 16397 16518 16714 18116 21506 1853 20086 14960
"214222_at" 15090 4768 2247 5016 10584 13174 8398 10392 11318 4691 9787 13353 17214 7018 14133
"214223_at" 8722 13296 10116 5416 16893 5273 17855 8456 389 9106 9119 15149 168 11303 13368
"214224_s_at" 18223 21399 12638 4795 3527 17517 9554 2974 12745 4147 18157 17585 8500 20335 2251
"214225_at" 20454 14751 12642 13176 9462 1777 9396 18234 18066 11637 553 21626 21802 13204 17300
"214226_at" 21942 2664 14090 6690 6841 7249 17586 11876 22105 2890 1115 22137 20672 897 8229
"214227_at" 7277 11359 10785 6947 11878 8147 14297 6798 8083 7882 5514 13254 13942 8386 8503
"214228_x_at" 7897 11508 9692 8155 7321 6804 11597 9688 9113 4480 9606 9569 13868 11073 6168
"214229_at" 20627 362 14428 4086 7281 3548 21908 744 1593 5694 4 19889 4413 13922 5647
"214230_at" 2117 601 17188 9756 16669 1243 7877 12653 89 1443 203 2211 18981 7661 17194
"214231_s_at" 19418 20481 14046 1554 305 3954 2049 750 3157 20867 21674 4566 3215 1056 3989
"214232_at" 19933 18079 21598 8529 8706 3203 21978 18327 2285 15144 21051 307 963 522 2179
"214233_at" 21624 2014 14964 12012 7047 9048 18786 6202 10713 8837 17113 19236 14485 11984 14235
"214234_s_at" 6941 3019 4042 5171 14587 600 17392 8498 247 6370 201 166 17595 7410 10840
"214235_at" 11464 3530 11894 10945 13043 17016 439 12017 21859 21424 10285 21439 19650 7760 8403
"214236_at" 14835 20986 13172 9680 15361 7573 3176 6775 1261 13333 19674 22064 4288 16028 8460
"214237_x_at" 2945 2968 12040 9484 9584 12910 13641 21722 7554 22002 3371 21935 13438 14296 36
"214238_at" 18790 2525 1804 12057 9110 721 12995 612 4357 1593 7392 13513 14094 11170 14283
