"inst_370" "inst_431" "inst_462" "inst_504" "inst_1012" "inst_1070" "inst_1173" "inst_1232" "inst_1657" "inst_2692" "inst_4456" "inst_5229" "inst_5592" "inst_6191" "inst_6949" "inst_6991"
"200067_x_at" 16912 6427 4538 5933 16544 18100 7629 20847 5623 8806 14647 16431 16967 5038 5340 18549
"200068_s_at" 5380 6847 9439 5870 17047 18631 5641 7339 17133 10213 12596 16145 14923 5040 4319 4912
"200069_at" 4449 2663 6399 22088 20953 20356 21125 16929 16066 4678 12263 16197 20760 4589 21116 21537
"200070_at" 4926 2685 20372 15874 3371 3728 5232 18545 20404 3084 4656 18766 18870 21120 1795 17423
"200071_at" 14407 1160 6204 4704 16026 20054 6028 8165 20394 3241 16218 4256 17302 15240 3889 5398
"200072_s_at" 2985 15163 19536 17213 16398 3671 17205 17963 15421 19060 17469 5648 16487 13735 8312 7148
"200073_s_at" 16156 4094 19618 14097 4647 2915 17940 17611 18288 3238 4685 4733 5975 13254 3780 19616
"200074_s_at" 15974 6703 8910 16321 15626 17523 7474 6158 16236 9472 12251 5018 4340 14628 7953 16741
"200075_s_at" 4722 20177 20438 15668 4666 16683 5853 4260 16240 8298 16965 18122 5201 19309 6366 5225
"200076_s_at" 16044 5861 7874 4380 5254 5218 18027 3303 19850 10869 17974 8630 16335 15632 18332 16754
"200077_s_at" 4834 7116 18836 7285 15843 4630 18968 8274 6159 9022 12072 5388 5663 7315 7001 16751
"200078_s_at" 14187 6768 7105 16170 20765 3609 4692 7256 15755 3591 11870 8548 6840 4914 19341 17942
"200079_s_at" 13495 6219 7284 7321 5378 4019 6930 4330 16244 18292 16307 8567 15723 16363 8176 6397
"200080_s_at" 15577 4796 8675 6353 4814 16849 18470 6857 15985 6971 5495 1694 6390 6123 4544 16656
"200081_s_at" 16354 15659 11217 15033 5113 17631 6201 4602 16287 18060 6107 5486 15257 13566 7036 7249
"200082_s_at" 15503 2499 9213 2336 5363 5073 6583 4892 5984 13526 8004 16029 6110 9088 7417 6295
"200083_at" 15404 15763 20548 4917 15897 3596 21747 18281 3708 6195 18525 4160 14703 19884 18492 18568
"200084_at" 18474 6603 9282 18698 17859 4073 6589 7779 17616 9386 13285 5586 13838 13938 6669 15988
"200085_s_at" 5716 14754 18632 14825 17606 3222 3899 5982 6302 7017 16852 16022 3797 15070 6192 16401
"200086_s_at" 15798 6682 20091 6770 3799 17981 7086 17509 16426 6871 12552 8608 5994 4386 5667 16798
"200087_s_at" 15810 15471 11292 14422 14915 19305 5216 6116 4888 5528 5088 2747 4317 7021 6118 18455
"200088_x_at" 14586 15564 18537 15931 8915 17836 5672 17484 15579 13420 7902 16008 9486 8967 18314 16722
"200089_s_at" 15319 5827 11496 7102 15867 3754 17010 4747 16715 13561 6068 6714 4672 9128 18111 6762
"200090_at" 16509 2077 7494 5876 20125 22164 17129 17231 17684 6136 12168 4415 19399 15818 7326 7167
"200091_s_at" 18156 16656 10641 3048 14897 16878 18367 4829 19128 6571 5425 4652 3409 14317 5014 18980
"200092_s_at" 14836 6903 20052 7123 9106 16996 17184 17868 16855 13544 12521 6238 9679 9107 17127 17476
"200093_s_at" 13538 17961 18473 15533 17539 4905 21741 17544 18759 6161 12515 7742 6735 18504 6050 18947
"200094_s_at" 15781 2201 5121 18144 5435 19013 18035 6807 16636 18399 13947 18354 14283 13407 7604 6549
"200095_x_at" 3974 16384 11574 13623 8863 3940 17094 16568 15737 13588 8066 7579 9750 9156 18000 16705
"200096_s_at" 15169 15527 8470 13700 19764 1075 4745 19074 2918 6181 15617 19269 2684 4906 7257 19627
"200097_s_at" 17091 6799 9997 15767 15696 17746 18441 4898 15392 9131 5955 3463 3272 5155 3502 16334
"200098_s_at" 4641 7909 19915 6646 2619 18169 7229 6597 17654 7762 14341 6789 16672 19416 6452 17729
"200099_s_at" 15694 4087 18676 6729 9025 5101 7544 7629 16261 13546 8023 11407 9684 9109 17416 7003
"200593_s_at" 5060 16615 19404 17943 3724 4439 7583 4359 20581 19729 13831 8225 20736 18649 18415 17943
"200594_x_at" 4350 15757 7631 16880 15918 18835 5704 19736 5069 10335 13876 4065 15536 4606 7562 6634
"200595_s_at" 15938 3476 3683 17168 17409 19400 18485 3872 17309 7089 12626 5912 17435 18053 4676 19461
"200596_s_at" 14598 5224 8532 19817 5109 4854 20273 4872 19457 18384 14549 3811 16569 20492 20166 17551
"200597_at" 19280 253 4376 6614 2262 22212 16819 7860 4736 11068 2936 17923 7041 15642 18363 1264
"200598_s_at" 14012 16158 4058 20065 1745 1315 2314 1652 1545 3840 1519 5429 2612 4082 5414 3646
"200599_s_at" 5793 3262 3152 17034 3744 1696 3320 594 669 2143 3052 5255 4479 6244 2264 4513
"200600_at" 17552 15699 6299 16285 8086 6269 7396 5574 7274 10306 12890 15754 13771 5586 3811 48
"200601_at" 3590 20999 4279 714 22024 19830 19025 21216 20591 9742 14318 20029 18964 6202 8228 21920
"200602_at" 21003 15382 3424 20752 18769 19015 6268 21635 20980 3771 12329 6557 17292 18978 3564 5826
"200603_at" 5250 16940 7377 16142 16702 16559 19491 16432 17899 3700 6056 2116 4272 6930 3394 17571
"200604_s_at" 2446 19131 19314 17152 17195 17690 3137 6564 3911 8588 12124 3545 13912 20129 6789 16260
"200605_s_at" 3018 7351 7506 7007 20068 18548 18572 18532 19414 6281 12843 6087 19051 5458 3977 18626
"200606_at" 3454 6018 20244 13509 16766 17438 9731 4564 2440 1570 12992 5477 7482 17892 2796 18264
"200607_s_at" 16871 21739 2715 4921 3572 18307 5143 19688 17738 19348 5304 3939 3112 14330 8044 6389
"200608_s_at" 16359 2611 19382 19146 15166 17000 18151 7471 15969 7175 5439 3579 3239 17532 3388 16160
"200609_s_at" 15612 7530 19020 15683 18663 20130 21801 6079 19356 7384 19569 19956 20894 7041 8417 18773
"200610_s_at" 4725 4943 8721 18721 18947 18683 7771 4635 17862 9800 5255 17185 16493 6924 7313 16841
"200611_s_at" 5061 7341 7665 15755 17210 20462 17582 16324 16553 11326 18664 8306 18125 13243 18087 19370
"200612_s_at" 17132 6238 7003 5654 17536 2804 6670 2740 1149 11450 20923 4570 18274 21314 3873 20339
"200613_at" 2656 3556 8057 18200 5565 20361 3223 7947 5339 6439 15640 16676 15433 6236 6884 16231
"200614_at" 5503 15601 19758 17180 17035 4971 5838 17895 5807 8687 13700 7222 14907 6381 18039 18398
"200615_s_at" 16949 17453 10190 6896 16691 18182 5579 7889 17515 9726 18806 20039 20037 20154 1319 1564
"200616_s_at" 13554 987 8981 16021 4461 2050 3687 4757 16939 4452 3039 18445 6928 16264 8133 5968
"200617_at" 3396 16695 9290 16122 1933 19166 18660 18225 16127 9599 16504 16263 15321 5663 3081 4480
"200618_at" 13940 18434 11214 20057 5057 17080 4613 6083 5391 5047 14633 8506 14477 4537 4687 17370
"200619_at" 4821 4267 20957 21384 3005 18067 4161 17547 20214 8586 19163 8519 15043 3702 5844 4242
"200620_at" 14537 5712 8068 15275 4941 3518 18866 17201 4503 9935 17988 16217 14534 17769 5332 5081
"200621_at" 18823 6630 11612 6481 4363 1768 20710 1717 16421 6808 3179 8312 13936 16160 2410 16194
"200622_x_at" 14224 7797 9368 13998 3485 4886 1810 1367 3119 6778 15689 6792 4109 17365 3900 4822
"200623_s_at" 5577 18562 8239 13811 16770 19589 22269 5883 4009 17950 19930 3349 15339 6727 6478 6208
"200624_s_at" 1566 6352 18649 21485 15348 18710 5148 6903 5286 5775 6304 2436 15441 15048 20476 18571
"200625_s_at" 15421 6952 6979 3331 15942 4502 19562 4585 5236 8035 15148 16123 15074 13615 8292 19158
"200626_s_at" 20255 1078 16199 18215 20070 3223 3439 4794 1812 3761 2792 3643 3763 5600 2461 19007
"200627_at" 15217 5228 10979 19395 4374 17481 6989 6932 18469 9837 4022 17437 7704 7151 17676 7084
"200628_s_at" 1695 16440 10905 20771 2700 16998 21332 16476 2520 19432 17742 2567 2688 19858 5966 5595
"200629_at" 2865 6011 11199 18700 3493 1644 3153 16856 6137 19555 14604 21401 15966 18643 3234 2089
"200630_x_at" 15272 17331 2804 401 5394 16630 5794 6817 2469 8637 3376 16084 5739 6005 6499 5884
"200631_s_at" 14931 18668 6506 2680 18109 16940 19853 16978 18158 17587 12305 4991 16416 7168 7650 18334
"200632_s_at" 3043 21125 21376 1983 21204 1859 22268 21620 3803 22264 21666 1787 18182 21061 17979 6780
"200633_at" 5021 5840 6226 17214 15868 3964 17110 16551 5237 13483 7973 16736 6006 13270 8002 16294
"200634_at" 2971 17414 8791 16695 5359 16519 4890 5258 18283 4988 14551 16480 6400 16930 17596 16585
"200635_s_at" 13392 17805 9699 21902 20007 18231 16486 18971 5169 13767 19691 7741 17956 8341 1826 20657
"200636_s_at" 2866 15951 21141 2819 19375 20151 9604 21104 20366 12982 20321 3484 17964 7339 3713 3918
"200637_s_at" 12403 15455 8574 18557 18402 20430 11392 18584 2500 13237 14086 3436 1580 9075 2550 3727
"200638_s_at" 2981 14306 8772 13631 15904 17247 6787 4631 5178 6364 6108 4967 5617 5549 4131 16460
"200639_s_at" 16089 3890 10316 19950 15683 3254 7243 18840 6297 3193 12065 17106 14999 18084 3803 18674
"200640_at" 14136 4682 19051 13824 17962 17889 4757 17661 15897 8214 13091 17040 5095 4565 7152 6392
"200641_s_at" 13865 5540 7399 14667 14867 19393 3423 8289 16698 4588 4825 4877 15636 15364 2658 18937
"200642_at" 13981 15796 18498 14961 3564 3855 19032 18131 17531 8813 14397 16253 7375 13723 17512 17344
"200643_at" 14069 16154 19631 15422 2990 3919 21410 2969 16782 2301 15312 6470 18988 15999 6293 20419
"200644_at" 4179 18997 8043 2355 19748 18587 21144 4632 16804 18701 13931 7894 18082 2880 18180 4864
"200645_at" 5844 6935 8599 15390 16836 5096 3752 6849 2871 4284 16498 16204 7044 18067 4060 4626
"200646_s_at" 589 15224 8704 17862 20446 18050 17316 20145 3047 2876 18099 19061 3677 2991 276 1025
"200647_x_at" 3433 18392 18857 14716 4912 18644 6039 19426 16317 18729 18093 19272 19280 17581 19266 3680
"200648_s_at" 913 6652 4529 3770 3558 16754 6664 3452 21329 17639 5509 7536 14656 21455 20173 4109
"200649_at" 13788 21243 20954 20787 5198 21475 4632 4976 20122 3491 21148 19504 18839 15967 6046 16161
"200650_s_at" 15232 7452 10298 7040 17135 4034 17544 16194 6349 13384 7854 7685 16584 8924 17383 17450
"200651_at" 4731 14872 8141 6416 15592 2518 7288 6736 16588 13574 3709 16946 7057 9141 18009 6461
"200652_at" 14008 15045 10320 3990 18627 3711 5265 18346 6226 6212 13292 5475 2348 13843 5561 16428
"200653_s_at" 19467 15351 5925 17511 4004 3799 20520 5249 16323 3280 12407 1523 7338 18484 3533 16548
"200654_at" 5703 17078 7817 5932 17045 16484 16983 6824 3930 9750 15553 16981 2838 15612 4332 17827
"200655_s_at" 16742 6617 20467 15648 17202 4189 1916 6058 15364 8106 4088 8380 5558 7129 6663 5934
"200656_s_at" 4853 7880 19022 17762 15381 2471 7749 2975 4151 6620 17918 16515 5285 14232 6762 5723
"200657_at" 13521 7663 18909 15447 15763 4428 5743 16548 4442 8994 4362 7539 15231 13677 18414 17389
"200658_s_at" 16481 7230 8207 16955 3845 1630 2907 2429 4900 6332 12583 6618 5692 6285 6458 5218
"200659_s_at" 3895 19541 6788 21183 3494 17879 21585 2646 1717 18602 5030 2650 18947 5393 7458 2690
"200660_at" 15034 5884 19265 17190 1814 17873 6754 5540 16783 7534 14462 17017 4877 18422 4288 6074
"200661_at" 5210 20638 11490 6038 4421 3159 1793 7194 5246 5963 17814 18278 6340 16753 4543 2712
"200662_s_at" 5201 14973 11159 18661 21087 2498 7491 5862 3318 7781 4634 4589 14250 17096 3916 17619
"200663_at" 5857 5153 8742 7222 15254 2803 5151 5518 5234 2936 14661 18931 16559 1974 6330 16885
"200664_s_at" 13941 20909 8761 21099 2744 399 19146 18788 326 1930 20434 18298 5886 3154 17727 2685
"200665_s_at" 9268 13233 13544 14950 5631 10225 10472 11749 11280 16172 13814 10210 13129 7801 10912 9886
"200666_s_at" 15591 14316 7718 18708 2784 2589 19552 17061 498 3437 18867 8639 15525 2088 1987 3323
"200667_at" 14317 19587 20747 2690 4118 19435 17709 16158 5726 19013 16577 7348 7034 6607 5024 2744
"200668_s_at" 17471 1860 7563 5406 15357 4277 3741 3779 5027 7971 6034 8017 3744 5632 5341 7279
"200669_s_at" 14366 2118 4610 1886 15946 4333 2628 4617 15452 7885 6352 5308 6028 6834 7635 6303
"200670_at" 851 2348 489 14228 4690 3226 18106 1713 3991 4101 2126 3481 3437 16083 3624 18088
"200671_s_at" 8921 20926 20790 5280 19221 19671 9540 22018 7171 17892 20365 16720 1994 149 7801 4574
"200672_x_at" 15056 3016 4211 501 3771 21271 734 16036 19800 22170 18039 730 17963 2689 19 21881
"200673_at" 17594 15977 19943 15702 4935 4951 1514 16663 3827 1512 5282 1662 3019 6746 3062 4677
"200674_s_at" 14792 5551 6296 5240 8658 4596 7607 15988 5694 13548 8028 19948 16657 9114 17808 7427
"200675_at" 4047 4863 6502 17571 19425 4718 19362 18455 18442 6607 14583 4281 7699 13259 3095 21514
"200676_s_at" 16290 18163 295 2133 20063 22161 6741 7913 15498 20509 19644 22016 4346 18896 18639 22245
"200677_at" 17065 18157 20702 15985 17756 3265 2394 17074 4771 11524 16018 6638 15158 16063 17673 6443
"200678_x_at" 4604 18896 21344 16287 1189 17428 3216 16700 709 18960 18000 18684 1850 13925 2034 2947
"200679_x_at" 13772 5028 8768 3575 14929 17722 16996 8060 18745 8050 12996 7715 5396 18849 6741 7256
"200680_x_at" 3287 14955 7119 14929 17752 4296 17320 8123 5245 10881 8069 18442 9756 9161 17620 16777
"200681_at" 15925 7792 11158 15862 19269 3065 7118 7562 5834 9596 12743 7088 16465 6365 7355 4954
"200682_s_at" 15017 16528 10398 17085 4225 18232 3917 6685 15404 7869 12240 7564 15157 6830 6318 6131
"200683_s_at" 16512 20708 10447 20201 3853 17921 5115 6389 4448 10727 16465 16809 6852 15820 19534 6135
"200684_s_at" 5072 16304 18531 17819 21251 19251 20081 19945 2615 10663 15255 17591 18250 3007 6875 5579
"200685_at" 15113 8770 9702 5335 21602 22279 17414 8353 17049 2442 14847 4380 14687 14634 21371 3447
"200686_s_at" 19140 2121 20437 18897 16991 20452 19229 17455 2133 5046 17536 3844 4149 18383 2668 6311
"200687_s_at" 19177 16022 7539 16090 4671 3950 19685 7633 17934 7358 16953 16580 15040 13313 18707 17734
"200688_at" 1249 6402 10589 19737 2962 1043 2543 22262 3252 5501 16905 5997 19229 4582 18347 4732
"200689_x_at" 5507 3836 11387 13915 5578 17475 6081 16447 3935 13585 12105 7937 7706 9153 7379 5877
"200690_at" 5169 3022 20176 5928 5129 20093 21283 4855 19712 19282 4176 6778 6904 16539 21030 21944
"200691_s_at" 3010 7538 19848 17572 15276 17884 4011 7191 6155 19176 5433 16150 15778 14735 5135 6424
"200692_s_at" 15029 6454 9551 18399 5140 17707 6809 3679 15449 7321 4232 2521 3695 19576 7759 16604
"200693_at" 3394 16614 7682 13732 15784 19949 4866 7087 16268 5535 6156 4128 5358 13953 7822 15974
"200694_s_at" 17214 3366 9406 13850 16570 3652 19209 1788 17717 7463 13553 7350 5646 6849 7824 18517
"200695_at" 3443 14503 9021 17173 4687 1596 2535 17802 2272 19275 19897 20387 2142 2278 19218 19475
"200696_s_at" 18451 21122 7442 5974 15010 675 3297 19968 3862 4636 17383 6948 4715 3143 1565 3029
"200697_at" 3431 7273 6160 7199 21143 19780 2948 7645 18578 7013 20232 19679 18732 1780 18896 19569
"200698_at" 3958 5658 8438 5718 15167 18488 19537 5069 17457 6412 14504 6771 18185 14971 7815 19407
"200699_at" 18274 4950 20555 5127 19007 16354 6647 3359 3400 10440 16355 19406 17472 13870 4243 20648
"200700_s_at" 2366 15072 9854 15667 3134 4565 20340 6715 5541 6170 13207 6804 15573 6101 4064 5491
"200701_at" 5827 15510 10753 14135 2942 17906 3072 19208 2975 7040 18159 19212 4880 15674 17581 3091
"200702_s_at" 18378 15896 21598 20635 15707 2305 20879 1186 21344 11543 2285 19632 5609 6627 5067 18034
"200703_at" 15977 17253 10528 2291 4967 17866 19797 8086 18982 3209 12421 1711 4212 18667 6377 17837
"200704_at" 18291 5036 1598 13951 5068 1500 1498 5497 3478 8785 16443 17675 13850 7204 2966 3890
"200705_s_at" 13959 15886 6916 14123 4411 3261 7628 3734 5640 13426 5216 17355 15089 8975 8151 7026
"200706_s_at" 1349 22069 19391 21511 15402 3591 5945 18569 1705 19742 19878 2131 3605 4240 4756 1737
"200707_at" 2838 18751 20589 20728 2731 1558 2156 1675 1367 11153 18061 6534 20481 18771 7814 6659
"200708_at" 14488 3072 2582 6642 5610 4730 5884 18540 16970 18503 12477 16834 19000 14674 7300 6383
"200709_at" 17465 19317 20456 4839 17662 18233 5346 18301 2252 10545 14877 6406 16442 13278 5571 16781
"200710_at" 4945 15214 5658 13927 17439 627 6327 4643 2049 9308 19474 20226 5907 18964 7008 16918
"200711_s_at" 3969 4593 5711 16693 18504 19057 2824 6764 6281 17930 13036 8313 18361 15266 6453 7047
"200712_s_at" 5826 15499 10384 18788 17510 3146 2149 18690 20308 5992 5335 4807 14175 19856 17196 18873
"200713_s_at" 14533 3042 10232 18179 16242 20226 2996 8057 16733 8296 14120 16416 3580 5214 7082 17813
"200714_x_at" 2521 15473 2290 7242 15260 18064 18270 16996 20464 9615 15448 18803 7241 19028 6491 19496
"200715_x_at" 17431 15376 9395 18745 14924 3570 6811 19346 18007 18476 5769 7431 19751 5869 5013 4703
"200716_x_at" 17345 7306 11425 16131 4123 16413 16870 5831 5406 13580 8064 18756 15608 9148 17147 5630
"200717_x_at" 2181 16950 20297 14504 8774 5155 6217 16899 15746 13481 7970 11250 9596 9051 17865 16542
"200718_s_at" 19233 19437 9067 15766 15287 4588 21087 19479 5179 4535 5936 5791 15081 5959 6142 17371
