"inst_267" "inst_268" "inst_382" "inst_638" "inst_703" "inst_1015" "inst_1073" "inst_1176" "inst_1235" "inst_1660" "inst_2695" "inst_4459" "inst_5232" "inst_5595" "inst_6194" "inst_6952" "inst_6994"
"217252_at" 20627 21982 21268 19242 8753 3165 9367 18067 7264 17341 16162 16119 12361 14699 6902 11161 9967
"217253_at" 21012 15685 13485 17439 13852 21430 9412 21423 20745 19137 1493 596 793 5838 508 20618 17418
"217254_s_at" 8898 7418 19849 15369 5667 5327 10524 15835 13371 11808 12567 16335 8856 15005 9675 17647 13814
"217255_at" 9172 13613 9223 13642 8106 8621 11833 15361 7592 13693 17094 13587 9658 15788 9362 15794 11512
"217256_x_at" 5122 8217 14104 16550 17357 12847 2790 5719 4443 2969 5406 7558 3284 9486 10518 9081 4462
"217257_at" 9828 12586 10863 12599 8450 8418 9865 4794 15396 7844 19851 17038 12841 502 3064 9455 5032
"217258_x_at" 8878 11256 8162 15374 15249 8887 9901 17104 7389 17054 15160 15253 12203 15952 6961 17884 11709
"217259_at" 10902 11734 8628 10910 16067 5159 17760 1004 11071 10495 10993 16093 13997 14408 1316 3313 17843
"217260_x_at" 10710 13806 8795 10097 10093 5227 8395 13430 7896 16338 1353 15741 13424 18869 6849 17432 15590
"217261_at" 16974 18795 18400 21318 19162 9974 9408 15424 8722 10520 851 16318 13039 21481 10227 11818 15695
"217262_s_at" 8150 1463 10285 9525 12007 9040 12006 13772 10038 13304 12583 11959 12897 16543 4611 13995 14833
"217263_x_at" 11139 5075 6293 11463 5937 10229 16517 13602 13783 12456 19946 18108 11708 2571 152 16362 12019
"217264_s_at" 20753 21378 11285 18177 15230 11388 17718 12757 5989 15758 3835 15523 14048 11804 13209 18467 11773
"217265_at" 9912 12395 7529 11811 11580 6778 12426 10765 9843 16131 16678 15479 10775 16554 6113 14070 12833
"217266_at" 5061 16963 875 21610 3638 22018 7240 8531 6052 4927 1473 1436 16257 5526 17877 6929 2133
"217267_s_at" 11589 14407 11119 15875 7216 5093 12052 15729 9689 13896 17373 15614 11647 15155 4558 15161 13826
"217268_at" 8230 12466 6494 9660 8225 9830 14851 10483 12108 15860 16358 14160 8598 19515 8412 13760 16041
"217269_s_at" 19487 21460 15347 1805 21948 8974 18619 172 10323 18847 12388 19043 19341 21263 14631 9024 3966
"217270_s_at" 2348 20787 20615 185 14960 12251 11144 12855 8872 18567 499 5230 11330 16935 10970 1534 11438
"217271_at" 8389 10795 9164 9515 13364 6783 14950 16660 9600 13805 13327 12794 11034 15748 8838 15065 13744
"217272_s_at" 20750 21380 21979 19517 6782 8652 12327 12858 8322 12505 12780 15310 10083 480 10206 11243 7095
"217273_at" 10703 14396 1054 11382 14618 7643 8287 7105 12414 9243 20280 4646 15006 648 9284 18046 14878
"217274_x_at" 5986 20750 15642 3517 19175 2094 17741 19004 871 16101 17613 547 12948 302 11527 19289 8441
"217275_at" 9130 12176 14378 10718 10708 10141 14902 18112 11674 10194 12336 14329 11690 15348 2268 13551 16049
"217276_x_at" 10726 13844 7602 12071 11908 12419 10452 16503 32 11055 17063 22108 8705 21600 8066 17043 16074
"217277_at" 615 13467 390 15795 9302 5392 13631 13344 11606 13849 4234 15385 9861 15817 8659 12991 16695
"217278_x_at" 11372 12902 7272 9146 15506 7048 13138 14228 9984 13642 16337 14283 10725 16523 5383 13877 12666
"217279_x_at" 20326 19115 18566 15384 21869 3829 13761 15895 10482 16662 21517 9511 8954 17783 7249 18668 15539
"217280_x_at" 17271 18546 21057 14557 7607 9047 11367 12408 12586 11225 17534 16459 14220 15436 4817 18509 16000
"217281_x_at" 8721 12458 8297 13319 11492 7304 11077 14325 7104 14163 15564 13132 10855 15497 8203 16405 13111
"217282_at" 8480 14347 5511 15139 12047 12433 14069 12516 7293 11709 7196 14007 1576 602 5187 17903 17740
"217283_at" 11179 14704 9861 10395 10448 8918 7833 10830 9139 18097 17017 11918 8425 16101 9712 12316 15107
"217284_x_at" 19135 21736 8277 848 22097 5256 9810 18634 3089 12083 19030 18379 14269 9164 5211 8258 14011
"217285_at" 9042 12202 10508 10198 14944 4391 8912 13315 10564 12703 15487 14050 13162 14555 8951 18729 15064
"217286_s_at" 394 1380 1286 16796 5907 3292 21721 20566 1976 4649 2352 8964 15370 1204 18362 3764 2090
"217287_s_at" 21105 21576 20197 15430 14286 10050 16559 17717 12658 11510 17684 16506 12316 16210 9560 11935 13339
"217288_at" 12378 15015 10989 13751 15980 4840 14040 14348 13355 11137 17585 651 14275 515 8966 11121 12359
"217289_s_at" 13251 16350 15645 19431 17403 2012 7487 2552 19537 22042 1070 5464 21171 2949 4304 22026 9332
"217290_at" 9565 14488 8655 13753 11732 6400 14832 12240 11805 11806 16452 16034 14065 15512 10085 17881 13577
"217291_at" 22265 21645 13024 213 1066 5505 8634 11541 2485 14377 19539 15786 16347 19454 2274 3891 12050
"217292_at" 12598 15042 8126 12049 13259 10660 10940 17882 7559 17771 5919 14304 9583 14246 473 12360 18909
"217293_at" 20040 18059 16111 2351 18810 12647 18272 18845 8685 14992 21687 10313 16952 20641 13429 13274 12270
"217294_s_at" 796 848 3965 20104 6366 19376 786 5619 6613 5671 10215 18577 22110 11786 12091 7628 9529
"217295_at" 735 19432 8262 10475 5457 7202 14234 13429 4019 17124 1720 6343 13439 2043 323 15509 14803
"217296_at" 4216 17085 21218 7918 16297 11206 17858 13468 8327 10741 6244 480 10055 21201 15685 13272 11879
"217297_s_at" 5114 3188 1613 411 19451 15025 14371 21658 22128 19342 4124 18254 6886 8924 15946 5281 18953
"217298_at" 8674 12941 7666 11982 11715 10617 15970 15671 7028 16037 16044 16485 13619 19589 8539 17493 12327
"217299_s_at" 13600 5136 16767 5187 16871 18480 2247 21051 22056 2706 2600 4887 1064 1195 20940 8643 4396
"217300_at" 18991 19992 552 2781 15275 940 2067 243 15092 2099 2292 5407 21143 1949 2679 6186 22223
"217301_x_at" 7619 6003 4544 8588 4533 15617 18815 3926 17070 6579 11510 20533 21486 2871 15007 10391 8691
"217302_at" 15315 19186 12365 1693 5927 9167 10694 18764 12701 17697 15566 18289 11200 2206 3513 13407 16976
"217303_s_at" 10436 11552 6923 13109 11730 8471 13396 16319 11645 12926 15083 12581 11592 14858 9459 14066 12829
"217304_at" 18024 15778 12734 17514 10753 1507 8798 10175 608 18412 17638 18231 14109 1785 80 12894 10260
"217305_s_at" 19783 21016 19728 11538 9990 4774 16548 10870 8173 11110 16010 13930 14995 15023 9235 11756 11573
"217306_at" 8387 10716 10368 15577 7599 10875 14814 16337 8679 16803 14130 13871 9643 16930 9620 15042 14129
"217307_at" 6524 3470 21384 3520 543 8050 8309 13187 10934 16761 22140 2115 9735 17834 12098 934 5273
"217308_at" 10264 14379 8940 10524 12001 7944 12616 14816 9366 10976 18347 12898 13291 15562 2716 12503 10201
"217309_s_at" 1960 16267 763 7131 2043 13895 21874 3622 663 5086 4546 19770 21987 8769 14984 22029 1091
"217310_s_at" 4916 3840 15750 19907 3552 2941 10733 1555 154 19874 10768 19200 19098 8985 10822 20124 19030
"217311_at" 12351 14868 10148 11824 15661 10109 15188 13893 7451 12255 13036 14646 12937 13810 8067 14692 13416
"217312_s_at" 22104 22163 10693 14033 7180 10562 8026 12440 5485 12067 4429 20869 12611 17110 5497 14242 15059
"217313_at" 2268 15932 14295 20911 3622 90 7158 20473 19912 22265 6912 17055 2551 1985 11468 1501 478
"217314_at" 12117 14662 10299 10710 8988 8279 11743 15839 9635 15624 13149 12384 9122 17925 4614 17517 8108
"217315_s_at" 15861 19128 19656 6617 20882 8167 9533 18622 1068 11299 11144 271 10343 21040 2726 2996 10788
"217316_at" 8133 10887 6471 10393 12153 6434 17439 18199 8957 16660 19685 15014 9665 4785 5922 13255 2219
"217317_s_at" 7880 8195 2519 2876 2150 2583 21380 6355 4667 1352 7678 5508 7351 5968 16171 10779 8299
"217318_x_at" 1464 11448 10752 10848 16192 6287 14999 18491 8819 12308 16081 16498 13954 15310 9965 11038 15971
"217319_x_at" 1144 6107 5240 14786 7613 9416 16464 11139 13619 11891 13341 2019 12808 15701 7751 16456 14999
"217320_at" 9749 12480 7662 13028 12222 10550 16121 13420 7207 16528 3495 17293 74 21623 2276 21017 16118
"217321_x_at" 8604 14631 7618 14603 11924 12631 15367 10101 11609 15871 4008 3531 19453 22033 4453 21737 14107
"217322_x_at" 14142 18983 14646 362 19728 1212 10592 4300 2206 21570 7026 19151 21010 14443 20963 9056 522
"217323_at" 10416 14919 5232 15228 7329 10635 14444 13978 10913 14239 14671 12972 12697 16308 5833 12608 11336
"217324_at" 21711 21887 21971 22110 2136 6294 10754 19451 15140 3728 841 407 1159 21307 1706 17616 11212
"217325_at" 7155 3811 1107 15187 15705 11858 16384 12984 13144 15793 15921 16347 12627 19613 8134 16105 16132
"217326_x_at" 10357 14867 5537 10949 9510 6102 9542 20732 19718 15880 290 557 10113 17020 12072 18864 13864
"217327_at" 19581 20709 9814 12783 15154 3800 11667 15443 5177 16955 12689 14344 11098 19181 7031 17318 13988
"217328_at" 11500 13918 9972 12859 11980 4139 8819 11521 10054 11316 17038 19711 9737 19757 2002 11972 16589
"217329_x_at" 5612 16116 14005 2873 3368 3329 20622 5420 6790 879 8703 17401 15942 13684 12926 20747 9636
"217330_at" 2762 16371 20708 17912 19156 6336 12460 12964 9458 18025 15532 16218 15019 19833 271 11318 16777
"217331_at" 5255 1478 17936 61 20363 339 10578 3147 689 8508 21439 228 15987 22119 11649 21014 15552
"217332_at" 9479 2374 21043 20979 8234 6995 10218 16959 7356 12472 17402 217 6401 4675 10211 12092 16609
"217333_at" 10256 13646 8024 12275 11454 11529 1061 11903 13672 288 1902 12915 1557 13806 6504 9267 601
"217334_at" 19509 20659 14370 9164 11486 8965 13547 14070 12852 15517 16395 11850 12384 17424 9086 14762 13482
"217335_at" 20290 21932 19941 9088 10420 8562 9950 13132 890 14682 6787 18856 2988 78 523 13020 14016
"217336_at" 18861 15517 12560 2486 3551 2209 6675 10212 802 20375 8369 8195 704 20489 20375 19522 1422
"217337_at" 18086 21396 2427 10812 9491 6273 8415 12139 14441 18785 4812 21762 4958 2204 2956 1234 4540
"217338_at" 10247 13472 6925 14342 15187 8221 16526 17196 12178 11618 17547 15075 8612 14721 8618 13410 16300
"217339_x_at" 8851 14128 10926 11116 10744 4860 13053 14078 8640 13559 13848 11916 11264 14955 8975 13679 10458
"217340_at" 2175 6076 15253 5736 14992 262 1700 22054 1694 2788 2139 5309 4093 7846 20456 22131 1377
"217341_at" 18237 21883 13569 2931 8173 10419 8317 11403 12710 12011 2501 15110 10402 15177 7480 15298 13933
"217342_x_at" 13204 7034 11455 3093 21866 8642 16158 10529 14452 16788 7208 16514 14041 1677 925 1863 15400
"217343_at" 11428 12884 11304 12258 15371 10500 17986 13181 9051 10131 3084 8963 12983 13492 10287 17557 14996
"217344_at" 680 10466 8930 15707 13703 2442 10112 22101 2869 6102 22172 11004 21091 12946 3005 17562 19184
"217345_at" 11422 11075 7519 12478 11547 7760 17130 14541 12704 10814 12911 11260 10268 17937 3079 11483 9921
"217346_at" 17521 21193 321 22259 2579 12516 16462 3554 466 19056 21865 22255 7831 6681 16501 19071 238
"217347_at" 7514 18698 2725 21723 4486 21358 2587 8312 19500 22098 4803 21958 21662 990 10947 7432 1174
"217348_x_at" 16963 20472 14557 21461 39 5181 8916 10087 8225 16877 10108 1401 7600 856 12337 16078 11370
"217349_s_at" 19225 18789 20168 16813 15876 356 11387 13142 21463 19644 22198 9463 1731 4036 22049 4382 17606
"217350_at" 16313 7730 19629 1890 13130 5187 18488 10530 3226 14828 19886 10629 17922 20245 6654 20137 68
"217351_at" 98 835 5987 15449 9120 13435 16131 17485 8364 22205 3042 13925 2152 21967 4691 265 1252
"217352_at" 21247 19314 8767 8327 9831 2761 13739 943 2547 7571 8705 3473 3740 495 2343 1902 8121
"217353_at" 21988 20905 341 13921 15581 5703 10011 12385 14955 18871 10318 19868 15965 13425 18255 2732 14437
"217354_s_at" 395 2055 8620 22037 7298 22075 19648 19287 1463 3117 11887 21589 19078 20598 19684 612 22139
"217355_at" 10857 14002 10981 14316 6970 12247 17964 11987 13635 17524 8756 15238 13682 15536 10139 11903 10834
"217356_s_at" 13682 7347 12907 18044 3851 15564 7609 19107 4789 9434 10943 18662 21585 7885 13274 8479 6720
"217357_at" 10849 12015 6524 14753 6683 5042 14177 10487 12238 14950 17145 13902 11620 16080 4600 16675 9990
"217358_at" 432 1280 15825 6082 19078 5870 15039 18412 7999 17913 14075 13870 4763 16821 7267 12483 15499
"217359_s_at" 19561 20228 16751 830 9694 8797 9057 14487 9211 12164 12343 17727 9600 763 11146 13124 11809
"217360_x_at" 9746 11629 6690 12461 11014 10422 11469 16795 7317 14258 13290 14394 13155 19100 8287 16597 11149
"217361_at" 9984 11674 10809 11430 10231 7312 14540 11069 13454 14742 14674 11256 11867 19397 8652 12541 16422
"217362_x_at" 20007 20930 15924 1829 6522 898 9888 12879 10948 1059 10739 13037 18515 14325 21212 18485 311
"217363_x_at" 22118 21225 11909 19945 562 359 16447 22261 6063 21047 652 21776 5624 21965 21288 3346 22235
"217364_x_at" 5680 9139 3526 5424 13903 20122 18835 5015 5096 19788 19498 9691 8085 6964 14608 6038 19424
"217365_at" 6217 18294 19547 6763 3322 8103 8556 15582 894 16301 17799 18503 8103 17134 21573 15248 12028
"217366_at" 11535 11878 9654 13773 11790 6752 12098 13766 9764 13489 14973 13147 10457 14857 4958 14605 13331
"217367_s_at" 19616 17768 17631 4249 22177 19125 1327 6741 19470 9345 18963 19006 1874 21968 19783 4934 6569
"217368_at" 18404 16904 11491 4761 10717 14304 10558 667 16957 6191 192 6687 6556 21841 22115 9142 21632
"217369_at" 986 6882 12985 11288 14955 9651 12739 11004 7073 14687 17510 15513 11988 19238 10427 15366 13991
"217370_x_at" 7436 8809 3723 21589 4809 17454 2593 20145 17513 4543 19581 21076 22269 11416 4162 10315 7943
"217371_s_at" 11459 15088 6214 12155 12632 10978 10589 15730 20708 16067 19364 3557 11255 19187 7330 15906 10226
"217372_at" 15385 17722 8659 11018 10227 5555 15090 17597 10293 13950 15607 14486 11028 18122 4666 12005 10341
"217373_x_at" 18364 8747 19517 22105 19164 18296 800 1321 5978 4338 1273 20656 20401 932 1695 6880 2181
"217374_x_at" 10767 13984 7045 10362 9451 7235 13589 12188 10044 13969 16434 15344 8782 16923 9125 14245 13006
"217375_at" 9859 21063 15287 13996 12635 10971 16470 15637 14158 14083 6316 20747 13492 2132 14208 10999 16479
"217376_at" 2404 21330 4239 10226 8760 9839 17082 18563 10937 16618 17084 12394 6304 14589 5539 10928 11824
"217377_x_at" 4928 4703 14332 7493 18572 10213 18083 10459 11275 12045 12587 12732 13421 19015 5260 16987 3285
"217378_x_at" 17952 19659 10584 14771 10213 6259 12659 14022 10174 12275 16035 13521 10998 15517 5046 14915 13617
"217379_at" 998 1035 17837 20495 1395 13488 6142 885 5674 5145 6233 3582 17836 4451 2620 1138 2339
"217380_s_at" 8251 12980 11386 10069 12578 5840 16602 7396 5337 12880 7493 20218 6222 16054 7898 12665 17008
"217381_s_at" 18432 20004 14282 13263 9289 4989 16931 18868 11524 16899 14479 13459 12137 18791 8016 14909 11607
"217382_at" 8142 14191 9498 14697 16090 4755 9767 15266 13515 6047 4191 20418 15486 6597 13681 16827 17225
"217383_at" 20086 10224 20386 8839 40 21951 3353 5720 18643 19863 20292 19895 21305 431 15058 6457 20940
"217384_x_at" 8280 11573 10037 14819 10947 5874 11835 14223 9359 11214 14084 13174 10987 15283 4702 14887 13590
"217385_at" 12425 14275 9028 15340 12547 10682 13784 11238 12616 17886 13613 15712 5274 18912 8451 16428 14974
"217386_at" 15070 6544 19223 10865 14105 579 14973 20043 13042 12351 4183 2014 3095 22182 11090 19155 4133
"217387_at" 11069 10923 6933 11587 11537 7613 8549 11629 7562 10653 9336 15407 4170 18323 9993 15441 7115
"217388_s_at" 19381 17673 11804 19445 7429 21044 20026 12 21202 20957 8 10686 20220 13733 78 10849 20788
"217389_s_at" 12023 14435 13036 11092 9971 5073 9457 18672 5983 18533 21773 16088 11791 12251 19979 11800 2143
"217390_x_at" 22197 21593 12082 73 470 8308 14086 3256 10284 14511 5813 270 7876 13464 13166 12484 11776
"217391_x_at" 10069 13566 8530 20073 9496 9463 18507 19581 8390 4846 298 615 5062 21070 11813 19719 9100
"217392_at" 9768 11266 10901 11609 9077 5500 18018 12278 13265 18369 2653 20253 2575 10628 10157 16941 17615
"217393_x_at" 21767 19232 18537 777 3893 3209 4287 21919 22021 7509 20798 16754 15517 11241 20504 9149 6261
"217394_at" 8339 13558 6597 9257 7801 4758 11176 18564 13648 12002 14739 12749 10424 19421 2127 11718 14138
"217395_at" 22186 21872 5578 14010 13924 4846 15290 8333 7256 16849 17811 13995 13522 15867 5746 15630 17207
"217396_at" 12373 13198 9909 13986 14109 4464 10556 18291 11215 11409 21487 14144 7156 4814 7817 17651 1521
"217397_at" 20686 7409 18401 22178 21585 4661 7930 12329 14270 18803 162 12652 13544 11254 7445 11630 16740
"217398_x_at" 7555 16161 4784 16717 17558 7058 20007 19773 4483 20392 14311 18541 17115 21414 6156 10630 18678
"217399_s_at" 1143 601 8541 11766 14982 4281 11016 11254 7074 18015 20895 15679 14533 12227 3220 13939 14336
"217400_at" 9470 11015 8184 13383 14787 2734 18630 12603 10056 18843 82 2603 11294 16718 5850 7239 14592
"217401_at" 8316 12637 5770 12946 8466 6799 12229 14379 9568 12443 13950 14977 9946 19155 8506 15879 13165
"217402_at" 9850 12552 7433 12628 11326 10467 10808 15026 8135 18484 509 16520 13111 14999 8051 11682 10689
"217403_s_at" 13892 4182 3213 4001 15050 16496 13835 5022 2025 2083 20730 19063 20475 7620 12567 12402 21773
"217404_s_at" 9739 11631 6295 12448 10993 11735 8732 10795 8079 10672 15272 19692 8435 19372 5432 17311 12518
"217405_x_at" 21922 19488 2714 478 7810 9772 16145 16686 12172 16539 13560 15605 12619 19025 5957 14756 13475
"217406_at" 19946 21071 2884 298 20587 5456 9376 21431 46 19141 14939 549 16387 73 19353 11101 1347
"217407_x_at" 384 760 14613 21283 21487 133 4090 21549 6301 21546 18912 18236 1425 20958 21570 21774 19397
"217408_at" 3173 5696 233 19756 2491 14461 18987 19590 18661 3234 6592 2272 7721 10365 13217 7623 4700
"217409_at" 11074 13404 8979 14981 9869 5995 14388 16600 8525 13393 17150 14724 11724 16164 6792 15266 10850
"217410_at" 22049 20728 10512 937 9909 4300 15833 10841 12464 18415 3371 8216 14012 18486 8004 13557 14772
"217411_s_at" 1065 13353 8880 13197 7966 8553 8680 10320 11265 12734 13254 15464 9753 15986 7546 14805 13527
"217412_at" 9225 6975 17590 19347 13151 7649 9290 14727 8290 15186 21833 14134 883 22153 19796 6803 11378
"217413_s_at" 13125 21967 16167 11036 12769 6187 10750 10794 11864 18042 17931 14223 8381 13313 10485 13102 17186
"217414_x_at" 10184 13416 8977 13858 7902 7321 11781 14291 8527 11138 14127 13217 11082 15569 6265 15302 13940
"217415_at" 21804 17690 18812 9735 14493 8788 16597 11468 10040 14052 9639 14529 13638 16984 8376 14173 12935
"217416_x_at" 17334 15537 18023 11710 14293 18290 1025 21868 21933 6841 2838 3170 21787 267 17072 21994 6255
"217417_at" 8148 10751 11116 9229 11221 7562 11988 16827 13187 17015 15510 12136 10308 17124 8559 13515 14391
"217418_x_at" 22007 19680 11252 10656 8308 11600 17215 13679 12641 11540 10197 11957 8892 1352 10269 16605 17745
"217419_x_at" 21828 16412 21913 1374 19474 16171 20658 768 15188 2179 7555 18615 2661 8540 21946 2982 418
"217420_s_at" 20597 7717 4018 11356 12298 9254 13571 14123 10920 14973 15233 16151 8276 5090 5606 11194 12450
"217421_at" 10241 13815 7971 13098 14849 8113 8366 13967 9611 13570 12961 12917 10781 16207 6342 14092 12848
"217422_s_at" 10657 11827 9778 5989 11203 8060 8379 11980 10791 12032 13971 14243 11613 17441 8049 16528 10238
"217423_at" 7688 15749 21506 347 16510 6604 16538 11316 9206 12450 17973 14123 6510 10928 4265 12182 16298
"217424_at" 9212 11172 7211 11617 11029 10461 12344 16320 10704 11804 13041 13860 9165 14777 8898 13796 12596
"217425_at" 4366 10521 1270 16309 15832 3767 12404 14301 9781 13380 12711 14356 10992 16662 6851 14903 13602
"217426_at" 10631 12080 10102 13898 13265 21518 1782 1892 3263 22245 20938 3912 897 4434 16 13240 10857
"217427_s_at" 1976 6222 714 21435 2718 14576 18958 21015 124 2463 20796 4123 20046 20324 316 21375 18184
"217428_s_at" 12512 14646 11378 13678 14906 12587 17040 18586 8590 17070 21496 257 2356 17185 9835 12801 11877
"217429_at" 20976 21540 21069 1814 21465 10292 13497 17314 14000 12033 15483 14017 9155 19687 963 17625 15698
"217430_x_at" 20857 20756 12123 17238 21124 9149 17989 2529 4327 17286 18273 5694 13829 12732 17 19097 4088
"217431_x_at" 10467 7206 13133 14958 12819 4645 9648 12493 7295 13612 16654 12372 11239 17127 2587 13397 14859
"217432_s_at" 18826 20661 17717 21008 2106 18666 4664 7491 4930 4526 22033 3163 15812 10484 256 21370 8860
"217433_at" 11901 13175 7890 13329 11829 11955 10058 3145 469 10376 526 2107 12340 15770 4368 11620 10326
"217434_at" 6576 652 19833 12319 9756 8261 7752 5488 7031 13918 14839 11645 11123 14722 831 12465 15198
"217435_x_at" 19439 20579 20727 2659 13631 10221 14366 11810 8440 16209 14508 16001 13751 19299 8065 14321 14955
"217436_x_at" 22130 6033 19325 1058 4974 64 14436 2019 14650 1572 3602 17233 21297 12273 4490 1838 5250
"217437_s_at" 3976 15763 2802 22169 769 22084 19099 6166 5795 1007 1312 6809 19057 3482 13198 3422 16766
"217438_at" 12214 11738 6209 13480 6805 9690 11909 10667 11873 15057 17104 12045 13060 19504 4963 16627 14846
"217439_at" 3235 3574 4753 21026 7345 5539 7904 15086 8913 17021 16129 2150 13464 17464 7112 16121 14741
"217440_at" 9591 14650 5829 10129 14770 10363 12353 17684 13033 11664 12980 12519 8274 10427 2042 18754 14029
"217441_at" 2426 9342 20413 3130 3502 7503 11396 2792 6730 6882 3926 21325 808 4364 939 8762 21453
"217442_at" 9631 13657 8962 10268 9855 4695 12927 13879 9858 13277 15045 13266 10879 16616 7145 14505 13243
"217443_at" 9798 12107 9358 12737 10972 832 13198 18338 13308 17694 11788 7277 14977 18846 8824 15587 6096
"217444_at" 9503 12332 8914 10968 9576 11189 10282 12920 9522 17791 871 3027 9330 17140 15501 11871 17343
"217445_s_at" 1261 4741 3104 21382 3586 3297 1130 4262 3010 20899 10505 20318 21753 866 20325 22133 3385
"217446_x_at" 14404 18450 5321 16962 16950 20959 11316 890 19125 5725 3524 9142 16189 3769 11887 2799 1890
"217447_at" 21514 19768 10308 19922 6766 11017 11744 15118 9477 13477 17054 12912 8717 18980 9355 13717 9906
"217448_s_at" 5440 1594 2217 19798 19693 14949 3156 9143 15805 6512 6006 21873 22140 6705 14810 22123 4699
"217449_at" 12731 19188 16403 20679 13047 5884 17418 19138 15970 12934 10603 19634 1724 21424 1049 252 10633
"217450_at" 10677 882 20752 17263 10352 11742 14523 12239 11596 17757 1023 9706 6936 17093 363 13034 14045
"217451_at" 10245 13488 8092 11269 12074 8524 15961 10418 8914 11253 15944 12750 9685 14912 7435 14097 14421
"217452_s_at" 8487 11270 7310 15649 14780 11497 17638 12418 10114 11058 374 15658 12497 15255 5709 8517 15218
"217453_at" 21910 17530 272 722 14730 5005 14335 18037 8497 14658 1782 20343 5144 12776 15190 11707 166
"217454_at" 8175 12986 9300 10643 7163 7621 14985 16368 11232 14900 12801 12512 12578 9960 5003 10892 16907
"217455_s_at" 20316 20123 21623 15944 9103 11884 15919 17701 14421 11289 15457 3521 14272 15574 10429 14368 10388
"217456_x_at" 16210 8393 906 16157 19089 3169 523 19791 5680 8768 9069 19559 6360 11038 14494 7365 6951
"217457_s_at" 736 2755 5105 3204 19818 20146 5606 6732 18424 5414 20150 20867 21331 2961 12648 19868 20241
"217458_at" 15389 17719 10202 10647 20421 9408 13148 15324 7923 13912 14499 14963 10419 14798 6451 15869 13325
"217459_at" 6706 16408 8337 13815 9355 7966 15340 15804 8477 10440 16203 12176 14410 15145 6346 12700 3598
"217460_at" 9189 13200 10662 9437 11467 4378 11694 11714 7700 11917 17784 11727 14447 18647 6632 14971 13659
"217461_x_at" 21971 19319 15229 21945 15914 945 13952 20549 914 21853 5085 5126 15546 6357 696 3337 20263
"217462_at" 12656 15261 9618 13977 10994 5273 17975 15362 10510 15697 16342 15151 13868 9833 10011 11232 14904
"217463_s_at" 10422 13163 7851 12583 9071 10582 8000 11024 14177 16364 6238 13448 13345 18483 6912 14528 13265
"217464_at" 8234 12317 9612 11905 7976 12070 10625 11752 1538 3102 73 13601 5464 14116 9496 221 20514
"217465_at" 6466 2394 12086 3857 5716 20384 145 10691 21647 896 2789 8809 22061 2187 4042 1245 1179
"217466_x_at" 22132 21867 83 19726 2746 20969 5 336 16366 2273 20711 6326 21943 2485 4084 10588 7283
"217467_at" 21362 21691 1363 8913 15720 532 16700 7197 17695 15891 2463 16622 20491 8721 2380 634 21169
"217468_at" 14816 17258 6732 9846 12524 12621 8923 11448 8682 17456 8047 16018 10556 15866 10131 12169 2632
"217469_at" 12078 15068 11102 15441 8206 8276 10670 16678 13911 1594 5689 15724 550 2536 5735 21047 14819
"217470_at" 8156 14883 9971 15631 7209 9049 16490 17077 8480 18438 7193 15544 12231 14823 6349 18614 10450
"217471_at" 1001 5556 17568 3490 5953 519 13984 15229 5110 14404 650 797 1823 7812 472 18326 14373
"217472_at" 4686 12722 8821 7450 12866 3839 8653 10956 11210 13033 12772 15410 13610 18965 5175 13724 9858
"217473_x_at" 20805 22227 18432 21056 4936 5660 18343 2560 14086 1701 869 54 12824 15582 263 16287 9957
"217474_at" 13025 16455 20075 1135 10295 10821 11586 11092 9517 15995 19281 13642 3108 16300 221 15568 16868
"217475_s_at" 20231 21352 5195 14773 9156 2238 14252 453 10820 12829 4348 21971 20802 20371 12444 1768 1001
"217476_at" 9491 13792 7880 11061 6990 3791 15598 10306 7687 14633 14118 16530 11896 16418 599 18348 15106
"217477_at" 15875 4834 19229 18590 8352 10925 12361 11197 10992 17595 2685 1064 9208 15800 6621 11049 16265
"217478_s_at" 17894 20282 11504 4068 5004 1590 18551 3281 1657 14350 1618 998 6770 7919 1358 8746 1721
"217479_at" 20475 8210 20904 13450 8008 7479 9499 16563 7888 18833 12976 1904 3103 21370 4383 17380 11874
"217480_x_at" 15589 20614 3027 17609 20179 4726 17738 18908 21046 14030 9744 21738 12002 6719 18269 15641 10389
"217481_x_at" 4152 411 18165 11948 13805 6014 9816 9388 12833 15397 16689 201 14825 1228 20422 17578 17726
"217482_at" 12674 8324 15277 16680 424 14158 46 2320 21568 233 7568 9132 1497 5729 21187 7650 19753
"217483_at" 22034 10200 3569 20399 6727 12250 13970 15572 9196 15991 17013 12809 10875 18066 5891 14473 11432
"217484_at" 5206 2858 20488 760 9929 5615 10466 2222 14369 15864 673 152 14237 1078 4370 18538 1871
"217485_x_at" 17447 15410 17143 1713 5540 742 4080 4834 14601 7666 12210 9890 19584 8524 12711 8940 19438
"217486_s_at" 3963 11156 6310 4096 7233 21940 1751 662 21854 9674 18910 21323 21426 13774 14099 7766 4455
"217487_x_at" 17993 17243 18338 1080 992 9031 17284 448 11811 15889 176 774 14743 18359 739 11119 12142
"217488_x_at" 11930 13717 6636 11290 8131 2393 8361 19957 5790 244 20785 568 21517 21312 21973 11500 11926
"217489_s_at" 4780 10826 4353 13157 8126 4009 12431 1257 12297 15058 7554 13945 12438 18109 4500 14219 12982
"217490_at" 12607 13832 10713 11158 15783 2550 17723 3672 12855 51 20818 10418 18976 337 21910 5238 20272
