"inst_993" "inst_1051" "inst_1154" "inst_1213" "inst_1638" "inst_2673" "inst_4437" "inst_5210" "inst_5573" "inst_6172" "inst_6933" "inst_6973"
"214861_at" 8421 13008 651 12386 10493 775 21025 312 20061 10516 447 2259
"214862_x_at" 12650 6209 9665 586 12133 309 22160 11553 13079 2926 11944 8788
"214863_at" 6184 12554 10093 11045 9778 11649 11988 7718 18434 10625 13195 11555
"214864_s_at" 16956 19519 6860 3190 15163 8316 7354 6562 8168 15433 17850 15156
"214865_at" 9721 7779 13693 10658 10870 13169 14279 8644 10259 3160 6968 6743
"214866_at" 4317 4878 4047 13751 1824 5503 8661 21996 21846 15677 12973 17542
"214867_at" 974 13003 18898 19671 13887 22136 22283 13766 16504 21438 5343 6366
"214868_at" 8279 8282 9875 6873 8602 13472 13525 7709 11400 8924 8598 6861
"214869_x_at" 19093 16538 7586 19875 21109 7090 17145 15889 5922 17583 2393 18723
"214870_x_at" 21899 17581 18681 21700 21244 18409 6559 20874 21014 16054 20903 21222
"214871_x_at" 21931 14162 12647 7372 18194 19904 18296 4544 5080 1044 20567 13937
"214872_at" 8763 12911 224 5537 11151 20702 3737 10779 19631 2665 7301 4800
"214873_at" 14748 11908 18555 15022 20445 2787 21939 21075 21405 21021 1340 20308
"214874_at" 4171 21846 4310 4851 1408 512 13790 2746 1024 11078 4369 15754
"214875_x_at" 17543 20483 19281 19542 14844 18484 19644 22126 3200 12207 19653 16562
"214876_s_at" 18647 18128 17991 21157 16663 8784 19625 2877 7970 13441 16902 16714
"214877_at" 16560 18394 19328 18141 21504 2509 20564 22220 17995 11042 18461 1159
"214878_at" 597 13709 7189 21911 6715 20806 20644 17761 4149 20334 11570 3465
"214879_x_at" 21479 19463 21949 13679 22065 20970 21743 1672 19320 19851 5289 2837
"214880_x_at" 5123 10418 12049 2077 6253 13723 8336 12494 12354 5739 7071 4578
"214881_s_at" 19965 21172 21023 3385 20838 20487 3317 19092 19627 15854 20978 20346
"214882_s_at" 13805 15471 4929 15621 15011 6718 4825 16702 7554 16811 14653 17916
"214883_at" 11083 4174 9480 4483 10962 12055 11259 11585 10698 6581 7306 6106
"214884_at" 8982 9257 13766 9881 8603 7544 9633 12069 9865 8063 13695 4734
"214885_at" 2559 15359 8897 10519 21200 4369 659 17331 19982 18221 18858 16262
"214886_s_at" 11781 6332 10126 5126 6795 11255 1147 14005 10861 12421 11647 5790
"214887_at" 4800 3140 12650 11041 9628 13938 12843 6965 9950 2943 7139 4468
"214888_at" 4910 6488 322 16595 4259 125 5583 11710 10373 9129 8299 9854
"214889_at" 9773 2697 12606 5911 9410 15379 13610 10914 15085 2941 11073 7195
"214890_s_at" 10647 11452 14438 5074 5487 15024 12311 7401 10636 4431 7930 7178
"214891_at" 12361 11241 7978 851 13705 15969 1861 5383 11311 10514 14450 5888
"214892_x_at" 1614 9852 20517 218 2717 2775 3344 15199 6674 22264 19009 1419
"214893_x_at" 10953 8941 721 5160 7770 16046 54 13097 1016 5242 14104 4683
"214894_x_at" 15977 17114 2357 15748 15548 5467 7680 15025 4813 11915 5058 13805
"214895_s_at" 13913 18220 18382 21498 5082 2645 22101 17926 4537 12626 4804 21081
"214896_at" 8389 3300 14992 10925 13415 16156 12729 13843 15132 10424 7400 5525
"214897_at" 969 8348 11577 10242 13637 14197 12118 939 2180 5780 3049 5922
"214898_x_at" 11487 2969 13443 881 8095 8383 2979 854 12221 825 11162 15510
"214899_at" 5916 6924 10090 7393 9135 5548 13192 5376 15027 1653 8718 6964
"214900_at" 2488 21733 1957 21347 404 3669 4735 4966 5012 10036 21555 929
"214901_at" 15505 15773 17451 13444 22028 10309 5744 20896 20558 11792 21559 16615
"214902_x_at" 2844 21283 4413 16170 17520 16718 6083 2440 7740 2364 18477 15878
"214903_at" 7090 10497 8204 366 12683 15358 2129 7691 3878 2092 12903 12476
"214904_at" 2767 10815 13418 554 1108 6861 15719 6497 9301 551 11393 61
"214905_at" 10987 7952 1948 7847 7301 11142 11881 8619 14873 3967 14311 8681
"214906_x_at" 8662 4531 6025 11431 10787 5456 10070 13347 14886 9327 13637 11541
"214907_at" 8520 3547 15521 9253 12913 12891 13934 12939 15520 7200 9083 9890
"214908_s_at" 3011 17197 17950 19696 14746 6340 4026 5917 5783 14811 2291 18479
"214909_s_at" 20397 18057 20916 15177 21956 20357 15554 21934 21630 14664 19981 20777
"214910_s_at" 13207 5448 15770 8664 6585 10784 18151 7802 9471 8259 12505 8778
"214911_s_at" 2932 17372 20216 13942 4461 9894 7136 3380 4718 12974 2780 15361
"214912_at" 4450 8556 11172 4841 10263 14792 21576 10973 14535 3650 10184 8271
"214913_at" 10966 6501 13827 1728 7895 11704 7280 7554 15203 3766 13089 6813
"214914_at" 10148 12833 13181 7223 7275 20679 1495 11071 20437 4190 2619 12679
"214915_at" 4452 11216 5439 10962 13928 4227 1611 18578 6479 3622 14164 11294
"214916_x_at" 12800 10225 16085 4686 11935 10924 12767 207 10014 8541 6407 4327
"214917_at" 3046 4556 4322 13120 18291 4684 8316 2509 4374 12040 2234 3777
"214918_at" 17202 4252 17989 8623 9754 6186 5186 1541 20001 9413 11485 13624
"214919_s_at" 17617 19512 20469 20884 22026 16447 21815 22250 22244 21829 21221 19332
"214920_at" 10804 11252 6506 9501 5707 4802 10082 6927 14491 13588 7717 4699
"214921_at" 5689 4865 15708 6592 12064 15470 5006 7845 15014 7924 11969 10782
"214922_at" 3285 8833 8982 10677 2369 21224 18853 11284 2031 8806 14550 8460
"214923_at" 266 12291 10408 12083 13980 4730 16833 7745 3755 16112 13084 724
"214924_s_at" 3557 17136 20780 2334 867 16866 15934 6160 4796 12886 16671 13044
"214925_s_at" 1691 8000 11696 17755 21928 293 1069 20689 9743 15506 7933 962
"214926_at" 10183 6997 11019 10591 11165 11406 13291 8167 15262 6915 8570 5233
"214927_at" 6230 4465 8995 14225 13239 11891 14718 13799 14698 12855 6477 11854
"214928_at" 5421 6585 16031 4662 8896 10501 14203 11109 12061 7702 9674 7849
"214929_s_at" 11569 4410 6157 19074 14573 4417 19182 6469 721 14334 1167 10597
"214930_at" 11033 4892 17202 11001 12277 20447 21621 7965 13852 21101 8028 8381
"214931_s_at" 13180 15543 3483 21253 17673 5944 20436 14066 17119 15377 17252 17196
"214932_at" 12846 8364 19500 5024 9903 18772 9075 15746 4477 9642 2029 686
"214933_at" 7375 3484 18432 3556 13813 21810 4035 811 6779 19499 12821 4088
"214934_at" 16107 10109 17774 21597 14145 3039 7366 21232 21904 17485 629 15897
"214935_at" 5909 11765 15907 10980 5333 2246 469 10411 8834 10095 14174 6548
"214936_at" 289 10102 6249 8218 20578 8961 2875 19679 21173 19409 2603 18566
"214937_x_at" 17218 18233 21491 14826 17750 7910 17814 19192 18173 18108 21113 15123
"214938_x_at" 13541 13774 4276 3594 4420 8194 10890 14366 11754 2741 14835 2730
"214939_x_at" 12698 10030 10411 4215 9866 19494 9898 13674 15349 5076 6855 6375
"214940_s_at" 14939 10205 8691 6852 10386 16194 21799 18667 4985 8315 2876 12672
"214941_s_at" 2317 14646 2119 15571 14816 5209 3583 1908 7848 19501 19250 15706
"214942_at" 712 13135 13305 15130 16972 3631 18672 1355 1444 13304 438 15721
"214943_s_at" 20625 18583 2478 11710 2853 20116 19440 17695 18083 11481 22045 19356
"214944_at" 10154 9629 14522 9812 13214 14341 11659 13739 20405 5055 13267 9097
"214945_at" 4492 3226 10812 8756 4152 13191 736 14030 7464 569 11211 5765
"214946_x_at" 13234 15701 17313 12632 16200 7710 8817 20529 20492 13518 19180 16654
"214947_at" 585 7204 19338 22170 11751 19270 21811 11677 15388 506 8398 4351
"214948_s_at" 3959 15661 7194 18204 4569 7271 16049 1350 4651 11650 1951 18334
"214949_at" 13328 15714 4947 18774 2225 5336 16937 2260 3149 12802 2739 14486
"214950_at" 8274 11748 9449 13816 13932 21834 4646 18837 21340 1929 6531 684
"214951_at" 5180 6392 14494 6557 11265 14260 12693 7698 13906 170 8396 9254
"214952_at" 8416 5384 15956 7788 6383 16184 11121 7045 9976 7348 619 9539
"214953_s_at" 361 16676 87 2929 644 1300 3400 1904 3370 9446 1379 963
"214954_at" 10074 8803 11803 4284 12127 17723 11689 4063 15166 8948 13109 9490
"214955_at" 10999 7987 12411 5343 7467 16136 20704 13954 11398 1603 14139 1365
"214956_at" 8343 10121 10088 4800 8907 8352 13182 9372 11279 7391 6285 7269
"214957_at" 12402 7757 7937 7992 12978 10664 9936 5729 5532 3325 11049 18794
"214958_s_at" 447 11489 20049 3479 10073 9956 3343 1129 1031 11462 13535 5839
"214959_s_at" 4598 15918 3412 15331 3582 5383 6662 18776 17377 13438 17424 16316
"214960_at" 1634 18196 20284 17592 1495 10274 8025 1574 1243 14998 16693 14591
"214961_at" 8675 7296 11645 7695 9553 14822 13876 10106 14531 3047 8947 7169
"214962_s_at" 18122 17797 3569 20537 1370 1174 19171 3637 7996 15952 20750 2264
"214963_at" 1894 19475 22008 377 18579 7621 18697 18739 3584 17593 2714 16143
"214964_at" 2135 10463 18455 10826 10754 17435 21351 840 22151 12429 11082 6549
"214965_at" 22098 21562 22192 20863 22281 21397 21822 22165 22002 21521 22155 22282
"214966_at" 9881 9744 11315 4896 9269 13207 9352 9120 13494 6591 6578 6554
"214967_at" 14022 11658 7945 19030 16348 5398 19175 20459 18534 6860 20169 5414
"214968_at" 8440 5451 15755 11437 3890 1433 1737 12064 15735 7694 6162 10774
"214969_at" 671 5396 15993 341 876 2301 2726 422 6221 6369 2517 2601
"214970_s_at" 7313 10304 16255 10430 6683 11414 10510 4019 7906 4086 14270 6209
"214971_s_at" 7681 9585 10381 6600 6056 13324 139 9938 11635 21642 8403 6695
"214972_at" 2187 4510 6530 114 4640 3732 2159 17093 287 2852 459 701
"214973_x_at" 11110 4388 10649 11226 13807 14000 1295 4557 20018 10527 12958 6252
"214974_x_at" 11309 6693 15995 21588 12999 2027 2035 12158 14138 7157 9825 5183
"214975_s_at" 21361 20352 14400 1435 3268 20472 17618 14589 17723 21124 3993 3074
"214976_at" 18074 12353 14894 5049 20750 544 1366 17957 4214 9057 14932 21103
"214977_at" 4869 7081 13194 4366 5553 12239 13565 9703 10848 1301 10220 8300
"214978_s_at" 8850 4518 754 10686 9617 9984 1909 7108 15250 5406 6576 6137
"214979_at" 2772 4776 15409 5440 1529 19153 18641 12675 16370 1568 6215 12004
"214980_at" 8141 13437 18474 124 13618 2305 21066 15515 16642 2792 1702 8455
"214981_at" 11920 11940 15015 6186 10691 11659 8503 9496 14878 7841 9475 9565
"214982_at" 1423 4509 12572 4278 13569 852 192 9784 683 10189 12145 10936
"214983_at" 11314 6266 12827 7398 7675 15975 11700 13003 14557 7586 9773 4369
"214984_at" 7515 10521 9383 10582 8132 21723 14114 10224 4750 13327 4088 3737
"214985_at" 12897 7878 16397 2719 2857 9720 18542 1319 4662 5810 7639 2246
"214986_x_at" 21467 10373 21992 9152 3082 1895 4910 21231 21494 21814 17898 16207
"214987_at" 10067 11272 13567 16802 9397 4201 13940 14367 16505 20569 12867 9904
"214988_s_at" 2080 1276 7523 13589 1632 3729 4228 3030 3211 14090 3432 3233
"214989_x_at" 1904 842 19959 15529 1634 20596 17655 2740 4159 14042 5665 16235
"214990_at" 10285 11155 16590 4526 7471 22163 13474 13760 13021 6580 12470 5977
"214991_s_at" 16051 17209 57 497 20435 3796 15895 20932 19751 16351 20397 931
"214992_s_at" 16119 14891 8171 17482 14663 4697 6643 6791 7458 15681 2051 18492
"214993_at" 2684 19231 7847 2750 17751 13193 21520 21185 21596 9778 119 20636
"214994_at" 4802 2987 7893 7233 4488 14731 14066 12598 10302 3877 9766 7910
"214995_s_at" 12471 13415 3813 1582 12660 22019 491 8938 18440 64 14395 8817
"214996_at" 6800 12392 9727 9650 13383 299 20437 13194 12359 753 11976 10754
"214997_at" 1565 10460 1387 19846 20894 3699 21881 16822 5041 9410 20022 15511
"214998_at" 11653 3233 15654 4321 5589 4614 14185 7433 13262 8386 7737 11489
"214999_s_at" 17878 20591 17651 12630 17605 21356 21653 21218 19972 16434 18403 336
"215000_s_at" 18189 21074 4952 13569 18073 5531 6356 18192 9254 12450 3543 17985
"215001_s_at" 18450 15290 6070 13275 5226 3108 16045 18976 7725 14842 16615 13973
"215002_at" 10425 12235 16042 8509 6326 12913 11666 13561 13871 5478 12525 10498
"215003_at" 12143 10293 11905 6842 70 13020 13688 981 14382 7819 7048 5204
"215004_s_at" 21698 18466 611 387 21007 5792 8562 18020 19277 18508 16554 19139
"215005_at" 500 4296 1696 8732 6955 18090 7963 11003 20144 2201 6797 6534
"215006_at" 15582 19749 17448 20599 19283 18888 22230 19987 16270 14138 21238 20711
"215008_at" 6622 7216 12250 4740 8939 13023 10427 8565 10925 5744 8969 7192
"215009_s_at" 15268 16052 2414 14746 14390 4386 3225 4043 3159 11133 5504 2547
"215010_s_at" 9463 7925 9155 5305 11600 17313 341 10318 2987 6930 10892 11967
"215011_at" 20262 14108 19556 1578 21787 2599 19189 19835 21147 20897 21949 14260
"215012_at" 1909 14433 7228 543 19302 573 1349 519 779 9254 301 1490
"215013_s_at" 2037 7758 17749 19169 2366 16233 17858 661 5216 14261 22000 299
"215014_at" 10463 13371 14015 3179 11334 18819 890 2770 14745 1427 424 10633
"215015_at" 11949 13598 12034 9907 12260 13991 474 11154 272 7264 6486 660
"215016_x_at" 13693 1464 2308 17372 18973 17800 3964 15520 5232 9086 3467 14319
"215017_s_at" 16824 22044 10608 20905 15627 644 15916 5012 5040 2782 15788 19308
"215018_at" 13411 11938 21681 10848 2370 27 22033 2463 1091 9963 12623 6901
"215019_x_at" 11235 11235 21890 11426 5736 8461 20153 13701 10952 9276 13102 12598
"215020_at" 8518 6641 11449 5282 9675 14154 9707 7586 11864 444 11641 7867
"215021_s_at" 11680 9601 14476 5484 9345 21055 2575 13846 13312 3161 11444 11092
"215022_x_at" 4300 18219 3583 18345 4795 5122 4965 18445 17570 14212 20909 14955
"215023_s_at" 3778 14199 2405 1036 17183 5569 17680 21682 17359 1551 22009 22075
"215024_at" 21650 9991 7329 2923 14339 8536 5703 2547 4176 19105 20960 17923
"215025_at" 7919 11174 14085 9717 8677 15113 9672 10971 14270 6623 11532 10603
"215026_x_at" 1492 3061 13876 10287 13758 14331 12249 12673 13169 2596 12160 5852
"215027_at" 9824 6925 12488 9131 9084 12786 9628 9701 13064 4258 10208 8288
"215028_at" 19335 8570 8707 5691 3961 2934 13759 20767 19379 4159 1535 10998
"215029_at" 21909 11297 4196 20146 19470 5211 18082 3689 5108 2402 14947 1311
"215030_at" 21260 19907 3287 18882 17510 9376 19660 19833 9293 12782 18665 19485
"215031_x_at" 1245 18392 7200 21540 15546 10292 16530 21165 16007 12922 22121 20165
"215032_at" 19910 16913 21283 2062 19496 8168 19779 18054 5844 15569 20134 19716
"215033_at" 9160 6409 7632 22 12744 7890 5778 7463 12501 8500 9690 11043
"215034_s_at" 12460 9222 15945 3028 7293 5174 18332 12671 11463 3010 8202 7852
"215035_at" 5296 6364 11431 6355 8942 10852 10816 10989 12003 2898 6274 6427
"215036_at" 7717 6825 11535 6264 9880 11259 10186 8445 12349 8427 8258 6566
"215037_s_at" 1694 14539 10028 12909 15725 8813 3861 5937 9638 5431 3303 21713
"215038_s_at" 3181 2109 20906 14773 14839 6060 7983 16243 6897 18482 16230 3516
"215039_at" 5007 6492 13099 4620 11102 15367 14277 10272 15493 8234 7987 10044
"215040_at" 19494 4943 2738 21669 1574 4942 19734 19977 1651 11729 20744 13407
"215041_s_at" 5507 4882 7080 10433 10736 13185 358 13466 15095 8646 4094 8641
"215042_at" 7093 10252 13142 4011 4481 10642 696 8440 1110 13130 10630 12151
"215043_s_at" 21785 314 908 12534 19458 5478 21113 19689 9308 11946 2394 803
"215044_s_at" 15265 15439 5436 2381 20192 16278 4971 19624 16204 14738 15922 17571
"215045_at" 11660 2671 15295 4314 10872 4779 13675 13395 12224 8726 9385 8576
"215046_at" 8429 4540 49 82 1030 38 19430 21480 1898 2399 10498 9657
"215047_at" 8085 5873 22118 14312 5450 15909 2676 11299 12547 22014 10901 9129
"215048_at" 9544 12581 15224 8299 10108 10991 21873 7474 14529 6982 8405 10347
"215049_x_at" 982 7273 7769 7543 12739 13380 13234 13141 14653 6913 10146 8235
"215050_x_at" 3197 2086 20701 7651 1303 4030 20763 5788 9268 22015 3208 905
"215051_x_at" 8370 4720 7323 7413 10829 17297 9968 11296 13395 15206 6669 6906
"215052_at" 2474 7306 14773 6573 10410 12727 11799 7589 13520 7302 13021 5314
"215053_at" 801 10348 13703 3547 636 3675 20237 1516 368 12169 10507 4993
"215054_at" 2710 10064 18851 22125 2376 17440 18285 1455 20318 21957 823 936
"215055_at" 7244 4618 878 10867 9612 4497 21247 279 18782 9766 14015 12617
"215056_at" 9084 9530 1731 17939 8502 8866 21223 381 5694 13611 16203 1504
"215057_at" 10843 5514 16778 14332 13844 16466 20772 22056 6346 21766 783 12597
"215058_at" 12543 13503 10741 15526 13181 21411 7986 12694 21734 16741 8525 1843
"215059_at" 6728 9583 18831 5836 9506 20911 21282 19048 8474 6969 3525 6408
"215060_at" 11547 2590 15168 5701 10696 10529 1556 13068 10147 5317 11223 6335
"215061_at" 8059 7089 11007 9503 8171 11503 13822 12680 13692 3762 8357 6650
"215062_at" 6761 12827 10691 6041 13822 21127 22084 13408 13841 7676 13819 12161
"215063_x_at" 13374 9209 16819 18973 14250 8927 21120 3866 20249 9007 20156 2525
"215064_at" 12696 5145 20175 13395 2114 8187 1664 13863 765 18442 7536 5944
"215065_at" 5874 3646 10739 8139 10688 5462 19085 14915 20674 1020 13386 8607
"215066_at" 22115 13483 14280 22226 1039 12687 21578 4655 18868 8879 722 17266
"215067_x_at" 22195 19656 20595 22097 17950 19982 22049 21679 7850 12881 20999 1173
"215068_s_at" 21838 20110 21821 17601 4131 4704 17981 19974 20546 1496 18860 21944
"215069_at" 47 10033 10457 14568 9692 17730 2045 17362 2395 5279 17131 8888
"215070_x_at" 251 4091 21093 2228 21968 18017 20750 19194 20036 20954 2681 813
"215071_s_at" 16265 19626 3863 19361 16165 383 17073 17735 19761 21278 5668 17339
"215072_x_at" 1426 4406 7433 259 483 18940 267 3647 317 16173 2349 1372
"215073_s_at" 21485 21851 5222 18719 20527 6529 16782 20837 20887 16109 21713 20987
"215074_at" 663 9252 9669 8359 7976 14625 20800 2289 21479 5281 11390 12456
"215075_s_at" 16176 631 19636 12070 16109 9470 6897 16485 8081 19987 17604 19143
"215076_s_at" 8217 8968 15704 238 13100 13411 1463 11493 14691 7196 11578 4484
"215077_at" 10174 6221 13965 8456 7506 11001 9537 12120 13629 6055 9206 7425
"215078_at" 9236 9970 13786 4051 5490 15939 13467 8935 10963 684 8690 9736
"215079_at" 12626 9053 12534 1021 10259 9150 103 4926 5053 11879 17098 2420
"215080_s_at" 11679 8167 10171 4333 13417 9517 9463 5507 12866 5246 5159 308
"215081_at" 9919 13183 4234 11379 12280 1743 19717 9046 10372 21313 11419 10150
"215082_at" 12318 4229 21862 302 11377 8444 5397 17677 17299 11735 4976 15922
"215083_at" 21885 21866 17394 11845 19662 16436 22150 18549 19848 10300 19360 21748
"215084_s_at" 21884 21361 18886 19847 16110 6788 20204 20613 20821 21335 16894 16908
"215085_x_at" 10173 8700 11542 9188 3347 13697 12538 9976 14192 5976 10073 8178
"215086_at" 10859 11862 12038 4743 13926 3278 3453 14212 18986 1300 10463 8530
"215087_at" 3607 10461 18133 8606 10422 22237 22142 9915 19601 11323 12439 12370
"215088_s_at" 14488 17534 5421 3275 2446 6707 4451 4084 9046 14288 15343 13899
"215089_s_at" 15255 18075 19035 18007 21269 17978 16344 18909 20325 19047 15522 20903
"215090_x_at" 14549 1957 1096 15197 3303 4518 5871 6741 3161 13249 16088 3369
"215091_s_at" 4086 1176 20399 14092 17275 17554 15653 14095 15859 19431 16957 15981
"215092_s_at" 21622 17486 4979 1544 2395 7280 20932 1043 3098 9097 18562 826
"215093_at" 3363 16378 20786 19365 2211 8157 18510 4029 2900 18572 16282 17584
"215094_at" 4188 6172 4885 4852 8924 4161 9872 9307 11722 2978 8827 6021
"215095_at" 3842 14959 3445 15841 4458 2598 19350 2061 16736 21536 1324 15781
"215096_s_at" 15288 21865 17012 3165 14907 7141 14665 17389 8771 16613 17410 16349
"215097_at" 10187 10165 15099 10967 13547 11702 14127 12709 17214 534 11474 4597
"215098_at" 697 2802 9209 10413 12729 9364 12428 13993 2293 21317 13579 5485
"215099_s_at" 9759 13554 10002 10480 6343 3808 5442 10194 13587 21146 6841 12303
"215100_at" 8263 11609 21926 1469 15821 20884 1597 21007 8200 9201 2170 9453
"215101_s_at" 7956 6410 12822 21203 9770 15653 10340 9585 9879 4006 9771 11011
"215102_at" 8735 9606 11626 9309 13918 678 2333 15529 2974 273 7965 11879
"215103_at" 7116 7332 10972 5642 11094 11559 12133 9529 10112 7881 9570 7761
"215104_at" 8447 8072 11109 8107 8784 5730 11292 7655 10713 5618 8483 4261
"215105_at" 6768 6189 604 8245 13446 4682 6537 7574 15973 15805 9589 11038
"215106_at" 3770 6169 10244 8692 9708 11893 12993 9376 10637 3348 9049 7278
"215107_s_at" 10423 12704 11195 4554 5574 15778 1904 12897 11465 2595 6593 6438
"215108_x_at" 11222 10082 12415 9419 10968 11743 9645 10350 15419 5917 13075 6204
"215109_at" 2232 13604 18731 8025 18817 6217 18552 2719 3859 21659 16971 642
"215110_at" 12273 13312 1996 4408 10380 20485 20361 8026 12034 5557 16909 12250
"215111_s_at" 3588 69 941 11466 996 555 1619 815 1124 19405 1311 1956
"215112_x_at" 9775 5252 8125 5588 12351 10611 10716 8838 10936 3634 10297 4612
"215113_s_at" 15357 16865 5542 15666 21021 19869 18906 20270 18102 22273 21102 17530
