"inst_417" "inst_422" "inst_1010" "inst_1068" "inst_1171" "inst_1230" "inst_1486" "inst_1655" "inst_1905" "inst_1986" "inst_2690" "inst_4085" "inst_4164" "inst_4454" "inst_5227" "inst_5590" "inst_5916" "inst_5921" "inst_6189" "inst_6989"
"209305_s_at" 1626 1308 152 779 385 295 487 1014 2157 21960 1339 1493 2529 136 647 1566 1982 616 1900 1035
"209306_s_at" 18394 11206 730 408 1378 2689 270 2056 1560 2603 2812 732 2813 2456 2830 1344 4114 2368 4930 2320
"209307_at" 197 14332 1905 1363 4123 2505 8454 567 5011 21965 7909 12765 4631 2051 16037 5128 3250 1890 16297 20306
"209308_s_at" 20677 4163 3699 757 5297 5150 7663 16927 401 5433 5649 12249 6340 3582 5984 15239 18852 13594 18621 3349
"209309_at" 7343 8872 12315 8373 13529 6289 16789 14011 13556 14453 36 14067 2540 6886 11958 11983 9766 8412 8558 9016
"209310_s_at" 6943 14889 7104 6035 1255 764 17159 13906 3900 17520 4125 3908 3159 1034 12578 7151 12998 1028 2691 9795
"209311_at" 4419 3664 4956 4584 2733 2921 1063 22100 21619 2894 9212 2485 14217 16781 2613 17730 18518 2833 19237 1840
"209312_x_at" 21572 6418 20753 22277 10097 7248 9411 20421 4421 18201 20157 1438 19377 11313 21294 19614 6276 1821 5993 21028
"209313_at" 16179 4061 17527 17923 17734 14428 6846 19296 5310 2944 18383 17329 19685 5581 18146 19377 7433 16717 18365 20456
"209314_s_at" 18871 556 20760 5529 5238 17727 18727 20226 14174 19258 16667 20022 18331 19509 16409 20331 18831 6439 16799 5412
"209315_at" 15251 13894 457 12210 19998 7601 19779 2474 10819 8650 4651 911 1852 19427 844 21045 389 2282 19506 16223
"209316_s_at" 3938 4483 19700 22000 20817 19899 19961 16070 21568 21198 18796 20144 16362 20763 19630 18794 15894 20490 15632 18788
"209317_at" 14144 5814 16277 1689 21823 18730 4718 20632 19929 21777 21327 19389 20402 5968 19608 21420 18514 2221 20128 7233
"209318_x_at" 16681 17328 4758 8078 5007 3913 1711 343 16429 18471 7579 4459 13172 2743 2281 4443 18378 5925 14435 2707
"209320_at" 12973 8178 22142 21667 4298 854 8553 19832 1806 22252 20730 3201 20955 5082 18264 5778 17889 7071 21854 21134
"209321_s_at" 2245 2191 18954 21930 22252 16125 21391 22208 18531 22102 20337 21322 18118 20174 22265 18412 15936 20993 17633 21930
"209322_s_at" 18920 22268 2255 9021 643 6712 2513 3514 11736 11166 16711 2848 5623 3134 17793 3801 2943 5811 7568 365
"209323_at" 19536 7760 21828 20240 19441 20599 18677 20788 21258 604 19078 16246 20733 17832 20706 16549 17322 15485 19533 7478
"209324_s_at" 991 16979 1494 1279 4781 6625 5149 15310 9241 18685 5174 9836 2069 12631 1478 5437 5907 7432 7553 3807
"209325_s_at" 1001 3460 1679 1710 5448 8111 8113 20311 9170 21705 6666 9516 3002 14493 2037 2094 1447 3548 15431 4514
"209326_at" 12557 6061 4351 1661 6728 14139 9554 4094 15670 17571 2844 16125 2120 4233 5394 5077 16147 2063 2634 341
"209327_s_at" 8909 8572 7286 6174 3046 20844 224 19815 13807 7082 3102 977 5314 18132 20757 21910 3206 91 1437 1740
"209328_x_at" 519 14718 21988 2376 416 16677 9718 3840 11743 3154 1738 3818 6915 16943 4874 1111 20727 21611 22099 21881
"209329_x_at" 11878 17138 15241 4215 7403 14701 4383 15133 2627 16637 9826 9663 16260 14217 13804 12136 7574 13341 7373 6340
"209330_s_at" 16323 16721 17238 18744 17305 16130 10344 17121 17993 18575 19419 21045 17096 14444 19710 20081 8955 16009 17307 18136
"209331_s_at" 19246 18937 3695 20924 5492 2286 3418 19404 18591 17934 18711 16341 16738 3282 21398 13984 2965 14268 16520 3469
"209332_s_at" 17403 19096 16535 19019 17993 2751 18617 15350 3172 16594 18172 10691 17098 5516 16997 16569 17651 4567 20194 16870
"209333_at" 468 21016 401 984 17423 801 1370 1851 4769 1829 2188 4894 3572 585 2161 2219 1918 2485 2952 1948
"209334_s_at" 20721 4060 4843 13288 21625 16266 7692 11910 4324 2326 4967 20189 6109 4822 20477 15783 5755 15424 2819 201
"209335_at" 9843 10905 12893 12904 12031 742 4890 10358 9197 7382 19310 1059 5833 12531 832 19734 21769 4139 2781 13849
"209336_at" 14 22218 19395 21982 22106 14679 6004 21711 20972 19920 20888 21360 19146 16680 22153 21786 16939 16901 19840 20977
"209337_at" 18741 21289 20385 21302 4527 20444 9903 19529 15926 17129 21188 19154 18214 19645 19918 19194 18874 15728 7345 21019
"209338_at" 8447 15353 13112 11811 4833 19420 14043 12519 4075 21463 6287 13205 9800 18901 11416 9030 10148 20185 7423 9860
"209339_at" 13912 6298 4346 3862 517 841 8542 15701 1085 4499 4317 10968 5585 1911 6091 16388 6272 13581 15017 5658
"209340_at" 18424 3922 3271 16361 19807 2649 2828 5720 17203 19596 8852 12217 6272 1251 15740 3891 9072 1239 16164 4177
"209341_s_at" 2376 18510 790 1963 6938 2333 4627 14677 3305 3517 10167 12557 14646 17482 6080 3996 1554 2158 7199 4633
"209342_s_at" 8784 9762 4813 5176 1020 942 2343 19222 14354 1129 19099 19716 13119 15024 17948 3025 15327 5416 18033 21567
"209343_at" 13798 7857 15974 21466 12823 9379 21592 20389 8968 811 11727 6719 17779 9825 20627 16462 16133 8501 11974 2718
"209344_at" 21695 17338 18541 16355 19954 3974 19363 15997 19130 18361 4154 13376 6878 4016 6345 4910 7086 19482 18443 19502
"209345_s_at" 11921 17504 1003 1140 1678 2785 1367 1342 3640 2364 1118 4915 5866 2006 13692 4722 4913 2749 2720 3897
"209346_s_at" 1991 151 15877 8468 283 4134 4228 10401 6602 13094 5011 11953 2711 600 2924 2410 21247 8282 2859 1718
"209347_s_at" 8152 12221 14273 738 9640 13286 17439 7500 10555 9552 568 1597 8170 12162 8006 7982 11325 17617 10416 9766
"209348_s_at" 10828 9588 7705 8576 5981 7299 13530 8541 6513 15291 3198 17219 1226 3335 10304 7799 3646 7535 20818 10135
"209349_at" 13772 4444 20598 5246 16585 972 19736 4542 11083 12756 18807 21522 5644 19008 3948 15182 15185 573 4700 4339
"209350_s_at" 12060 17690 4885 4964 17500 4909 20632 16039 20073 20706 8254 19848 15164 17143 14366 14114 6941 15269 17834 18501
"209351_at" 8162 16010 13930 7580 14642 13143 17180 7234 8519 13056 802 5928 9677 9251 9919 11508 11605 7903 13826 9230
"209352_s_at" 13060 4042 3478 230 21996 3482 1600 16719 2946 16296 6725 13297 2725 6425 3998 5209 8605 16154 1949 16690
"209353_s_at" 1142 12853 12875 7573 6123 12001 3534 14481 14655 1952 2092 5870 7514 10448 19883 17855 408 12291 9465 13319
"209354_at" 17939 9870 10793 13430 18681 2271 225 8436 11872 10669 5549 18896 7405 4608 2573 19150 8493 16656 14322 9205
"209355_s_at" 10807 10087 587 7996 12315 22231 20994 1142 21828 10916 11984 22043 2373 22027 4112 1900 6045 20879 12787 526
"209356_x_at" 6317 13370 12833 6541 8894 8742 1721 13852 15267 14617 15456 3720 14437 18966 3092 9265 21091 25 12991 8769
"209357_at" 15932 3308 600 177 1409 17452 348 487 2519 3172 15776 802 1173 1541 894 2749 4126 707 7973 805
"209358_at" 16989 6869 16888 19520 16936 15177 18130 5184 21818 5143 9357 18713 19871 16441 18543 20129 18340 15155 16184 17687
"209359_x_at" 9827 21638 1569 8216 4615 7117 363 3220 128 13766 676 9670 318 186 2242 7380 7237 96 22104 2563
"209360_s_at" 13154 22161 16409 21480 5965 532 2376 2330 3585 3903 15837 14639 5744 14290 4276 16269 14811 14431 18674 3306
"209361_s_at" 2497 21014 15341 914 13091 19080 8704 2245 20221 6776 9262 14442 16843 15354 6507 21583 21303 783 20803 5995
"209362_at" 14083 4201 16704 19203 5046 18628 6717 18002 16568 2517 6503 16170 15308 6018 17289 16949 9155 15650 6118 18120
"209363_s_at" 2756 3472 20167 2583 17805 4299 7425 4681 16022 20882 6327 10548 5140 3534 5260 15253 15331 13556 4128 20010
"209364_at" 2328 6932 16861 4471 16447 15221 20066 18257 3191 1628 6218 19510 13863 14904 15164 11698 2835 17432 4231 5561
"209365_s_at" 15343 5750 6869 10680 21341 18401 16853 7984 1597 19992 8618 1955 15103 4529 12837 1786 1996 15006 21957 14877
"209366_x_at" 2013 4466 5688 16354 21161 5736 8591 2761 19529 21642 17219 14720 13735 7601 14616 13167 7449 15316 16987 7329
"209367_at" 12837 1801 1051 20389 21217 20624 9950 15448 915 18050 6665 16919 16276 15510 19371 5073 7968 17365 2877 5934
"209368_at" 8640 11432 16327 16128 8067 1976 19142 11111 6505 9988 10651 21215 5662 8169 21354 12802 1001 14534 8495 12277
"209369_at" 17297 7677 21339 17362 1169 4240 3049 2616 15991 18753 16365 14680 17212 4588 15284 18754 19077 2383 18082 16572
"209370_s_at" 41 12920 502 4587 21499 5588 6099 16582 19399 2023 7049 10531 16030 21415 2638 1586 8145 3973 8119 536
"209371_s_at" 3224 16376 3003 6765 17645 6493 13965 6543 8267 951 2864 1804 6259 13823 9972 21889 12314 10158 3250 9848
"209372_x_at" 21255 17001 21770 2025 1053 20815 4801 21115 14527 9184 362 18371 2667 22144 20360 3000 5987 22133 8216 4107
"209373_at" 22256 15128 1073 2792 7709 15907 643 9049 17144 8166 10221 19328 118 8095 245 650 3892 17707 10028 5883
"209374_s_at" 10554 10735 10309 13536 13863 10219 13922 11136 11533 8035 8869 2190 10471 10511 10164 6509 21632 11018 11016 8389
"209375_at" 19690 21176 2263 2503 18967 17491 20320 18631 16032 22107 18146 12781 13996 4060 5425 17840 14528 14825 18825 17856
"209376_x_at" 15705 21096 16260 5619 16791 14852 7900 5707 3657 20024 15786 12233 15663 15376 18832 12201 6076 5182 6856 6194
"209377_s_at" 18661 16869 18554 5733 20780 21120 8058 19098 21381 4923 18713 17649 16371 19321 18747 18111 18864 14919 19480 17476
"209378_s_at" 416 22133 2737 386 16620 4453 582 18297 21315 12550 20281 2483 16860 2774 3306 3151 17839 15850 115 21475
"209379_s_at" 2434 18055 1640 2316 5064 19319 2885 15553 5092 2633 3789 16531 14247 4894 2707 2033 5199 12803 7777 2644
"209380_s_at" 3681 17112 698 1316 20706 17734 607 2289 19624 20818 18562 14566 15586 18380 5066 13286 14779 17434 18382 1592
"209381_x_at" 13746 19243 1898 689 3783 22046 593 20133 21393 21755 19923 10792 17972 3614 1627 2019 21512 3941 14174 21740
"209382_at" 12862 1370 15479 2643 2337 3411 7768 3867 21141 4882 21459 12973 14746 4700 16347 18389 8668 5814 18908 16468
"209383_at" 516 18005 8 7 28 1 7 4 3 1300 3965 5 251 5 22 41 16786 38 632 28
"209384_at" 13966 16406 15779 17885 7172 18045 9292 18096 20247 4328 9314 18036 16143 8122 17679 19689 18793 14135 6148 18278
"209385_s_at" 13048 20710 18368 5007 16625 20362 9144 3407 16220 18613 9955 20297 16640 18152 20131 16039 6994 17872 7969 17474
"209386_at" 7094 13043 7753 9515 15620 912 384 8724 194 10874 3203 2692 3352 3433 1212 5288 22010 2700 12428 13201
"209387_s_at" 5607 14673 7200 15708 13972 564 14234 8215 140 10044 13717 1788 9002 1865 641 6519 16724 14339 13049 3856
"209388_at" 19456 17625 15848 18822 17414 18716 2458 4300 19715 19374 18319 10307 14662 6795 15916 16646 15611 2982 19691 5393
"209389_x_at" 4745 6184 16281 17267 16945 14286 9639 15832 3746 2897 8268 14255 7467 8448 14153 5375 5340 4248 3949 5906
"209390_at" 14987 16906 3819 4810 6901 18866 1426 3839 21076 1351 4740 11209 3731 14704 15830 12708 2652 3945 6318 3310
"209391_at" 16599 17391 1116 2523 5667 5668 7897 1798 19482 16954 18016 21272 6556 15107 3360 16767 2533 21903 17070 19793
"209392_at" 8211 15868 14489 8118 39 7655 14872 11444 15291 20 43 138 12456 9860 5874 9601 18038 10916 293 15344
"209393_s_at" 14633 7185 21465 21571 20309 20017 18200 3678 20651 3000 9693 18490 21561 14588 21339 12790 18834 15786 5191 21235
"209394_at" 17793 19458 2542 19463 1523 13503 19951 21143 13646 21837 6082 13315 20126 8329 21904 16424 4333 1690 20541 3061
"209395_at" 7713 12067 11110 5879 6041 8394 13508 10687 10717 4771 16222 5656 9757 10304 9572 8674 12326 10778 7630 9665
"209396_s_at" 10256 15950 6540 13213 16536 9032 11000 6371 13114 16664 5848 8981 7236 13290 7245 9248 10945 10259 5437 11194
"209397_at" 18230 117 18996 3220 19623 18193 8744 20153 20968 17558 17351 18072 14660 16833 15781 17685 6997 16529 18799 21357
"209398_at" 18396 18621 61 116 17441 5791 83 186 19064 2062 2344 9677 2633 3300 922 2332 4591 6492 3106 775
"209399_at" 1107 19160 16410 15034 10190 19160 7128 16773 259 10904 20031 20413 14064 20602 19903 22038 6364 19461 21267 12308
"209400_at" 10376 16195 9031 11918 7739 11536 10712 13095 8948 6922 10240 9388 11413 12429 11259 10285 11209 8546 14052 11885
"209401_s_at" 4089 11586 10046 8237 7743 6832 10652 12837 6820 11975 2951 2128 2619 21266 1560 5241 13883 9513 11952 14794
"209402_s_at" 9237 13333 13966 14532 8645 973 16620 12145 13248 7418 11565 21819 11811 18554 11748 7217 13911 20933 12752 13527
"209403_at" 3151 21794 15323 2109 2891 1737 989 4342 11991 1701 8179 9779 3520 19576 2333 5336 3171 14436 2820 16399
"209404_s_at" 13682 1118 20202 4316 1741 1518 6347 1506 3362 3678 3829 2876 3890 3046 724 12783 7842 2355 4581 18039
"209405_s_at" 20000 18356 21048 19930 1034 3964 2845 4058 974 8380 2025 12660 2065 6209 14422 20088 17870 21542 3619 21465
"209406_at" 12121 4421 20313 17476 20398 20865 8212 4333 19497 21914 19928 20562 12681 15992 15206 17399 16609 21085 16602 7465
"209407_s_at" 15486 12526 5358 21396 22143 17314 18462 1742 880 20224 19247 1654 21246 15549 18043 1720 19371 20992 19960 21343
"209408_at" 3812 7768 4890 1073 5564 22149 5223 15114 20665 18730 16702 18886 13820 19942 17958 13629 16173 18990 16565 17142
"209409_at" 2375 1525 343 3360 3271 3139 7236 1027 1544 1837 8395 3472 4387 1230 845 2032 2154 2850 16451 3836
"209410_s_at" 12651 3068 4096 992 1715 1202 729 3203 688 1106 8830 1164 339 658 280 789 5922 2557 6507 5244
"209411_s_at" 19040 19394 2830 2285 18441 17216 1702 17992 19809 20975 9765 11658 21624 8147 16650 19662 3831 14205 7532 7858
"209412_at" 20615 2274 18721 5113 6496 18993 19523 19138 22000 19673 9834 20244 21478 17182 16761 18811 8717 14237 14947 20349
"209413_at" 17266 1704 18032 18819 17111 4675 22280 14893 2367 22265 21852 20018 3779 6330 22091 22201 20836 17146 22040 16521
"209414_at" 3084 21276 15833 7975 21373 19128 20160 3651 13249 1702 3088 9980 20248 16020 22122 20570 20381 19514 4197 19903
"209415_at" 15572 22233 12859 14115 14433 16054 2251 13687 1224 323 393 14785 1881 5907 2976 860 19295 1435 246 9023
"209416_s_at" 18887 1372 1998 17769 18344 18563 22192 15882 2435 19863 20455 3025 19102 14919 20363 13011 19500 14440 1345 20319
"209417_s_at" 2667 5581 701 13704 940 2948 22220 2204 12249 4349 6734 13268 15399 18383 3512 2666 6915 5421 5342 16667
"209418_s_at" 15307 3498 4507 3210 3398 3884 9938 3552 1895 1904 16608 18340 5904 3301 5391 4131 14135 1425 19622 17551
"209419_at" 5559 9781 14780 15860 6873 17673 17904 10890 5829 10949 4831 18003 17714 17814 2414 21856 2197 16903 21737 14349
"209420_s_at" 11922 20297 15223 4077 2390 4788 10396 22194 5703 18214 9531 2597 16815 15585 13661 2322 4403 14284 16078 1210
"209421_at" 18847 8139 19085 20937 20041 20855 19893 20655 20549 21877 21941 17824 20373 19507 14481 14247 14308 20077 19757 17077
"209422_at" 3523 5019 3123 3182 17972 16326 5280 1921 17994 17190 6703 17765 15162 4565 5845 4384 4642 18235 5205 17449
"209423_s_at" 82 3243 9964 15495 19827 114 21358 18408 8344 15462 21804 21609 21727 6634 20895 18697 4803 21601 3626 5870
"209424_s_at" 21682 457 20063 3109 1902 21708 6551 5428 21786 7726 5500 19708 20609 20711 20566 21789 17910 20930 6736 18275
"209425_at" 7407 13154 16484 9508 10062 22167 1439 475 19314 12002 3874 22243 22067 22159 22070 19560 14914 21891 454 17152
"209426_s_at" 16884 18823 18223 18009 17356 21505 19258 21650 19224 9368 19753 21956 21463 19571 21551 20562 20397 18479 3586 7579
"209427_at" 17968 8007 21952 1172 13380 4879 9712 22165 15963 13175 14813 19017 15683 8446 1289 17085 19358 17557 8551 20876
"209428_s_at" 13994 19340 16566 1976 1834 5762 7271 5114 1756 4215 9942 12011 4464 6341 6591 3204 5308 2775 3219 3048
"209429_x_at" 14575 8192 5359 18380 7392 14480 4710 16555 18939 17202 6727 13875 14144 8181 17456 16628 8748 15555 18383 7786
"209430_at" 20525 3620 15183 17347 6683 13749 4769 4055 16640 1043 8186 16006 13030 5340 15581 16320 15172 5462 15265 5575
"209431_s_at" 21444 2856 18638 21455 22164 22160 4520 16850 18733 2405 16941 13324 17469 21076 14805 20234 4740 15616 20937 19467
"209432_s_at" 847 20333 3617 1843 1968 2273 8487 5799 15653 8506 1632 10120 13698 3971 2990 4388 16412 6184 1003 3574
"209433_s_at" 17251 7294 18098 18755 21525 13835 20085 4366 16441 19710 21665 18707 21219 6818 20261 15397 4874 19893 21229 17314
"209434_s_at" 17911 6208 20275 18265 20989 19821 7475 17644 20292 21852 21703 21471 17723 15287 21024 21332 5686 14990 20199 16786
"209435_s_at" 2897 20586 19358 3765 17626 648 4167 1746 52 3077 20231 769 14738 243 5342 19838 18978 645 16715 2591
"209436_at" 13082 1003 2574 13422 11679 9134 17401 14243 4284 19091 15245 17362 20580 726 4631 546 20850 6837 15363 8356
"209437_s_at" 2062 8950 14003 10439 15372 7209 11414 6409 13076 15910 13144 7966 6200 11354 11335 6978 9279 10788 13585 9106
"209438_at" 21562 1115 603 9928 4526 17057 22079 14738 18552 18792 6353 12923 5283 20914 6656 20660 7277 5111 3524 20989
"209439_s_at" 551 4972 19133 16415 18833 13832 8004 21437 4395 21940 19338 19672 14461 18062 20123 20003 4474 14787 18922 20972
"209440_at" 14500 6889 20483 18861 20539 21399 18950 18707 19982 20473 20695 17387 19220 17598 16437 15468 9082 18326 21172 18581
"209441_at" 827 14094 2664 16148 19071 13319 7563 850 13473 4416 172 22247 1751 14365 233 19302 3356 17429 2000 9634
"209442_x_at" 12663 1077 1525 2356 13861 2576 2972 5373 4845 8540 2168 3903 4381 5806 2458 1471 3087 17665 164 2909
"209443_at" 11278 14731 16354 8386 12128 12796 20948 19336 12159 14705 13693 1061 14504 13628 3013 2676 110 10690 476 12942
"209444_at" 3972 4975 5494 16993 16644 15064 6629 14765 4425 19136 7522 16873 14258 7723 13996 15708 14235 6918 14390 5702
"209445_x_at" 14657 8259 5550 21502 17532 14344 18042 3258 15826 5430 18694 17380 14455 7062 18308 12887 8119 13146 19747 17938
"209446_s_at" 6975 3582 3782 2354 18282 20584 2107 20685 4288 19612 679 18790 17357 19467 3545 22007 6512 14921 6078 3620
"209447_at" 6234 14744 14454 10289 6579 4956 13611 14215 13672 12478 9298 2154 1514 1757 847 11551 16898 2172 535 9517
"209448_at" 14800 19877 15064 18268 7238 20633 1328 16250 17747 18579 7381 19357 14281 14722 6403 13129 5356 14846 1379 19535
"209449_at" 15280 5953 20728 21400 18249 20109 19532 20513 2341 20069 18489 20047 21455 20934 20089 18969 8400 15237 19360 7760
"209450_at" 3592 19024 17668 16741 17132 16470 19614 21700 18656 5265 21105 15616 13083 14372 5670 20668 16294 18884 19378 7685
"209451_at" 15802 20633 2378 2804 1924 16788 1445 4107 17398 1484 1180 3418 6987 5678 1482 11940 18059 532 3835 1979
"209452_s_at" 12931 1967 18525 20784 3785 15396 10455 17377 16280 20081 16166 13630 18347 15964 17085 13933 8675 13497 5372 18381
"209453_at" 1722 7421 16634 18109 21113 3475 3281 2514 19814 1114 2384 14228 15935 8466 1225 20561 2580 20447 15676 20818
"209454_s_at" 15220 20673 1213 20448 16033 2958 6580 22049 231 6541 2960 3217 20846 7533 3975 4615 5343 1019 9056 914
"209455_at" 19417 580 16778 19026 5527 14487 4934 4030 19189 5482 3103 14764 16869 8304 15749 13683 7513 4400 15423 4996
"209456_s_at" 13287 2980 19228 17284 496 1337 9679 1365 5679 3085 4336 2075 14232 21872 2334 1287 2523 273 18262 5265
"209457_at" 4667 18303 48 65 3657 10 157 91 35 3411 5445 624 327 83 73 1361 5211 166 2996 1920
"209458_x_at" 22013 19704 11460 14707 11052 8302 17693 10638 8066 20068 10993 6111 9048 10161 7488 4001 721 9511 9878 13969
"209459_s_at" 4766 6333 5369 19808 7210 13343 4672 5317 7654 11431 637 7678 19133 10366 16597 19920 16709 10084 5005 4605
"209460_at" 21385 21049 17149 18504 8194 9638 3928 3732 10061 6194 2701 9065 20226 13701 20193 15922 16013 3192 6558 4831
"209461_x_at" 3490 6994 19961 22119 19627 20768 21438 5107 20145 20346 20562 16428 16748 14599 13859 14707 3116 6411 19860 21105
"209462_at" 8295 11577 3308 4007 11431 21556 910 333 16451 10458 11283 15915 22189 19292 14404 20696 21034 16447 7477 16200
"209463_s_at" 4272 365 18521 4976 5134 20976 8111 18430 4931 1337 16410 21385 19307 19520 17348 19754 6452 18494 7438 18831
"209464_at" 2021 17960 15999 2874 18666 19462 20153 15038 21486 21471 9326 19786 4729 19723 5917 15839 17700 18565 17669 7511
"209465_x_at" 11460 9795 6685 11057 12116 6757 17810 12978 14579 12632 10392 1091 8094 19728 9512 7012 10778 9101 9788 11586
"209466_x_at" 2454 20281 7160 9200 5663 5681 4916 8681 2670 20208 21383 17214 5771 2735 4250 728 21529 3370 5329 12734
"209467_s_at" 14334 1517 5234 21393 19367 18286 6585 21744 20452 4667 19373 14034 15428 19133 17720 15159 3099 17635 16351 21205
